team_id,team_name,subdivision,conference,record_through_cutoff,movement_from_previous,rated,eligible_games,eligible_evidence_count,games_played,expected_rank,median_rank,mode_rank,rank_1_probability,interval_50_low,interval_50_high,interval_50_width,interval_80_low,interval_80_high,interval_80_width,interval_95_low,interval_95_high,interval_95_width,top5_probability,top10_probability,top25_probability,display_rank
99,LSU,fbs,,,,True,2,2,2,12.679174530863744,8,1,0.09361188966163912,3,17,15,2,30,29,1,53,53,0.3796703651244512,0.5982693626572569,0.8655562191435398,1
245,Texas A&M,fbs,,,,True,2,2,2,13.090552285020996,8,1,0.08762994569714191,4,17,14,2,31,30,1,53,53,0.36343142205183926,0.5832000527539414,0.8581827696883818,2
2390,Miami,fbs,,,,True,3,3,3,14.65590386530929,10,1,0.06404675731839658,5,19,15,2,34,33,1,55,55,0.2942039875686313,0.5160701865161706,0.835369470498805,3
344,Mississippi State,fbs,,,,True,2,2,2,15.010921218774161,10,1,0.07546083029731757,4,20,17,2,36,35,1,59,59,0.3212707286740857,0.5291895433118791,0.8187884645463944,4
333,Alabama,fbs,,,,True,2,2,2,15.70886951544668,10,1,0.07057280835116074,4,21,18,2,37,36,1,61,61,0.30301832929081257,0.5055845570234958,0.8056624103912774,5
87,Notre Dame,fbs,,,,True,2,2,2,16.07071906923457,11,1,0.06852557515384763,5,22,18,2,38,37,1,62,62,0.29570926445692086,0.4959903299993064,0.7974118037609,6
84,Indiana,fbs,,,,True,2,2,2,16.15751742727355,10,1,0.07277321269647583,4,21,18,2,40,39,1,66,66,0.31109956831210533,0.5158665419400622,0.8013288394156503,7
258,Virginia,fbs,,,,True,2,2,2,16.63211353355281,10,1,0.06884837760394694,5,22,18,2,42,41,1,68,68,0.301880287983072,0.5089660714000274,0.7945955063775811,8
2306,Kansas State,fbs,,,,True,2,2,2,18.563666435711344,12,1,0.05465092926653645,5,25,21,2,45,44,1,70,70,0.25275364626051156,0.44920006915146304,0.7573750486207196,9
251,Texas,fbs,,,,True,2,2,2,19.09625671161672,13,1,0.049173357115709325,6,26,21,3,46,44,1,71,71,0.23381203563235436,0.4253909752415612,0.7469700737587103,10
194,Ohio State,fbs,,,,True,2,2,2,20.472179932427977,14,1,0.045547064771467784,6,28,23,3,49,47,1,74,74,0.21802049798679934,0.3996038929059371,0.7173293191993959,11
57,Florida,fbs,,,,True,2,2,2,21.216162244092367,15,1,0.047148199823316896,6,30,25,3,50,48,1,74,74,0.216007203327714,0.3874274119590808,0.6987447861002541,12
158,Nebraska,fbs,,,,True,2,2,2,23.344160094752308,17,1,0.038721042930398394,8,33,26,3,53,51,1,78,78,0.18256286636752955,0.3359576886677073,0.6491332189687423,13
61,Georgia,fbs,,,,True,2,2,2,23.417337370075625,16,1,0.04280942507335195,7,34,28,3,55,53,1,80,80,0.19711887458214208,0.35593485939765923,0.657397918480374,14
26,UCLA,fbs,,,,True,2,2,2,23.45541400068736,17,1,0.036950972779549514,8,33,26,3,54,52,1,80,80,0.1814461868596607,0.3406553691523844,0.6531477548902273,15
213,Penn State,fbs,,,,True,2,2,2,23.618355690559532,17,1,0.03817159541920993,8,34,27,3,54,52,1,79,79,0.1805746323274067,0.3333910960201431,0.6459172471830209,16
221,Pittsburgh,fbs,,,,True,3,3,3,24.779816538254703,20,9,0.02152944847582491,10,35,26,5,52,48,2,74,73,0.1212660127821633,0.26128676937045264,0.612679286939905,17
2633,Tennessee,fbs,,,,True,2,2,2,24.87782056463252,18,1,0.03657007915136348,8,36,29,3,57,55,1,82,82,0.17509934061683732,0.32616520993776493,0.6299856984107604,18
30,USC,fbs,,,,True,3,3,3,26.880124818958517,21,3,0.026871149249963703,10,39,30,4,58,55,1,81,81,0.13574848215527505,0.2662634254357946,0.5758053100110033,19
254,Utah,fbs,,,,True,2,2,2,27.465868408904313,20,1,0.03220321815762604,9,41,33,4,62,59,1,87,87,0.15433855626348955,0.2903775824902731,0.5826544589921062,20
120,Maryland,fbs,,,,True,2,2,2,28.503459645346066,21,1,0.0314116138591946,9,42,34,4,65,62,1,90,90,0.15074940265321674,0.28338112515974795,0.5680135392397055,21
248,Houston,fbs,,,,True,3,3,3,29.679836388682418,23,10,0.017780557390009263,11,44,34,5,63,59,2,84,83,0.10234777522084129,0.22571198015695312,0.5351017825359516,22
2,Auburn,fbs,,,,True,2,2,2,30.626125511676037,24,8,0.020123765971701298,12,44,33,5,66,62,2,90,89,0.10694876453009894,0.22096371428549183,0.5172038851544052,23
2579,South Carolina,fbs,,,,True,2,2,2,31.880090431971492,25,1,0.026712725603878322,11,46,36,4,70,67,1,97,97,0.1254736078952374,0.23458767711125092,0.5037116075144402,24
