team_id,team_name,subdivision,conference,record_through_cutoff,movement_from_previous,rated,eligible_games,eligible_evidence_count,games_played,expected_rank,median_rank,mode_rank,rank_1_probability,interval_50_low,interval_50_high,interval_50_width,interval_80_low,interval_80_high,interval_80_width,interval_95_low,interval_95_high,interval_95_width,top5_probability,top10_probability,top25_probability,display_rank
333,Alabama,fbs,,,,True,3,3,3,11.206209031922985,8,1,0.0880130231451745,4,15,12,2,25,24,1,43,43,0.38023424126376126,0.6216408346951894,0.902077531881942,1
344,Mississippi State,fbs,,,,True,3,3,3,11.342598324032297,8,1,0.08707628637414316,4,15,12,2,26,25,1,44,44,0.3782174018287047,0.6200226054045828,0.8984804555532117,2
87,Notre Dame,fbs,,,,True,3,3,3,11.509640565858508,8,1,0.08557786073029378,4,15,12,2,26,25,1,43,43,0.3713652585636613,0.6102756442710286,0.8954435875141362,3
251,Texas,fbs,,,,True,3,3,3,12.879025735918063,9,1,0.0709897809259972,4,17,14,2,29,28,1,50,50,0.3255866447399669,0.5626978301720298,0.8741845484757448,4
194,Ohio State,fbs,,,,True,3,3,3,12.880161354323374,9,1,0.0741447993259492,4,17,14,2,29,28,1,49,49,0.33189976702814633,0.5645169223278598,0.8699073043305281,5
99,LSU,fbs,,,,True,3,3,3,13.15028088675396,9,1,0.07042827760472559,4,18,15,2,29,28,1,49,49,0.32084531153349927,0.5521713895621951,0.8662306589546424,6
57,Florida,fbs,,,,True,3,3,3,15.004842318734896,11,1,0.05799810233008434,5,20,16,2,35,34,1,55,55,0.2745104952092885,0.49511854035554015,0.8298462943434209,7
84,Indiana,fbs,,,,True,3,3,3,15.182837016905353,10,1,0.0668480809789778,5,20,16,2,36,35,1,57,57,0.29572287947059833,0.5064230965530989,0.8198338093786319,8
2390,Miami,fbs,,,,True,3,3,3,15.497502886838447,11,1,0.05876120210826094,5,20,16,2,36,35,1,57,57,0.27475507341726113,0.49062584318777064,0.8179457048964289,9
61,Georgia,fbs,,,,True,3,3,3,16.44339259108922,11,1,0.059529720602161856,5,22,18,2,39,38,1,60,60,0.26822441345088693,0.46951793864270946,0.7928063683647774,10
213,Penn State,fbs,,,,True,3,3,3,17.492630560634993,13,1,0.051440537588993585,6,24,19,2,39,38,1,60,60,0.23849604861968224,0.42850243259404924,0.7661725869938374,11
2633,Tennessee,fbs,,,,True,3,3,3,19.356047686889706,14,1,0.0447746660043232,6,27,22,3,44,42,1,66,66,0.21373231982820018,0.39446190587305824,0.7314203915278326,12
254,Utah,fbs,,,,True,3,3,3,20.267726978068385,15,1,0.04282743245369993,7,28,22,3,46,44,1,68,68,0.20366970474946092,0.3772075115840502,0.7119812679789929,13
259,Virginia Tech,fbs,,,,True,3,3,3,22.010021284147374,16,4,0.03500056783350957,7,32,26,3,51,49,1,72,72,0.1793771106972064,0.3509524475338729,0.6834203022558802,14
2306,Kansas State,fbs,,,,True,3,3,3,23.2432077434343,17,6,0.03035140901667848,8,34,27,4,52,49,1,73,73,0.15950103836043933,0.32045417676372207,0.6561988922373888,15
221,Pittsburgh,fbs,,,,True,3,3,3,23.34805167990151,18,8,0.02404494583134914,9,33,25,4,49,46,2,71,70,0.1335896903500726,0.2835257340053672,0.6437535881353734,16
158,Nebraska,fbs,,,,True,3,3,3,24.47549116984623,19,1,0.030675077093881866,9,35,27,4,53,50,1,75,75,0.14983304908064396,0.2878387648507248,0.6146418880384298,17
2294,Iowa,fbs,,,,True,3,3,3,25.522430221293067,20,9,0.02276586393637444,10,37,28,5,55,51,2,75,74,0.12471690300354564,0.2645303897233397,0.6050082559350606,18
145,Ole Miss,fbs,,,,True,3,3,3,25.552197093621544,19,8,0.023288537805630657,10,37,28,4,56,53,2,79,78,0.13094524740774308,0.27825767437672316,0.612624060201935,19
245,Texas A&M,fbs,,,,True,3,3,3,25.581681908696265,20,7,0.024691056518000163,10,36,27,4,55,52,2,78,77,0.1306194006180138,0.26723699891829084,0.599046128631326,20
26,UCLA,fbs,,,,True,3,3,3,25.873596995337063,21,8,0.022081768646963738,10,37,28,5,55,51,2,77,76,0.12175924765683714,0.255746686118319,0.5894816193012479,21
248,Houston,fbs,,,,True,3,3,3,27.733077636099374,21,9,0.01967783860598061,11,41,31,5,60,56,2,81,80,0.11293172885677286,0.2472977684308822,0.5710013934406705,22
167,New Mexico,fbs,,,,True,3,3,3,29.516023929450913,24,11,0.017052151520874328,12,43,32,6,62,57,2,83,82,0.09667651918576999,0.2130193151339625,0.5303962359630552,23
258,Virginia,fbs,,,,True,3,3,3,29.65521696495926,23,10,0.018462383929545852,12,43,32,5,63,59,2,85,84,0.10354575025252213,0.22414202274575182,0.5325286766280237,24
97,Louisville,fbs,,,,True,3,3,3,29.83597152286672,24,11,0.01573301565278942,12,43,32,6,63,58,2,85,84,0.09270910807470933,0.20947755741310034,0.5285848698904791,25
201,Oklahoma,fbs,,,,True,3,3,3,31.63617636214111,27,16,0.010270963923665681,15,44,30,8,62,55,3,84,82,0.0642011573511093,0.15620641743283717,0.46976427297702533,26
66,Iowa State,fbs,,,,True,3,3,3,32.022563872930846,27,13,0.015923724165404687,14,46,33,6,65,60,2,89,88,0.08628559749031735,0.18370890691184266,0.47488822376183953,27
2116,UCF,fbs,,,,True,3,3,3,32.33472780850458,27,13,0.012250662336679673,14,47,34,7,65,59,2,86,85,0.07480388674635251,0.17671712248366278,0.47769260610189224,28
252,BYU,fbs,,,,True,3,3,3,32.43407905856165,27,13,0.01443855259846834,14,47,34,6,66,61,2,88,87,0.08143919436218827,0.1793131109191978,0.47006697018714033,29
150,Duke,fbs,,,,True,3,3,3,32.44973057657615,28,15,0.010921808109202662,15,46,32,7,64,58,3,85,83,0.06655524597666342,0.15721800135365602,0.4560545473943924,30
30,USC,fbs,,,,True,4,4,4,32.98399290554148,29,16,0.013356837319813701,15,47,33,7,66,60,2,86,85,0.07469248963231921,0.1636156370882507,0.44561480886340127,31
277,West Virginia,fbs,,,,True,3,3,3,33.375532737315,28,11,0.015661750648816527,13,49,37,6,69,64,2,91,90,0.08726442785138395,0.18848457334681754,0.46546033005380644,32
256,James Madison,fbs,,,,True,3,3,3,33.91221515013947,29,11,0.014133081729978358,14,50,37,6,69,64,2,90,89,0.08138922539603308,0.18155938622984952,0.45586611364270746,33
2,Auburn,fbs,,,,True,3,3,3,34.20840784296497,30,17,0.007302420852654863,17,48,32,9,66,58,3,87,85,0.04865401693419464,0.1268083326439678,0.42604789373858837,34
77,Northwestern,fbs,,,,True,2,2,2,34.30913810251994,28,1,0.02071902324045645,14,50,37,5,72,68,2,96,95,0.100852967789869,0.19531674703133792,0.4540358726981445,35
2567,SMU,fbs,,,,True,3,3,3,34.57684417908485,30,16,0.00812541787254223,16,49,34,9,67,59,3,88,86,0.05292983737755732,0.13483580510544702,0.42641992916435434,36
120,Maryland,fbs,,,,True,3,3,3,34.84341329600224,30,15,0.01112097721858291,16,50,35,8,69,62,3,91,89,0.06545375599932815,0.15125641737843032,0.43180095650239125,37
239,Baylor,fbs,,,,True,3,3,3,36.919031242637566,33,18,0.008089053021858654,18,52,35,9,71,63,3,92,90,0.04996139018428146,0.1214673819050687,0.3849865577969087,38
2579,South Carolina,fbs,,,,True,3,3,3,38.84854722658124,34,28,0.007710917477880939,20,54,35,10,75,66,3,98,96,0.045251486046370734,0.10664164520874478,0.35549360332032137,39
130,Michigan,fbs,,,,True,3,3,3,39.545704851732715,36,19,0.006291575966413905,20,55,36,10,75,66,4,96,93,0.040507508643126626,0.102539687798865,0.34361973657911515,40
96,Kentucky,fbs,,,,True,3,3,3,41.00188184035983,37,20,0.006202859383766025,20,58,39,11,78,68,4,100,97,0.03924428363879255,0.09877959984079376,0.33723037095905395,41
2449,North Dakota State,fbs,,,,True,4,4,4,41.073480972428875,38,25,0.0059126817861709716,22,57,36,12,75,64,4,93,90,0.03546063730738695,0.08561973880659027,0.3012971053633855,42
2483,Oregon,fbs,,,,True,3,3,3,41.503100387414406,39,16,0.005529168401757205,20,59,40,11,76,66,4,97,94,0.037010770511761173,0.0975447216759342,0.3231991272873025,43
349,Army,fbs,,,,True,2,2,2,41.851687769009374,38,16,0.00830772074136235,19,60,42,9,80,72,3,103,101,0.049350691130305296,0.11622363829127917,0.34172243979998207,44
68,Boise State,fbs,,,,True,3,3,3,42.1330488140745,38,28,0.006451848646831263,21,60,40,11,79,69,4,99,96,0.03932275386010652,0.09472525020435768,0.3145488461055865,45
197,Oklahoma State,fbs,,,,True,3,3,3,42.21458394826572,39,14,0.00875557265688437,19,61,43,9,81,73,3,102,100,0.05270790803694161,0.12364267307271229,0.34437328061093403,46
202,Tulsa,fbs,,,,True,3,3,3,43.340987501110455,40,25,0.00654021050592485,22,61,40,11,81,71,4,101,98,0.03893689647029688,0.09205597551551546,0.2984528133120176,47
142,Missouri,fbs,,,,True,3,3,3,43.57109958512736,40,27,0.007135398622361534,22,62,41,11,82,72,4,102,99,0.04104195889407851,0.09402111686839666,0.2976949957248652,48
127,Michigan State,fbs,,,,True,3,3,3,47.074223085494246,44,30,0.0024005082579170636,27,65,39,15,83,69,7,102,96,0.01741336753514933,0.050913977847727984,0.23317947681221157,49
2711,Western Michigan,fbs,,,,True,3,3,3,47.60602197033631,45,27,0.0049437257400320195,26,67,42,13,86,74,5,105,101,0.029963743183876408,0.0726150642462348,0.2499467731209621,50
238,Vanderbilt,fbs,,,,True,3,3,3,49.09954617211642,47,39,0.0023117419039840104,29,67,39,17,85,69,7,103,97,0.01576457136735159,0.04379472165743424,0.20127487365800759,51
2132,Cincinnati,fbs,,,,True,3,3,3,49.58406622693171,48,45,0.004465507615657942,28,68,41,14,87,74,5,106,102,0.02683127498798616,0.06500425078329078,0.22224210890897855,52
2628,TCU,fbs,,,,True,3,3,3,49.64896696420049,48,43,0.0037569188728498555,28,69,42,15,88,74,6,106,101,0.023487400901342124,0.05939074417913842,0.21969887363491103,53
9,Arizona State,fbs,,,,True,3,3,3,50.114454931453125,48,42,0.0018461638894761725,30,68,39,17,87,71,8,105,98,0.013683129930146072,0.0415907201904811,0.20138522509599846,54
356,Illinois,fbs,,,,True,3,3,3,50.26311547530294,48,44,0.002352975675531775,30,68,39,17,87,71,7,105,99,0.01578423199625439,0.04341173928275937,0.19585340140324708,55
152,NC State,fbs,,,,True,3,3,3,50.43125749244205,48,44,0.0016673560073451625,30,68,39,17,87,71,8,106,99,0.01282746153857539,0.040463511576602045,0.19832551672975846,56
2641,Texas Tech,fbs,,,,True,3,3,3,50.86693313928779,48,28,0.00274824275846489,29,71,43,17,90,74,7,108,102,0.017800932574061783,0.04663618525303648,0.201452656853161,57
135,Minnesota,fbs,,,,True,3,3,3,51.99732292870978,50,40,0.0019384656936373638,31,71,41,18,90,73,8,108,101,0.013195308785530109,0.037424483279657764,0.18350727017765217,58
41,UConn,fbs,,,,True,3,3,3,52.20690032003457,50,41,0.0024157648433529837,31,71,41,17,91,75,8,110,103,0.015728745999811854,0.042393368257956546,0.18994582929744405,59
12,Arizona,fbs,,,,True,3,3,3,53.79085697051117,52,50,0.0020994293875838273,32,73,42,19,92,74,8,109,102,0.013736622319236462,0.03692641972115314,0.16962744102057348,60
58,South Florida,fbs,,,,True,3,3,3,53.87506991099424,52,46,0.002482393574766611,32,73,42,18,92,75,8,110,103,0.015872654375534406,0.04128348568251051,0.17183569962970016,61
275,Wisconsin,fbs,,,,True,3,3,3,54.67186026619697,51,31,0.001384225118730459,32,75,44,21,95,75,10,112,103,0.00943587308729809,0.027173865674061416,0.15644762087600175,62
154,Wake Forest,fbs,,,,True,3,3,3,55.27535455361045,53,51,0.0010359286208277189,34,74,41,21,93,73,10,110,101,0.008001034920206228,0.025526271119124207,0.14771876353479838,63
2247,Georgia State,fbs,,,,True,3,3,3,55.43857265561004,54,47,0.0016248711881433283,34,75,42,20,94,75,9,111,103,0.011133286868881011,0.03147181154100798,0.15534887390642618,64
153,North Carolina,fbs,,,,True,3,3,3,56.09108276442444,54,48,0.0013890853260866366,34,76,43,21,95,75,10,113,104,0.009817869101181546,0.028571166174214808,0.14919408357227856,65
204,Oregon State,fbs,,,,True,3,3,3,56.909718146640614,55,51,0.0007696690179098432,36,76,41,22,95,74,12,112,101,0.00614533455079881,0.0206142994855375,0.13425926033980168,66
183,Syracuse,fbs,,,,True,3,3,3,57.33003406885028,56,49,0.0009578924731065091,37,76,40,22,95,74,11,112,102,0.007374042660954891,0.02363662663226558,0.13192030939489408,67
