team_id,team_name,subdivision,conference,record_through_cutoff,movement_from_previous,rated,eligible_games,eligible_evidence_count,games_played,expected_rank,median_rank,mode_rank,rank_1_probability,interval_50_low,interval_50_high,interval_50_width,interval_80_low,interval_80_high,interval_80_width,interval_95_low,interval_95_high,interval_95_width,top5_probability,top10_probability,top25_probability,display_rank
333,Alabama,fbs,,,,True,3,3,3,11.202753401213762,8,1,0.08804781293509896,4,15,12,2,25,24,1,43,43,0.3803515436396767,0.621776852497866,0.9021423217382275,1
344,Mississippi State,fbs,,,,True,3,3,3,11.342226584295867,8,1,0.08707164912360897,4,15,12,2,26,25,1,44,44,0.3782070457448305,0.6200184841609682,0.8984921218243598,2
87,Notre Dame,fbs,,,,True,3,3,3,11.51070650471102,8,1,0.08556798192352526,4,15,12,2,26,25,1,43,43,0.37133097257251035,0.6102345523511316,0.8954227736721839,3
99,LSU,fbs,,,,True,3,3,3,12.240076303581755,8,1,0.07809590384096801,4,16,13,2,27,26,1,47,47,0.34858576621475706,0.5863454866112722,0.8837990096680712,4
194,Ohio State,fbs,,,,True,3,3,3,12.783643520162526,9,1,0.07482795925702765,4,17,14,2,29,28,1,49,49,0.3343654000481012,0.5676657866568081,0.871896215881999,5
251,Texas,fbs,,,,True,3,3,3,12.87855111464524,9,1,0.0709854800379585,4,17,14,2,29,28,1,50,50,0.3255877894105448,0.562720498359334,0.8742054368759625,6
57,Florida,fbs,,,,True,3,3,3,15.000601385412331,11,1,0.057958369955143633,5,20,16,2,34,33,1,55,55,0.2744281174414398,0.4951132030922501,0.8299743797671156,7
84,Indiana,fbs,,,,True,4,4,4,15.039651634867184,11,1,0.05439536796530683,5,20,16,2,34,33,1,53,53,0.2627669106097276,0.48164576951459714,0.8291102870389623,8
2390,Miami,fbs,,,,True,3,3,3,15.542671986244082,11,1,0.05856336388538041,5,21,17,2,36,35,1,57,57,0.27393657305990515,0.4894153462366582,0.816961220885634,9
61,Georgia,fbs,,,,True,3,3,3,16.559484820241046,12,1,0.05904802033256199,5,22,18,2,39,38,1,60,60,0.2662727344087276,0.4665971559942447,0.7902300704419039,10
213,Penn State,fbs,,,,True,3,3,3,17.508378494592172,13,1,0.050928982522482624,6,24,19,2,39,38,1,60,60,0.2366113867656247,0.4262382055991525,0.7657683616306568,11
2633,Tennessee,fbs,,,,True,3,3,3,19.314004052529107,14,1,0.044925650304972524,6,27,22,3,44,42,1,66,66,0.21436310221229746,0.3954159077859475,0.7323262050045929,12
254,Utah,fbs,,,,True,3,3,3,20.266134441840286,15,1,0.04283096702668892,7,28,22,3,46,44,1,68,68,0.20368673344511834,0.3772380020287751,0.71201667900125,13
259,Virginia Tech,fbs,,,,True,3,3,3,22.041211012216248,16,4,0.03492772639282585,8,32,25,3,51,49,1,72,72,0.17903335257250497,0.35036336904463417,0.682759045206999,14
2306,Kansas State,fbs,,,,True,3,3,3,23.241949401128903,17,6,0.030353574616812377,8,34,27,4,52,49,1,73,73,0.1595118705835149,0.32047373320596695,0.656224729658856,15
221,Pittsburgh,fbs,,,,True,3,3,3,23.737656165651433,19,9,0.02332203368112982,10,33,24,4,50,47,2,72,71,0.1299072878555501,0.276751360586266,0.6351226459025408,16
158,Nebraska,fbs,,,,True,3,3,3,24.458914232197834,19,1,0.030714921476676937,9,35,27,4,53,50,1,74,74,0.1500075273558629,0.28812370139357424,0.6149906168297786,17
145,Ole Miss,fbs,,,,True,3,3,3,25.385454507755078,19,8,0.02377456803688619,9,36,28,4,56,53,2,79,78,0.13329346302645545,0.28224727856012166,0.6166236145301143,18
2294,Iowa,fbs,,,,True,3,3,3,25.52373864788005,20,9,0.022763323123000705,10,37,28,5,55,51,2,75,74,0.12470461672554592,0.2645086286667076,0.6049805076903405,19
245,Texas A&M,fbs,,,,True,3,3,3,25.570817392617993,20,7,0.02470667785405801,10,36,27,4,55,52,2,78,77,0.13069753457459185,0.26738301754083876,0.5992684426549948,20
77,Northwestern,fbs,,,,True,3,3,3,26.56403216855855,21,6,0.0245102358940961,10,38,29,4,58,55,2,80,79,0.1283124675522821,0.2601267865671667,0.585352036401103,21
26,UCLA,fbs,,,,True,3,3,3,27.71657852158092,23,10,0.018111052629736155,12,39,28,5,57,53,2,79,78,0.10239912925994282,0.22196879308591205,0.549536653622341,22
248,Houston,fbs,,,,True,3,3,3,27.73191614612388,21,9,0.019679407897884974,11,41,31,5,60,56,2,81,80,0.1129400865995294,0.24731386701567135,0.5710245830026933,23
167,New Mexico,fbs,,,,True,3,3,3,29.54303717405351,24,11,0.017019839553107444,12,43,32,6,62,57,2,83,82,0.09651091499005231,0.21270270961300425,0.5298816392310567,24
97,Louisville,fbs,,,,True,3,3,3,29.864576905179035,24,11,0.01572945846549858,12,43,32,6,63,58,2,85,84,0.09266855799825278,0.20933956097939724,0.5281800608651549,25
258,Virginia,fbs,,,,True,3,3,3,30.205513101381854,24,10,0.0180431880408525,12,44,33,5,64,60,2,86,85,0.10108987740375709,0.21883765015889303,0.522500012076042,26
30,USC,fbs,,,,True,4,4,4,30.412874698963545,26,13,0.015384967125794251,13,43,31,6,61,56,2,82,81,0.0859202124396517,0.18687409745808406,0.49105029074234785,27
256,James Madison,fbs,,,,True,3,3,3,31.034578491640538,25,11,0.015783115531298905,12,46,35,6,64,59,2,85,84,0.09168096393595017,0.2050923041423809,0.5045677204804565,28
201,Oklahoma,fbs,,,,True,3,3,3,31.63976500974874,27,16,0.010268793118203237,15,44,30,8,62,55,3,84,82,0.06418741758668649,0.15617425229695983,0.4696964756805254,29
66,Iowa State,fbs,,,,True,3,3,3,32.029700675310124,27,13,0.015916065330653484,14,46,33,6,66,61,2,89,88,0.08624646697598481,0.18363295264721796,0.4747616917475559,30
2116,UCF,fbs,,,,True,3,3,3,32.4292470986424,27,13,0.012145295016818441,14,47,34,7,65,59,2,86,85,0.07422788224766105,0.175561166099938,0.47584458979170674,31
252,BYU,fbs,,,,True,3,3,3,32.432528911776295,27,13,0.014440089148229843,14,47,34,6,66,61,2,88,87,0.08144729215465196,0.17932908231586187,0.4700947700031793,32
150,Duke,fbs,,,,True,3,3,3,32.45864260739035,28,15,0.010894401279084306,15,46,32,7,64,58,3,85,83,0.06641892979038186,0.1569773167161106,0.4558003714336201,33
2,Auburn,fbs,,,,True,3,3,3,34.197637771154646,30,17,0.007308991162970364,17,48,32,9,66,58,3,87,85,0.04869433292589384,0.12690092904690872,0.426244941918125,34
2567,SMU,fbs,,,,True,3,3,3,34.57719568616438,30,16,0.008125919719934769,16,49,34,9,67,59,3,88,86,0.052932430002640876,0.13484031044885086,0.4264184144394369,35
120,Maryland,fbs,,,,True,3,3,3,34.84237065982544,30,15,0.011123995491908728,16,50,35,8,69,62,3,91,89,0.06546900613925197,0.1512843878059166,0.431827689175707,36
277,West Virginia,fbs,,,,True,3,3,3,36.13656817016463,31,11,0.01403663451967584,15,53,39,7,73,67,2,95,94,0.07756650472814082,0.1671406311486083,0.4216679618443365,37
239,Baylor,fbs,,,,True,3,3,3,36.872421254321424,33,18,0.00811696910754426,18,52,35,9,71,63,3,92,90,0.05012734336782872,0.12183721838170132,0.3857697239495275,38
2579,South Carolina,fbs,,,,True,3,3,3,38.84409766898734,34,28,0.007712200279508325,20,54,35,10,75,66,3,98,96,0.04525761018386909,0.10665333112883388,0.35553011491857855,39
130,Michigan,fbs,,,,True,3,3,3,39.543299075597126,36,19,0.0062926475042355805,20,55,36,10,75,66,4,96,93,0.04051394649202167,0.10255446410122966,0.3436554482943107,40
96,Kentucky,fbs,,,,True,3,3,3,40.96008268437155,37,20,0.006220440186580579,20,58,39,11,78,68,4,100,97,0.03935053532169658,0.09902727000736924,0.3378131062406315,41
2449,North Dakota State,fbs,,,,True,4,4,4,41.378220568804046,39,26,0.005774301001730572,23,58,36,12,75,64,4,94,91,0.03465627229740538,0.08378561858442865,0.2969369834985652,42
2483,Oregon,fbs,,,,True,3,3,3,41.502650777796994,39,16,0.005529472398948349,20,59,40,11,76,66,4,97,94,0.03701255779371762,0.09754866678584592,0.32320571076824006,43
68,Boise State,fbs,,,,True,3,3,3,42.14687235094738,38,28,0.006446042875363661,21,60,40,11,79,69,4,99,96,0.039288351554508855,0.0946476446646296,0.31435924187151554,44
197,Oklahoma State,fbs,,,,True,3,3,3,42.216859242745045,39,14,0.008754004682078546,19,61,43,9,81,73,3,102,100,0.052699224052531315,0.12362455030926911,0.3443403469618326,45
202,Tulsa,fbs,,,,True,3,3,3,43.33753192700817,40,25,0.006541625451788245,22,61,40,11,81,71,4,101,98,0.038945121529600966,0.09207448804106527,0.29849593696650023,46
142,Missouri,fbs,,,,True,3,3,3,43.57883986467074,40,27,0.007130968149214429,22,62,41,11,82,72,4,102,99,0.041018011430920036,0.09397148031833165,0.2975880635043263,47
349,Army,fbs,,,,True,3,3,3,44.45778591664865,42,42,0.0038444815811049236,24,61,38,13,79,67,5,99,95,0.0259624499487929,0.07039370601938688,0.2690390191742484,48
127,Michigan State,fbs,,,,True,3,3,3,47.102877338347085,44,30,0.002389500589884666,27,65,39,15,83,69,7,102,96,0.017339035221059014,0.05072246436794829,0.23267163611827604,49
2711,Western Michigan,fbs,,,,True,3,3,3,47.604438953618825,45,27,0.004944289726659478,26,67,42,13,86,74,5,105,101,0.029967012481843774,0.07262242576776198,0.24996486248365785,50
2132,Cincinnati,fbs,,,,True,3,3,3,48.61500457365846,47,44,0.004805551957563825,27,67,41,14,86,73,5,105,101,0.028797510317383028,0.06942963403134216,0.23351592006903113,51
2628,TCU,fbs,,,,True,3,3,3,49.04993449431771,47,43,0.003841501815688283,28,68,41,15,87,73,6,105,100,0.024089849648832547,0.06106033313719652,0.22565847446910953,52
238,Vanderbilt,fbs,,,,True,3,3,3,50.01760588382088,48,41,0.0021555222546500515,30,68,39,18,86,69,8,104,97,0.01470169898354384,0.040948653196028535,0.1912904317967525,53
9,Arizona State,fbs,,,,True,3,3,3,50.11345251277994,48,42,0.001846321513093323,30,68,39,17,87,71,8,105,98,0.013684062293480133,0.04159298508846006,0.20139104916725373,54
