season,team,player_id,player_name,position,position_group,team_games,defensive_games,defensive_game_appearance_rate,defensive_impact,tackles,solo_tackles,tackles_for_loss,sacks,qb_hurries,passes_defended,interceptions,fumble_recoveries
2021,Oregon,4373834,Tevin Jeannis,WR,,14,6,0.42857142857142855,,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon,4685120,T.J. Bass,OL,,14,1,0.07142857142857142,,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon,4360691,Travis Dye,RB,,14,3,0.21428571428571427,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon,4427852,Treven Ma'ae,DL,dl_edge,14,11,0.7857142857142857,0.7143235937835569,20.0,6.0,2.0,1.5,2.0,0.0,0.0,0.0
2021,Oregon,4426513,Trikweze Bridges,DB,db,14,11,0.7857142857142857,0.6609957298004293,24.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0
2021,Oregon,4431280,Troy Franklin,WR,,14,1,0.07142857142857142,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon,4360692,Verone McKinley III,S,db,14,14,1.0,2.5140115255155,77.0,44.0,1.0,0.0,0.0,6.0,6.0,0.0
2021,Oregon State,4426586,Akili Arnold,S,db,13,9,0.6923076923076923,1.060539578132595,33.0,18.0,1.0,0.0,1.0,3.0,1.0,0.0
2021,Oregon State,4426599,Alex Austin,DB,db,13,13,1.0,1.7897239059683812,48.0,27.0,0.5,0.0,0.0,7.0,2.0,0.0
2021,Oregon State,4255999,Alexander Skelton,DL,dl_edge,13,7,0.5384615384615384,-0.3532895418473573,14.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4693829,Alton Julian,DB,db,13,6,0.46153846153846156,1.0686256960218918,34.0,20.0,0.5,0.0,0.0,3.0,1.0,0.0
2021,Oregon State,4042821,Andrzej Hughes-Murray,LB,lb,13,13,1.0,1.7179130337071031,56.0,25.0,8.5,6.0,8.0,1.0,0.0,0.0
2021,Oregon State,4429684,Anthony Gould,WR,,13,1,0.07692307692307693,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4240812,Avery Roberts,LB,lb,13,12,0.9230769230769231,1.8042363320914205,123.0,65.0,9.5,2.5,6.0,2.0,1.0,0.0
2021,Oregon State,4255988,B.J. Baylor,RB,,13,4,0.3076923076923077,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4426805,Cade Brownholtz,LB,lb,13,2,0.15384615384615385,-0.5039194325946567,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2021,Oregon State,4360824,Chance Nolan,QB,,13,2,0.15384615384615385,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4360709,Cody Anderson,DL,dl_edge,13,5,0.38461538461538464,0.09525811152324543,6.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0
2021,Oregon State,4428595,Cory Stover,LB,lb,13,8,0.6153846153846154,-0.46801471814685325,13.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0
2021,Oregon State,4362841,Deshaun Fenwick,RB,,13,1,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4602897,Easton Mascarenas,LB,lb,13,7,0.5384615384615384,0.1317438745994163,15.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0
2021,Oregon State,4360335,Elijah Jones,CB,db,13,3,0.23076923076923078,-0.2729780695020831,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
2021,Oregon State,4570473,Everett Hayes,PK,,13,1,0.07692307692307693,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4360705,Jack Colletto,LB,lb,13,5,0.38461538461538464,-0.3683811907233286,7.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0
2021,Oregon State,4879575,Jake Wright,DL,dl_edge,13,1,0.07692307692307693,-0.6225980162956593,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4570480,James Rawls,DL,dl_edge,13,12,0.9230769230769231,0.40172570953935766,24.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0
2021,Oregon State,4042810,Jaydon Grant,DB,db,13,13,1.0,1.8366308920263363,71.0,32.0,3.0,0.5,1.0,6.0,2.0,0.0
2021,Oregon State,4374030,Jesiah Irish,WR,,13,3,0.23076923076923078,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4696036,John Miller,LB,lb,13,3,0.23076923076923078,-0.669346858730013,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4569536,Keonte Schad,DL,dl_edge,13,12,0.9230769230769231,1.2909016727075733,46.0,15.0,6.0,2.5,2.0,2.0,0.0,2.0
2021,Oregon State,4374037,Kitan Oladapo,DB,db,13,13,1.0,1.6767622307223955,69.0,38.0,6.0,1.0,1.0,9.0,1.0,0.0
2021,Oregon State,4242156,Kyrei Fisher,LB,lb,13,6,0.46153846153846156,0.5141726385312113,30.0,10.0,3.0,1.5,4.0,0.0,0.0,0.0
2021,Oregon State,4428085,Luke Musgrave,TE,,13,1,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4427153,Michael Erhart,LB,lb,13,1,0.07692307692307693,-0.8485186685913603,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4570481,Noah Seumalo,LB,lb,13,1,0.07692307692307693,-0.8485186685913603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4428550,Omar Speights,LB,lb,13,13,1.0,0.9772639713359601,87.0,34.0,5.0,0.5,2.0,1.0,2.0,2.0
2021,Oregon State,4696043,Rejzohn Wright,DB,db,13,12,0.9230769230769231,1.8192864606497765,44.0,32.0,2.0,1.0,2.0,8.0,2.0,1.0
2021,Oregon State,4402090,Riley Sharp,TE,,13,13,1.0,,45.0,21.0,6.0,3.0,6.0,1.0,1.0,0.0
2021,Oregon State,4360381,Ron Hardge III,DB,db,13,6,0.46153846153846156,0.260026070558757,20.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0
2021,Oregon State,4427223,Ryan Franke,LB,lb,13,4,0.3076923076923077,-0.3944919658928059,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4040880,Sam Noyer,QB,,13,1,0.07692307692307693,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4683481,Semisi Saluni,DL,dl_edge,13,5,0.38461538461538464,-0.5714509717668624,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
2021,Oregon State,4570477,Simon Sandberg,DL,dl_edge,13,9,0.6923076923076923,0.42555973780222045,18.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0
2021,Oregon State,4431231,Sione Lolohea,DL,dl_edge,13,4,0.3076923076923077,0.08131695659773078,7.0,2.0,0.5,0.5,2.0,0.0,0.0,0.0
2021,Oregon State,4879561,Skyler Thomas,DB,db,13,2,0.15384615384615385,-0.16397620095951318,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2021,Oregon State,4693833,Tavis Shippen,DL,dl_edge,13,3,0.23076923076923078,-0.7303282034874808,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4374045,Teagan Quitoriano,TE,,13,2,0.15384615384615385,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,-7048,Team,,,13,1,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4430494,Thomas Sio,DL,dl_edge,13,2,0.15384615384615385,-0.9403524797368958,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021,Oregon State,4363046,Tre'Shaun Harrison,WR,,13,2,0.15384615384615385,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4042807,Trevon Bradford,WR,,13,2,0.15384615384615385,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4240801,Tyjon Lindsey,WR,,13,1,0.07692307692307693,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Oregon State,4430433,Wynston Russell,DB,db,13,1,0.07692307692307693,-0.8932081726704254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4363037,A.J. Lytton,DB,db,13,1,0.07692307692307693,-0.8932081726704254,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4432610,Amin Vanover,DE,dl_edge,13,2,0.15384615384615385,-0.516256007423326,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4257591,Arnold Ebiketie,DE,dl_edge,13,12,0.9230769230769231,2.4682179433623177,62.0,34.0,18.0,9.5,7.0,0.0,0.0,0.0
2021,Penn State,4575416,Brandon Smith,LB,lb,13,12,0.9230769230769231,2.0044950943176807,81.0,45.0,9.0,2.0,3.0,5.0,0.0,0.0
2021,Penn State,4361416,Charlie Katshir,LB,lb,13,6,0.46153846153846156,-0.5151716309985063,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4259606,Chris Stoll,LS,,13,1,0.07692307692307693,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4432612,Christian Veilleux,QB,,13,1,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4373619,Cody Romano,LB,lb,13,1,0.07692307692307693,-0.8485186685913603,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4429076,Coziah Izzard,DT,dl_edge,13,11,0.8461538461538461,0.7287523522333,21.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0
2021,Penn State,4429097,Curtis Jacobs,LB,lb,13,12,0.9230769230769231,1.0683723787166015,61.0,39.0,7.0,3.0,1.0,0.0,1.0,0.0
2021,Penn State,4429743,Daequan Hardy,CB,db,13,12,0.9230769230769231,1.4170661943378515,15.0,11.0,3.0,1.0,0.0,6.0,2.0,0.0
2021,Penn State,4240465,Derrick Tangelo,DT,dl_edge,13,11,0.8461538461538461,0.9497880644760488,29.0,14.0,5.5,2.0,1.0,1.0,0.0,2.0
2021,Penn State,4259596,Drew Hartlaub,S,db,13,4,0.3076923076923077,-0.5867485890347485,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4570055,Dvon Ellies,DT,dl_edge,13,9,0.6923076923076923,0.2410133589820596,15.0,7.0,1.5,0.0,2.0,0.0,0.0,1.0
2021,Penn State,4259585,Ellis Brooks,LB,lb,13,12,0.9230769230769231,1.045731372915721,100.0,54.0,3.5,1.0,0.0,1.0,0.0,0.0
2021,Penn State,4565309,Fatorma Mulbah,DL,dl_edge,13,3,0.23076923076923078,-0.7303282034874808,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4361409,Jahan Dotson,WR,,13,1,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4596345,Jamari Buddin,DL,dl_edge,13,2,0.15384615384615385,-0.7303282034874808,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4570044,Jaquan Brisker,S,db,13,12,0.9230769230769231,1.7339949479207248,63.0,38.0,6.0,0.0,1.0,5.0,2.0,1.0
2021,Penn State,4432758,Jaylen Reed,S,db,13,5,0.38461538461538464,-0.5437480203679896,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
2021,Penn State,4361419,Jesse Luketa,LB,lb,13,12,0.9230769230769231,0.6827985671030559,61.0,34.0,8.5,0.5,5.0,0.0,1.0,0.0
2021,Penn State,4693644,Ji'Ayir Brown,S,db,13,13,1.0,2.4295462897002835,73.0,61.0,1.0,0.0,0.0,5.0,6.0,12.0
2021,Penn State,4426506,Joey Porter Jr.,CB,db,13,13,1.0,1.280072942615339,51.0,40.0,0.0,0.0,0.0,4.0,1.0,0.0
2021,Penn State,4571615,John Dixon,CB,db,13,7,0.5384615384615384,0.07964843071759614,10.0,8.0,0.5,0.0,0.0,2.0,0.0,0.0
2021,Penn State,4259180,John Lovett,RB,,13,1,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4259608,Jonathan Sutherland,LB,lb,13,7,0.5384615384615384,0.34130385250628525,24.0,13.0,2.0,0.0,0.0,1.0,1.0,0.0
2021,Penn State,4260224,Jordan Stout,PK,,13,1,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4875381,Jordan van den Berg,DL,dl_edge,13,1,0.07692307692307693,-0.4744658291771751,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4431433,Kalen King,CB,db,13,9,0.6923076923076923,0.5867734198331307,21.0,15.0,1.0,0.0,0.0,5.0,0.0,0.0
2021,Penn State,4430870,Keandre Lambert,WR,,13,2,0.15384615384615385,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4429565,Keaton Ellis,S,db,13,8,0.6153846153846154,0.04856364846773135,18.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0
2021,Penn State,4429077,Keyvone Lee,RB,,13,5,0.38461538461538464,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4588300,Kobe King,LB,lb,13,2,0.15384615384615385,-0.7129804267200321,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2021,Penn State,4431204,Kyle King,DL,dl_edge,13,1,0.07692307692307693,-1.0992297114575142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021,Penn State,4570046,Marquis Wilson,DB,db,13,4,0.3076923076923077,-0.22997750083532426,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
2021,Penn State,4361428,Nick Tarburton,DE,dl_edge,13,13,1.0,0.7412502588428491,29.0,13.0,4.5,1.0,1.0,2.0,0.0,1.0
2021,Penn State,4426658,Noah Cain,RB,,13,1,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4361421,PJ Mustipher,DT,dl_edge,13,5,0.38461538461538464,0.30571552104891797,21.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0
2021,Penn State,4373614,Rafael Checa,PK,,13,1,0.07692307692307693,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4259592,Sean Clifford,QB,,13,3,0.23076923076923078,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4578194,Sebastain Costantini,S,db,13,1,0.07692307692307693,-0.7727921227206291,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021,Penn State,4428758,Smith Vilbert,DL,dl_edge,13,4,0.3076923076923077,0.4110596096032024,7.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0
2021,Penn State,4427313,Ta'Quan Roberson,QB,,13,1,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4259590,Tariq Castro-Fields,CB,db,13,12,0.9230769230769231,0.8384325955372172,33.0,26.0,0.0,0.0,0.0,7.0,0.0,0.0
2021,Penn State,-7088,Team,,,13,1,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4565490,Tyler Elsdon,LB,lb,13,5,0.38461538461538464,-0.5151716309985063,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4428398,Tyler Rudolph,S,db,13,2,0.15384615384615385,-0.5437480203679896,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4566384,Zakee Wheatley,S,db,13,2,0.15384615384615385,-0.7801030586176176,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Penn State,4587870,Zuriah Fisher,DE,dl_edge,13,3,0.23076923076923078,-0.7303282034874808,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pennsylvania,4878255,Aidan Sayin,,,9,3,0.3333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pennsylvania,4248266,Brian O'Neill,,,9,1,0.1111111111111111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021,Pennsylvania,4430350,Chris Rankins,,,9,1,0.1111111111111111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021,Pennsylvania,4248257,Isaiah Malcome,,,9,2,0.2222222222222222,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pennsylvania,4571428,Luke Hoggard,,,9,1,0.1111111111111111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021,Pennsylvania,4370457,Mohammed Diakite,,,9,1,0.1111111111111111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021,Pennsylvania,4571446,Ryan Mannelly,,,9,1,0.1111111111111111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021,Pennsylvania,4696288,Shiloh Means,,,9,1,0.1111111111111111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021,Pennsylvania,-7085,Team,,,9,3,0.3333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4428932,A.J. Woods,DB,db,14,11,0.7857142857142857,1.3100051693797754,26.0,20.0,0.5,0.0,0.0,7.0,1.0,0.0
2021,Pittsburgh,4426774,Bam Brima,DL,dl_edge,14,4,0.2857142857142857,0.05992501926566521,5.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0
2021,Pittsburgh,4432325,Bangally Kamara,LB,lb,14,8,0.5714285714285714,0.0030018666951580927,10.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0
2021,Pittsburgh,4566158,Ben Sauls,PK,,14,3,0.21428571428571427,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4568661,Brandon George,LB,lb,14,13,0.9285714285714286,0.5986359525229505,31.0,19.0,5.0,0.0,1.0,1.0,0.0,0.0
2021,Pittsburgh,4568662,Brandon Hill,DB,db,14,14,1.0,1.7668507064434715,71.0,38.0,1.0,0.0,0.0,5.0,2.0,2.0
2021,Pittsburgh,4689567,Buddy Mack III,DB,db,14,7,0.5,-0.41766607657347354,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4240719,Cal Adomitis,LS,,14,1,0.07142857142857142,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4427673,Calijah Kancey,DL,dl_edge,14,12,0.8571428571428571,1.7507432931329472,33.0,23.0,13.0,7.0,2.0,1.0,0.0,0.0
2021,Pittsburgh,4240713,Cam Bright,LB,lb,14,13,0.9285714285714286,1.3958448090007254,53.0,32.0,5.5,3.5,5.0,1.0,1.0,2.0
2021,Pittsburgh,4036070,Chase Pine,LB,lb,14,12,0.8571428571428571,0.27995562526327883,29.0,12.0,3.0,0.5,1.0,0.0,0.0,0.0
2021,Pittsburgh,4373337,Chris Maloney,DL,dl_edge,14,3,0.21428571428571427,-0.07756027512288755,3.0,1.0,0.5,0.5,2.0,0.0,0.0,0.0
2021,Pittsburgh,154071,Chris Woods,,,14,1,0.07142857142857142,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021,Pittsburgh,4240707,Damarri Mathis,DB,db,14,12,0.8571428571428571,1.6294736352690695,43.0,32.0,0.0,0.0,0.0,5.0,2.0,0.0
2021,Pittsburgh,4373311,David Green,DL,dl_edge,14,12,0.8571428571428571,0.7372852705117046,22.0,11.0,4.0,1.5,1.0,1.0,0.0,0.0
2021,Pittsburgh,4429920,Dayon Hayes,DE,dl_edge,14,11,0.7857142857142857,1.219650984729908,16.0,9.0,9.0,3.0,2.0,1.0,0.0,0.0
2021,Pittsburgh,4427650,Deandre Jules,DT,dl_edge,14,1,0.07142857142857142,-0.9403524797368958,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4240728,Deslin Alexandre,DL,dl_edge,14,12,0.8571428571428571,1.4836045619544604,41.0,16.0,5.0,2.5,5.0,1.0,0.0,0.0
2021,Pittsburgh,4373336,Devin Danielson,DL,dl_edge,14,7,0.5,0.3590600531299847,13.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4430939,Emmanuel Belgrave,DE,dl_edge,14,1,0.07142857142857142,-0.9403524797368958,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4373320,Erick Hallett,DB,db,14,14,1.0,2.160931882859258,68.0,46.0,2.5,0.0,0.0,8.0,3.0,1.0
2021,Pittsburgh,4373335,Habakkuk Baldonado,DL,dl_edge,14,14,1.0,2.2844091519298715,41.0,25.0,12.0,9.0,8.0,0.0,0.0,1.0
2021,Pittsburgh,4689568,Hudson Primus,DB,db,14,1,0.07142857142857142,-0.8932081726704254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4429202,Israel Abanikanda,RB,,14,1,0.07142857142857142,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4683111,Jaden Bradley,WR,,14,1,0.07142857142857142,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4429192,Jahvante Royal,CB,db,14,2,0.14285714285714285,-0.7801030586176176,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4568659,Jason Collier,OL,,14,1,0.07142857142857142,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021,Pittsburgh,4611355,Javon Mcintyre,DB,db,14,2,0.14285714285714285,-0.7801030586176176,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4429247,Jaylon Barden,WR,,14,1,0.07142857142857142,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4373312,John Morgan,DL,dl_edge,14,14,1.0,1.9235501709200888,26.0,19.0,6.5,5.5,10.0,1.0,0.0,0.0
2021,Pittsburgh,3929651,John Petrishen,LB,lb,14,14,1.0,1.2914598965104132,71.0,30.0,8.5,4.5,2.0,0.0,3.0,0.0
2021,Pittsburgh,4373334,John Vardzel,WR,,14,2,0.14285714285714285,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4429205,Jordan Addison,WR,,14,1,0.07142857142857142,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4373319,Judson Tallandier,DB,db,14,10,0.7142857142857143,0.16652021583592125,28.0,17.0,0.5,0.0,0.0,1.0,0.0,0.0
2021,Pittsburgh,4240703,Kenny Pickett,QB,,14,4,0.2857142857142857,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4036051,Keyshon Camp,DL,dl_edge,14,8,0.5714285714285714,0.7191325605535206,17.0,10.0,3.5,2.0,1.0,0.0,0.0,1.0
2021,Pittsburgh,4430514,Leslie Smith,LB,lb,14,2,0.14285714285714285,-0.6035529600181814,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4360231,Lucas Krull,TE,,14,3,0.21428571428571427,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4241944,Marcus Minor,OL,,14,1,0.07142857142857142,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4373315,Marquis Williams,DB,db,14,14,1.0,1.0522120482555772,32.0,28.0,2.0,0.0,0.0,3.0,1.0,0.0
2021,Pittsburgh,4035847,Melquise Stovall,WR,,14,1,0.07142857142857142,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4427068,M.J. Devonshire,DB,db,14,9,0.6428571428571429,0.8831295357943023,17.0,10.0,1.0,0.0,0.0,3.0,1.0,0.0
2021,Pittsburgh,4565554,Nahki Johnson,DL,dl_edge,14,2,0.14285714285714285,-0.7814752480162775,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4428652,Nate Temple,DL,dl_edge,14,2,0.14285714285714285,-0.5813230982807404,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2021,Pittsburgh,4606188,Noah Biglow,DB,db,14,1,0.07142857142857142,-0.8932081726704254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4240718,Owen Drexel,OL,,14,1,0.07142857142857142,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4036052,Phil Campbell,LB,lb,14,13,0.9285714285714286,1.6025001741780167,64.0,28.0,7.5,4.5,4.0,1.0,1.0,0.0
2021,Pittsburgh,4432745,P.J. O'Brien,DB,db,14,7,0.5,0.0006257556108472673,15.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0
2021,Pittsburgh,4429256,Rashad Battle,DB,db,14,4,0.2857142857142857,-0.4736434749819406,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4429511,SirVocea Dennis,LB,lb,14,12,0.8571428571428571,1.3209739457397154,82.0,38.0,10.0,4.0,4.0,0.0,1.0,1.0
2021,Pittsburgh,4431065,Solomon Deshields,LB,lb,14,6,0.42857142857142855,-0.5544108489032301,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4683057,Tamarion Crumpley,CB,db,14,3,0.21428571428571427,-0.6998537030875563,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
2021,Pittsburgh,4045291,Taysir Mack,WR,,14,1,0.07142857142857142,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021,Pittsburgh,-7111,Team,,,14,3,0.21428571428571427,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4373328,Tyler Bentley,DL,dl_edge,14,12,0.8571428571428571,0.25381264850567925,20.0,8.0,2.5,1.0,0.0,0.0,0.0,0.0
2021,Pittsburgh,4373324,Wendell Davis,LB,lb,14,8,0.5714285714285714,0.3918179056046307,22.0,9.0,3.5,1.0,1.0,0.0,0.0,0.0
2021,Portland State,4265813,Alexander Lozano,DB,db,9,2,0.2222222222222222,-0.2729780695020831,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
2021,Portland State,4248833,Anthony Adams,CB,db,9,3,0.3333333333333333,0.2625971568183213,5.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0
2021,Portland State,4698694,Anthony Rodriguez,TE,,9,1,0.1111111111111111,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Portland State,4248844,Beau Kelly,WR,,9,3,0.3333333333333333,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Portland State,4248853,Boogie Davis,DT,dl_edge,9,2,0.2222222222222222,-0.4481593238397491,4.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0
2021,Portland State,4040489,Broderick Harrell,DB,db,9,1,0.1111111111111111,-0.6998537030875563,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Portland State,4698679,Daluan Bright,DB,db,9,1,0.1111111111111111,-0.8932081726704254,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Portland State,4426898,Darien Chase,WR,,9,1,0.1111111111111111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Portland State,4365770,David Joseph,S,db,9,2,0.2222222222222222,-0.44425299747391767,9.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0
2021,Portland State,4028076,Davis Alexander,QB,,9,5,0.5555555555555556,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
