level,season,position_group,feature,count,mean,median,std,p05,p25,p50,p75,p95,max,fraction_zero,missing_count
player,2023,lb,interceptions,2595,0.15491329479768787,0.0,0.45351330532677003,0.0,0.0,0.0,0.0,1.0,4.0,0.8763005780346821,0
player,2023,lb,fumble_recoveries,2595,0.18651252408477842,0.0,0.479935744873529,0.0,0.0,0.0,0.0,1.0,4.0,0.846242774566474,0
player,2023,db,defensive_box_score_game_rate,4020,0.2973041117257535,0.15384615384615385,0.3294570610848684,0.0,0.0,0.15384615384615385,0.5,0.9333333333333333,1.0,0.2671641791044776,0
player,2023,db,defensive_impact,4020,5.63817493936417e-17,-0.32945976683879896,0.8265809839371495,-0.7465706593690025,-0.7465706593690025,-0.32945976683879896,0.4680819879740033,1.7433562501956266,2.9099250053918735,0.0,0
player,2023,db,tackles,4020,11.677860696517413,3.0,19.002159013245684,0.0,0.0,3.0,14.0,55.0,131.0,0.33233830845771145,0
player,2023,db,solo_tackles,4020,7.376119402985075,2.0,11.985577023354272,0.0,0.0,2.0,9.0,35.0,74.0,0.39104477611940297,0
player,2023,db,tackles_for_loss,4020,0.502363184079602,0.0,1.1503003663278306,0.0,0.0,0.0,0.5,3.0,14.0,0.7365671641791045,0
player,2023,db,sacks,4020,0.08656716417910448,0.0,0.37335863904518074,0.0,0.0,0.0,0.0,1.0,8.0,0.927860696517413,0
player,2023,db,qb_hurries,4020,0.1109452736318408,0.0,0.48574669605301246,0.0,0.0,0.0,0.0,1.0,8.0,0.9256218905472637,0
player,2023,db,passes_defended,4020,1.0159203980099503,0.0,2.1288693828849428,0.0,0.0,0.0,1.0,6.0,20.0,0.695771144278607,0
player,2023,db,interceptions,4020,0.49154228855721394,0.0,0.9566099500164027,0.0,0.0,0.0,1.0,3.0,8.0,0.7129353233830846,0
player,2023,db,fumble_recoveries,4020,0.15149253731343285,0.0,0.4222484958325672,0.0,0.0,0.0,0.0,1.0,4.0,0.8691542288557214,0
team_season,2023,all,transfer_in_prior_defensive_experience_sum,53,0.9673216720386532,0.6666666666666666,1.1712459320127102,0.0,0.0,0.6666666666666666,1.4230769230769231,3.3398601398601393,5.968864468864469,0.2641509433962264,80
team_season,2023,all,transfer_in_prior_defensive_impact_sum,53,1.1728158932334418,0.16909520190359617,2.35246842657936,-1.0362869239694283,0.0,0.16909520190359617,1.7447051389426438,6.279095724929049,11.297716872655172,0.20754716981132076,80
player,2024,dl_edge,defensive_box_score_game_rate,3199,0.3067413778260918,0.14285714285714285,0.3403796297568363,0.0,0.0,0.14285714285714285,0.6153846153846154,0.9285714285714286,1.0,0.26727102219443577,0
player,2024,dl_edge,defensive_impact,3199,2.5397783282541337e-17,-0.44531690430447185,0.9109705913354464,-0.7503854328073959,-0.7503854328073959,-0.44531690430447185,0.5109560553542665,1.9128074344696155,3.547909731245263,0.0,0
player,2024,dl_edge,tackles,3199,9.113160362613316,2.0,13.089098045181178,0.0,0.0,2.0,14.0,37.0,98.0,0.3088465145357924,0
player,2024,dl_edge,solo_tackles,3199,4.166301969365427,1.0,6.351768265422118,0.0,0.0,1.0,6.0,18.0,47.0,0.41481713035323536,0
player,2024,dl_edge,tackles_for_loss,3199,1.4423257267896217,0.0,2.671946177003144,0.0,0.0,0.0,1.75,7.0,23.5,0.5698655829946858,0
player,2024,dl_edge,sacks,3199,0.6963113472960301,0.0,1.5641654211754281,0.0,0.0,0.0,1.0,4.0,17.0,0.6983432322600813,0
player,2024,dl_edge,qb_hurries,3199,0.8299468583932479,0.0,1.7939751111067217,0.0,0.0,0.0,1.0,5.0,16.0,0.6986558299468584,0
player,2024,dl_edge,passes_defended,3199,0.26351984995311034,0.0,0.7261585727223828,0.0,0.0,0.0,0.0,2.0,7.0,0.8361988121287902,0
player,2024,dl_edge,interceptions,3199,0.0315723663644889,0.0,0.18186900104430204,0.0,0.0,0.0,0.0,0.0,2.0,0.9696780243826195,0
player,2024,dl_edge,fumble_recoveries,3199,0.1628633948108784,0.0,0.4367274973490596,0.0,0.0,0.0,0.0,1.0,3.0,0.862144420131291,0
player,2024,lb,defensive_box_score_game_rate,2567,0.2984249064790553,0.14285714285714285,0.345668117343643,0.0,0.0,0.14285714285714285,0.5384615384615384,1.0,1.0,0.2769770159719517,0
player,2024,lb,defensive_impact,2567,1.2801948394586924e-17,-0.3874379206109228,0.8697795774485642,-0.6528122483812389,-0.6528122483812389,-0.3874379206109228,0.32062078687758033,1.9106791082527013,3.5076595537705253,0.0,0
player,2024,lb,tackles,2567,14.834826645890145,3.0,25.209476629230032,0.0,0.0,3.0,15.0,75.0,168.0,0.3248928710557071,0
player,2024,lb,solo_tackles,2567,7.352941176470588,1.0,12.704704601376083,0.0,0.0,1.0,8.0,37.0,90.0,0.4024152707440592,0
player,2024,lb,tackles_for_loss,2567,1.2993767043241138,0.0,2.646721369852258,0.0,0.0,0.0,1.0,7.5,18.5,0.6373198285936892,0
player,2024,lb,sacks,2567,0.4361121932216595,0.0,1.1456158533976557,0.0,0.0,0.0,0.0,3.0,12.5,0.7884690299961044,0
player,2024,lb,qb_hurries,2567,0.572263342423062,0.0,1.40708114445834,0.0,0.0,0.0,0.0,4.0,13.0,0.7686014803272302,0
player,2024,lb,passes_defended,2567,0.3506038176860148,0.0,0.9346501617434897,0.0,0.0,0.0,0.0,2.0,12.0,0.810673938449552,0
player,2024,lb,interceptions,2567,0.18854694195559019,0.0,0.5306144794352339,0.0,0.0,0.0,0.0,1.0,5.0,0.8582002337358785,0
player,2024,lb,fumble_recoveries,2567,0.19594857810673938,0.0,0.5018228809276053,0.0,0.0,0.0,0.0,1.0,5.0,0.8391118036618621,0
player,2024,db,defensive_box_score_game_rate,4136,0.29680333468111514,0.15384615384615385,0.33370776594275603,0.0,0.0,0.15384615384615385,0.5,1.0,1.0,0.2625725338491296,0
player,2024,db,defensive_impact,4136,-2.4513454612413073e-17,-0.2952375084809869,0.8236542468215361,-0.7468559791974352,-0.7468559791974352,-0.2952375084809869,0.4443023016842999,1.7720686640724599,2.8907668302572396,0.0,0
player,2024,db,tackles,4136,11.851305609284333,3.0,19.333024837288505,0.0,0.0,3.0,14.0,55.0,127.0,0.3307543520309478,0
player,2024,db,solo_tackles,4136,7.368230174081238,1.0,11.91877111107029,0.0,0.0,1.0,9.0,35.0,70.0,0.38249516441005804,0
player,2024,db,tackles_for_loss,4136,0.5053191489361702,0.0,1.1966247441120905,0.0,0.0,0.0,0.5,3.0,12.5,0.7403288201160542,0
player,2024,db,sacks,4136,0.07386363636363637,0.0,0.3524179600166391,0.0,0.0,0.0,0.0,0.5,8.0,0.936411992263056,0
player,2024,db,qb_hurries,4136,0.11629593810444874,0.0,0.4583898881919777,0.0,0.0,0.0,0.0,1.0,6.0,0.9187620889748549,0
player,2024,db,passes_defended,4136,0.9446324951644101,0.0,1.9786286134320004,0.0,0.0,0.0,1.0,5.0,17.0,0.7014023210831721,0
player,2024,db,interceptions,4136,0.48307543520309476,0.0,0.9317647303288379,0.0,0.0,0.0,1.0,2.0,9.0,0.7098646034816247,0
player,2024,db,fumble_recoveries,4136,0.14240812379110251,0.0,0.4040180250634498,0.0,0.0,0.0,0.0,1.0,4.0,0.8759671179883946,0
team_season,2024,all,transfer_in_prior_defensive_experience_sum,38,1.3817975883765357,1.1007326007326008,1.4083457135443347,0.0,0.23344155844155842,1.1007326007326008,1.9647435897435899,3.679120879120876,6.301282051282051,0.13157894736842105,96
team_season,2024,all,transfer_in_prior_defensive_impact_sum,38,1.0412118921268692,0.011613663795074669,2.3711503271210983,-2.0098297605145725,-0.3740851022551501,0.011613663795074669,2.4648541250047318,4.8305822207391955,9.087044087876064,0.13157894736842105,96
