portal_index,season,player_name,normalized_player_name,origin,destination,destination_team_id,destination_team_name,destination_match_status,position,portal_position_group,position_semantics,transfer_date,cutoff_status,in_model_relevant_population,defensive_candidate,identity_join_method,identity_status,experience_status,impact_status,prior_position,prior_position_group,prior_player_id,prior_team_games,prior_defensive_games,prior_defensive_experience,prior_defensive_impact,prior_stats
3175,2022,Nolan Rumler,nolan rumler,Michigan,Kent State,2309,Kent State,exact_normalized_name,IOL,,non_defensive,2021-12-15,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3176,2022,John Hughes,john hughes,West Virginia,,,,missing_name,OT,,non_defensive,2022-05-13,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3177,2022,Enzo Jennings,enzo jennings,Penn State,,,,missing_name,S,db,defensive,2021-12-02,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3178,2022,Rodney Groce Jr.,rodney groce jr,Arizona State,,,,missing_name,LB,lb,defensive,2022-05-16,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3179,2022,Derrick Smith,derrick smith,Illinois,Western Kentucky,98,Western Kentucky,exact_normalized_name,S,db,defensive,2021-11-02,on_or_before_cutoff,True,True,normalized_name_source_team,position_mismatch,position_mismatch,position_mismatch,LB,lb,4240637,12,4,0.3333333333333333,-0.20981161290652658,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 10.0, ""tackles"": 17.0, ""tackles_for_loss"": 1.0}"
3180,2022,Tyler Murray,tyler murray,Charlotte,Memphis,235,Memphis,exact_normalized_name,LB,lb,defensive,2022-01-11,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,LB,lb,4241730,12,12,1.0,1.208114387737095,"{""fumble_recoveries"": 1.0, ""interceptions"": 0.0, ""passes_defended"": 1.0, ""qb_hurries"": 4.0, ""sacks"": 1.5, ""solo_tackles"": 41.0, ""tackles"": 78.0, ""tackles_for_loss"": 5.5}"
3181,2022,Brady McBride,brady mcbride,Texas State,App State,2026,App State,exact_normalized_name,QB,,non_defensive,2022-03-25,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3182,2022,Jacob Coleman,jacob coleman,East Carolina,Middle Tennessee,2393,Middle Tennessee,exact_normalized_name,TE,,non_defensive,2022-04-14,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3183,2022,Marist Talavou,marist talavou,Utah,San José State,23,San José State,exact_normalized_name,IOL,,non_defensive,2022-04-28,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3184,2022,Chris Conti,chris conti,Rutgers,Rice,242,Rice,exact_normalized_name,LB,lb,defensive,2022-01-27,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,LB,lb,4574720,1,0,0.0,0.0,{}
3185,2022,Jakolby Longino,jakolby longino,UTEP,Lamar,,,not_in_fbs,QB,,non_defensive,2021-12-07,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3186,2022,Mar'Keise Irving,markeise irving,Minnesota,Oregon,2483,Oregon,exact_normalized_name,RB,,non_defensive,2022-04-12,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3187,2022,McKade Mettauer,mckade mettauer,California,Oklahoma,201,Oklahoma,exact_normalized_name,IOL,,non_defensive,2021-12-20,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3188,2022,Emani Bailey,emani bailey,Louisiana,TCU,2628,TCU,exact_normalized_name,RB,,non_defensive,2022-01-06,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3189,2022,Khoury Bethley,khoury bethley,Hawai'i,Arizona State,9,Arizona State,exact_normalized_name,S,db,defensive,2022-01-15,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DB,db,4373935,13,13,1.0,2.464145107693172,"{""fumble_recoveries"": 1.0, ""interceptions"": 5.0, ""passes_defended"": 6.0, ""qb_hurries"": 7.0, ""sacks"": 4.0, ""solo_tackles"": 72.0, ""tackles"": 99.0, ""tackles_for_loss"": 8.5}"
3190,2022,Grayson Murphy,grayson murphy,North Texas,UCLA,26,UCLA,exact_normalized_name,EDGE,dl_edge,defensive,2022-01-27,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DL,dl_edge,4428077,13,12,0.9230769230769231,2.3363836860321694,"{""fumble_recoveries"": 2.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 9.0, ""sacks"": 8.5, ""solo_tackles"": 17.0, ""tackles"": 37.0, ""tackles_for_loss"": 14.5}"
3191,2022,Grant Wells,grant wells,Marshall,Virginia Tech,259,Virginia Tech,exact_normalized_name,QB,,non_defensive,2022-01-03,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3192,2022,Jacob Brammer,jacob brammer,North Texas,Vanderbilt,238,Vanderbilt,exact_normalized_name,OT,,non_defensive,2022-01-26,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3193,2022,Jakari Norwood,jakari norwood,Illinois,Temple,218,Temple,exact_normalized_name,RB,,non_defensive,2022-01-24,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3194,2022,Izayah Green-May,izayah green-may,Wisconsin,Northern Illinois,2459,Northern Illinois,exact_normalized_name,LB,lb,defensive,2021-12-15,on_or_before_cutoff,True,True,normalized_name_source_team,position_mismatch,position_mismatch,position_mismatch,DE,dl_edge,4242344,13,2,0.15384615384615385,-0.7814752480162775,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 1.0, ""tackles"": 3.0, ""tackles_for_loss"": 0.0}"
3195,2022,Payne He'Bert,payne hebert,Northwestern,UTSA,2636,UTSA,exact_normalized_name,OT,,non_defensive,2021-11-30,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3196,2022,La'Vontae Shenault,lavontae shenault,Colorado,Alabama State,,,not_in_fbs,WR,,non_defensive,2021-11-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3197,2022,Simeon Evans,simeon evans,Army,Sam Houston,,,not_in_fbs,QB,,non_defensive,2021-11-29,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3198,2022,CJ Jones,cj jones,Western Kentucky,Western Kentucky,98,Western Kentucky,exact_normalized_name,RB,,non_defensive,2021-11-30,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3199,2022,Joshia Davis,joshia davis,Colorado,Southern Utah,,,not_in_fbs,RB,,non_defensive,2022-01-11,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3200,2022,Nick Moore,nick moore,Arizona,,,,missing_name,QB,,non_defensive,2021-09-20,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3201,2022,Leslie Smith,leslie smith,Pittsburgh,,,,missing_name,LB,lb,defensive,2021-12-08,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3202,2022,Zareon Hayes,zareon hayes,App State,Alabama A&M,,,not_in_fbs,LB,lb,defensive,2021-10-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3203,2022,Juwan Burgess,juwan burgess,Indiana,,,,missing_name,S,db,defensive,2022-02-02,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3204,2022,Drew Zaubi,drew zaubi,Western Kentucky,,,,missing_name,QB,,non_defensive,2022-04-08,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3205,2022,Jamel Hamm,jamel hamm,UNLV,,,,missing_name,CB,db,defensive,2021-12-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3206,2022,Jonathan King,jonathan king,Indiana,Alabama A&M,,,not_in_fbs,EDGE,dl_edge,defensive,2022-02-13,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3207,2022,Justin Weller,justin weller,Penn State,,,,missing_name,WR,,non_defensive,2022-01-11,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3208,2022,Isaac Ellis,isaac ellis,Memphis,Louisiana Tech,2348,Louisiana Tech,exact_normalized_name,IOL,,non_defensive,2021-12-15,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3209,2022,Keyshawn Johnson,keyshawn johnson,UL Monroe,,,,missing_name,LB,lb,defensive,2022-02-03,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3210,2022,Knox Kadum,knox kadum,Virginia Tech,McNeese,,,not_in_fbs,QB,,non_defensive,2021-12-01,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3211,2022,Amaud Willis-Dalton,amaud willis-dalton,Houston,,,,missing_name,LB,lb,defensive,2022-02-23,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3212,2022,Jakovi Bryant,jakovi bryant,Florida International,,,,missing_name,CB,db,defensive,2021-11-08,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3213,2022,B.J. Foster,bj foster,Texas,Sam Houston,,,not_in_fbs,S,db,defensive,2021-12-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3214,2022,Jamree Kromah,jamree kromah,Rutgers,,,,missing_name,DL,dl_edge,defensive,2022-01-25,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3215,2022,Andre Crump,andre crump,San José State,UC Davis,,,not_in_fbs,WR,,non_defensive,2022-01-04,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3216,2022,Dayton Wade,dayton wade,Western Kentucky,,,,missing_name,WR,,non_defensive,2021-10-05,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3217,2022,Tommy Brown,tommy brown,Alabama,Colorado,38,Colorado,exact_normalized_name,OT,,non_defensive,2022-01-11,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3218,2022,August Pitre,august pitre,Rice,Ohio,195,Ohio,exact_normalized_name,WR,,non_defensive,2022-02-02,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3219,2022,Seaburn Hines,seaburn hines,Georgia Southern,,,,missing_name,OT,,non_defensive,2021-11-02,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3220,2022,Alec Ogden,alec ogden,Middle Tennessee,,,,missing_name,QB,,non_defensive,2021-10-19,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3221,2022,Angel King,angel king,Nevada,,,,missing_name,ATH,,unknown,2021-12-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3222,2022,Jonathan Hodoh,jonathan hodoh,UL Monroe,,,,missing_name,WR,,non_defensive,2022-01-31,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3223,2022,Dylan Deveney,dylan deveney,Georgia Tech,Pittsburgh,221,Pittsburgh,exact_normalized_name,TE,,non_defensive,2022-04-02,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3224,2022,Antonio Fletcher,antonio fletcher,Arkansas State,Southern Illinois,,,not_in_fbs,S,db,defensive,2021-11-30,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3225,2022,Daniel Lee,daniel lee,Buffalo,,,,missing_name,WR,,non_defensive,2021-10-19,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3226,2022,Jordan Jernigan,jordan jernigan,Ole Miss,,,,missing_name,WR,,non_defensive,2022-04-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3227,2022,Jeremy Mercier,jeremy mercier,Utah,Arizona,12,Arizona,exact_normalized_name,LB,lb,defensive,2022-01-06,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,LB,lb,4612822,1,0,0.0,0.0,{}
3228,2022,Jahmyr Gibbs,jahmyr gibbs,Georgia Tech,Alabama,333,Alabama,exact_normalized_name,RB,,non_defensive,2021-11-29,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3229,2022,Joseph Scates,joseph scates,Iowa State,Memphis,235,Memphis,exact_normalized_name,WR,,non_defensive,2021-12-06,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3230,2022,T.D. Roof,td roof,App State,Oklahoma,201,Oklahoma,exact_normalized_name,LB,lb,defensive,2022-01-05,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,LB,lb,4240493,14,13,0.9285714285714286,1.5028538858930918,"{""fumble_recoveries"": 0.0, ""interceptions"": 2.0, ""passes_defended"": 1.0, ""qb_hurries"": 2.0, ""sacks"": 3.0, ""solo_tackles"": 41.0, ""tackles"": 67.0, ""tackles_for_loss"": 8.5}"
3231,2022,X'Zauvea Gadlin,xzauvea gadlin,Tulsa,Liberty,2335,Liberty,exact_normalized_name,IOL,,non_defensive,2022-02-09,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3232,2022,Gabe Reid,gabe reid,Stanford,Utah,254,Utah,exact_normalized_name,LB,lb,defensive,2021-12-07,on_or_before_cutoff,True,True,normalized_name_source_team,position_mismatch,position_mismatch,position_mismatch,DE,dl_edge,4242559,12,12,1.0,1.5914289587373327,"{""fumble_recoveries"": 0.0, ""interceptions"": 1.0, ""passes_defended"": 3.0, ""qb_hurries"": 8.0, ""sacks"": 0.5, ""solo_tackles"": 33.0, ""tackles"": 62.0, ""tackles_for_loss"": 10.0}"
3233,2022,TJ Banks,tj banks,West Virginia,Akron,2006,Akron,exact_normalized_name,TE,,non_defensive,2021-12-08,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3234,2022,Nick Bags,nick bags,Temple,South Florida,58,South Florida,exact_normalized_name,DL,dl_edge,defensive,2021-10-19,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DL,dl_edge,4429235,12,3,0.25,-0.4744658291771751,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 2.0, ""tackles"": 5.0, ""tackles_for_loss"": 1.0}"
3235,2022,Jamie Pettway,jamie pettway,Missouri,Florida Atlantic,2226,Florida Atlantic,exact_normalized_name,LB,lb,defensive,2021-10-25,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,LB,lb,4430310,13,4,0.3076923076923077,-0.166803559888097,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 7.0, ""tackles"": 11.0, ""tackles_for_loss"": 2.0}"
3236,2022,Rashad Cheney,rashad cheney,Minnesota,South Florida,58,South Florida,exact_normalized_name,DL,dl_edge,defensive,2021-11-22,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,DL,dl_edge,4426510,1,0,0.0,0.0,{}
3237,2022,Hunter Johnson,hunter johnson,Northwestern,Clemson,228,Clemson,exact_normalized_name,QB,,non_defensive,2022-01-12,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3238,2022,David Laney,david laney,East Carolina,North Carolina A&T,,,not_in_fbs,S,db,defensive,2021-12-31,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3239,2022,Pierre Kemeni,pierre kemeni,Ohio,Texas State,326,Texas State,exact_normalized_name,CB,db,defensive,2021-11-15,on_or_before_cutoff,True,True,normalized_name_source_team,position_mismatch,position_mismatch,position_mismatch,,,4880237,12,7,0.5833333333333334,,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 1.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 10.0, ""tackles"": 13.0, ""tackles_for_loss"": 0.0}"
3240,2022,Tanner Hollens,tanner hollens,Colorado State,,,,missing_name,ATH,,unknown,2021-08-31,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3241,2022,Jayce Medlock,jayce medlock,UConn,Alabama State,,,not_in_fbs,TE,,non_defensive,2021-10-25,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3242,2022,Jack Green,jack green,South Alabama,Central Arkansas,,,not_in_fbs,IOL,,non_defensive,2021-12-03,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3243,2022,CJ Coldon,cj coldon,Wyoming,Oklahoma,201,Oklahoma,exact_normalized_name,CB,db,defensive,2021-12-26,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DB,db,4240333,13,13,1.0,1.1759431627896446,"{""fumble_recoveries"": 2.0, ""interceptions"": 0.0, ""passes_defended"": 10.0, ""qb_hurries"": 0.0, ""sacks"": 1.0, ""solo_tackles"": 48.0, ""tackles"": 67.0, ""tackles_for_loss"": 4.5}"
3244,2022,Tynan Tucker,tynan tucker,Kent State,,,,missing_name,S,db,defensive,2022-01-16,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3245,2022,Jalin Cooper,jalin cooper,Toledo,,,,missing_name,WR,,non_defensive,2022-04-11,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3246,2022,Jakairi Moses,jakairi moses,Western Kentucky,Western Kentucky,98,Western Kentucky,exact_normalized_name,RB,,non_defensive,2021-11-16,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3247,2022,Jacob Cowing,jacob cowing,UTEP,Arizona,12,Arizona,exact_normalized_name,WR,,non_defensive,2021-12-21,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3248,2022,Justin Hayes,justin hayes,Samford,,,,missing_name,SDE,,unknown,2021-12-13,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3249,2022,Malik Rodgers,malik rodgers,Tulsa,,,,missing_name,WR,,non_defensive,2022-03-21,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3250,2022,Devonni Reed,devonni reed,Central Michigan,South Carolina,2579,South Carolina,exact_normalized_name,S,db,defensive,2022-01-03,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DB,db,4244769,13,12,0.9230769230769231,1.8404785603996374,"{""fumble_recoveries"": 1.0, ""interceptions"": 2.0, ""passes_defended"": 6.0, ""qb_hurries"": 0.0, ""sacks"": 1.0, ""solo_tackles"": 43.0, ""tackles"": 72.0, ""tackles_for_loss"": 3.5}"
3251,2022,Eric Shaw,eric shaw,South Carolina,,,,missing_name,WR,,non_defensive,2022-04-18,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3252,2022,Warren Bryan,warren bryan,Air Force,,,,missing_name,DUAL,,unknown,2022-01-14,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3253,2022,Walker Hankinson,walker hankinson,Louisiana Tech,,,,missing_name,OT,,non_defensive,2021-08-11,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3254,2022,Matthew Anderson,matthew anderson,Louisiana,,,,missing_name,OT,,non_defensive,2021-11-03,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3255,2022,Chris Adimora,chris adimora,Texas,SMU,2567,SMU,exact_normalized_name,S,db,defensive,2021-12-10,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,S,db,4427494,12,8,0.6666666666666666,0.07964843071759614,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 2.0, ""qb_hurries"": 0.0, ""sacks"": 0.5, ""solo_tackles"": 5.0, ""tackles"": 10.0, ""tackles_for_loss"": 0.5}"
3256,2022,Chase Cota,chase cota,UCLA,Oregon,2483,Oregon,exact_normalized_name,WR,,non_defensive,2022-01-17,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3257,2022,Noah Arinze,noah arinze,Oklahoma,New Mexico State,166,New Mexico State,exact_normalized_name,EDGE,dl_edge,defensive,2022-05-03,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DE,dl_edge,4692512,13,1,0.07692307692307693,-0.9403524797368958,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 1.0, ""tackles"": 1.0, ""tackles_for_loss"": 0.0}"
3258,2022,George Georgopoulos,george georgopoulos,Massachusetts,Mississippi State,344,Mississippi State,exact_normalized_name,P,,non_defensive,2022-01-26,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3259,2022,Johnquai Lewis,johnquai lewis,Kansas,McNeese,,,not_in_fbs,CB,db,defensive,2022-04-18,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3260,2022,Antwan Roberts,antwan roberts,Wisconsin,,,,missing_name,RB,,non_defensive,2021-09-19,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3261,2022,Kyle Wright,kyle wright,Georgia State,Tennessee Tech,,,not_in_fbs,LB,lb,defensive,2022-01-08,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3262,2022,Cardavion Myers,cardavion myers,Western Kentucky,,,,missing_name,CB,db,defensive,2022-01-19,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3263,2022,Cam Lampkin,cam lampkin,Utah State,Washington State,265,Washington State,exact_normalized_name,CB,db,defensive,2022-03-15,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DB,db,4427752,14,14,1.0,0.8499080749988643,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 6.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 22.0, ""tackles"": 43.0, ""tackles_for_loss"": 0.5}"
3264,2022,Fred Orr,fred orr,Tennessee,,,,missing_name,RB,,non_defensive,2022-01-13,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3265,2022,Larson Workman,larson workman,Kansas,Texas State,326,Texas State,exact_normalized_name,OT,,non_defensive,2022-04-14,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3266,2022,Matt Hayball,matt hayball,Florida Atlantic,Vanderbilt,238,Vanderbilt,exact_normalized_name,P,,non_defensive,2022-01-19,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3267,2022,Charles Finley,charles finley,West Virginia,,,,missing_name,TE,,non_defensive,2022-02-15,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3268,2022,Marco Lee,marco lee,Virginia Tech,South Alabama,6,South Alabama,exact_normalized_name,RB,,non_defensive,2022-04-25,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3269,2022,Carlos Carriere,carlos carriere,Maryland,Central Michigan,2117,Central Michigan,exact_normalized_name,WR,,non_defensive,2021-12-31,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3270,2022,Chris Martinez,chris martinez,San Diego State,Arizona State,9,Arizona State,exact_normalized_name,OT,,non_defensive,2021-12-09,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3271,2022,Leke Asenuga,leke asenuga,New Mexico,North Texas,249,North Texas,exact_normalized_name,IOL,,non_defensive,2022-01-10,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
3272,2022,Kristian Varner,kristian varner,North Carolina,Georgia Southern,290,Georgia Southern,exact_normalized_name,DL,dl_edge,defensive,2021-11-02,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DL,dl_edge,4428741,13,1,0.07692307692307693,-0.8474152569619484,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 1.0, ""tackles"": 2.0, ""tackles_for_loss"": 0.0}"
3273,2022,Davonte Pritchard,davonte pritchard,Kansas State,South Dakota,,,not_in_fbs,LB,lb,defensive,2022-01-05,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3274,2022,Tre Allen,tre allen,Georgia Southern,,,,missing_name,LB,lb,defensive,2022-02-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
