portal_index,season,player_name,normalized_player_name,origin,destination,destination_team_id,destination_team_name,destination_match_status,position,portal_position_group,position_semantics,transfer_date,cutoff_status,in_model_relevant_population,defensive_candidate,identity_join_method,identity_status,experience_status,impact_status,prior_position,prior_position_group,prior_player_id,prior_team_games,prior_defensive_games,prior_defensive_experience,prior_defensive_impact,prior_stats
0,2021,Cameron Wilkins,cameron wilkins,Missouri,UTSA,2636,UTSA,exact_normalized_name,LB,lb,defensive,2021-07-31,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,LB,lb,4362762,10,2,0.2,-0.4632245501204143,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 3.0, ""tackles"": 7.0, ""tackles_for_loss"": 1.0}"
1,2021,Javar Strong,javar strong,Arkansas State,,,,missing_name,S,db,defensive,2021-07-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
2,2021,Noah Mitchell,noah mitchell,UTSA,,,,missing_name,LB,lb,defensive,2021-07-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
3,2021,Trivenskey Mosley,trivenskey mosley,Southern Miss,,,,missing_name,RB,,non_defensive,2021-07-26,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
4,2021,Jalar Holley,jalar holley,Miami,,,,missing_name,DL,dl_edge,defensive,2021-07-25,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
5,2021,Davon Wells-Ross,davon wells-ross,Wyoming,,,,missing_name,LB,lb,defensive,2021-07-23,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
6,2021,Samari Saddler,samari saddler,Eastern Michigan,,,,missing_name,IOL,,non_defensive,2021-07-23,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
7,2021,Bennett Johnston,bennett johnston,Southern Miss,,,,missing_name,QB,,non_defensive,2021-07-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
8,2021,Lashawn Paulino-Bell,lashawn paulino-bell,Vanderbilt,,,,missing_name,EDGE,dl_edge,defensive,2021-07-20,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
9,2021,Chris Lovick,chris lovick,Tulsa,,,,missing_name,RB,,non_defensive,2021-07-19,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
10,2021,Kevin Orange,kevin orange,Missouri Western State,Kansas,2305,Kansas,exact_normalized_name,RB,,non_defensive,2021-07-16,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
11,2021,Shaquan Griffin,shaquan griffin,Georgia Southern,,,,missing_name,DL,dl_edge,defensive,2021-07-15,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
12,2021,Kevin Tyler,kevin tyler,Illinois,Prairie View A&M,,,not_in_fbs,OT,,non_defensive,2021-07-15,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
13,2021,Deonte Williams,deonte williams,Florida State,,,,missing_name,EDGE,dl_edge,defensive,2021-07-14,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
14,2021,Mike Wyman,mike wyman,South Carolina,,,,missing_name,WR,,non_defensive,2021-07-14,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
15,2021,Jordan Mitchell,jordan mitchell,Georgia Southern,Texas State,326,Texas State,exact_normalized_name,EDGE,dl_edge,defensive,2021-07-13,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DL,dl_edge,4686419,13,4,0.3076923076923077,-0.23675900663520932,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 1.0, ""sacks"": 0.0, ""solo_tackles"": 3.0, ""tackles"": 3.0, ""tackles_for_loss"": 2.0}"
16,2021,Cade Fennegan,cade fennegan,Boise State,,,,missing_name,QB,,non_defensive,2021-07-12,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
17,2021,Robert Wooten,robert wooten,Virginia Tech,Texas Tech,2641,Texas Tech,exact_normalized_name,EDGE,dl_edge,defensive,2021-07-12,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DL,dl_edge,4433944,11,4,0.36363636363636365,-0.601867561247843,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 1.0, ""sacks"": 0.0, ""solo_tackles"": 1.0, ""tackles"": 3.0, ""tackles_for_loss"": 0.0}"
18,2021,Nate Howard,nate howard,South Alabama,,,,missing_name,OT,,non_defensive,2021-07-09,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
19,2021,Devan Barrett,devan barrett,Auburn,,,,missing_name,RB,,non_defensive,2021-07-02,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
20,2021,Tim Glass,tim glass,Liberty,,,,missing_name,S,db,defensive,2021-07-01,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
21,2021,Stephon Wright,stephon wright,Arizona State,SMU,2567,SMU,exact_normalized_name,DL,dl_edge,defensive,2021-07-29,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,DL,dl_edge,4430782,1,0,0.0,0.0,{}
22,2021,Colby Burton,colby burton,McNeese,Hawai'i,62,Hawai'i,exact_normalized_name,CB,db,defensive,2021-07-01,on_or_before_cutoff,True,True,none,source_data_unavailable,source_data_unavailable,source_data_unavailable,,,,,,,,{}
23,2021,DeAngelo Wilson,deangelo wilson,Austin Peay,Western Kentucky,98,Western Kentucky,exact_normalized_name,WR,,non_defensive,2021-07-21,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
24,2021,Ray Thornton,ray thornton,LSU,Texas,251,Texas,exact_normalized_name,OLB,lb,defensive,2021-01-12,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,LB,lb,4035442,10,4,0.4,0.10859861025635359,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 2.0, ""solo_tackles"": 4.0, ""tackles"": 5.0, ""tackles_for_loss"": 2.0}"
25,2021,Devin Aupiu,devin aupiu,Notre Dame,UCLA,26,UCLA,exact_normalized_name,LB,lb,defensive,2021-06-29,on_or_before_cutoff,True,True,none,identity_resolution_failure,identity_resolution_failure,identity_resolution_failure,,,,,,,,{}
26,2021,Darel Middleton,darel middleton,Tennessee,West Virginia,277,West Virginia,exact_normalized_name,DL,dl_edge,defensive,2021-06-30,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DL,dl_edge,4570582,10,9,0.9,0.058938774856373985,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 2.0, ""qb_hurries"": 0.0, ""sacks"": 1.0, ""solo_tackles"": 5.0, ""tackles"": 15.0, ""tackles_for_loss"": 1.5}"
27,2021,Cody Shear,cody shear,Arizona State,Syracuse,183,Syracuse,exact_normalized_name,IOL,,non_defensive,2021-06-30,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
28,2021,Gerald Nathan Jr.,gerald nathan jr,Missouri,SE Louisiana,,,not_in_fbs,LB,lb,defensive,2021-06-29,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
29,2021,Anthony Shipton,anthony shipton,Illinois,,,,missing_name,DL,dl_edge,defensive,2021-06-29,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
30,2021,James Frenchie,james frenchie,Illinois,,,,missing_name,WR,,non_defensive,2021-06-29,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
31,2021,Alec Bryant,alec bryant,Virginia Tech,Illinois,356,Illinois,exact_normalized_name,EDGE,dl_edge,defensive,2021-07-12,on_or_before_cutoff,True,True,normalized_name_source_team,position_mismatch,position_mismatch,position_mismatch,LB,lb,4696753,,,,,{}
32,2021,Brevyn Jones,brevyn jones,Illinois,Jacksonville State,,,not_in_fbs,OT,,non_defensive,2021-06-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
33,2021,Blaise Sparks,blaise sparks,Illinois,Delaware,,,not_in_fbs,OT,,non_defensive,2021-06-29,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
34,2021,Anthony Fieldings,anthony fieldings,Georgia Southern,,,,missing_name,CB,db,defensive,2021-06-29,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
35,2021,Tre'von Riggins,trevon riggins,Illinois,,,,missing_name,DL,dl_edge,defensive,2021-06-29,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
36,2021,Kyron Cumby,kyron cumby,Illinois,Texas Tech,2641,Texas Tech,exact_normalized_name,RB,,non_defensive,2021-06-29,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
37,2021,Seleti Fevaleaki,seleti fevaleaki,BYU,,,,missing_name,DL,dl_edge,defensive,2021-06-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
38,2021,David Vincent-Okoli,david vincent-okoli,West Virginia,,,,missing_name,CB,db,defensive,2021-06-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
39,2021,Kelvin Stokes,kelvin stokes,Purdue,,,,missing_name,EDGE,dl_edge,defensive,2021-06-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
40,2021,Hunter Smith,hunter smith,UL Monroe,,,,missing_name,LB,lb,defensive,2021-06-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
41,2021,Chancellor Hitchens,chancellor hitchens,UL Monroe,,,,missing_name,S,db,defensive,2021-06-28,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
42,2021,Damir Faison,damir faison,East Carolina,Kent State,2309,Kent State,exact_normalized_name,EDGE,dl_edge,defensive,2021-06-28,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DL,dl_edge,4371604,9,8,0.8888888888888888,-0.16874638004867767,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 1.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 4.0, ""tackles"": 19.0, ""tackles_for_loss"": 1.5}"
43,2021,Jalen Hamler,jalen hamler,Cal Poly,San José State,23,San José State,exact_normalized_name,QB,,non_defensive,2021-06-28,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
44,2021,Greg Emerson,greg emerson,Tennessee,Memphis,235,Memphis,exact_normalized_name,DL,dl_edge,defensive,2021-06-26,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DL,dl_edge,4369857,10,1,0.1,-1.0854591018798279,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 0.0, ""tackles"": 1.0, ""tackles_for_loss"": 0.0}"
45,2021,Kevric Wiggins,kevric wiggins,UL Monroe,Jackson State,,,not_in_fbs,CB,db,defensive,2021-06-25,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
46,2021,Demetri Jordan,demetri jordan,SMU,,,,missing_name,IOL,,non_defensive,2021-06-25,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
47,2021,Jeff Miller,jeff miller,Georgia State,,,,missing_name,IOL,,non_defensive,2021-06-24,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
48,2021,David Anderton,david anderton,South Florida,,,,missing_name,OT,,non_defensive,2021-06-23,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
49,2021,Malachi Wideman,malachi wideman,Tennessee,Jackson State,,,not_in_fbs,WR,,non_defensive,2021-06-23,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
50,2021,Ahmad Johnson,ahmad johnson,Louisiana,,,,missing_name,LB,lb,defensive,2021-06-23,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
51,2021,Armonie Brown,armonie brown,UTEP,,,,missing_name,DL,dl_edge,defensive,2021-06-23,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
52,2021,Jack Luckhurst,jack luckhurst,Arizona State,,,,missing_name,K,,non_defensive,2021-06-23,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
53,2021,Brayden Fox,brayden fox,Rutgers,Toledo,2649,Toledo,exact_normalized_name,WR,,non_defensive,2021-06-22,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
54,2021,Blake Kirshner,blake kirshner,UCLA,,,,missing_name,QB,,non_defensive,2021-06-22,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
55,2021,Wilson Frederic,wilson frederic,Massachusetts,,,,missing_name,DL,dl_edge,defensive,2021-06-21,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
56,2021,Denzel Blackwell,denzel blackwell,Boston College,,,,missing_name,CB,db,defensive,2021-06-21,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
57,2021,Luke McAllister,luke mcallister,Colorado State,,,,missing_name,QB,,non_defensive,2021-06-17,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
58,2021,Louis Taylor,louis taylor,Liberty,,,,missing_name,S,db,defensive,2021-06-16,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
59,2021,CJ Parks,cj parks,Eastern Michigan,,,,missing_name,WR,,non_defensive,2021-06-16,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
60,2021,Mike York,mike york,UAB,,,,missing_name,TE,,non_defensive,2021-06-16,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
61,2021,Keyon Mozee,keyon mozee,Kansas State,Miami (OH),193,Miami (OH),exact_normalized_name,RB,,non_defensive,2021-06-17,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
62,2021,Ryan Kelley,ryan kelley,Arizona State,Eastern Washington,,,not_in_fbs,QB,,non_defensive,2021-06-16,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
63,2021,Nigel Knott,nigel knott,East Carolina,Ole Miss,145,Ole Miss,exact_normalized_name,CB,db,defensive,2020-12-12,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,DB,db,4040970,1,0,0.0,0.0,{}
64,2021,Antonio Greer,antonio greer,Navy,,,,missing_name,DL,dl_edge,defensive,2021-06-15,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
65,2021,Derrion Clark,derrion clark,Arizona,,,,missing_name,LB,lb,defensive,2021-06-15,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
66,2021,Trevor Willard,trevor willard,App State,Winston-Salem State,,,not_in_fbs,EDGE,dl_edge,defensive,2021-06-14,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
67,2021,Ross Bowers,ross bowers,Northern Illinois,,,,missing_name,QB,,non_defensive,2021-06-11,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
68,2021,Lorenzo Burkes,lorenzo burkes,San José State,,,,missing_name,RB,,non_defensive,2021-06-11,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
69,2021,David Alston,david alston,Nebraska,,,,missing_name,LB,lb,defensive,2021-06-11,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
70,2021,Robert Cooper,robert cooper,Boise State,Eastern Washington,,,not_in_fbs,DL,dl_edge,defensive,2021-06-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
71,2021,Tairiq Stewart,tairiq stewart,West Virginia,,,,missing_name,IOL,,non_defensive,2021-06-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
72,2021,Caleb Roberson,caleb roberson,Wyoming,,,,missing_name,CB,db,defensive,2021-06-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
73,2021,Freddie Hartz,freddie hartz,Southern Miss,,,,missing_name,DL,dl_edge,defensive,2021-06-10,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
74,2021,Max Saylor,max saylor,Central Michigan,,,,missing_name,DL,dl_edge,defensive,2021-06-09,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
75,2021,Jay Brunelle,jay brunelle,Notre Dame,,,,missing_name,WR,,non_defensive,2021-06-09,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
76,2021,Desean Boyd,desean boyd,Eastern Michigan,,,,missing_name,LB,lb,defensive,2021-06-09,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
77,2021,Jamel Starks,jamel starks,Louisville,,,,missing_name,CB,db,defensive,2021-06-07,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
78,2021,Brian Thomas,brian thomas,Memphis,,,,missing_name,OT,,non_defensive,2021-06-07,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
79,2021,Davion Tyson,davion tyson,Ball State,,,,missing_name,LB,lb,defensive,2021-06-07,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
80,2021,Kyle Edwards,kyle edwards,Alabama,,,,missing_name,RB,,non_defensive,2021-06-05,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
81,2021,Jalen Knox,jalen knox,Missouri,,,,missing_name,WR,,non_defensive,2021-06-04,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
82,2021,Chace Davis,chace davis,Nevada,,,,missing_name,DL,dl_edge,defensive,2021-06-03,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
83,2021,Lovie Jenkins,lovie jenkins,Louisville,,,,missing_name,S,db,defensive,2021-06-03,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
84,2021,Tate Haynes,tate haynes,Boston College,,,,missing_name,CB,db,defensive,2021-06-03,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
85,2021,Ronnie Blackmon,ronnie blackmon,Toledo,,,,missing_name,WR,,non_defensive,2021-06-02,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
86,2021,Rodney Thompson,rodney thompson,Northern Illinois,,,,missing_name,QB,,non_defensive,2021-06-02,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
87,2021,Will Koch,will koch,Massachusetts,,,,missing_name,QB,,non_defensive,2021-06-02,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
88,2021,Karch Gardiner,karch gardiner,Arkansas,,,,missing_name,WR,,non_defensive,2021-06-01,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
89,2021,Prince Sammons,prince sammons,Auburn,,,,missing_name,OT,,non_defensive,2021-06-01,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
90,2021,Chris Mills,chris mills,Missouri,Texas State,326,Texas State,exact_normalized_name,CB,db,defensive,2021-06-09,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,CB,db,4362756,10,2,0.2,-0.7596061123625424,"{""fumble_recoveries"": 0.0, ""interceptions"": 0.0, ""passes_defended"": 0.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 3.0, ""tackles"": 4.0, ""tackles_for_loss"": 0.0}"
91,2021,Jamire Calvin,jamire calvin,Washington State,Mississippi State,344,Mississippi State,exact_normalized_name,WR,,non_defensive,2021-06-08,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
92,2021,Isaiah Bowser,isaiah bowser,Northwestern,UCF,2116,UCF,exact_normalized_name,RB,,non_defensive,2021-06-01,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
93,2021,Terence Dunlap,terence dunlap,Troy,Southern,,,not_in_fbs,RB,,non_defensive,2021-05-31,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
94,2021,Tijaun Mason,tijaun mason,Rutgers,,,,missing_name,EDGE,dl_edge,defensive,2021-05-31,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
95,2021,Sam Noyer,sam noyer,Colorado,Oregon State,204,Oregon State,exact_normalized_name,QB,,non_defensive,2021-06-07,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
96,2021,Cornell Wheeler,cornell wheeler,Michigan,Kansas,2305,Kansas,exact_normalized_name,LB,lb,defensive,2021-06-02,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,LB,lb,4431478,1,0,0.0,0.0,{}
97,2021,Mark Williams,mark williams,Eastern Illinois,UL Monroe,2433,UL Monroe,exact_normalized_name,CB,db,defensive,2021-06-01,on_or_before_cutoff,True,True,none,source_data_unavailable,source_data_unavailable,source_data_unavailable,,,,,,,,{}
98,2021,Shawn Steele,shawn steele,Arkansas-Pine Bluff,South Alabama,6,South Alabama,exact_normalized_name,S,db,defensive,2021-05-28,on_or_before_cutoff,True,True,none,source_data_unavailable,source_data_unavailable,source_data_unavailable,,,,,,,,{}
99,2021,Jarvis Ware,jarvis ware,Missouri,UCF,2116,UCF,exact_normalized_name,CB,db,defensive,2021-05-24,on_or_before_cutoff,True,True,normalized_name_source_team,resolved,resolved,resolved,DB,db,4362750,10,4,0.4,0.36520500727752775,"{""fumble_recoveries"": 1.0, ""interceptions"": 1.0, ""passes_defended"": 1.0, ""qb_hurries"": 0.0, ""sacks"": 0.0, ""solo_tackles"": 5.0, ""tackles"": 11.0, ""tackles_for_loss"": 0.5}"
100,2021,Eddie Smith,eddie smith,Alabama,Illinois,356,Illinois,exact_normalized_name,S,db,defensive,2021-01-13,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,DB,db,4372018,1,0,0.0,0.0,{}
101,2021,Camron Buckley,camron buckley,Texas A&M,Indiana,84,Indiana,exact_normalized_name,WR,,non_defensive,2021-04-28,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
102,2021,Keyshawn Greene,keyshawn greene,Nebraska,Florida Atlantic,2226,Florida Atlantic,exact_normalized_name,LB,lb,defensive,2020-09-04,on_or_before_cutoff,True,True,normalized_name_source_team,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,legitimate_zero_defensive_participation,LB,lb,4429131,1,0,0.0,0.0,{}
103,2021,Brian Merritt,brian merritt,Houston,,,,missing_name,DL,dl_edge,defensive,2021-05-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
104,2021,Damon Matthews,damon matthews,Arizona State,,,,missing_name,CB,db,defensive,2021-05-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
105,2021,Shan Sachdeva,shan sachdeva,New Mexico,,,,missing_name,EDGE,dl_edge,defensive,2021-05-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
106,2021,Gerrik Vollmer,gerrik vollmer,Virginia,,,,missing_name,OT,,non_defensive,2021-05-27,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
107,2021,Levi Forrest,levi forrest,Penn State,,,,missing_name,P,,non_defensive,2021-05-26,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
108,2021,John Mitchell,john mitchell,Akron,,,,missing_name,DL,dl_edge,defensive,2021-05-26,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
109,2021,Nick Malito,nick malito,Louisville,,,,missing_name,WR,,non_defensive,2021-05-26,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
110,2021,Artie Henry III,artie henry iii,Marshall,Virginia,258,Virginia,exact_normalized_name,WR,,non_defensive,2021-05-26,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
111,2021,Theo Day,theo day,Michigan State,Northern Iowa,,,not_in_fbs,QB,,non_defensive,2021-05-25,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
112,2021,Ja'Chai Baker,jachai baker,Southeast Missouri State,South Alabama,6,South Alabama,exact_normalized_name,OT,,non_defensive,2021-05-25,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
113,2021,Christian Gelov,christian gelov,TCU,Purdue,2509,Purdue,exact_normalized_name,QB,,non_defensive,2021-05-25,on_or_before_cutoff,True,False,none,non_defensive_not_applicable,non_defensive_not_applicable,non_defensive_not_applicable,,,,,,,,{}
114,2021,Abner Dubar,abner dubar,Minnesota,,,,missing_name,S,db,defensive,2021-05-25,on_or_before_cutoff,False,False,none,not_in_scope,not_in_scope,not_in_scope,,,,,,,,{}
