target_season,subdivision,team_id,team_name,lag1_rank_mean,lag1_rank_median,lag1_usable_systems,lag1_z_mean,lag2_rank_mean,lag2_rank_median,lag2_usable_systems,lag2_z_mean,lag3_rank_mean,lag3_rank_median,lag3_usable_systems,lag3_z_mean,long_run_rank_percentile_mean,long_run_z_mean,history_seasons
2026,fbs,142,Missouri,34.15068493150685,35.0,73,-1.1447637602673628,24.32,24.0,75,-1.5681049118743313,9.797297297297296,9.0,74,-2.6136923500748863,0.30866279265210395,-1.0516847061351906,23
2026,fbs,145,Ole Miss,7.191780821917808,7.0,73,-3.0259226501158158,10.173333333333334,8.0,75,-2.6952186058462995,11.64864864864865,11.0,74,-2.4253126334744257,0.35185027756437615,-0.87507512104921714,23
2026,fbs,150,Duke,36.57534246575342,37.0,73,-1.0343701497127809,46.70666666666666,47.0,75,-0.65508066858735736,31.12162162162162,30.5,74,-1.2210561927402384,0.57918551029142384,0.49713295847584799,23
2026,fbs,151,East Carolina,43.36986301369863,41.0,73,-0.7914148010793588,78.69333333333333,81.0,75,0.34622000278889348,120.0945945945946,123.0,74,2.4919129669919045,0.63216930231623769,0.72631724908675854,23
2026,fbs,152,NC State,38.56164383561644,36.0,73,-0.9591735579607773,75.10666666666667,77.0,75,0.22964130937977226,28.58108108108108,28.0,74,-1.3283617009155582,0.40720080639812928,-0.41880783496723312,23
2026,fbs,153,North Carolina,95.68493150684931,97.0,73,0.86702969980157829,76.34666666666666,77.0,75,0.27201582647734929,41.41891891891892,40.0,74,-0.82037373135835778,0.44161802156131402,-0.25648812752365724,23
2026,fbs,154,Wake Forest,44.78082191780822,43.0,73,-0.74091170811157692,94.49333333333334,95.0,75,0.87073276334881311,87.89189189189189,89.0,74,0.65916749089412841,0.48377314083695194,-0.085467021365098719,23
2026,fbs,158,Nebraska,52.64383561643836,53.0,73,-0.48131054511315846,40.32,40.0,75,-0.87392576868096705,70.21621621621621,71.0,74,0.099305211076893829,0.35540932639483186,-0.68876544814260809,23
2026,fbs,164,Rutgers,67.16438356164383,66.0,73,-0.03819761313065323,50.906666666666666,49.0,75,-0.51400095808290591,47.472972972972975,48.0,74,-0.61470184904690739,0.54871731582454442,0.25562163923491976,23
2026,fbs,166,New Mexico State,123.20547945205479,124.0,73,2.2786398673332755,128.86666666666667,129.0,75,3.1742892897321258,73.22972972972973,74.0,74,0.19624337915646678,0.89044516917298033,2.573936174190377,22
2026,fbs,167,New Mexico,60.89041095890411,58.0,73,-0.22853532602507456,111.89333333333333,112.0,75,1.6390650899139358,114.04054054054055,112.0,74,1.817334112974438,0.74242087795855682,1.4445560573894667,23
2026,fbs,183,Syracuse,103.54794520547945,104.0,73,1.1820981116562883,31.88,31.0,75,-1.2544421904337943,83.14864864864865,82.0,74,0.5054420936014411,0.58453684803162231,0.40247615712357449,23
2026,fbs,189,Bowling Green,121.42465753424658,123.0,73,2.1645535817826578,82.48,83.0,75,0.47252510557807986,79.98648648648648,80.0,74,0.40381233146836554,0.68802764481837064,1.0973999318284804,23
2026,fbs,193,Miami (OH),91.31506849315069,92.0,73,0.70568254015164322,61.38666666666666,63.0,75,-0.18939414525621312,52.972972972972975,56.0,74,-0.45948234837312379,0.67835493707620587,1.0578594255309905,23
2026,fbs,194,Ohio State,3.3698630136986303,3.0,73,-3.9621877436790669,1.0933333333333333,1.0,75,-5.4840097537659167,6.45945945945946,7.0,74,-3.1282615784292083,0.060933201128191394,-3.3558165904458104,23
2026,fbs,195,Ohio,70.38356164383562,73.0,73,0.055188666749049951,47.36,47.0,75,-0.65584533479711549,63.5945945945946,67.0,74,-0.11294986440223018,0.62291620703608086,0.63165002833904271,23
2026,fbs,197,Oklahoma State,119.73972602739725,123.0,73,2.2003326462039641,91.61333333333333,91.0,75,0.80425505289433274,26.0,24.0,74,-1.4806667783704064,0.27311913509935648,-1.2361029764996856,23
2026,fbs,201,Oklahoma,13.808219178082192,14.0,73,-2.2468129032107806,44.13333333333333,44.0,75,-0.74571537939793797,13.0,13.0,74,-2.2781253798452936,0.099788211570565721,-2.5546380585289672,23
2026,fbs,202,Tulsa,112.4931506849315,112.0,73,1.5569399856116659,130.25333333333333,131.0,75,3.6272507525655304,115.5945945945946,116.0,74,1.890924349226889,0.58700813768300197,0.51891015232229132,23
2026,fbs,204,Oregon State,119.83561643835617,121.0,73,2.0762969157607309,100.89333333333333,101.0,75,1.1086942734626009,24.243243243243242,23.0,74,-1.5509026670248185,0.45322712951223287,-0.20551232450875204,23
2026,fbs,213,Penn State,30.726027397260275,30.0,73,-1.3489922214395522,4.826666666666667,5.0,75,-3.4315496326610249,9.837837837837839,10.5,74,-2.6323390040091028,0.22396546102764919,-1.6383985785758888,23
2026,fbs,218,Temple,92.71232876712328,93.0,73,0.75727390848968035,122.82666666666667,124.0,75,2.4042484815233638,128.13513513513513,128.0,74,3.259573342457172,0.69858065513548884,1.2289649233167412,23
2026,fbs,221,Pittsburgh,39.136986301369866,40.0,73,-0.93181793266096158,60.22666666666667,59.0,75,-0.21922449015884235,94.10810810810811,97.0,74,0.90952335574993826,0.37651924431702921,-0.5696264667121852,23
2026,fbs,228,Clemson,47.80821917808219,48.0,73,-0.6609691317983496,21.733333333333334,22.0,75,-1.6991872306308233,22.62162162162162,22.0,74,-1.6243125382594301,0.15905201523130219,-2.1807955731763533,23
2026,fbs,235,Memphis,60.19178082191781,60.0,73,-0.24881669969481598,39.89333333333333,40.0,75,-0.92938470838607123,38.87837837837838,38.0,74,-0.93403653271793352,0.54146759134273137,0.34859013930036836,23
2026,fbs,238,Vanderbilt,16.36986301369863,16.0,73,-2.0528631133282746,41.946666666666665,41.0,75,-0.81529392454906546,111.48648648648648,111.0,74,1.710503906634506,0.58848861290811183,0.48957560756276325,23
2026,fbs,239,Baylor,68.4931506849315,68.0,73,-0.00067707861099418972,35.013333333333335,34.0,75,-1.0696296637576943,99.0945945945946,101.0,74,1.1159844135814687,0.43713821095731059,-0.41506198712437525,23
2026,fbs,242,Rice,111.6986301369863,110.0,73,1.6393289343946285,104.89333333333333,105.0,75,1.273966797292275,94.86486486486487,94.5,74,0.90776489757805001,0.76924246425629417,1.5224132507220858,23
2026,fbs,245,Texas A&M,11.356164383561644,11.0,73,-2.4711676252205281,27.28,27.0,75,-1.4144678867131102,36.54054054054054,36.0,74,-1.0553548334139438,0.27272547157461591,-1.2094399235414601,23
2026,fbs,248,Houston,34.534246575342465,32.0,73,-1.1312745563908291,81.53333333333333,80.0,75,0.44826757689009661,88.6891891891892,88.5,74,0.69195297923697563,0.47219765564662591,-0.18116045218662755,23
2026,fbs,249,North Texas,25.068493150684933,24.0,73,-1.6000110366079154,95.30666666666667,96.0,75,0.89221460441760503,104.24324324324324,105.0,74,1.2794287692677702,0.75629660163377899,1.6200308424656615,23
2026,fbs,251,Texas,14.616438356164384,15.0,73,-2.1831895613158032,4.333333333333333,4.0,75,-3.5655799555680647,5.702702702702703,6.0,74,-3.2479630027060593,0.18722162098528586,-1.9731155266665208,23
2026,fbs,252,BYU,11.10958904109589,10.0,73,-2.601598660809616,13.12,12.0,75,-2.3376249150083699,72.98648648648648,74.0,74,0.18299308750940341,0.32786444165058287,-0.89691543907088789,23
2026,fbs,254,Utah,10.547945205479452,10.0,73,-2.5677307120988306,64.29333333333334,61.0,75,-0.099391359474291563,29.91891891891892,29.0,74,-1.2773815579900709,0.24116421654653489,-1.3924346907377692,23
2026,fbs,256,James Madison,23.945205479452056,23.0,73,-1.6225464575212938,58.16,60.0,75,-0.28812707819077388,26.58108108108108,25.0,74,-1.4720180430152752,0.29296704622568537,-0.98133684117462305,4
2026,fbs,258,Virginia,24.84931506849315,24.0,73,-1.5544435330473723,75.58666666666667,75.0,75,0.24690884678212011,90.91891891891892,90.0,74,0.77651966140282103,0.4961106147739327,-0.018737674366362301,23
2026,fbs,259,Virginia Tech,90.21917808219177,89.0,73,0.69925212235111966,46.093333333333334,45.0,75,-0.6835293462886437,49.4054054054054,48.5,74,-0.5558090044562024,0.31016743733518615,-1.0307547286903735,23
2026,fbs,264,Washington,21.767123287671232,21.0,73,-1.731401849764785,46.54666666666667,47.0,75,-0.66632321957169249,4.972972972972973,3.0,74,-3.6961282434793952,0.36508936713582824,-0.72716051203026388,23
2026,fbs,265,Washington State,58.397260273972606,59.0,73,-0.30588358227459972,66.0,67.0,75,-0.05875371907015204,61.027027027027025,62.0,74,-0.18836180146587309,0.49140136074045204,0.016007999372797586,23
2026,fbs,275,Wisconsin,62.821917808219176,59.0,73,-0.16822178749178116,56.906666666666666,54.0,75,-0.32857947234279228,49.351351351351354,49.5,74,-0.5527786397906701,0.21383967419489655,-1.5410924912847324,23
2026,fbs,276,Marshall,98.16438356164383,98.0,73,0.9502798987636476,43.10666666666667,41.0,75,-0.80196983567430857,88.58108108108108,88.0,74,0.68810275579595814,0.58064714307907106,0.39174368227386142,23
2026,fbs,277,West Virginia,83.05479452054794,83.0,73,0.44527974141502746,64.10666666666667,63.0,75,-0.10192183670456591,32.229729729729726,32.0,74,-1.1765350963457766,0.30789368527584171,-1.0048477308054806,23
2026,fbs,278,Fresno State,70.3972602739726,72.0,73,0.055512816927846063,91.26666666666667,91.0,75,0.75141141490186925,61.2027027027027,61.5,74,-0.17854302288005702,0.51463816733194301,0.15648187712212705,23
2026,fbs,290,Georgia Southern,90.84931506849315,92.0,73,0.70511546541754755,66.85333333333334,65.0,75,-0.019461362449641584,95.6891891891892,95.5,74,0.94911459986833269,0.61308802501640736,0.58295802530989271,12
2026,fbs,295,Old Dominion,39.986301369863014,39.0,73,-0.93157678020716816,82.18666666666667,82.0,75,0.45750626533412136,90.5945945945946,91.5,74,0.75968134354891881,0.71512017035067277,1.1623483285127287,11
2026,fbs,309,Louisiana,103.78082191780823,105.0,73,1.1674971854965421,59.88,62.0,75,-0.24241676555184233,93.45945945945945,94.0,74,0.86533626093650817,0.64433574361302792,0.72068913845546978,23
2026,fbs,324,Coastal Carolina,105.52054794520548,105.0,73,1.2949157809854204,99.16,99.0,75,1.04491948234902,63.45945945945946,64.0,74,-0.11094193440441003,0.6091095114894044,0.52948347811105456,9
2026,fbs,326,Texas State,81.26027397260275,80.0,73,0.38828140964191854,63.28,62.0,75,-0.12885034759374189,77.82432432432432,76.0,74,0.33708823186529396,0.80648304789294811,1.8723895114910696,14
2026,fbs,328,Utah State,83.95890410958904,83.0,73,0.46666475683553871,111.82666666666667,114.0,75,1.6252569658623814,96.21621621621621,95.5,74,0.96307787210766627,0.66148655350529761,0.8860051752580449,23
2026,fbs,333,Alabama,12.095890410958905,12.0,73,-2.3946495239525296,12.706666666666667,11.0,75,-2.3919350013419765,5.4324324324324325,5.0,74,-3.3105736806204149,0.10403485526987122,-3.3208701225940445,23
