target_season,fit_seasons,prior_family,candidate,game_count,nll,crps,expected_rank_mae,interval_80_coverage,interval_80_width,game_key_sha256,team_key_sha256,is_final_cutoff
2016,2004-2015,uniform_selection_prior,a,1493,3.787858783567403,0.01718850610744739,6.804794094649177,0.8075657894736841,29.53125,b6a3fd2932a74fb7b963ceab8c0040a11c05a6ccbd500950fbd48af333812e19,9899d76f634c0766434ad5ae7fee0321a5bc1e9ebda1641089173a675d104982,True
2017,2004-2016,uniform_selection_prior,v1,1503,3.6520860054442776,0.01320581663252693,5.637578494659792,0.8730707070707071,29.56153846153846,0c41448ecfa57acc3cd1472d7a503c17c7d9c4ddaf51571c1b87d9c83c195a29,e36f55958f953463575218122b5e3f6b11f95617edf3ed921ffa798d59014a61,True
2017,2004-2016,uniform_selection_prior,a,1503,3.649152837867603,0.013026699060933348,5.586803451049162,0.8716091686091687,29.3,0c41448ecfa57acc3cd1472d7a503c17c7d9c4ddaf51571c1b87d9c83c195a29,e36f55958f953463575218122b5e3f6b11f95617edf3ed921ffa798d59014a61,True
2018,2004-2017,uniform_selection_prior,v1,1495,3.713153199924601,0.013819679371336921,5.903475920444353,0.8382396449704141,30.376923076923077,21c2e9ee92d2c07b45dc3e2dcefe6bfd20dcab237456db2d1ae8c91131e7f2aa,3c2c0e9004473002c71a3d7b74c67e1825b9deffac92169f8e2d528de29db799,True
2018,2004-2017,uniform_selection_prior,a,1495,3.7159965270046666,0.014173085817175302,6.025706784149192,0.8337278106508876,30.20769230769231,21c2e9ee92d2c07b45dc3e2dcefe6bfd20dcab237456db2d1ae8c91131e7f2aa,3c2c0e9004473002c71a3d7b74c67e1825b9deffac92169f8e2d528de29db799,True
2019,2004-2018,uniform_selection_prior,v1,1554,3.691299834392766,0.015953599658180107,6.723693518058288,0.8421507064364206,29.823076923076922,3446681e680fecd804e11e61ee5c7a5ffd8e03a3ebc7e01518a39e5c8de2f774,3c2c0e9004473002c71a3d7b74c67e1825b9deffac92169f8e2d528de29db799,True
2019,2004-2018,uniform_selection_prior,a,1554,3.689404307478221,0.01581574968468307,6.718302806976439,0.8404238618524332,29.646153846153847,3446681e680fecd804e11e61ee5c7a5ffd8e03a3ebc7e01518a39e5c8de2f774,3c2c0e9004473002c71a3d7b74c67e1825b9deffac92169f8e2d528de29db799,True
2020,2004-2019,uniform_selection_prior,v1,823,4.1670288148678525,0.027822798629234292,10.529577562776643,0.7248273773470626,37.74803149606299,edc96c32d94f951e8a4ff8d0efb8b791abf91008dbbeac4ce058a8fa58e962be,0fcc60861a19a20ace4a4e80d2ca484029223a6c8bf8a632fa30db1d685f524f,True
2020,2004-2019,uniform_selection_prior,a,823,4.164652522334613,0.027499953720208782,10.454263880467005,0.7274076317383406,37.43307086614173,edc96c32d94f951e8a4ff8d0efb8b791abf91008dbbeac4ce058a8fa58e962be,0fcc60861a19a20ace4a4e80d2ca484029223a6c8bf8a632fa30db1d685f524f,True
2021,2004-2020,uniform_selection_prior,v1,1522,3.76289288592511,0.018032513864603052,7.092520108358012,0.8219230769230769,30.723076923076924,9540dbac0bd87bca8ed0c6a3d0b17ecf545ecef1ede165c9b41780d8826aa2c5,3c2c0e9004473002c71a3d7b74c67e1825b9deffac92169f8e2d528de29db799,True
2021,2004-2020,uniform_selection_prior,a,1522,3.77101581668707,0.018411941322779235,7.121912640968951,0.8124038461538462,30.407692307692308,9540dbac0bd87bca8ed0c6a3d0b17ecf545ecef1ede165c9b41780d8826aa2c5,3c2c0e9004473002c71a3d7b74c67e1825b9deffac92169f8e2d528de29db799,True
2022,2004-2021,uniform_selection_prior,v1,1541,3.7863575290324594,0.01849702886830098,7.5634295799864235,0.8058493516048928,30.793893129770993,f8e3097958bd5a28f0be565e696f2b71f25b3cca82aa2a999adfd7a630230412,49743212ca21de2549dcf9059f615351c6f2df2ee6b3cb2e27fabaf419a4e300,True
2022,2004-2021,uniform_selection_prior,a,1541,3.786434604422374,0.01852999801844653,7.563838717013486,0.806401177227996,30.610687022900763,f8e3097958bd5a28f0be565e696f2b71f25b3cca82aa2a999adfd7a630230412,49743212ca21de2549dcf9059f615351c6f2df2ee6b3cb2e27fabaf419a4e300,True
2023,2004-2022,uniform_selection_prior,v1,1545,3.7430287309427137,0.016088244770700227,6.694392780218099,0.8463726884779517,30.872180451127818,a11afd372cb9b2cf6400fb9993aa497adc23c0644e71f50ec15f16f9b3ff9922,c4df6c6bdb8b5752b8ebdd7f46d60afd00a024734abd9f61bfbff251bd9d870f,True
2023,2004-2022,uniform_selection_prior,a,1545,3.7453009801158337,0.016364249980851498,6.745539935401718,0.8429181060760007,30.616541353383457,a11afd372cb9b2cf6400fb9993aa497adc23c0644e71f50ec15f16f9b3ff9922,c4df6c6bdb8b5752b8ebdd7f46d60afd00a024734abd9f61bfbff251bd9d870f,True
2024,2004-2023,uniform_selection_prior,v1,1611,3.7167268988979254,0.012921748280826937,5.899010833114414,0.8555223880597014,30.79850746268657,de1227615cded10ebcda05ec51f2818961e683f72477ead8ee160e400f2b8899,41dd55d63b669671241a885461d657ea0b84317dfb0465a176b2444a9f8b8707,True
2024,2004-2023,uniform_selection_prior,a,1611,3.724006428272621,0.013341103908030415,5.896565205391996,0.8508457711442785,30.507462686567163,de1227615cded10ebcda05ec51f2818961e683f72477ead8ee160e400f2b8899,41dd55d63b669671241a885461d657ea0b84317dfb0465a176b2444a9f8b8707,True
2025,2004-2024,uniform_selection_prior,v1,1625,3.7487596841992636,0.014304727626026898,6.480743054603107,0.8474012892828364,30.654411764705884,acd76b33cbf26fddf47574455e702b65a230976f1aaff19fb2519a9f0c3fffaf,1de02e8bdb7fd52e1e314037a0c35bb70585f5809b3bb7da3247355de54fc375,True
2025,2004-2024,uniform_selection_prior,a,1625,3.758744411239913,0.014813454516554391,6.582810900138775,0.8415592264302981,30.345588235294116,acd76b33cbf26fddf47574455e702b65a230976f1aaff19fb2519a9f0c3fffaf,1de02e8bdb7fd52e1e314037a0c35bb70585f5809b3bb7da3247355de54fc375,True
