disagreement_type,season,game_id,home_team,away_team,home_score,away_score,pairing,oriented_margin,oriented_yards_diff,oriented_yards_total,oriented_plays_diff,oriented_plays_total,interceptions_thrown_a,interceptions_thrown_b,fumbles_lost_a,fumbles_lost_b,b_conditional_log_density_at_final_rank,c_conditional_log_density_at_final_rank,c_minus_b_context_log_density,note
close_loss_large_yard_advantage_multiple_interceptions,2022,401442009,21,2393,23,25,fbs-fbs,-2.0,173.0,531.0,3.0,145.0,3,1,1,0,-2.8334493254281794,-2.3559298478681203,0.47751947756005886,turnover counts alter conditional yards/plays interpretation only; no direct turnover rating factor
close_win_yard_deficit_opponent_fumbles_lost,2024,401628336,197,8,39,31,fbs-fbs,8.0,-263.0,1033.0,-19.0,167.0,1,1,0,2,-3.6364704032572615,-3.447553321225854,0.18891708203140767,turnover counts alter conditional yards/plays interpretation only; no direct turnover rating factor
