period,season,pairing,margin_band,site_control,overall_volume_control,n_games,mean_plays_diff,mean_plays_total,more_plays_rate,mean_play_residual,mean_rank_signal_location_shift,quality_slope,quality_spearman,next_margin_slope,next_margin_spearman
development_2018_2021,2019,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,29,4.0344827586206895,138.10344827586206,0.6206896551724138,0.34485656979279855,0.09710279030630829,-0.021023081855011932,-0.14778325123152705,5.709727835393003,0.16728258699344165
development_2018_2021,2019,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,19,2.263157894736842,134.3684210526316,0.5263157894736842,-0.11769167772631081,0.17872148737645355,-0.01811564956610529,-0.06315789473684211,-22.056737917672788,-0.5774463039440687
development_2018_2021,2019,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,63,10.65079365079365,133.22222222222223,0.7301587301587301,0.14448257090148153,0.1372613875912374,-0.0012448888767706274,-0.04718701996927803,5.698856077523333,0.1612492827893019
development_2018_2021,2020,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,112,-1.1964285714285714,143.03571428571428,0.5,-0.07717835529107997,-0.021686299053701584,0.005156157136481255,0.006560289746130455,-2.833659744004926,-0.11486603461771748
development_2018_2021,2020,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,73,-1.8356164383561644,137.97260273972603,0.4246575342465753,-0.01381888773930959,-0.04060930492742759,0.007624820848826425,0.0458472170800938,-6.9225569412739985,-0.2619123182333878
development_2018_2021,2020,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,157,-0.22929936305732485,141.28662420382165,0.49044585987261147,-0.021179234699941263,0.021553533418564134,-0.012631203840904708,-0.07417250169003776,3.7280367171048865,0.11292607550741197
development_2018_2021,2020,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,89,3.5280898876404496,138.20224719101122,0.5280898876404494,0.05055169392598707,0.04151413680465153,0.04767500333686048,0.214896152536602,0.35512175400528,0.03516210398972251
development_2018_2021,2020,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,49,-5.836734693877551,136.57142857142858,0.30612244897959184,-0.01575006063849192,-0.06402286542159424,-4.1349659722404845e-05,0.017653061224489792,1.0592300357927245,0.017301657113533507
development_2018_2021,2020,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,54,6.518518518518518,133.11111111111111,0.6851851851851852,0.04527915022022705,0.06785662389194826,0.0444402685552685,0.20884314846578994,-3.773225625732414,-0.155843671959126
development_2018_2021,2020,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,1,-38.0,124.0,0.0,-2.026879853810305,0.018782242427131557,,,,
development_2018_2021,2020,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,10,8.9,131.5,0.8,0.7125119650209046,0.14213120580771704,0.0028081187067919883,-0.01818181818181818,7.046189104306851,0.10942299786241164
development_2018_2021,2020,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,7,-2.0,144.85714285714286,0.2857142857142857,-0.4350643599551918,0.15348893718844173,-0.06692158048705162,-0.3571428571428572,-7.116814017444187,-0.1785714285714286
development_2018_2021,2020,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,16,7.25,130.5,0.625,-0.11756193844041504,0.11528664499904029,-0.029938048459738697,-0.14705882352941177,-6.527737237252016,-0.2413540020591567
development_2018_2021,2021,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,168,-1.2261904761904763,139.41666666666666,0.42857142857142855,-0.11622692488564973,-0.024345834822722907,0.0038618754710488365,0.05908320431160517,-4.445538995454035,-0.15966680847069414
development_2018_2021,2021,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,94,1.5319148936170213,136.12765957446808,0.5957446808510638,0.2339302955069968,-0.04434649765363172,0.053374372989156614,0.21036014882780046,1.6334041389228533,0.04999241376209173
development_2018_2021,2021,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,234,0.9145299145299145,139.34188034188034,0.5085470085470085,0.05337283756324892,0.019298553113981935,-0.01581836829153555,-0.07659354671939797,0.15578104148927782,0.01982262453340663
development_2018_2021,2021,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,125,1.216,135.12,0.472,-0.13826497267206703,0.03864724853052904,-0.0015486564313282967,-0.012132123090833192,3.085812667375478,0.11291735184119009
development_2018_2021,2021,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,65,-7.492307692307692,133.1846153846154,0.3230769230769231,-0.1115962799992833,-0.057068842534991907,0.07369447161579633,0.3624125874125874,0.7964094081341181,0.0629740558980303
development_2018_2021,2021,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,84,6.2023809523809526,133.82142857142858,0.6547619047619048,-0.015642611079264124,0.0678182577932757,0.04581253234285543,0.2180419155614053,-1.4001603993001461,-0.027492557624344126
development_2018_2021,2021,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,9,-1.6666666666666667,138.55555555555554,0.5555555555555556,0.10206733833690834,0.06176026412461962,-0.10846569493039195,-0.43333333333333335,-0.9358172092801246,-0.16666666666666669
development_2018_2021,2021,fbs-fcs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,3,15.333333333333334,137.33333333333334,1.0,1.0345157318133673,0.06866874552264339,-0.06945757407084571,-0.5,-10.14834231934674,-0.8660254037844387
development_2018_2021,2021,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,22,-2.6363636363636362,138.36363636363637,0.45454545454545453,-0.07862125894357158,0.12597850113826828,-0.015275568143630402,-0.06493506493506496,-3.1353692034119347,-0.0966101849101779
development_2018_2021,2021,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,26,5.576923076923077,131.42307692307693,0.7307692307692307,0.15880792686701742,0.12286563904110565,-0.023903303905632046,-0.03658119658119658,7.6813715576089745,0.2742818217858473
development_2018_2021,2021,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,57,11.456140350877194,129.56140350877192,0.7894736842105263,0.2225539432814324,0.16293050643396687,0.023349604862373023,0.014713507907700285,-7.250193550385842,-0.2081618127237885
final_2022_2025,2022,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,190,-0.8157894736842105,138.88947368421051,0.4789473684210526,-0.07116737105291962,-0.019526568263871284,-0.0014738890492807292,-0.01938180475779742,-0.0593758832402761,0.025502961875557537
final_2022_2025,2022,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,85,-1.776470588235294,137.63529411764705,0.36470588235294116,-0.053600654054639416,-0.0439909685438431,0.04719435091208117,0.24970807948353277,-1.3190669594885434,0.04286126250894463
final_2022_2025,2022,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,230,-0.09565217391304348,138.90434782608696,0.4652173913043478,-0.0321795348415311,0.01640751908572094,0.01218637218377142,0.04218475841234878,-0.7108398783952189,-0.024668220528671812
final_2022_2025,2022,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,136,3.2794117647058822,136.1764705882353,0.5147058823529411,0.048879229040746285,0.0361872106214889,0.03422714065155838,0.1492942829408449,1.846130439110225,0.09885406506293101
final_2022_2025,2022,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,53,-4.509433962264151,135.11320754716982,0.33962264150943394,0.07447453764253555,-0.04885474625289579,0.0057898872000770735,-0.027576197387518143,3.5644257379202786,0.19319717393527971
final_2022_2025,2022,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,81,9.938271604938272,131.6172839506173,0.7160493827160493,0.21302956615362037,0.07144718156470274,-0.028662307233090756,-0.0848694945219857,3.8756062955844333,0.13700177672519637
final_2022_2025,2022,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,4,7.25,149.25,0.75,0.7391717274033154,0.06330658840628381,0.01032429535808395,-0.19999999999999998,-2.105601807083545,0.21081851067789195
final_2022_2025,2022,fbs-fcs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,2,13.0,148.0,1.0,0.9211597788893995,0.06560636401446018,,,,
final_2022_2025,2022,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,16,-6.0,135.25,0.25,-0.3756132024828548,0.11045612468755747,-0.035586770943453284,-0.15,-4.596708795536211,-0.017660048931157808
final_2022_2025,2022,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,25,3.52,132.96,0.56,-0.011292212660627738,0.15011397506581947,0.005029293474231779,0.06615384615384615,-4.755741397408202,-0.317167145559115
final_2022_2025,2022,fbs-fcs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,2,-13.5,139.5,0.0,-1.010022188451209,0.10269924942743314,,,,
final_2022_2025,2022,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,71,10.04225352112676,129.14084507042253,0.7323943661971831,0.1423817840852221,0.1571163755556612,0.02391595710711946,0.032796780684104625,1.508942232357205,0.1209834330530263
final_2022_2025,2023,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,188,-2.271276595744681,133.93085106382978,0.4095744680851064,-0.18602637602724262,-0.023764021337556233,-0.008818904915888623,-0.03816912110968876,-2.050463779743421,-0.05388596177705432
final_2022_2025,2023,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,93,-0.6989247311827957,133.08602150537635,0.45161290322580644,0.05060235132427935,-0.04277360197663038,0.023873865035237515,0.06218853510787502,-0.900053324018361,-0.011446821876633819
final_2022_2025,2023,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,240,-0.4666666666666667,135.725,0.4625,-0.057520930722016486,0.020486209521321918,0.0017824148692096118,-0.015580572397338665,1.4057781775043388,0.06393343252847966
final_2022_2025,2023,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,137,2.5693430656934306,132.24817518248176,0.5547445255474452,0.000997875347861957,0.038793885674766604,0.011808262376122793,0.02178351826571925,-2.5467955704373604,-0.12058311980911736
final_2022_2025,2023,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,52,-5.4423076923076925,131.75,0.34615384615384615,0.023459293202872995,-0.06093490734754952,-0.043098491030262115,-0.2194997011867156,1.9542954771251395,0.09552277535795774
final_2022_2025,2023,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,82,5.097560975609756,131.0487804878049,0.6585365853658537,-0.09127134063638624,0.06789040569360652,-0.053057101003635886,-0.27055648066520827,-2.203943680053108,-0.059364013478825556
final_2022_2025,2023,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,3,0.0,132.0,0.3333333333333333,0.06931000172179047,0.10267964958928173,-0.04350069122628743,-1.0,12.334392183517659,0.5
final_2022_2025,2023,fbs-fcs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,1,4.0,122.0,1.0,0.24643431687268202,0.06869296241911405,,,,
final_2022_2025,2023,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,25,-2.0,133.04,0.44,-0.09999195041394798,0.11678898161607161,-0.029129354638588942,-0.09230769230769231,0.1767135807867804,-0.049240239418262964
final_2022_2025,2023,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,27,5.074074074074074,126.77777777777777,0.5925925925925926,0.04790372360162406,0.15751057728502604,0.02135935043106606,0.1575091575091575,0.5663424810555243,-0.07639423773381461
final_2022_2025,2023,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,62,10.161290322580646,128.3548387096774,0.7258064516129032,0.0925575191191944,0.14892228013684203,0.05986642928419794,0.24630455037647003,6.7451148108201355,0.2531904275541683
final_2022_2025,2024,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,191,-0.612565445026178,134.39267015706807,0.47643979057591623,-0.0504884513654833,-0.02213085257158626,-0.0034213454473024482,0.016907242239702722,0.18757003118180315,-0.010081197413324862
final_2022_2025,2024,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,103,-1.6990291262135921,131.89320388349515,0.4174757281553398,-0.01725823860358894,-0.042803126457786826,0.010314723216389834,0.03182796643676141,-0.1888248970660115,-0.006173636411564623
final_2022_2025,2024,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,235,-1.004255319148936,135.3787234042553,0.4851063829787234,-0.06950678648738878,0.01551162727444711,0.021540140088071064,0.0935056637070381,-0.5445471645664637,-0.026409777892735575
final_2022_2025,2024,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,133,0.40601503759398494,130.81203007518798,0.48872180451127817,-0.14508594901936175,0.044616609254617655,0.010570368344937483,0.03756357088568208,-0.9080559191251287,0.011668278285840017
final_2022_2025,2024,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,38,-5.394736842105263,128.6578947368421,0.3157894736842105,-0.007190739987168874,-0.06501314608293199,-0.03202067190985721,-0.10208994419520734,11.637320359393877,0.38106703659825975
final_2022_2025,2024,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,98,7.040816326530612,129.87755102040816,0.673469387755102,0.0723719623643729,0.064643731065131,0.06643672155997486,0.27660361239153575,-1.1023674677290674,-0.04286702869131931
final_2022_2025,2024,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,6,-6.666666666666667,132.33333333333334,0.5,-0.21488942574132044,0.08289531298134035,-0.0583529727435027,-0.2571428571428572,-1.5880473918835323,-0.2571428571428572
final_2022_2025,2024,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,16,10.5,132.75,0.6875,0.7192397125645171,0.0907437710859017,-0.05469754760520704,-0.17941176470588235,9.427745097712778,0.25588235294117645
final_2022_2025,2024,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,33,1.9696969696969697,129.78787878787878,0.5454545454545454,-0.10797658297316516,0.14669031309470273,0.029662279850046578,0.05247326203208557,2.2772221672485555,0.021070238827360137
final_2022_2025,2024,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,66,8.257575757575758,125.37878787878788,0.7575757575757576,0.04321746803722371,0.1549671476122066,0.03816498905023175,0.0991754514142574,-1.542351944074222,-0.05355744818846356
final_2022_2025,2025,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,184,-1.9565217391304348,136.0,0.44021739130434784,-0.1314169526057763,-0.027265450859335932,-0.008410966590645013,-0.023658796293846478,0.7003305919590251,0.04924978916504012
final_2022_2025,2025,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,104,-1.4038461538461537,131.82692307692307,0.4326923076923077,0.03691315738752941,-0.04572418038144935,-0.0034435553186563956,-0.054913048116931616,3.1575110213334536,0.13382084408380254
final_2022_2025,2025,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,231,-0.9437229437229437,134.5887445887446,0.42857142857142855,-0.09366858728957175,0.01468829690384283,-0.0035762484155134363,-0.018453462567615063,-0.5223800440753673,-0.012021696533725373
final_2022_2025,2025,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,151,2.589403973509934,131.09271523178808,0.5364238410596026,0.015744883146685124,0.04199904179067765,0.03147191431377183,0.12992627202759907,-0.4539387180587536,-0.014078737293949423
final_2022_2025,2025,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,39,-3.358974358974359,132.74358974358975,0.41025641025641024,0.1709729409274569,-0.06787543284678242,0.010791030856976372,0.032388663967611336,-3.6305828995100273,-0.18690965437597087
final_2022_2025,2025,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,99,6.656565656565657,130.5151515151515,0.6565656565656566,0.019264374343338893,0.06247773388723706,0.06847774363705784,0.309148479582434,3.670062043664476,0.12074788162138793
final_2022_2025,2025,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,3,-2.6666666666666665,138.0,0.3333333333333333,-0.03607680846638156,0.18139992171371486,-0.08547659846645224,-0.5,-13.900917042670446,-1.0
final_2022_2025,2025,fbs-fcs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,1,-15.0,133.0,0.0,-1.2558894011781458,-0.049579099311327424,,,,
final_2022_2025,2025,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,15,-3.066666666666667,129.86666666666667,0.26666666666666666,-0.1894713996342002,0.08288493396775086,0.014397660317269894,-0.010714285714285713,-7.9283344996982095,-0.3714285714285714
final_2022_2025,2025,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,30,4.266666666666667,129.46666666666667,0.6,0.07839371500490054,0.13124974257317107,0.030531917043368773,-0.029143492769744164,2.569569107027776,0.06943363021776289
final_2022_2025,2025,fbs-fcs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,77,12.168831168831169,126.50649350649351,0.7922077922077922,0.2399891845965308,0.15981050243377035,0.05158529496463494,0.14685314685314685,0.8977977804766769,-0.007835876359914968
training_2004_2017,2004,fbs-fbs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,138,-0.9347826086956522,142.1086956521739,0.47101449275362317,-0.06676673638850059,-0.03158420075283206,0.03635990976222653,0.1441383231085712,1.1812589784860648,0.0302663899156837
training_2004_2017,2004,fbs-fbs,"(-28,-14]",home/neutral included as a model covariate,plays_total included as a model covariate,64,-2.265625,140.140625,0.421875,-0.044867143163492766,-0.04796177850688341,-0.00421041196154877,-0.0012362637362637362,1.8427741205148624,0.04122436654232438
training_2004_2017,2004,fbs-fbs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,167,-1.4251497005988023,143.14970059880238,0.4311377245508982,-0.09831201797947206,0.015472375254012015,0.004477823671913371,0.028036010594989027,2.716214327511625,0.11007260615163869
training_2004_2017,2004,fbs-fbs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,133,4.075187969924812,137.45864661654136,0.5864661654135338,0.11246152825360291,0.03933123649983388,0.020202854468207066,0.07364748370247191,1.5487130751774159,0.07408078243819521
training_2004_2017,2004,fbs-fbs,<=-28,home/neutral included as a model covariate,plays_total included as a model covariate,35,-6.3428571428571425,138.0,0.37142857142857144,0.010034783969732798,-0.06510410286892954,0.009067261022137334,0.0196078431372549,0.7962631634863166,0.10565404479493494
training_2004_2017,2004,fbs-fbs,>28,home/neutral included as a model covariate,plays_total included as a model covariate,106,6.8584905660377355,137.5188679245283,0.660377358490566,0.04709441458093772,0.05784713590686851,0.015050785005674142,0.035614781973448875,-0.08838667783444233,0.005911196169649185
training_2004_2017,2004,fbs-fcs,"(-14,0]",home/neutral included as a model covariate,plays_total included as a model covariate,3,14.333333333333334,142.33333333333334,1.0,1.3879868633228396,0.1017502633990612,-0.8965757785285747,-1.0,51.58087650705997,0.5
training_2004_2017,2004,fbs-fcs,"(0,14]",home/neutral included as a model covariate,plays_total included as a model covariate,11,3.090909090909091,136.72727272727272,0.45454545454545453,0.22458723913273373,0.0801825601077013,-0.011262661866566478,-0.07272727272727274,1.0667927161167592,0.013667461427346159
training_2004_2017,2004,fbs-fcs,"(14,28]",home/neutral included as a model covariate,plays_total included as a model covariate,14,0.42857142857142855,141.14285714285714,0.5,-0.10298868894231347,0.16242448782972793,-0.005431547674449872,-0.0945054945054945,5.235693909277058,0.24395604395604395
