team_id,team_name,subdivision,conference,record_through_cutoff,movement_from_previous,rated,eligible_games,eligible_evidence_count,games_played,expected_rank,median_rank,mode_rank,rank_1_probability,interval_50_low,interval_50_high,interval_50_width,interval_80_low,interval_80_high,interval_80_width,interval_95_low,interval_95_high,interval_95_width,top5_probability,top10_probability,top25_probability,display_rank
99,LSU,fbs,,,,True,1,1,1,21.965729309640817,13,1,0.05999365125395011,5,31,27,2,55,54,1,87,87,0.25473459357297906,0.4243538016591708,0.6967727120958915,1
251,Texas,fbs,,,,True,1,1,1,26.333272476019676,18,1,0.042770051347302385,7,38,32,3,63,61,1,93,93,0.19093520706291325,0.3363058675030348,0.6152682093581425,2
2390,Miami,fbs,,,,True,1,1,1,27.08531189914968,19,1,0.03987921616866862,8,39,32,3,64,62,1,94,94,0.18061100551050768,0.32226570243740293,0.6021891181419469,3
2579,South Carolina,fbs,,,,True,1,1,1,28.837361947297655,21,1,0.03582334216117591,9,42,34,3,67,65,1,98,98,0.16423726715713616,0.2968462950347803,0.5713613004141183,4
213,Penn State,fbs,,,,True,1,1,1,28.869246329578164,21,1,0.03673772587524903,8,42,35,3,68,66,1,97,97,0.1672904107780957,0.30056214840426804,0.5727581709130676,5
245,Texas A&M,fbs,,,,True,1,1,1,29.95969520921981,22,1,0.033884245157588186,9,44,36,4,69,66,1,99,99,0.15610331611789413,0.28378510989455463,0.5534779067600544,6
221,Pittsburgh,fbs,,,,True,1,1,1,31.26933436696898,23,1,0.031498996323960644,10,46,37,4,72,69,1,100,100,0.14629436274166777,0.26823588488697064,0.5328663420265005,7
57,Florida,fbs,,,,True,1,1,1,31.774369637652104,24,1,0.030424225368122157,10,47,38,4,73,70,1,101,101,0.14196456109792976,0.2615323875342166,0.5245033593186283,8
194,Ohio State,fbs,,,,True,1,1,1,31.898947915027506,24,1,0.029857195312276454,10,47,38,4,73,70,1,102,102,0.1397543943926883,0.25824119744469554,0.5217992366998111,9
2440,Nevada,fbs,,,,True,1,1,1,32.872883883531514,25,1,0.029554643937766606,10,49,40,4,75,72,1,103,103,0.1382557690096359,0.25469452479876326,0.5112286005053974,10
2306,Kansas State,fbs,,,,True,1,1,1,33.014173494199376,24,1,0.03006863342376067,10,50,41,4,75,72,1,104,104,0.14372437940468868,0.26909713016180287,0.5221927856787132,11
333,Alabama,fbs,,,,True,1,1,1,33.09949054722245,25,1,0.028818990724200407,11,49,39,4,75,72,1,103,103,0.13506445809245682,0.24980023773287524,0.5062275222321534,12
258,Virginia,fbs,,,,True,1,1,1,33.32084385189335,25,1,0.028312406021331556,10,49,40,4,76,73,1,104,104,0.135270225910366,0.252167472709127,0.5072250808369776,13
201,Oklahoma,fbs,,,,True,1,1,1,34.11558200872607,26,1,0.026337155905157707,11,50,40,4,77,74,1,105,105,0.12485723053192704,0.23395535979119905,0.48812674381271615,14
344,Mississippi State,fbs,,,,True,1,1,1,34.293154334172016,27,1,0.026064153433984823,11,50,40,4,77,74,1,105,105,0.12371346034567629,0.2320904710091203,0.4851281745068863,15
30,USC,fbs,,,,True,2,2,2,34.610672690656415,29,4,0.01961937154354155,13,51,39,6,73,68,2,97,96,0.0988670386407631,0.19649550580532324,0.4554038209576034,16
84,Indiana,fbs,,,,True,1,1,1,35.587902966424764,28,1,0.025151425439911865,12,53,42,5,79,75,1,106,106,0.1195152683964929,0.22429626062248292,0.4696411374102003,17
349,Army,fbs,,,,True,1,1,1,36.01756321104303,28,1,0.025097347283957676,11,54,44,5,80,76,1,107,107,0.1214310676712769,0.23128660652328384,0.47390892967004095,18
2348,Louisiana Tech,fbs,,,,True,1,1,1,36.61281042246412,28,1,0.02602149645388472,11,56,46,4,82,79,1,109,109,0.12526016517022664,0.23672138044778349,0.4724321958726081,19
2294,Iowa,fbs,,,,True,1,1,1,37.80274736355761,31,1,0.021605143715868913,13,56,44,5,83,79,2,108,107,0.10434339503535754,0.19951249861641637,0.43524935573225726,20
26,UCLA,fbs,,,,True,1,1,1,38.33683137306717,31,1,0.021031374940396794,13,57,45,5,84,80,2,109,108,0.10289170424757355,0.19788034256600617,0.43166381914129354,21
259,Virginia Tech,fbs,,,,True,1,1,1,38.911689378079195,32,1,0.02308292758308642,12,59,48,5,85,81,2,111,110,0.11188538273624915,0.21350460081603384,0.439552140074591,22
9,Arizona State,fbs,,,,True,1,1,1,39.04071977390686,32,1,0.022629395705835855,13,59,47,5,86,82,2,112,111,0.10984754854382792,0.21013170044707702,0.43683876509436387,23
2116,UCF,fbs,,,,True,1,1,1,39.812854342676474,33,1,0.022247633096665782,13,61,49,5,87,83,2,113,112,0.10792818213275786,0.20630487809376175,0.42846301318945135,24
