team_id,team_name,subdivision,conference,record_through_cutoff,movement_from_previous,expected_rank,median_rank,interval_80_low,interval_80_high,top5_probability,top10_probability,top25_probability,display_rank
194,Ohio State,fbs,,,,4.07086301736551,3.0,1.0,9.0,0.7752137316042778,0.934348694738128,0.9964343415469832,1
2483,Oregon,fbs,,,,6.606748513317602,5.0,1.0,14.0,0.5778274194151669,0.8218116812666217,0.9795659260920004,2
61,Georgia,fbs,,,,8.94286045413757,6.0,2.0,19.0,0.45343805717404184,0.7129793882829023,0.9473338782432067,3
333,Alabama,fbs,,,,11.16222683196779,8.0,3.0,23.0,0.3246690748491562,0.6029219166395199,0.9192710806149881,4
30,USC,fbs,,,,12.331855220107881,9.0,3.0,25.0,0.2583894165123537,0.5491630149774755,0.9031500556587869,5
213,Penn State,fbs,,,,12.447645624998785,9.0,2.0,27.0,0.3229310451921823,0.5739677543326598,0.8834430228363941,6
2633,Tennessee,fbs,,,,13.991158665778343,11.0,3.0,29.0,0.22317511715004687,0.4942726429843453,0.8714237086151774,7
251,Texas,fbs,,,,15.335842926192619,11.0,3.0,34.0,0.24275992986890654,0.4804185349319753,0.8288178440995441,8
84,Indiana,fbs,,,,15.387537575076749,12.0,4.0,32.0,0.17275407436234935,0.4390947009395945,0.844512629956725,9
145,Ole Miss,fbs,,,,15.99867580829612,13.0,4.0,33.0,0.17813630090013396,0.41742232559982734,0.8206075450660254,10
356,Illinois,fbs,,,,16.059776219901448,12.0,4.0,34.0,0.17582754419632135,0.4244554663842737,0.8235166593305501,11
201,Oklahoma,fbs,,,,16.720652339320928,13.0,5.0,34.0,0.1441713319867983,0.3886763878561903,0.8114762441509095,12
87,Notre Dame,fbs,,,,17.305425065044844,13.0,3.0,37.0,0.1960655589236557,0.4093170729683423,0.7846735804996764,13
2390,Miami,fbs,,,,17.90775790163945,14.0,5.0,37.0,0.13489405142629174,0.36261595809839176,0.7821406171046217,14
99,LSU,fbs,,,,18.352632632867884,15.0,5.0,37.0,0.13083970865921932,0.34299582552835656,0.7665235504615087,15
142,Missouri,fbs,,,,18.862474744927177,15.0,5.0,39.0,0.1226508430745415,0.3381592615839498,0.760407636284316,16
130,Michigan,fbs,,,,19.13589373820037,15.0,4.0,40.0,0.15066634858392045,0.34539775333343836,0.7422214851949821,17
254,Utah,fbs,,,,19.557287354745608,15.0,5.0,41.0,0.10902350448162051,0.3185208583335543,0.7460605309067618,18
252,BYU,fbs,,,,19.655002596412928,15.0,5.0,43.0,0.13789637468798502,0.35288123246080255,0.7432619236206327,19
52,Florida State,fbs,,,,22.293890439267397,16.0,5.0,50.0,0.10105322149290721,0.3136871329177878,0.704213411147332,20
158,Nebraska,fbs,,,,24.05331439196262,20.0,7.0,47.0,0.05578834848872967,0.20635415339686713,0.6353507088197488,21
2641,Texas Tech,fbs,,,,24.158355575544935,19.0,6.0,49.0,0.07382961273357266,0.23034551466263842,0.6324656168368179,22
238,Vanderbilt,fbs,,,,24.518212490693852,20.0,7.0,49.0,0.06027529985381525,0.21046287135847905,0.624859529045617,23
245,Texas A&M,fbs,,,,25.232680305326667,21.0,7.0,50.0,0.05969435684365395,0.2023752910517599,0.6067240216868572,24
8,Arkansas,fbs,,,,25.850365334316045,21.0,7.0,51.0,0.053476168193758195,0.18842428595203572,0.5953462013155769,25
2628,TCU,fbs,,,,27.358860899798497,22.0,6.0,57.0,0.08568217684351935,0.2221073044978591,0.569060521722396,26
2,Auburn,fbs,,,,30.441577212816053,26.0,9.0,58.0,0.031181510679460164,0.12467862294536528,0.4803736079404796,27
264,Washington,fbs,,,,34.00851376274707,28.0,8.0,69.0,0.054477658710004345,0.1614898098134202,0.46079045379900113,28
97,Louisville,fbs,,,,34.3158897337575,29.0,9.0,68.0,0.045920245193978235,0.1371912691521453,0.43642615107961413,29
57,Florida,fbs,,,,34.32439542533956,31.0,11.0,64.0,0.02342743511857189,0.09555972711680885,0.4119824154520007,30
59,Georgia Tech,fbs,,,,37.71675474071504,35.0,13.0,68.0,0.012408929676607068,0.06326607487475103,0.341194922348616,31
235,Memphis,fbs,,,,38.11564473129528,34.0,12.0,71.0,0.02271991472239375,0.08430914718657058,0.35054822410302666,32
2132,Cincinnati,fbs,,,,38.20051407611621,35.0,13.0,69.0,0.013272359764215192,0.06797655893851785,0.3445118961989143,33
2305,Kansas,fbs,,,,38.4555534081225,34.0,13.0,71.0,0.016199537371012408,0.06993111642018925,0.3441871087828327,34
