team_id,team_name,subdivision,conference,record_through_cutoff,movement_from_previous,expected_rank,median_rank,interval_80_low,interval_80_high,top5_probability,top10_probability,top25_probability,display_rank
194,Ohio State,fbs,,,,6.89822720497082,5.0,1.0,15.0,0.5661130495225184,0.8092489427719183,0.9742568135467291,1
84,Indiana,fbs,,,,7.561240438553734,5.0,2.0,16.0,0.5210453549877113,0.7838177604726607,0.9679993191516086,2
333,Alabama,fbs,,,,8.320327873360275,6.0,2.0,17.0,0.45651786455278387,0.7450678549439461,0.9633420667052474,3
61,Georgia,fbs,,,,9.234337740238379,6.0,2.0,20.0,0.442261336460773,0.7072837491430687,0.9423835458927409,4
87,Notre Dame,fbs,,,,9.296691471198644,7.0,2.0,20.0,0.427918608578401,0.7016665182199018,0.9434497082022262,5
2390,Miami,fbs,,,,9.529987875683641,7.0,2.0,19.0,0.37649087724377295,0.6814069976376731,0.9518730745133369,6
245,Texas A&M,fbs,,,,11.300303772558172,8.0,3.0,23.0,0.30870733611464923,0.6081210459900174,0.9185350176016543,7
99,LSU,fbs,,,,12.038023129119436,9.0,3.0,25.0,0.2733955541352179,0.5744851335744631,0.9074481217326824,8
251,Texas,fbs,,,,12.47383194185435,9.0,3.0,26.0,0.2808034598516794,0.5630717783113405,0.895598895889298,9
2483,Oregon,fbs,,,,14.2433280519569,10.0,3.0,33.0,0.28314770796485494,0.5240217027859153,0.8499226108244177,10
254,Utah,fbs,,,,16.444184739710835,12.0,4.0,36.0,0.19760350879125305,0.43882070143234175,0.809867445014724,11
30,USC,fbs,,,,16.772443475623582,13.0,4.0,35.0,0.17632137309061618,0.41138559041208494,0.7999970433269025,12
213,Penn State,fbs,,,,18.17823997640678,14.0,4.0,39.0,0.16570756185244936,0.3855379384672826,0.7678183720527819,13
201,Oklahoma,fbs,,,,18.327187997489673,14.0,4.0,38.0,0.1524704680848655,0.3661392346826501,0.7644418766838921,14
258,Virginia,fbs,,,,20.48092887241351,15.0,5.0,44.0,0.11459591825404068,0.3282571355857332,0.7303518279304619,15
2306,Kansas State,fbs,,,,21.86791126166132,16.0,5.0,47.0,0.10428280762166708,0.3015754749982523,0.7005757438113477,16
2633,Tennessee,fbs,,,,21.882030886993537,17.0,5.0,47.0,0.11181239009886138,0.3018797450943692,0.6930842344294058,17
57,Florida,fbs,,,,22.32418911754234,17.0,6.0,46.0,0.088085803621763,0.272057839415708,0.6841683457835044,18
145,Ole Miss,fbs,,,,24.619429085583914,19.0,5.0,52.0,0.11336541718412081,0.2711619304850589,0.6254576215890958,19
344,Mississippi State,fbs,,,,24.973034900643935,20.0,7.0,50.0,0.05864476456871962,0.21071186668915376,0.6181129288327917,20
252,BYU,fbs,,,,26.34386376562506,20.0,6.0,56.0,0.09198076193377083,0.24124907079992333,0.5962141514015036,21
158,Nebraska,fbs,,,,27.29575463160341,23.0,8.0,54.0,0.05163061456455177,0.18109166652537212,0.56367591709065,22
130,Michigan,fbs,,,,27.743027763896812,22.0,6.0,58.0,0.07734438112375207,0.21214842165833112,0.5653765722682933,23
2294,Iowa,fbs,,,,27.969877648733267,23.0,7.0,56.0,0.06521383540509311,0.19165053465673482,0.5503464440410274,24
142,Missouri,fbs,,,,30.179725532025806,25.0,7.0,62.0,0.06288312474423915,0.18278712688954663,0.5178515696418385,25
221,Pittsburgh,fbs,,,,30.277567164740418,26.0,10.0,57.0,0.027345034233751304,0.11794192481489058,0.4847058143439129,26
68,Boise State,fbs,,,,31.844351566473065,27.0,9.0,62.0,0.03347558985419811,0.13100576773613423,0.47802088301810763,27
2,Auburn,fbs,,,,32.4036558823148,28.0,9.0,63.0,0.0328335943454372,0.124525257781432,0.46018650951739765,28
2579,South Carolina,fbs,,,,33.17206652954548,28.0,9.0,66.0,0.0403116484768339,0.13582602654733505,0.4560176300108429,29
256,James Madison,fbs,,,,33.6076618978473,28.0,8.0,69.0,0.057116010374582395,0.17033935632172262,0.4722708496242859,30
97,Louisville,fbs,,,,34.77205861709636,30.0,9.0,68.0,0.036268687339007594,0.12439887019772172,0.4323751241011784,31
2641,Texas Tech,fbs,,,,34.82647065095883,30.0,10.0,67.0,0.03794462565642637,0.1117058041779022,0.40223861889859536,32
248,Houston,fbs,,,,35.83483821451006,32.0,11.0,67.0,0.021237954199925642,0.09403557528559793,0.3974253041341295,33
2567,SMU,fbs,,,,36.995193065104,32.0,10.0,72.0,0.032747960498449254,0.1129974990467163,0.397934832868276,34
26,UCLA,fbs,,,,37.987445406621255,33.0,11.0,73.0,0.01991667279113448,0.08634838182749384,0.3688069849680012,35
120,Maryland,fbs,,,,38.288127485036654,33.0,11.0,74.0,0.023285787375473294,0.09690741949867433,0.37911173609855536,36
2132,Cincinnati,fbs,,,,38.5448774726475,34.0,11.0,73.0,0.021932151389047125,0.08999998720639621,0.36397186019045646,37
259,Virginia Tech,fbs,,,,39.182410887326476,35.0,11.0,74.0,0.020903993625498347,0.09071989195417848,0.36328909979492674,38
2449,North Dakota State,fbs,,,,39.96905665906809,35.0,12.0,75.0,0.024888156571427816,0.08394623881835334,0.33388646266634375,39
2628,TCU,fbs,,,,41.101313027362025,37.0,12.0,77.0,0.0226707936483126,0.08367027734324457,0.33048086220161527,40
152,NC State,fbs,,,,42.73685331956648,39.0,13.0,78.0,0.014440769388157929,0.06432073732394045,0.3046068871420801,41
2116,UCF,fbs,,,,43.04485066510048,40.0,13.0,78.0,0.011833913190070149,0.060589977021913384,0.29902698796356186,42
150,Duke,fbs,,,,43.733756154633035,39.0,13.0,81.0,0.014743436918086817,0.06146752088667194,0.2856331916448807,43
