candidate,cutoff,nll,delta_nll_vs_c0,crps,delta_crps_vs_c0,coverage
C10_transfer_production,"month=7,day=1",4.516475359496164,-0.025851392441509802,0.10896801015657603,-0.002975057601646111,0.8329411261643005
C10_transfer_production,"month=8,day=1",4.516028653811889,-0.02629809812578543,0.10893460185911381,-0.0030084658991083313,0.8332048266502536
C10_transfer_production,"month=8,day=15",4.516039585340365,-0.02628716659730923,0.10893665903765455,-0.003006408720567594,0.8332048266502536
