candidate,protocol,target_season,n_team_seasons,n_training_rows,n_training_seasons,same_population_keys,candidate_nll,c0_nll,minus_rp_nll,delta_vs_c0_nll,delta_vs_minus_rp_nll,candidate_crps,c0_crps,minus_rp_crps,delta_vs_c0_crps,delta_vs_minus_rp_crps,candidate_expected_rank_mae,c0_expected_rank_mae,minus_rp_expected_rank_mae,delta_vs_c0_expected_rank_mae,delta_vs_minus_rp_expected_rank_mae,candidate_median_rank_mae,c0_median_rank_mae,minus_rp_median_rank_mae,delta_vs_c0_median_rank_mae,delta_vs_minus_rp_median_rank_mae,candidate_interval_80_coverage,c0_interval_80_coverage,minus_rp_interval_80_coverage,delta_vs_c0_interval_80_coverage,delta_vs_minus_rp_interval_80_coverage,candidate_interval_80_average_width,c0_interval_80_average_width,minus_rp_interval_80_average_width,delta_vs_c0_interval_80_average_width,delta_vs_minus_rp_interval_80_average_width
C4_rp_x_transfer_volume,development_through_2017,2018,129,1703,14,True,4.438593511141705,4.43859426526967,4.459946838910857,-7.541279654077471e-07,-0.021353327769151775,0.10559486225794992,0.10559534436422642,0.10695260810626545,-4.821062764975848e-07,-0.0013577458483155225,18.415240410419848,18.41534639864679,18.845883609140852,-0.00010598822694163346,-0.430643198721004,18.914728682170544,18.914728682170544,19.13953488372093,0.0,-0.22480620155038622,0.8529367918902803,0.8529367918902803,0.8447376267143708,0.0,0.008199165175909462,69.69767441860465,69.69767441860465,71.44186046511628,0.0,-1.7441860465116292
C4_rp_x_transfer_volume,development_through_2017,2019,130,1703,14,True,4.428032872467021,4.4280347082085045,4.470340822962781,-1.8357414832692598e-06,-0.04230795049575953,0.10620861427309448,0.1062089046127766,0.11275738693953084,-2.903396821157811e-07,-0.006548772666436359,18.231080143166807,18.231054106651438,19.886998814209164,2.6036515368588198e-05,-1.6559186710423575,18.81153846153846,18.81153846153846,20.342307692307692,0.0,-1.5307692307692307,0.8507064364207222,0.8507064364207222,0.836734693877551,0.0,0.01397174254317124,70.31538461538462,70.31538461538462,72.36923076923077,0.0,-2.053846153846152
C4_rp_x_transfer_volume,development_through_2017,2020,127,1703,14,True,4.568402052356679,4.56839992928216,4.595814988614702,2.123074518856072e-06,-0.027412936258023102,0.12308966963077128,0.12308934760021478,0.12694639635682511,3.220305564988202e-07,-0.003856726726053833,19.48208216944455,19.482032420283947,20.452560488570924,4.974916060263013e-05,-0.970478319126375,20.81496062992126,20.81496062992126,21.85433070866142,0.0,-1.0393700787401592,0.791405208964264,0.791405208964264,0.7825923682616597,0.0,0.008812840702604352,70.81102362204724,70.80314960629921,71.53543307086615,0.007874015748029706,-0.7244094488189035
C4_rp_x_transfer_volume,development_through_2017,2021,127,1703,14,True,4.501007718568487,4.500999519773778,4.497047950050639,8.198794708924595e-06,0.003959768517847628,0.11377808001048124,0.1137774089230926,0.1132444155097646,6.710873886456303e-07,0.000533664500716638,20.290136870062003,20.290073908228045,20.406138212196847,6.296183395804178e-05,-0.11600134213484381,21.062992125984252,21.062992125984252,20.716535433070867,0.0,0.3464566929133852,0.8456692913385826,0.8456692913385826,0.84251968503937,0.0,0.0031496062992125706,74.07874015748031,74.07086614173228,74.92125984251969,0.007874015748029706,-0.8425196850393775
C5_transfer_talent,frozen_through_2021,2022,131,2216,18,True,4.549462287485911,4.46687895474135,4.48720539938238,0.08258333274456042,0.062256888103530805,0.11238631735585279,0.1070808440668973,0.10902949034623019,0.0053054732889554895,0.003356827009622601,19.488189928348664,18.68027501528254,19.278842840120568,0.8079149130661243,0.2093470882280961,20.427480916030536,18.85496183206107,19.6793893129771,1.5725190839694676,0.7480916030534353,0.8040099328612159,0.8258070449737882,0.8325209233882093,-0.021797112112572292,-0.02851099052699335,69.72519083969466,72.09923664122137,73.74809160305344,-2.374045801526705,-4.022900763358777
C5_transfer_talent,frozen_through_2021,2023,133,2216,18,True,4.6812099016641255,4.4722065703866205,4.504689577465013,0.20900333127750503,0.1765203241991129,0.12496519953698625,0.10443224457695163,0.10780686300016434,0.020532954960034613,0.017158336536821903,22.178656665059176,19.27912267013667,20.10270741488041,2.899533994922507,2.075949250178766,23.657894736842106,19.545112781954888,20.409774436090224,4.112781954887218,3.248120300751882,0.7789067262751475,0.8669985775248933,0.8614102824629141,-0.08809185124974583,-0.08250355618776661,64.28571428571429,72.1203007518797,74.6842105263158,-7.834586466165405,-10.398496240601503
C5_transfer_talent,frozen_through_2021,2024,134,2216,18,True,4.7778880958409315,4.584023541620271,4.553894876236028,0.19386455422066096,0.22399321960490326,0.13307566224704076,0.11828325718207185,0.11602782529408148,0.014792405064968914,0.017047836952959278,23.43734396695866,21.017995994307483,20.761751998430476,2.4193479726511775,2.6755919685281846,24.64179104477612,21.708955223880597,20.925373134328357,2.932835820895523,3.7164179104477633,0.733842947425037,0.8045771144278607,0.8151243781094528,-0.07073416700282376,-0.08128143068441585,65.17910447761194,70.8731343283582,73.32835820895522,-5.6940298507462614,-8.14925373134328
C5_transfer_talent,frozen_through_2021,2025,136,2216,18,True,4.832312683052387,4.642490544301942,4.569114909895332,0.1898221387504453,0.2631977731570547,0.1385058820399299,0.11772472513966825,0.11152290371307706,0.020781156900261638,0.026982978326852827,24.97347380393274,21.61321294045643,20.731580594769188,3.3602608634763094,4.241893209163553,26.58823529411765,22.198529411764707,20.88235294117647,4.389705882352942,5.7058823529411775,0.7148468976631748,0.8031829170024174,0.8265511684125704,-0.08833601933924262,-0.1117042707493956,67.95588235294117,72.58088235294117,76.58088235294117,-4.625,-8.625
C5_transfer_talent,development_through_2017,2018,129,1703,14,True,4.438608021814635,4.43859426526967,4.459946838910857,1.3756544964493855e-05,-0.021338817096221874,0.10559637707235194,0.10559534436422642,0.10695260810626545,1.032708125514592e-06,-0.0013562310339135103,18.415359769064672,18.41534639864679,18.845883609140852,1.3370417882185848e-05,-0.43052384007618016,18.914728682170544,18.914728682170544,19.13953488372093,0.0,-0.22480620155038622,0.8529367918902803,0.8529367918902803,0.8447376267143708,0.0,0.008199165175909462,69.70542635658914,69.69767441860465,71.44186046511628,0.0077519379844943614,-1.7364341085271349
C5_transfer_talent,development_through_2017,2019,130,1703,14,True,4.428045589602308,4.4280347082085045,4.470340822962781,1.08813938037855e-05,-0.04229523336047247,0.10621012001006311,0.1062089046127766,0.11275738693953084,1.215397286508102e-06,-0.006547266929467735,18.231297480832666,18.231054106651438,19.886998814209164,0.0002433741812275514,-1.6557013333764985,18.81153846153846,18.81153846153846,20.342307692307692,0.0,-1.5307692307692307,0.8507064364207222,0.8507064364207222,0.836734693877551,0.0,0.01397174254317124,70.31538461538462,70.31538461538462,72.36923076923077,0.0,-2.053846153846152
