season,subdivision,team_id,team_name,portal_payload_available,incoming_transfer_count,d5_applicable_transfer_count,d5_successfully_resolved_count,d5_legitimate_zero_or_non_applicable_count,d5_resolution_failure_count,d5_applicability_unknown_count,joined_prior_usage_count,unmatched_incoming_count,undetermined_incoming_count,observed_incoming_prior_offensive_usage,observed_incoming_prior_usage,unresolved_prior_offensive_usage_upper_bound,unresolved_offensive_usage_missing_upper_bound,unmatched_prior_usage_upper_bound,plausible_prior_offensive_usage_upper_bound_basis,feature_coverage_status,missingness_flag,roster_strength_proxy,conference
2023,fbs,12,Arizona,True,8,1,1,7,0,0,1,0,0,0.043,0.043,0.043,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,687.01,
2023,fbs,120,Maryland,True,10,6,2,3,4,1,2,4,1,0.196,0.196,3.688,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,685.75,
2023,fbs,127,Michigan State,True,14,6,6,8,0,0,6,0,0,0.513,0.513,0.513,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,747.34,
2023,fbs,130,Michigan,True,9,5,2,4,3,0,2,3,0,0.416,0.416,3.0349999999999997,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,850.43,
2023,fbs,135,Minnesota,True,10,3,2,7,1,0,2,1,0,0.404,0.404,1.2770000000000001,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,640.46,
2023,fbs,142,Missouri,True,8,4,2,4,2,0,2,2,0,0.295,0.295,2.041,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,755.4,
2023,fbs,145,Ole Miss,True,25,9,8,16,1,0,8,1,0,1.079,1.079,1.952,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,756.04,
2023,fbs,150,Duke,True,6,4,0,2,4,0,0,4,0,0.0,0.0,3.492,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,620.9,
2023,fbs,151,East Carolina,True,17,7,3,10,4,0,3,4,0,0.164,0.164,3.656,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,563.94,
2023,fbs,152,NC State,True,6,3,2,3,1,0,2,1,0,0.682,0.682,1.5550000000000002,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,700.85,
2023,fbs,153,North Carolina,True,10,3,2,7,1,0,2,1,0,0.20500000000000002,0.20500000000000002,1.078,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,805.63,
2023,fbs,154,Wake Forest,True,3,1,1,2,0,0,1,0,0,0.024,0.024,0.024,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,603.68,
2023,fbs,158,Nebraska,True,13,8,5,5,3,0,5,3,0,0.75,0.75,3.3689999999999998,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,765.2,
2023,fbs,164,Rutgers,True,7,3,2,4,1,0,2,1,0,0.221,0.221,1.094,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,636.35,
2023,fbs,166,New Mexico State,True,7,3,1,4,2,0,1,2,0,0.046,0.046,1.792,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,378.99,
2023,fbs,167,New Mexico,True,14,8,3,5,5,1,3,5,1,0.54,0.54,4.905,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,375.35,
2023,fbs,183,Syracuse,True,9,4,1,5,3,0,1,3,0,0.037,0.037,2.6559999999999997,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,610.75,
2023,fbs,189,Bowling Green,True,3,1,1,2,0,0,1,0,0,0.608,0.608,0.608,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,397.62,
2023,fbs,193,Miami (OH),True,4,4,3,0,1,0,3,1,0,1.204,1.204,2.077,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,408.16,
2023,fbs,194,Ohio State,True,8,4,1,4,3,0,1,3,0,0.06,0.06,2.679,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,974.79,
2023,fbs,195,Ohio,True,4,2,0,2,2,0,0,2,0,0.0,0.0,1.746,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,342.6,
2023,fbs,197,Oklahoma State,True,13,9,5,4,4,0,5,4,0,0.35,0.35,3.842,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,649.79,
2023,fbs,2,Auburn,True,21,11,6,9,5,1,6,5,1,1.059,1.059,5.424,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,770.94,
2023,fbs,2005,Air Force,True,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,no_incoming_transfer,0,0.0,
2023,fbs,2006,Akron,True,4,2,1,2,1,0,1,1,0,0.047,0.047,0.92,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,445.02,
2023,fbs,201,Oklahoma,True,18,7,3,10,4,1,3,4,1,0.08800000000000001,0.08800000000000001,3.58,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,884.97,
2023,fbs,202,Tulsa,True,8,1,1,7,0,0,1,0,0,0.026,0.026,0.026,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,520.23,
2023,fbs,2026,App State,True,13,7,1,6,6,0,1,6,0,0.109,0.109,5.3469999999999995,5.2379999999999995,5.2379999999999995,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,517.56,
2023,fbs,2032,Arkansas State,True,8,6,3,2,3,0,3,3,0,0.458,0.458,3.077,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,487.4,
2023,fbs,204,Oregon State,True,7,4,2,3,2,0,2,2,0,0.5680000000000001,0.5680000000000001,2.314,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,653.16,
2023,fbs,2050,Ball State,True,10,6,3,4,3,0,3,3,0,0.9339999999999999,0.9339999999999999,3.553,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,403.54,
2023,fbs,2084,Buffalo,True,10,5,2,5,3,0,2,3,0,0.089,0.089,2.7079999999999997,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,296.09,
2023,fbs,21,San Diego State,True,5,1,1,4,0,0,1,0,0,0.088,0.088,0.088,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,440.15,
2023,fbs,2116,UCF,True,18,10,3,8,7,0,3,7,0,0.122,0.122,6.233,6.111,6.111,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,653.97,
2023,fbs,2117,Central Michigan,True,2,1,0,1,1,0,0,1,0,0.0,0.0,0.873,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,332.64,
2023,fbs,213,Penn State,True,6,3,2,3,1,0,2,1,0,0.14200000000000002,0.14200000000000002,1.0150000000000001,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,858.06,
2023,fbs,2132,Cincinnati,True,21,13,8,8,5,0,8,5,0,0.916,0.916,5.281000000000001,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,663.68,
2023,fbs,218,Temple,True,11,3,0,8,3,0,0,3,0,0.0,0.0,2.6189999999999998,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,554.47,
2023,fbs,2199,Eastern Michigan,True,5,5,1,0,4,0,1,4,0,0.058,0.058,3.55,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,377.07,
2023,fbs,221,Pittsburgh,True,7,6,5,1,1,0,5,1,0,0.785,0.785,1.658,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,700.42,
2023,fbs,2226,Florida Atlantic,True,12,9,5,3,4,0,5,4,0,1.087,1.087,4.579,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,582.59,
2023,fbs,2229,Florida International,True,8,2,1,5,1,1,1,1,1,0.197,0.197,1.07,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,487.5,
2023,fbs,2247,Georgia State,True,19,9,4,10,5,0,4,5,0,0.299,0.299,4.664000000000001,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,499.67,
2023,fbs,228,Clemson,True,1,1,0,0,1,0,0,1,0,0,0,0.873,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,unresolved_applicable_offensive_usage,1,917.88,
2023,fbs,2294,Iowa,True,8,6,3,1,3,1,3,3,1,0.187,0.187,2.8059999999999996,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,692.62,
2023,fbs,23,San José State,True,7,3,2,4,1,0,2,1,0,0.248,0.248,1.121,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,513.83,
2023,fbs,2305,Kansas,True,12,3,1,9,2,0,1,2,0,0.092,0.092,1.838,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,632.68,
2023,fbs,2306,Kansas State,True,6,3,2,3,1,0,2,1,0,0.182,0.182,1.055,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,616.0,
2023,fbs,2309,Kent State,True,7,3,1,3,2,1,1,2,1,0.096,0.096,1.842,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,373.33,
2023,fbs,2335,Liberty,True,13,9,4,4,5,0,4,5,0,0.519,0.519,4.884,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,330.29,
2023,fbs,2348,Louisiana Tech,True,19,6,4,13,2,0,4,2,0,0.641,0.641,2.387,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,433.72,
2023,fbs,235,Memphis,True,19,9,4,10,5,0,4,5,0,0.416,0.416,4.781000000000001,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,626.86,
2023,fbs,238,Vanderbilt,True,3,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,639.88,
2023,fbs,239,Baylor,True,13,7,5,6,2,0,5,2,0,1.014,1.014,2.76,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,678.0,
2023,fbs,2390,Miami,True,15,6,3,9,3,0,3,3,0,0.15,0.15,2.7689999999999997,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,860.27,
2023,fbs,2393,Middle Tennessee,True,9,7,4,2,3,0,4,3,0,0.263,0.263,2.8819999999999997,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,487.98,
2023,fbs,24,Stanford,True,4,3,0,1,3,0,0,3,0,0.0,0.0,2.6189999999999998,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,710.28,
2023,fbs,242,Rice,True,5,4,2,0,2,1,2,2,1,0.498,0.498,2.2439999999999998,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,466.78,
2023,fbs,2426,Navy,True,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,no_incoming_transfer,0,0.0,
2023,fbs,2429,Charlotte,True,17,8,1,9,7,0,1,7,0,0.037,0.037,6.148,6.111,6.111,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,554.96,
2023,fbs,2433,UL Monroe,True,7,2,1,5,1,0,1,1,0,0.043,0.043,0.916,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,336.22,
2023,fbs,2439,UNLV,True,9,3,1,6,2,0,1,2,0,0.099,0.099,1.845,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,354.46,
2023,fbs,2440,Nevada,True,13,6,4,6,2,1,4,2,1,0.397,0.397,2.143,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,470.32,
2023,fbs,245,Texas A&M,True,13,8,4,5,4,0,4,4,0,0.262,0.262,3.754,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,925.92,
2023,fbs,2459,Northern Illinois,True,4,1,1,3,0,0,1,0,0,0.089,0.089,0.089,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,352.36,
2023,fbs,248,Houston,True,20,9,4,11,5,0,4,5,0,0.572,0.572,4.937,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,670.25,
2023,fbs,2483,Oregon,True,15,7,3,8,4,0,3,4,0,0.08700000000000001,0.08700000000000001,3.579,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,874.74,
2023,fbs,249,North Texas,True,10,6,2,4,4,0,2,4,0,0.07400000000000001,0.07400000000000001,3.566,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,474.38,
2023,fbs,25,California,True,20,14,9,5,5,1,9,5,1,1.077,1.077,5.442,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,681.14,
2023,fbs,2509,Purdue,True,15,7,2,8,5,0,2,5,0,0.403,0.403,4.768000000000001,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,671.1,
2023,fbs,251,Texas,True,5,1,1,4,0,0,1,0,0,0.058,0.058,0.058,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,913.24,
2023,fbs,252,BYU,True,20,10,5,9,5,1,5,5,1,1.03,1.03,5.3950000000000005,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,576.25,
2023,fbs,2534,Sam Houston,True,5,3,0,2,3,0,0,3,0,0.0,0.0,2.6189999999999998,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,240.42,
2023,fbs,254,Utah,True,9,4,4,5,0,0,4,0,0,0.303,0.303,0.303,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,722.55,
2023,fbs,256,James Madison,True,5,4,2,1,2,0,2,2,0,0.028,0.028,1.774,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,196.53,
2023,fbs,2567,SMU,True,26,12,6,14,6,0,6,6,0,0.637,0.637,5.875,5.2379999999999995,5.2379999999999995,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,714.21,
2023,fbs,2572,Southern Miss,True,8,4,0,4,4,0,0,4,0,0.0,0.0,3.492,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,425.21,
2023,fbs,2579,South Carolina,True,10,8,3,2,5,0,3,5,0,0.14,0.14,4.505,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,763.02,
2023,fbs,258,Virginia,True,8,6,3,2,3,0,3,3,0,0.649,0.649,3.268,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,622.7,
2023,fbs,259,Virginia Tech,True,9,6,5,3,1,0,5,1,0,0.677,0.677,1.55,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,638.89,
2023,fbs,26,UCLA,True,14,9,5,5,4,0,5,4,0,1.006,1.006,4.498,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,752.6,
2023,fbs,2628,TCU,True,13,10,7,3,3,0,7,3,0,0.64,0.64,3.259,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,768.25,
2023,fbs,2633,Tennessee,True,8,4,1,4,3,0,1,3,0,0.041,0.041,2.6599999999999997,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,821.07,
2023,fbs,2636,UTSA,True,8,3,2,5,1,0,2,1,0,0.455,0.455,1.328,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,574.52,
2023,fbs,2638,UTEP,True,2,1,0,1,1,0,0,1,0,0.0,0.0,0.873,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,379.64,
2023,fbs,264,Washington,True,10,5,4,5,1,0,4,1,0,0.397,0.397,1.27,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,751.12,
2023,fbs,2641,Texas Tech,True,7,2,0,5,2,0,0,2,0,0.0,0.0,1.746,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,694.26,
2023,fbs,2649,Toledo,True,3,2,0,1,2,0,0,2,0,0.0,0.0,1.746,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,497.64,
2023,fbs,265,Washington State,True,9,4,3,5,1,0,3,1,0,0.188,0.188,1.061,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,573.28,
2023,fbs,2653,Troy,True,8,7,4,1,3,0,4,3,0,0.308,0.308,2.9269999999999996,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,454.06,
2023,fbs,2655,Tulane,True,7,4,3,3,1,0,3,1,0,0.08199999999999999,0.08199999999999999,0.955,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,537.7,
2023,fbs,2711,Western Michigan,True,6,4,2,1,2,1,2,2,1,0.783,0.783,2.529,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,401.82,
2023,fbs,275,Wisconsin,True,14,9,5,5,4,0,5,4,0,0.686,0.686,4.178,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,741.63,
2023,fbs,2751,Wyoming,True,3,3,3,0,0,0,3,0,0,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,338.5,
2023,fbs,276,Marshall,True,11,3,1,8,2,0,1,2,0,0.025,0.025,1.771,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,478.59,
2023,fbs,277,West Virginia,True,14,5,4,9,1,0,4,1,0,0.27,0.27,1.143,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,666.23,
2023,fbs,278,Fresno State,True,8,6,4,2,2,0,4,2,0,0.48000000000000004,0.48000000000000004,2.226,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,555.3,
2023,fbs,290,Georgia Southern,True,15,7,5,8,2,0,5,2,0,0.991,0.991,2.737,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,416.69,
2023,fbs,295,Old Dominion,True,6,1,0,5,1,0,0,1,0,0.0,0.0,0.873,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,343.17,
2023,fbs,30,USC,True,16,5,2,11,3,0,2,3,0,0.321,0.321,2.94,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,896.41,
2023,fbs,309,Louisiana,True,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,475.45,
2023,fbs,324,Coastal Carolina,True,13,7,2,6,5,0,2,5,0,0.124,0.124,4.489,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,515.69,
2023,fbs,326,Texas State,True,37,21,8,16,13,0,8,13,0,0.849,0.849,12.198,11.349,11.349,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,484.79,
2023,fbs,328,Utah State,True,7,3,1,4,2,0,1,2,0,0.025,0.025,1.771,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,435.99,
2023,fbs,333,Alabama,True,5,2,2,3,0,0,2,0,0,0.624,0.624,0.624,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,1015.43,
2023,fbs,344,Mississippi State,True,13,8,6,4,2,1,6,2,1,0.549,0.549,2.295,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,746.29,
2023,fbs,349,Army,True,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,no_incoming_transfer,0,0.0,
2023,fbs,356,Illinois,True,7,3,3,4,0,0,3,0,0,0.682,0.682,0.682,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,630.95,
2023,fbs,36,Colorado State,True,10,5,2,4,3,1,2,3,1,0.06999999999999999,0.06999999999999999,2.6889999999999996,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,413.96,
2023,fbs,38,Colorado,True,48,17,9,30,8,1,9,8,1,1.41,1.41,8.394,6.984,6.984,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,711.87,
2023,fbs,41,UConn,True,12,5,3,7,2,0,3,2,0,0.71,0.71,2.456,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,484.94,
2023,fbs,5,UAB,True,7,5,3,2,2,0,3,2,0,0.073,0.073,1.819,1.746,1.746,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,473.46,
2023,fbs,52,Florida State,True,11,7,2,4,5,0,2,5,0,0.23399999999999999,0.23399999999999999,4.599,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,765.33,
2023,fbs,55,Jacksonville State,True,2,2,1,0,1,0,1,1,0,0.208,0.208,1.081,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,227.27,
2023,fbs,57,Florida,True,12,6,2,6,4,0,2,4,0,0.488,0.488,3.98,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,845.29,
2023,fbs,58,South Florida,True,19,13,6,6,7,0,6,7,0,0.484,0.484,6.595,6.111,6.111,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,622.89,
2023,fbs,59,Georgia Tech,True,16,9,6,7,3,0,6,3,0,0.893,0.893,3.5119999999999996,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,710.85,
2023,fbs,6,South Alabama,True,9,6,2,3,4,0,2,4,0,0.431,0.431,3.923,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,545.68,
2023,fbs,61,Georgia,True,4,3,2,1,1,0,2,1,0,0.15,0.15,1.023,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,977.87,
2023,fbs,62,Hawai'i,True,8,2,1,6,1,0,1,1,0,0.027,0.027,0.9,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,407.77,
2023,fbs,66,Iowa State,True,2,1,0,1,1,0,0,1,0,0.0,0.0,0.873,0.873,0.873,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,638.87,
2023,fbs,68,Boise State,True,9,4,1,5,3,0,1,3,0,0.023,0.023,2.642,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,579.88,
2023,fbs,77,Northwestern,True,3,3,3,0,0,0,3,0,0,0.6080000000000001,0.6080000000000001,0.6080000000000001,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,657.88,
2023,fbs,8,Arkansas,True,17,6,3,11,3,0,3,3,0,0.097,0.097,2.7159999999999997,2.6189999999999998,2.6189999999999998,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,730.93,
2023,fbs,84,Indiana,True,23,8,4,15,4,0,4,4,0,0.282,0.282,3.774,3.492,3.492,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,677.57,
2023,fbs,87,Notre Dame,True,7,3,3,4,0,0,3,0,0,0.694,0.694,0.694,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,complete,0,870.7,
2023,fbs,9,Arizona State,True,30,15,8,15,7,0,8,7,0,1.006,1.006,7.117,6.111,6.111,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,681.32,
2023,fbs,96,Kentucky,True,12,7,2,5,5,0,2,5,0,0.91,0.91,5.275,4.365,4.365,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,740.54,
2023,fbs,97,Louisville,True,26,15,7,11,8,0,7,8,0,1.115,1.115,8.099,6.984,6.984,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,744.16,
2023,fbs,98,Western Kentucky,True,12,6,6,4,0,2,6,0,2,1.149,1.149,1.149,0.0,0.0,observed incoming prior offensive usage + resolution-failure count × max overall usage in 2022 usage payload,partial,1,491.26,
