portal_index,season,player_name,normalized_player_name,origin,origin_team_id,origin_team_name,origin_match_method,destination,destination_team_id,destination_team_name,destination_match_method,position,position_group,transfer_date,cutoff_state,in_model_relevant_population,rating,stars,is_qb,usage_join_status,usage_join_method,normalization_changed_match,prior_participation_status,prior_participation_reason,prior_participation_method,prior_participation_record_count,prior_usage,incoming_prior_offensive_usage,d5_applicability,d5_applicability_reason,d5_resolution_category,d5_feature_value,d5_unresolved,prior_usage_record_count,portal_normalized_key_count,priority_rank
10885,2025,Joey Aguilar,joey aguilar,UCLA,26,UCLA,exact_normalized_name,Tennessee,2633,Tennessee,exact_normalized_name,QB,qb,2025-04-21,on_or_before_cutoff,True,0.85,3,True,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,15,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,82
14284,2025,TJ Finley,tj finley,Tulane,2655,Tulane,exact_normalized_name,Georgia State,2247,Georgia State,exact_normalized_name,QB,qb,2025-04-25,on_or_before_cutoff,True,0.85,3,True,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,24,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,83
14179,2025,Ajay Allen,ajay allen,Florida International,2229,Florida International,exact_normalized_name,Tulsa,202,Tulsa,exact_normalized_name,RB,rb,2025-04-25,on_or_before_cutoff,True,0.85,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,10,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,84
10051,2025,Bob Schick,bob schick,Virginia Tech,259,Virginia Tech,exact_normalized_name,Oklahoma State,197,Oklahoma State,exact_normalized_name,IOL,ol,2025-04-23,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,8,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,85
13053,2025,Cameron Barmore,cameron barmore,Mercyhurst College,,,not_in_fbs_population_or_unrecognized,Arizona,12,Arizona,exact_normalized_name,WR,wr,2024-12-23,on_or_before_cutoff,True,0.85,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,5,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,86
13304,2025,Colton Hinton,colton hinton,Furman,,,not_in_fbs_population_or_unrecognized,Coastal Carolina,324,Coastal Carolina,exact_normalized_name,WR,wr,2025-01-06,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,37,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,87
9751,2024,Derrick Graham,derrick graham,Texas A&M,245,Texas A&M,exact_normalized_name,Tulane,2655,Tulane,exact_normalized_name,IOL,ol,2024-04-16,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,5,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,88
5707,2023,Dre Butler,dre butler,Liberty,2335,Liberty,exact_normalized_name,Michigan State,127,Michigan State,exact_normalized_name,DL,dl,2022-12-10,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,15,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,89
9913,2024,Durell Robinson,durell robinson,Charlotte,2429,Charlotte,exact_normalized_name,UConn,41,UConn,exact_normalized_name,RB,rb,2023-12-04,on_or_before_cutoff,True,0.85,3,False,ambiguous_usage_join,normalized_name_and_source_team,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,10,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; ambiguous_usage_join,should_have_recoverable_offensive_usage_but_resolution_failed,,True,2,1,90
9805,2024,Edward Rhambo,edward rhambo,Northern Arizona,,,not_in_fbs_population_or_unrecognized,Bowling Green,189,Bowling Green,exact_normalized_name,CB,db,2023-11-28,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,5,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,91
11660,2025,Elijah Brown,elijah brown,UCF,2116,UCF,exact_normalized_name,Kentucky,96,Kentucky,exact_normalized_name,TE,te,2025-04-25,on_or_before_cutoff,True,0.85,3,False,source_team_mismatch,none,False,prior_participation_unknown,ambiguous_player_name_participation_stats,none,20,,,applicability_unknown,offensive_portal_position; ambiguous_player_name_participation_stats,cannot_determine_applicability,,True,0,1,92
14355,2025,Isaiah Myers,isaiah myers,Purdue,2509,Purdue,exact_normalized_name,Western Kentucky,98,Western Kentucky,exact_normalized_name,WR,wr,2025-05-10,on_or_before_cutoff,True,0.85,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,5,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,93
14362,2025,Javon Robinson,javon robinson,Grambling,,,not_in_fbs_population_or_unrecognized,Georgia State,2247,Georgia State,exact_normalized_name,WR,wr,2025-01-10,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,23,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,94
12477,2025,Mason Mini,mason mini,Idaho,,,not_in_fbs_population_or_unrecognized,California,25,California,exact_normalized_name,TE,te,2025-01-08,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,5,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,95
9065,2024,O'Mega Blake,omega blake,East Carolina,151,East Carolina,exact_normalized_name,Charlotte,2429,Charlotte,exact_normalized_name,WR,wr,2024-04-17,on_or_before_cutoff,True,0.85,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,5,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,96
10542,2025,Rocco Milia,rocco milia,Columbia,,,not_in_fbs_population_or_unrecognized,Michigan,130,Michigan,exact_normalized_name,LB,lb,2025-08-08,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,5,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,97
2982,2022,Sam Brown,sam brown,West Virginia,277,West Virginia,exact_normalized_name,Houston,248,Houston,exact_normalized_name,WR,wr,2021-11-11,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,5,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,98
4973,2023,Tyler Bride,tyler bride,Georgia Southern,290,Georgia Southern,exact_normalized_name,Minnesota,135,Minnesota,exact_normalized_name,CB,db,2023-04-11,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,19,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,99
13978,2025,Xavier Williams,xavier williams,Middle Tennessee,2393,Middle Tennessee,exact_normalized_name,Cincinnati,2132,Cincinnati,exact_normalized_name,S,db,2025-01-07,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,19,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,100
14364,2025,Zion Booker,zion booker,Western Carolina,,,not_in_fbs_population_or_unrecognized,Tulsa,202,Tulsa,exact_normalized_name,WR,wr,2025-01-04,on_or_before_cutoff,True,0.85,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,5,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,101
10865,2025,Matthew Caldwell,matthew caldwell,Troy,2653,Troy,exact_normalized_name,Texas,251,Texas,exact_normalized_name,QB,qb,2025-04-22,on_or_before_cutoff,True,0.84,3,True,ambiguous_usage_join,normalized_name_and_source_team,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,20,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; ambiguous_usage_join,should_have_recoverable_offensive_usage_but_resolution_failed,,True,2,1,102
3655,2022,Taylor Powell,taylor powell,Troy,2653,Troy,exact_normalized_name,Eastern Michigan,2199,Eastern Michigan,exact_normalized_name,QB,qb,2021-12-26,on_or_before_cutoff,True,0.84,3,True,ambiguous_usage_join,normalized_name_and_source_team,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,15,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; ambiguous_usage_join,should_have_recoverable_offensive_usage_but_resolution_failed,,True,2,1,103
5736,2023,Xavier Williams,xavier williams,Charlotte,2429,Charlotte,exact_normalized_name,UCF,2116,UCF,exact_normalized_name,QB,qb,2023-04-28,on_or_before_cutoff,True,0.84,3,True,ambiguous_usage_join,normalized_name_and_source_team,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,12,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; ambiguous_usage_join,should_have_recoverable_offensive_usage_but_resolution_failed,,True,2,1,104
6838,2024,Andy Alfieri,andy alfieri,California,25,California,exact_normalized_name,Oregon State,204,Oregon State,exact_normalized_name,TE,te,2024-04-16,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,5,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,105
9238,2024,Brendan Jackson,brendan jackson,Gardner-Webb,,,not_in_fbs_population_or_unrecognized,Troy,2653,Troy,exact_normalized_name,LB,lb,2023-12-05,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,16,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,106
11084,2025,Colin Chase,colin chase,St. Thomas,,,not_in_fbs_population_or_unrecognized,Temple,218,Temple,exact_normalized_name,WR,wr,2025-04-30,on_or_before_cutoff,True,0.84,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,23,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,107
11984,2025,Curtis Harris-Lopez,curtis harris-lopez,Holy Cross,,,not_in_fbs_population_or_unrecognized,James Madison,256,James Madison,exact_normalized_name,S,db,2024-12-29,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,21,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,108
9978,2025,Dennis Palmer,dennis palmer,Bethune-Cookman,,,not_in_fbs_population_or_unrecognized,Troy,2653,Troy,exact_normalized_name,RB,rb,2025-05-05,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,10,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,109
10635,2025,Deshaun Buchanan,deshaun buchanan,Idaho,,,not_in_fbs_population_or_unrecognized,New Mexico,167,New Mexico,exact_normalized_name,RB,rb,2024-12-26,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,13,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,110
6863,2024,DJ Allen,dj allen,Purdue,2509,Purdue,exact_normalized_name,Memphis,235,Memphis,exact_normalized_name,EDGE,dl,2024-04-21,on_or_before_cutoff,True,0.84,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,5,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,111
12499,2025,Hahsaun Wilson,hahsaun wilson,Charlotte,2429,Charlotte,exact_normalized_name,UTEP,2638,UTEP,exact_normalized_name,RB,rb,2025-01-07,on_or_before_cutoff,True,0.84,3,False,ambiguous_usage_join,normalized_name_and_source_team,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,25,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; ambiguous_usage_join,should_have_recoverable_offensive_usage_but_resolution_failed,,True,2,1,112
12387,2025,J'Mari Taylor,jmari taylor,North Carolina Central,,,not_in_fbs_population_or_unrecognized,Virginia,258,Virginia,exact_normalized_name,RB,rb,2024-12-18,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,17,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,113
11206,2025,Jaden McGill,jaden mcgill,Tennessee State,,,not_in_fbs_population_or_unrecognized,Western Kentucky,98,Western Kentucky,exact_normalized_name,RB,rb,2025-05-23,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,10,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,114
13574,2025,Jerrian Parker,jerrian parker,Southern Illinois,,,not_in_fbs_population_or_unrecognized,Sam Houston,2534,Sam Houston,exact_normalized_name,RB,rb,2025-01-12,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,10,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,115
3907,2022,Jordan Brown,jordan brown,Kansas,2305,Kansas,exact_normalized_name,Texas Tech,2641,Texas Tech,exact_normalized_name,ATH,ath,2021-11-08,on_or_before_cutoff,True,0.84,3,False,source_team_mismatch,none,False,prior_participation_unknown,ambiguous_player_name_participation_stats,none,37,,,applicability_unknown,missing_or_ambiguous_portal_position,cannot_determine_applicability,,True,0,1,116
12928,2025,Jordan Hall,jordan hall,Liberty,2335,Liberty,exact_normalized_name,Tulane,2655,Tulane,exact_normalized_name,OT,ol,2025-01-06,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,prior_participation_unknown,ambiguous_player_name_participation_stats,none,14,,,applicability_unknown,offensive_portal_position; ambiguous_player_name_participation_stats,cannot_determine_applicability,,True,0,1,117
10835,2025,Jordan King,jordan king,Purdue,2509,Purdue,exact_normalized_name,Ball State,2050,Ball State,exact_normalized_name,IOL,ol,2025-05-07,on_or_before_cutoff,True,0.84,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,13,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,118
10401,2025,Jordan Owens,jordan owens,Oklahoma State,197,Oklahoma State,exact_normalized_name,North Carolina,153,North Carolina,exact_normalized_name,TE,te,2025-04-23,on_or_before_cutoff,True,0.84,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,5,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,119
12491,2025,Kirby Vorhees,kirby vorhees,South Dakota State,,,not_in_fbs_population_or_unrecognized,Washington State,265,Washington State,exact_normalized_name,RB,rb,2024-12-31,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,18,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,120
2379,2022,Luke Akers,luke akers,UCLA,26,UCLA,exact_normalized_name,Northwestern,77,Northwestern,exact_normalized_name,P,st,2021-11-30,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,14,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,121
3775,2022,Lyn-J Dixon,lyn-j dixon,West Virginia,277,West Virginia,exact_normalized_name,Tennessee,2633,Tennessee,exact_normalized_name,RB,rb,2022-06-28,on_or_before_cutoff,True,0.84,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,10,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,122
13186,2025,Quentavius Scandrett,quentavius scandrett,Eastern Michigan,2199,Eastern Michigan,exact_normalized_name,Arkansas,8,Arkansas,exact_normalized_name,S,db,2024-12-21,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,16,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,123
3489,2022,RaJae Johnson,rajae johnson,UAB,5,UAB,exact_normalized_name,Troy,2653,Troy,exact_normalized_name,WR,wr,2021-12-06,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,20,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,124
11529,2025,Simon Wilson,simon wilson,Middle Tennessee,2393,Middle Tennessee,exact_normalized_name,Tulsa,202,Tulsa,exact_normalized_name,IOL,ol,2025-01-08,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,12,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,125
9447,2024,Terreance Ellis,terreance ellis,Alcorn State,,,not_in_fbs_population_or_unrecognized,Western Kentucky,98,Western Kentucky,exact_normalized_name,LB,lb,2023-12-05,on_or_before_cutoff,True,0.84,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,21,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,126
3584,2022,JD Head,jd head,Louisiana Tech,2348,Louisiana Tech,exact_normalized_name,North Texas,249,North Texas,exact_normalized_name,QB,qb,2021-12-03,on_or_before_cutoff,True,0.83,3,True,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,15,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,127
10241,2025,Pierce Clarkson,pierce clarkson,Ole Miss,145,Ole Miss,exact_normalized_name,UCLA,26,UCLA,exact_normalized_name,QB,qb,2025-04-24,on_or_before_cutoff,True,0.83,3,True,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,12,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,128
9361,2024,Xavier Williams,xavier williams,UCF,2116,UCF,exact_normalized_name,Middle Tennessee,2393,Middle Tennessee,exact_normalized_name,QB,qb,2024-04-24,on_or_before_cutoff,True,0.83,3,True,source_team_mismatch,none,False,prior_participation_unknown,ambiguous_player_name_participation_stats,none,25,,,applicability_unknown,offensive_portal_position; ambiguous_player_name_participation_stats,cannot_determine_applicability,,True,0,1,129
10661,2025,Aloali'i Maui,aloalii maui,Utah State,328,Utah State,exact_normalized_name,Southern Miss,2572,Southern Miss,exact_normalized_name,IOL,ol,2024-12-26,on_or_before_cutoff,True,0.83,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,12,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,130
6844,2024,Andrew McElroy,andrew mcelroy,St. Thomas,,,not_in_fbs_population_or_unrecognized,Northern Illinois,2459,Northern Illinois,exact_normalized_name,WR,wr,2023-11-03,on_or_before_cutoff,True,0.83,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,27,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,131
13535,2025,Ashton Nawrocki,ashton nawrocki,Butler,,,not_in_fbs_population_or_unrecognized,Ball State,2050,Ball State,exact_normalized_name,EDGE,dl,2025-01-15,on_or_before_cutoff,True,0.83,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,5,,,applicable_prior_offensive_usage,defensive_or_special_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,132
12129,2025,Aviyon Smith-Mack,aviyon smith-mack,LIU Post,,,not_in_fbs_population_or_unrecognized,Sam Houston,2534,Sam Houston,exact_normalized_name,WR,wr,2025-01-12,on_or_before_cutoff,True,0.83,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,15,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,133
11266,2025,Brandon Buckhaulter,brandon buckhaulter,Western Kentucky,98,Western Kentucky,exact_normalized_name,UL Monroe,2433,UL Monroe,exact_normalized_name,WR,wr,2025-05-24,on_or_before_cutoff,True,0.83,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,15,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,134
9591,2024,Bryce Childress,bryce childress,Troy,2653,Troy,exact_normalized_name,Western Kentucky,98,Western Kentucky,exact_normalized_name,WR,wr,2024-04-08,on_or_before_cutoff,True,0.83,3,False,source_team_mismatch,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,unique_player_name_participation_stats,17,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; source_team_mismatch,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,135
11878,2025,Danny Scudero,danny scudero,Sacramento State,,,not_in_fbs_population_or_unrecognized,San José State,23,San José State,exact_normalized_name,WR,wr,2024-12-25,on_or_before_cutoff,True,0.83,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,22,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,136
11231,2025,Dayton Sneed,dayton sneed,Tennessee,2633,Tennessee,exact_normalized_name,North Carolina,153,North Carolina,exact_normalized_name,WR,wr,2025-04-22,on_or_before_cutoff,True,0.83,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,5,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,137
10347,2025,Egypt Nelson,egypt nelson,VMI,,,not_in_fbs_population_or_unrecognized,Western Michigan,2711,Western Michigan,exact_normalized_name,WR,wr,2025-05-11,on_or_before_cutoff,True,0.83,3,False,no_usage_record,none,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,10,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; no_usage_record,should_have_recoverable_offensive_usage_but_resolution_failed,,True,0,1,138
12498,2025,Jairus Mack,jairus mack,Charlotte,2429,Charlotte,exact_normalized_name,Western Kentucky,98,Western Kentucky,exact_normalized_name,WR,wr,2025-01-06,on_or_before_cutoff,True,0.83,3,False,ambiguous_usage_join,normalized_name_and_source_team,False,positive_prior_offensive_participation,positive_prior_offensive_stat,normalized_source_team_participation_stats,22,,,applicable_prior_offensive_usage,offensive_portal_position; positive_prior_offensive_stat; ambiguous_usage_join,should_have_recoverable_offensive_usage_but_resolution_failed,,True,2,1,139
