season,field,raw_name,normalized_name,team_id,canonical_name,match_method,record_count
2021,destination,Abilene Christian,abilene christian,,,not_in_fbs_population_or_unrecognized,4
2021,destination,Air Force,air force,2005,Air Force,exact_normalized_name,2
2021,destination,Akron,akron,2006,Akron,exact_normalized_name,3
2021,destination,Alabama,alabama,333,Alabama,exact_normalized_name,4
2021,destination,Alabama A&M,alabama aandm,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Alcorn State,alcorn state,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Angelo State,angelo state,,,not_in_fbs_population_or_unrecognized,1
2021,destination,App State,app state,2026,App State,exact_normalized_name,7
2021,destination,Arizona,arizona,12,Arizona,exact_normalized_name,16
2021,destination,Arizona State,arizona state,9,Arizona State,exact_normalized_name,7
2021,destination,Arkansas,arkansas,8,Arkansas,exact_normalized_name,5
2021,destination,Arkansas State,arkansas state,2032,Arkansas State,exact_normalized_name,17
2021,destination,Arkansas Tech,arkansas tech,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Arkansas-Pine Bluff,arkansas pine bluff,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Auburn,auburn,2,Auburn,exact_normalized_name,10
2021,destination,Austin Peay,austin peay,,,not_in_fbs_population_or_unrecognized,3
2021,destination,BYU,byu,252,BYU,exact_normalized_name,5
2021,destination,Ball State,ball state,2050,Ball State,exact_normalized_name,2
2021,destination,Baylor,baylor,239,Baylor,exact_normalized_name,6
2021,destination,Bethune-Cookman,bethune cookman,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Blinn College,blinn college,,,not_in_fbs_population_or_unrecognized,4
2021,destination,Boise State,boise state,68,Boise State,exact_normalized_name,6
2021,destination,Boston College,boston college,103,Boston College,exact_normalized_name,6
2021,destination,Bowie State,bowie state,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Bowling Green,bowling green,189,Bowling Green,exact_normalized_name,5
2021,destination,Bryant,bryant,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Buffalo,buffalo,2084,Buffalo,exact_normalized_name,6
2021,destination,Butler C.C.,butler c c,,,not_in_fbs_population_or_unrecognized,3
2021,destination,California,california,25,California,exact_normalized_name,3
2021,destination,Central Connecticut,central connecticut,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Central Michigan,central michigan,2117,Central Michigan,exact_normalized_name,3
2021,destination,Central Missouri,central missouri,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Central Oklahoma,central oklahoma,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Central Washington,central washington,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Charleston Southern,charleston southern,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Charlotte,charlotte,2429,Charlotte,exact_normalized_name,11
2021,destination,Chattanooga,chattanooga,,,not_in_fbs_population_or_unrecognized,4
2021,destination,Cincinnati,cincinnati,2132,Cincinnati,exact_normalized_name,3
2021,destination,City College of San Francisco,city college of san francisco,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Coastal Carolina,coastal carolina,324,Coastal Carolina,exact_normalized_name,4
2021,destination,College of Charleston,college of charleston,,,not_in_fbs_population_or_unrecognized,1
2021,destination,College of the Canyons,college of the canyons,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Colorado,colorado,38,Colorado,exact_normalized_name,6
2021,destination,Colorado Mesa,colorado mesa,,,not_in_fbs_population_or_unrecognized,3
2021,destination,Colorado State,colorado state,36,Colorado State,exact_normalized_name,6
2021,destination,Delaware,delaware,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Delta State,delta state,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Duke,duke,150,Duke,exact_normalized_name,8
2021,destination,Duquesne,duquesne,,,not_in_fbs_population_or_unrecognized,3
2021,destination,East Carolina,east carolina,151,East Carolina,exact_normalized_name,11
2021,destination,East Tennessee State,east tennessee state,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Eastern Illinois,eastern illinois,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Eastern Kentucky,eastern kentucky,,,not_in_fbs_population_or_unrecognized,8
2021,destination,Eastern Michigan,eastern michigan,2199,Eastern Michigan,exact_normalized_name,3
2021,destination,Eastern Washington,eastern washington,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Florida,florida,57,Florida,exact_normalized_name,7
2021,destination,Florida A&M,florida aandm,,,not_in_fbs_population_or_unrecognized,4
2021,destination,Florida Atlantic,florida atlantic,2226,Florida Atlantic,exact_normalized_name,7
2021,destination,Florida State,florida state,52,Florida State,exact_normalized_name,12
2021,destination,Fort Valley State,fort valley state,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Fresno State,fresno state,278,Fresno State,exact_normalized_name,8
2021,destination,Garden City C.C.,garden city c c,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Georgia,georgia,61,Georgia,exact_normalized_name,3
2021,destination,Georgia Southern,georgia southern,290,Georgia Southern,exact_normalized_name,4
2021,destination,Georgia State,georgia state,2247,Georgia State,exact_normalized_name,3
2021,destination,Georgia Tech,georgia tech,59,Georgia Tech,exact_normalized_name,10
2021,destination,Hawai'i,hawai i,62,Hawai'i,exact_normalized_name,6
2021,destination,Houston,houston,248,Houston,exact_normalized_name,10
2021,destination,Hutchinson C.C.,hutchinson c c,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Idaho,idaho,,,not_in_fbs_population_or_unrecognized,6
2021,destination,Illinois,illinois,356,Illinois,exact_normalized_name,9
2021,destination,Illinois State,illinois state,,,not_in_fbs_population_or_unrecognized,3
2021,destination,Independence C.C.,independence c c,,,not_in_fbs_population_or_unrecognized,3
2021,destination,Indiana,indiana,84,Indiana,exact_normalized_name,8
2021,destination,Iowa,iowa,2294,Iowa,exact_normalized_name,1
2021,destination,Iowa Central C.C.,iowa central c c,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Iowa State,iowa state,66,Iowa State,exact_normalized_name,2
2021,destination,Jackson State,jackson state,,,not_in_fbs_population_or_unrecognized,18
2021,destination,Jacksonville State,jacksonville state,,,not_in_fbs_population_or_unrecognized,6
2021,destination,James Madison,james madison,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Kansas,kansas,2305,Kansas,exact_normalized_name,13
2021,destination,Kansas State,kansas state,2306,Kansas State,exact_normalized_name,8
2021,destination,Kennesaw State,kennesaw state,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Kent State,kent state,2309,Kent State,exact_normalized_name,7
2021,destination,Kentucky,kentucky,96,Kentucky,exact_normalized_name,7
2021,destination,Kentucky State,kentucky state,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Kilgore J.C.,kilgore j c,,,not_in_fbs_population_or_unrecognized,1
2021,destination,LSU,lsu,99,LSU,exact_normalized_name,2
2021,destination,Lafayette,lafayette,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Liberty,liberty,2335,Liberty,exact_normalized_name,6
2021,destination,Lindenwood University,lindenwood university,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Louisiana,louisiana,309,Louisiana,exact_normalized_name,9
2021,destination,Louisiana Tech,louisiana tech,2348,Louisiana Tech,exact_normalized_name,9
2021,destination,Louisville,louisville,97,Louisville,exact_normalized_name,6
2021,destination,Maine,maine,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Marshall,marshall,276,Marshall,exact_normalized_name,6
2021,destination,Maryland,maryland,120,Maryland,exact_normalized_name,1
2021,destination,Massachusetts,massachusetts,113,Massachusetts,exact_normalized_name,11
2021,destination,McNeese,mcneese,,,not_in_fbs_population_or_unrecognized,3
2021,destination,Memphis,memphis,235,Memphis,exact_normalized_name,13
2021,destination,Mercer,mercer,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Merrimack,merrimack,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Miami,miami,2390,Miami,exact_normalized_name,4
2021,destination,Miami (OH),miami oh,193,Miami (OH),exact_normalized_name,2
2021,destination,Michigan,michigan,130,Michigan,exact_normalized_name,5
2021,destination,Michigan State,michigan state,127,Michigan State,exact_normalized_name,14
2021,destination,Middle Tennessee,middle tennessee,2393,Middle Tennessee,exact_normalized_name,6
2021,destination,Minnesota,minnesota,135,Minnesota,exact_normalized_name,7
2021,destination,Mississippi Gulf Coast C.C.,mississippi gulf coast c c,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Mississippi State,mississippi state,344,Mississippi State,exact_normalized_name,8
2021,destination,Missouri,missouri,142,Missouri,exact_normalized_name,5
2021,destination,Missouri State,missouri state,,,not_in_fbs_population_or_unrecognized,4
2021,destination,Montana State,montana state,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Murray State,murray state,,,not_in_fbs_population_or_unrecognized,2
2021,destination,NC State,nc state,152,NC State,exact_normalized_name,4
2021,destination,Nebraska,nebraska,158,Nebraska,exact_normalized_name,5
2021,destination,Nevada,nevada,2440,Nevada,exact_normalized_name,6
2021,destination,New Mexico,new mexico,167,New Mexico,exact_normalized_name,4
2021,destination,New Mexico Military Institute,new mexico military institute,,,not_in_fbs_population_or_unrecognized,1
2021,destination,New Mexico State,new mexico state,166,New Mexico State,exact_normalized_name,1
2021,destination,Nicholls,nicholls,,,not_in_fbs_population_or_unrecognized,4
2021,destination,Norfolk State,norfolk state,,,not_in_fbs_population_or_unrecognized,1
2021,destination,North Alabama,north alabama,,,not_in_fbs_population_or_unrecognized,3
2021,destination,North Carolina,north carolina,153,North Carolina,exact_normalized_name,1
2021,destination,North Carolina A&T,north carolina aandt,,,not_in_fbs_population_or_unrecognized,4
2021,destination,North Dakota State,north dakota state,,,not_in_fbs_population_or_unrecognized,4
2021,destination,North Texas,north texas,249,North Texas,exact_normalized_name,11
2021,destination,Northern Arizona,northern arizona,,,not_in_fbs_population_or_unrecognized,3
2021,destination,Northern Colorado,northern colorado,,,not_in_fbs_population_or_unrecognized,6
2021,destination,Northern Illinois,northern illinois,2459,Northern Illinois,exact_normalized_name,1
2021,destination,Northern Iowa,northern iowa,,,not_in_fbs_population_or_unrecognized,6
2021,destination,Northwestern,northwestern,77,Northwestern,exact_normalized_name,7
2021,destination,Northwestern State,northwestern state,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Notre Dame,notre dame,87,Notre Dame,exact_normalized_name,4
2021,destination,Notre Dame College,notre dame college,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Ohio,ohio,195,Ohio,exact_normalized_name,1
2021,destination,Ohio State,ohio state,194,Ohio State,exact_normalized_name,1
2021,destination,Oklahoma,oklahoma,201,Oklahoma,exact_normalized_name,10
2021,destination,Oklahoma State,oklahoma state,197,Oklahoma State,exact_normalized_name,5
2021,destination,Old Dominion,old dominion,295,Old Dominion,exact_normalized_name,7
2021,destination,Ole Miss,ole miss,145,Ole Miss,exact_normalized_name,3
2021,destination,Oregon State,oregon state,204,Oregon State,exact_normalized_name,6
2021,destination,Penn State,penn state,213,Penn State,exact_normalized_name,6
2021,destination,Pittsburg State,pittsburg state,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Pittsburgh,pittsburgh,221,Pittsburgh,exact_normalized_name,4
2021,destination,Prairie View A&M,prairie view aandm,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Professional,professional,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Purdue,purdue,2509,Purdue,exact_normalized_name,8
2021,destination,Rhode Island,rhode island,,,not_in_fbs_population_or_unrecognized,4
2021,destination,Rice,rice,242,Rice,exact_normalized_name,3
2021,destination,Richmond,richmond,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Rutgers,rutgers,164,Rutgers,exact_normalized_name,7
2021,destination,SE Louisiana,se louisiana,,,not_in_fbs_population_or_unrecognized,3
2021,destination,SMU,smu,2567,SMU,exact_normalized_name,14
2021,destination,Sacramento State,sacramento state,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Sacred Heart,sacred heart,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Sam Houston,sam houston,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Samford,samford,,,not_in_fbs_population_or_unrecognized,1
2021,destination,San Diego,san diego,,,not_in_fbs_population_or_unrecognized,2
2021,destination,San Diego State,san diego state,21,San Diego State,exact_normalized_name,2
2021,destination,San José State,san josé state,23,San José State,exact_normalized_name,9
2021,destination,Santa Rosa J.C.,santa rosa j c,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Snow College,snow college,,,not_in_fbs_population_or_unrecognized,1
2021,destination,South Alabama,south alabama,6,South Alabama,exact_normalized_name,13
2021,destination,South Carolina,south carolina,2579,South Carolina,exact_normalized_name,8
2021,destination,South Dakota,south dakota,,,not_in_fbs_population_or_unrecognized,1
2021,destination,South Florida,south florida,58,South Florida,exact_normalized_name,10
2021,destination,Southeast Missouri State,southeast missouri state,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Southern,southern,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Southern Illinois,southern illinois,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Southern Miss,southern miss,2572,Southern Miss,exact_normalized_name,8
2021,destination,Southern Utah,southern utah,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Southwest Minnesota State,southwest minnesota state,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Stanford,stanford,24,Stanford,exact_normalized_name,1
2021,destination,Stephen F. Austin,stephen f austin,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Stony Brook,stony brook,,,not_in_fbs_population_or_unrecognized,4
2021,destination,Syracuse,syracuse,183,Syracuse,exact_normalized_name,3
2021,destination,TCU,tcu,2628,TCU,exact_normalized_name,6
2021,destination,Temple,temple,218,Temple,exact_normalized_name,11
2021,destination,Tennessee,tennessee,2633,Tennessee,exact_normalized_name,10
2021,destination,Tennessee State,tennessee state,,,not_in_fbs_population_or_unrecognized,6
2021,destination,Texas,texas,251,Texas,exact_normalized_name,8
2021,destination,Texas A&M,texas aandm,245,Texas A&M,exact_normalized_name,1
2021,destination,Texas State,texas state,326,Texas State,exact_normalized_name,19
2021,destination,Texas Tech,texas tech,2641,Texas Tech,exact_normalized_name,11
2021,destination,Texas-Permian Basin,texas permian basin,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Tiffin University,tiffin university,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Toledo,toledo,2649,Toledo,exact_normalized_name,5
2021,destination,Towson,towson,,,not_in_fbs_population_or_unrecognized,6
2021,destination,Troy,troy,2653,Troy,exact_normalized_name,8
2021,destination,Tulane,tulane,2655,Tulane,exact_normalized_name,5
2021,destination,Tulsa,tulsa,202,Tulsa,exact_normalized_name,6
2021,destination,UAB,uab,5,UAB,exact_normalized_name,6
2021,destination,UAlbany,ualbany,,,not_in_fbs_population_or_unrecognized,2
2021,destination,UCF,ucf,2116,UCF,exact_normalized_name,10
2021,destination,UCLA,ucla,26,UCLA,exact_normalized_name,8
2021,destination,UConn,uconn,41,UConn,exact_normalized_name,2
2021,destination,UL Monroe,ul monroe,2433,UL Monroe,exact_normalized_name,15
2021,destination,UNLV,unlv,2439,UNLV,exact_normalized_name,6
2021,destination,USC,usc,30,USC,exact_normalized_name,9
2021,destination,UT Martin,ut martin,,,not_in_fbs_population_or_unrecognized,2
2021,destination,UTEP,utep,2638,UTEP,exact_normalized_name,4
2021,destination,UTSA,utsa,2636,UTSA,exact_normalized_name,9
2021,destination,University of Mary,university of mary,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Utah,utah,254,Utah,exact_normalized_name,8
2021,destination,Utah State,utah state,328,Utah State,exact_normalized_name,12
2021,destination,Utah Tech,utah tech,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Valdosta State,valdosta state,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Vanderbilt,vanderbilt,238,Vanderbilt,exact_normalized_name,5
2021,destination,Villanova,villanova,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Virginia,virginia,258,Virginia,exact_normalized_name,6
2021,destination,Virginia Tech,virginia tech,259,Virginia Tech,exact_normalized_name,7
2021,destination,Wagner,wagner,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Wake Forest,wake forest,154,Wake Forest,exact_normalized_name,6
2021,destination,Washington,washington,264,Washington,exact_normalized_name,4
2021,destination,Washington State,washington state,265,Washington State,exact_normalized_name,7
2021,destination,Weber State,weber state,,,not_in_fbs_population_or_unrecognized,2
2021,destination,West Alabama,west alabama,,,not_in_fbs_population_or_unrecognized,2
2021,destination,West Florida,west florida,,,not_in_fbs_population_or_unrecognized,2
2021,destination,West Texas,west texas,,,not_in_fbs_population_or_unrecognized,1
2021,destination,West Virginia,west virginia,277,West Virginia,exact_normalized_name,2
2021,destination,Western Carolina,western carolina,,,not_in_fbs_population_or_unrecognized,2
2021,destination,Western Illinois,western illinois,,,not_in_fbs_population_or_unrecognized,5
2021,destination,Western Kentucky,western kentucky,98,Western Kentucky,exact_normalized_name,19
2021,destination,Western Michigan,western michigan,2711,Western Michigan,exact_normalized_name,1
2021,destination,Winston-Salem State,winston salem state,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Wisconsin,wisconsin,275,Wisconsin,exact_normalized_name,2
2021,destination,Wofford,wofford,,,not_in_fbs_population_or_unrecognized,1
2021,destination,Wyoming,wyoming,2751,Wyoming,exact_normalized_name,1
2021,destination,Youngstown State,youngstown state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Abilene Christian,abilene christian,,,not_in_fbs_population_or_unrecognized,2
2021,origin,Air Force,air force,2005,Air Force,exact_normalized_name,4
2021,origin,Akron,akron,2006,Akron,exact_normalized_name,14
2021,origin,Alabama,alabama,333,Alabama,exact_normalized_name,11
2021,origin,Alabama A&M,alabama aandm,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Alabama State,alabama state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Alcorn State,alcorn state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,American International,american international,,,not_in_fbs_population_or_unrecognized,1
2021,origin,App State,app state,2026,App State,exact_normalized_name,4
2021,origin,Arizona,arizona,12,Arizona,exact_normalized_name,18
2021,origin,Arizona State,arizona state,9,Arizona State,exact_normalized_name,18
2021,origin,Arkansas,arkansas,8,Arkansas,exact_normalized_name,16
2021,origin,Arkansas State,arkansas state,2032,Arkansas State,exact_normalized_name,9
2021,origin,Arkansas-Pine Bluff,arkansas pine bluff,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Army,army,349,Army,exact_normalized_name,2
2021,origin,Auburn,auburn,2,Auburn,exact_normalized_name,22
2021,origin,Austin Peay,austin peay,,,not_in_fbs_population_or_unrecognized,5
2021,origin,Azusa Pacific,azusa pacific,,,not_in_fbs_population_or_unrecognized,1
2021,origin,BYU,byu,252,BYU,exact_normalized_name,3
2021,origin,Ball State,ball state,2050,Ball State,exact_normalized_name,9
2021,origin,Baylor,baylor,239,Baylor,exact_normalized_name,8
2021,origin,Boise State,boise state,68,Boise State,exact_normalized_name,7
2021,origin,Boston College,boston college,103,Boston College,exact_normalized_name,15
2021,origin,Bowling Green,bowling green,189,Bowling Green,exact_normalized_name,14
2021,origin,Brown,brown,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Bucknell,bucknell,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Buffalo,buffalo,2084,Buffalo,exact_normalized_name,20
2021,origin,Cal Poly,cal poly,,,not_in_fbs_population_or_unrecognized,2
2021,origin,California,california,25,California,exact_normalized_name,10
2021,origin,Central Michigan,central michigan,2117,Central Michigan,exact_normalized_name,18
2021,origin,Chadron State,chadron state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Charleston Southern,charleston southern,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Charlotte,charlotte,2429,Charlotte,exact_normalized_name,12
2021,origin,Cincinnati,cincinnati,2132,Cincinnati,exact_normalized_name,10
2021,origin,Clemson,clemson,228,Clemson,exact_normalized_name,8
2021,origin,Coastal Carolina,coastal carolina,324,Coastal Carolina,exact_normalized_name,11
2021,origin,Colgate,colgate,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Colorado,colorado,38,Colorado,exact_normalized_name,13
2021,origin,Colorado State,colorado state,36,Colorado State,exact_normalized_name,13
2021,origin,Dartmouth,dartmouth,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Delaware,delaware,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Duke,duke,150,Duke,exact_normalized_name,9
2021,origin,East Carolina,east carolina,151,East Carolina,exact_normalized_name,14
2021,origin,Eastern Illinois,eastern illinois,,,not_in_fbs_population_or_unrecognized,2
2021,origin,Eastern Michigan,eastern michigan,2199,Eastern Michigan,exact_normalized_name,12
2021,origin,Fairmont State,fairmont state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Florida,florida,57,Florida,exact_normalized_name,10
2021,origin,Florida Atlantic,florida atlantic,2226,Florida Atlantic,exact_normalized_name,9
2021,origin,Florida State,florida state,52,Florida State,exact_normalized_name,17
2021,origin,Fordham,fordham,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Fresno State,fresno state,278,Fresno State,exact_normalized_name,13
2021,origin,Furman,furman,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Georgia,georgia,61,Georgia,exact_normalized_name,13
2021,origin,Georgia Southern,georgia southern,290,Georgia Southern,exact_normalized_name,14
2021,origin,Georgia State,georgia state,2247,Georgia State,exact_normalized_name,7
2021,origin,Georgia Tech,georgia tech,59,Georgia Tech,exact_normalized_name,19
2021,origin,Grand Valley State,grand valley state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Harvard,harvard,,,not_in_fbs_population_or_unrecognized,2
2021,origin,Hawai'i,hawai i,62,Hawai'i,exact_normalized_name,10
2021,origin,Holy Cross,holy cross,,,not_in_fbs_population_or_unrecognized,3
2021,origin,Houston,houston,248,Houston,exact_normalized_name,12
2021,origin,Houston Christian,houston christian,,,not_in_fbs_population_or_unrecognized,5
2021,origin,Howard,howard,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Illinois,illinois,356,Illinois,exact_normalized_name,17
2021,origin,Illinois State,illinois state,,,not_in_fbs_population_or_unrecognized,2
2021,origin,Incarnate Word,incarnate word,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Indiana,indiana,84,Indiana,exact_normalized_name,10
2021,origin,Iowa,iowa,2294,Iowa,exact_normalized_name,10
2021,origin,Iowa State,iowa state,66,Iowa State,exact_normalized_name,7
2021,origin,Jackson State,jackson state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Jacksonville State,jacksonville state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,James Madison,james madison,,,not_in_fbs_population_or_unrecognized,2
2021,origin,Kansas,kansas,2305,Kansas,exact_normalized_name,27
2021,origin,Kansas State,kansas state,2306,Kansas State,exact_normalized_name,15
2021,origin,Kennesaw State,kennesaw state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Kent State,kent state,2309,Kent State,exact_normalized_name,14
2021,origin,Kentucky,kentucky,96,Kentucky,exact_normalized_name,10
2021,origin,LSU,lsu,99,LSU,exact_normalized_name,14
2021,origin,Lehigh,lehigh,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Liberty,liberty,2335,Liberty,exact_normalized_name,9
2021,origin,Louisiana,louisiana,309,Louisiana,exact_normalized_name,7
2021,origin,Louisiana Tech,louisiana tech,2348,Louisiana Tech,exact_normalized_name,11
2021,origin,Louisville,louisville,97,Louisville,exact_normalized_name,16
2021,origin,Maine,maine,,,not_in_fbs_population_or_unrecognized,2
2021,origin,Marshall,marshall,276,Marshall,exact_normalized_name,13
2021,origin,Maryland,maryland,120,Maryland,exact_normalized_name,15
2021,origin,Massachusetts,massachusetts,113,Massachusetts,exact_normalized_name,21
2021,origin,McNeese,mcneese,,,not_in_fbs_population_or_unrecognized,3
2021,origin,Memphis,memphis,235,Memphis,exact_normalized_name,26
2021,origin,Merrimack,merrimack,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Miami,miami,2390,Miami,exact_normalized_name,6
2021,origin,Miami (OH),miami oh,193,Miami (OH),exact_normalized_name,10
2021,origin,Michigan,michigan,130,Michigan,exact_normalized_name,20
2021,origin,Michigan State,michigan state,127,Michigan State,exact_normalized_name,21
2021,origin,Middle Tennessee,middle tennessee,2393,Middle Tennessee,exact_normalized_name,10
2021,origin,Minnesota,minnesota,135,Minnesota,exact_normalized_name,12
2021,origin,Mississippi State,mississippi state,344,Mississippi State,exact_normalized_name,22
2021,origin,Missouri,missouri,142,Missouri,exact_normalized_name,21
2021,origin,Missouri State,missouri state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Missouri Western State,missouri western state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Montana,montana,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Morgan State,morgan state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Murray State,murray state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,NC State,nc state,152,NC State,exact_normalized_name,11
2021,origin,Navy,navy,2426,Navy,exact_normalized_name,7
2021,origin,Nebraska,nebraska,158,Nebraska,exact_normalized_name,18
2021,origin,Nevada,nevada,2440,Nevada,exact_normalized_name,12
2021,origin,New Mexico,new mexico,167,New Mexico,exact_normalized_name,14
2021,origin,New Mexico State,new mexico state,166,New Mexico State,exact_normalized_name,10
2021,origin,Norfolk State,norfolk state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,North Carolina,north carolina,153,North Carolina,exact_normalized_name,21
2021,origin,North Carolina A&T,north carolina aandt,,,not_in_fbs_population_or_unrecognized,1
2021,origin,North Carolina Central,north carolina central,,,not_in_fbs_population_or_unrecognized,1
2021,origin,North Dakota State,north dakota state,,,not_in_fbs_population_or_unrecognized,2
2021,origin,North Texas,north texas,249,North Texas,exact_normalized_name,19
2021,origin,Northern Illinois,northern illinois,2459,Northern Illinois,exact_normalized_name,19
2021,origin,Northern Iowa,northern iowa,,,not_in_fbs_population_or_unrecognized,2
2021,origin,Northwestern,northwestern,77,Northwestern,exact_normalized_name,8
2021,origin,Northwestern State,northwestern state,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Notre Dame,notre dame,87,Notre Dame,exact_normalized_name,19
2021,origin,Ohio,ohio,195,Ohio,exact_normalized_name,5
2021,origin,Ohio State,ohio state,194,Ohio State,exact_normalized_name,5
2021,origin,Oklahoma,oklahoma,201,Oklahoma,exact_normalized_name,19
2021,origin,Oklahoma State,oklahoma state,197,Oklahoma State,exact_normalized_name,8
2021,origin,Old Dominion,old dominion,295,Old Dominion,exact_normalized_name,14
2021,origin,Ole Miss,ole miss,145,Ole Miss,exact_normalized_name,9
2021,origin,Oregon,oregon,2483,Oregon,exact_normalized_name,12
2021,origin,Oregon State,oregon state,204,Oregon State,exact_normalized_name,14
2021,origin,Penn State,penn state,213,Penn State,exact_normalized_name,14
2021,origin,Pennsylvania,pennsylvania,,,not_in_fbs_population_or_unrecognized,2
2021,origin,Pittsburgh,pittsburgh,221,Pittsburgh,exact_normalized_name,6
2021,origin,Prairie View A&M,prairie view aandm,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Presbyterian,presbyterian,,,not_in_fbs_population_or_unrecognized,4
2021,origin,Purdue,purdue,2509,Purdue,exact_normalized_name,8
2021,origin,Rhode Island,rhode island,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Rice,rice,242,Rice,exact_normalized_name,5
2021,origin,Richmond,richmond,,,not_in_fbs_population_or_unrecognized,2
2021,origin,Robert Morris,robert morris,,,not_in_fbs_population_or_unrecognized,1
2021,origin,Rutgers,rutgers,164,Rutgers,exact_normalized_name,17
2021,origin,SMU,smu,2567,SMU,exact_normalized_name,9
2021,origin,Sacramento State,sacramento state,,,not_in_fbs_population_or_unrecognized,1
