season,team_name,team_id,rtp_observed,all_context_observed,missing_raw_context_features,h_expected_rank,recruiting_expected_rank,talent_expected_rank,returning_expected_rank,realized_rank_mean,realized_rank_min,realized_rank_max,all_context_h_expected_rank,c_expected_rank,c_minus_h_nll
2025,New Mexico,167,True,True,,103.80651282190787,112.93649962348273,103.89023782222921,117.07088246891526,60.89041095890411,45,88,102.24348077097245,120.8294274130734,1.6074762955197244
2025,Utah,254,True,False,coach_tenure_seasons,50.70905898717415,51.92220287252908,50.956490183364146,66.83962624786083,10.547945205479452,4,16,,,
2025,James Madison,256,True,False,coach_tenure_seasons,56.33048914665836,81.1990286959315,63.65542662084177,62.049773514449676,23.945205479452056,6,49,,,
2025,North Texas,249,True,False,coach_tenure_seasons,94.71021998517128,92.20491138392394,88.86418211465954,104.93663613155475,25.068493150684933,7,63,,,
2025,App State,2026,True,True,,72.37322149727189,80.6977505699212,72.56439592598001,87.2088889827499,112.98630136986301,97,123,66.69760509787288,89.57863169296074,-0.7426653803992309
2025,Vanderbilt,238,True,True,,63.49395230991934,56.32727366749502,57.16008400228522,56.17810378088456,16.36986301369863,9,28,64.87754378197728,47.257866409354776,-0.6811578748413236
2025,Bowling Green,189,True,True,,85.3501766798923,87.60788365166665,82.93234985209658,101.57371084096846,121.42465753424658,100,130,83.60545613437151,101.45242246990377,-0.564274547436618
2025,Marshall,276,True,True,,60.96863193317292,71.12088218901366,59.233121515075574,79.88850899614982,98.16438356164383,78,112,60.98525707119332,87.12183911634517,-0.5171842049757869
