population,candidate,season,subdivision,team_id,team_name,h_nll,candidate_nll,candidate_minus_h_nll,h_crps,candidate_crps,candidate_minus_h_crps
same_all_context,same_full_c,2025,fbs,103,Boston College,5.3053588199872825,5.410299136286385,0.1049403162991025,0.23373812035132344,0.24774683926322383,0.014008718911900392
same_all_context,same_full_c,2025,fbs,113,Massachusetts,2.8791201021811728,2.535477306316047,-0.3436427958651258,0.04212231166031694,0.03416271022305191,-0.007959601437265033
same_all_context,same_full_c,2025,fbs,12,Arizona,4.970246901591208,4.873056032507302,-0.0971908690839065,0.2058550536274955,0.18715252500738083,-0.018702528620114678
same_all_context,same_full_c,2025,fbs,120,Maryland,4.767475912221339,4.630491964324066,-0.13698394789727253,0.10728654973249949,0.08696810753917815,-0.020318442193321337
same_all_context,same_full_c,2025,fbs,135,Minnesota,4.660082794816085,4.548746038482758,-0.11133675633332718,0.07363322030935433,0.0656391602490887,-0.007994060060265637
same_all_context,same_full_c,2025,fbs,142,Missouri,4.371496764316384,4.3332748494460676,-0.038221914870316454,0.05734246984889629,0.058957089568485964,0.0016146197195896772
same_all_context,same_full_c,2025,fbs,150,Duke,4.669452287918532,4.873085381274758,0.2036330933562258,0.11501920550852085,0.1620144246343322,0.04699521912581134
same_all_context,same_full_c,2025,fbs,151,East Carolina,4.973343459772506,5.061502796793871,0.08815933702136469,0.1650437053094012,0.18262389847620916,0.01758019316680795
same_all_context,same_full_c,2025,fbs,152,NC State,4.596213739676873,4.403521970494928,-0.19269176918194475,0.09863487646890588,0.060664040622690325,-0.03797083584621556
same_all_context,same_full_c,2025,fbs,153,North Carolina,4.877435156912783,4.6786424110724365,-0.1987927458403469,0.15066379194218932,0.11539655913257392,-0.0352672328096154
same_all_context,same_full_c,2025,fbs,154,Wake Forest,4.792052895696065,5.170057972366945,0.37800507667088024,0.12566229989374647,0.19808325311321948,0.072420953219473
same_all_context,same_full_c,2025,fbs,158,Nebraska,4.596168130649115,4.579975507176149,-0.016192623472965906,0.06759711101035625,0.0668938434861365,-0.0007032675242197445
same_all_context,same_full_c,2025,fbs,164,Rutgers,4.683038888925318,4.793149088394933,0.11011019946961476,0.0738307831618265,0.09764328353967484,0.02381250037784835
same_all_context,same_full_c,2025,fbs,166,New Mexico State,3.7094933093176783,3.6541907775790308,-0.05530253173864752,0.032568126133855645,0.030299105950906843,-0.002269020182948802
same_all_context,same_full_c,2025,fbs,167,New Mexico,5.515236888373755,7.122713183893479,1.6074762955197244,0.2247145738183095,0.38401149387898115,0.15929692006067164
same_all_context,same_full_c,2025,fbs,183,Syracuse,5.230852278149972,4.750525767644543,-0.48032651050542885,0.23114732248736677,0.144801757194286,-0.08634556529308077
same_all_context,same_full_c,2025,fbs,189,Bowling Green,4.487701688981037,3.923427141544419,-0.564274547436618,0.15647960077944262,0.07187829872567439,-0.08460130205376823
same_all_context,same_full_c,2025,fbs,193,Miami (OH),4.636263146449532,4.5590714519295785,-0.07719169451995356,0.08212936315534916,0.06780999579630384,-0.01431936735904532
same_all_context,same_full_c,2025,fbs,194,Ohio State,2.0553915248793464,2.0155055202702274,-0.03988600460911895,0.0075232935798936066,0.008135577453251311,0.0006122838733577047
same_all_context,same_full_c,2025,fbs,2006,Akron,3.7625100642929294,3.7133657215173685,-0.0491443427755609,0.04954550968193557,0.04236682145167007,-0.007178688230265504
same_all_context,same_full_c,2025,fbs,201,Oklahoma,3.6645542269954188,3.6196734494171934,-0.044880777578225395,0.0491325546753685,0.04405485651798471,-0.005077698157383792
same_all_context,same_full_c,2025,fbs,202,Tulsa,4.139835776028059,4.181288544147413,0.0414527681193535,0.04504446817464517,0.0435318489861392,-0.0015126191885059675
same_all_context,same_full_c,2025,fbs,2026,App State,5.006410045066652,4.2637446646674215,-0.7426653803992309,0.21495527177053048,0.0887968930980806,-0.1261583786724499
same_all_context,same_full_c,2025,fbs,2032,Arkansas State,4.509026050178471,4.579930505075831,0.0709044548973603,0.06920895825615216,0.0905181091863869,0.02130915093023475
