population,candidate,target_season,same_population_keys,n_team_seasons,n_training_rows,n_training_seasons,h_n_team_seasons,h_nll,h_crps,h_expected_rank_mae,h_median_rank_mae,h_interval_80_coverage,h_interval_80_average_width,h_top5_brier,h_top10_brier,h_top25_brier,candidate_n_team_seasons,candidate_nll,candidate_crps,candidate_expected_rank_mae,candidate_median_rank_mae,candidate_interval_80_coverage,candidate_interval_80_average_width,candidate_top5_brier,candidate_top10_brier,candidate_top25_brier,delta_n_team_seasons,delta_nll,delta_crps,delta_expected_rank_mae,delta_median_rank_mae,delta_interval_80_coverage,delta_interval_80_average_width,delta_top5_brier,delta_top10_brier,delta_top25_brier
single_recruiting_current,single_recruiting_current,2023,True,131,2334,19,131.0,4.489264508886694,0.10591088849019521,20.09340128076687,20.0,0.871363730142356,77.9618320610687,0.01230293497090673,0.02973331296887283,0.060617639365350084,131.0,4.478369835225031,0.10497777274957829,19.669251654006295,19.740458015267176,0.8647617082731587,75.62595419847328,0.011928681857022989,0.028766745219722938,0.05903838141709849,0.0,-0.010894673661662857,-0.0009331157406169271,-0.424149626760574,-0.25954198473282375,-0.006602021869197339,-2.3358778625954244,-0.0003742531138837407,-0.0009665677491498929,-0.0015792579482515959
single_recruiting_current,single_recruiting_current,2024,True,133,2465,20,133.0,4.601396902072427,0.1218351944982753,22.69901349010573,22.872180451127818,0.8062155388471178,77.62406015037594,0.023665814608068908,0.03375912439361688,0.07659451898561355,133.0,4.58550561501053,0.11857088395727879,21.67776906497496,21.81954887218045,0.8127440222177065,76.0375939849624,0.022376707399211063,0.03200355183241407,0.07302088236484611,0.0,-0.015891287061896797,-0.003264310540996518,-1.0212444251307708,-1.0526315789473664,0.006528483370588645,-1.5864661654135404,-0.0012891072088578454,-0.0017555725612028034,-0.0035736366207674425
single_recruiting_current,single_recruiting_current,2025,True,134,2598,21,134.0,4.565362225076474,0.11245456728561645,21.25133475370077,21.276119402985074,0.836434267021059,79.3731343283582,0.01707722809188609,0.035110033640378915,0.06968168571607665,134.0,4.565864484011474,0.11223674824312085,21.09581311250705,21.291044776119403,0.8306072377836844,77.02985074626865,0.0168693030867739,0.034653271463319577,0.07023200991918568,0.0,0.0005022589349996665,-0.00021781904249559836,-0.15552164119372236,0.014925373134328623,-0.005827029237374659,-2.343283582089555,-0.00020792500511218961,-0.00045676217705933886,0.0005503242031090344
single_recruiting_history,single_recruiting_history,2008,True,117,348,3,117.0,4.4791673884825185,0.11542523640312023,19.021763109161945,19.166666666666668,0.8396672771672773,69.5982905982906,0.028377077777642493,0.05243804298843645,0.08972584924427253,117.0,4.492745160400827,0.11807069612852818,19.290908108366313,19.927350427350426,0.8231074481074483,67.52991452991454,0.025746970640634536,0.05234535127974819,0.09356108099226894,0.0,0.013577771918308557,0.002645459725407945,0.26914499920436796,0.760683760683758,-0.016559829059829,-2.068376068376068,-0.0026301071370079566,-9.269170868825977e-05,0.0038352317479964093
single_recruiting_history,single_recruiting_history,2009,True,115,465,4,115.0,4.408002082659605,0.10261154608998735,16.716028475123643,16.56086956521739,0.8917701863354038,71.0695652173913,0.02259890667788283,0.040508616951983135,0.06499122321308182,115.0,4.393353176395885,0.10109169654221606,16.3897386877384,16.517391304347825,0.880357142857143,69.80869565217391,0.022269676921106433,0.04394443788438667,0.06745281502023152,0.0,-0.014648906263720285,-0.0015198495477712903,-0.3262897873852424,-0.0434782608695663,-0.011413043478260887,-1.2608695652173907,-0.0003292297567763988,0.0034358209324035355,0.0024615918071497073
single_recruiting_history,single_recruiting_history,2010,True,117,580,5,117.0,4.498439889013887,0.11694750265675154,19.50895609919571,19.923076923076923,0.831532104259377,69.42735042735043,0.02681469520115266,0.04859366905433129,0.09987346248146811,117.0,4.486844095968003,0.11437108440305886,19.013680167569742,18.99145299145299,0.8354877445786536,68.52991452991454,0.03040069728321201,0.05221818460667619,0.09775103126698023,0.0,-0.011595793045883873,-0.002576418253692675,-0.4952759316259687,-0.9316239316239319,0.003955640319276643,-0.8974358974358978,0.0035860020820593502,0.0036245155523449007,-0.00212243121448788
single_recruiting_history,single_recruiting_history,2011,True,116,697,6,116.0,4.422181312888246,0.11011821092565632,18.470263270044732,18.66810344827586,0.8509454949944381,70.87931034482759,0.021495101413496424,0.037891171995291024,0.0810234848831815,116.0,4.40364319481464,0.10745755966057338,17.786138373412715,18.150862068965516,0.8479560622914348,68.92241379310344,0.02010893725232021,0.0368116343930373,0.0788434932621251,0.0,-0.01853811807360639,-0.0026606512650829417,-0.6841248966320173,-0.5172413793103452,-0.0029894327030032253,-1.9568965517241423,-0.0013861641611762135,-0.0010795376022537245,-0.002179991621056407
single_recruiting_history,single_recruiting_history,2012,True,120,813,7,120.0,4.51063499886068,0.11470826937105852,19.476520041152845,19.9625,0.8578950746965452,72.78333333333333,0.01963201532706874,0.045434369153022035,0.07640003972290878,120.0,4.486038678443666,0.11209589939065988,18.666928092109142,19.4625,0.858797852474323,70.825,0.017461653270011424,0.04062944399683474,0.07135162527034208,0.0,-0.02459632041701365,-0.0026123699803986405,-0.8095919490437034,-0.5,0.0009027777777778079,-1.9583333333333286,-0.002170362057057316,-0.004804925156187294,-0.0050484144525666935
single_recruiting_history,single_recruiting_history,2013,True,120,933,8,120.0,4.491941825987758,0.10945223878263352,19.245123061459495,18.941666666666666,0.864655172413793,74.19166666666666,0.019050828830570285,0.03659931089185684,0.07438897776607337,120.0,4.458320651391468,0.10480249453997666,18.28104785442675,17.941666666666666,0.8746408045977011,71.98333333333333,0.019850875098136208,0.03695822525251635,0.06794611309366859,0.0,-0.03362117459628955,-0.004649744242656864,-0.9640752070327459,-1.0,0.009985632183908133,-2.2083333333333286,0.000800046267565923,0.00035891436065951104,-0.006442864672404777
single_recruiting_history,single_recruiting_history,2014,True,124,1053,9,124.0,4.445021135749289,0.10193075518797398,18.007881979494528,17.45967741935484,0.8817442192406508,75.33870967741936,0.020254962196092748,0.035471247590403786,0.06788601308214974,124.0,4.4294771024629584,0.10002482874645532,17.685011688782904,17.112903225806452,0.881672851841279,72.9758064516129,0.019718539777053207,0.03520411417412171,0.06825347768282505,0.0,-0.015544033286330361,-0.0019059264415186572,-0.32287029071162365,-0.3467741935483879,-7.136739937185776e-05,-2.3629032258064626,-0.0005364224190395409,-0.00026713341628207404,0.00036746460067531295
