variant,season,subdivision,team_id,team_name,nll,crps,predictive_scale,interval_80_width
C0_current_location,2022,fbs,103,Boston College,4.988416435909931,0.206643994241036,1.2039958844124798,86.0
C0_current_location,2022,fbs,113,Massachusetts,2.7893032468145726,0.03724497709407312,1.216007113226249,29.0
C0_current_location,2022,fbs,12,Arizona,4.815389729062993,0.10662791150142535,1.1774568319324226,77.0
C0_current_location,2022,fbs,120,Maryland,4.392780878255158,0.07826763987380556,1.2017402939717765,81.0
C0_current_location,2022,fbs,127,Michigan State,5.4688832310662905,0.20017034485613525,1.1752960197784548,56.0
C0_current_location,2022,fbs,130,Michigan,2.3859922896652583,0.023379658688790207,1.179618864637058,25.0
C0_current_location,2022,fbs,135,Minnesota,4.2036802235064865,0.05131424659146073,1.236634109965877,65.0
C0_current_location,2022,fbs,142,Missouri,4.579346729216468,0.07282925315108975,1.189722163664445,85.0
C0_current_location,2022,fbs,145,Ole Miss,4.322629781404671,0.09159999867997352,1.2083434527849926,80.0
C0_current_location,2022,fbs,150,Duke,5.837661232666025,0.3070415404251931,1.2138960563821142,69.0
C0_current_location,2022,fbs,151,East Carolina,4.64426516269969,0.0806153493008146,1.2079446490811496,86.0
C0_current_location,2022,fbs,152,NC State,4.431900367332098,0.06071739873904767,1.1969950176173358,74.0
C0_current_location,2022,fbs,153,North Carolina,4.486234851321755,0.07104542923061186,1.2431604977556676,83.0
C0_current_location,2022,fbs,154,Wake Forest,4.328179511749721,0.05496779020055475,1.2234483160682208,73.0
C0_current_location,2022,fbs,158,Nebraska,4.642495518824708,0.09974292553885027,1.186857161478241,87.0
C0_current_location,2022,fbs,164,Rutgers,4.669378469260362,0.13213233931741544,1.1919467275577043,85.0
C0_current_location,2022,fbs,166,New Mexico State,4.607395716687975,0.08128650293465177,1.306122766478757,29.0
C0_current_location,2022,fbs,167,New Mexico,3.455785821490392,0.07716239992586499,1.2142590253031413,52.0
C0_current_location,2022,fbs,183,Syracuse,4.6584879349693376,0.09696136385286991,1.1944105059268222,85.0
C0_current_location,2022,fbs,189,Bowling Green,4.285289628724212,0.08381871989790897,1.1564123971645037,75.0
C0_current_location,2022,fbs,193,Miami (OH),4.585227911687744,0.13528275325974534,1.276031695324316,89.0
C0_current_location,2022,fbs,194,Ohio State,2.396300047401878,0.014751388854319494,1.2236570786489227,21.0
C0_current_location,2022,fbs,195,Ohio,5.903535067410542,0.2586819246016297,1.244131234666081,50.0
C0_current_location,2022,fbs,197,Oklahoma State,6.353481433263874,0.2473504127000503,1.2062726894520268,29.0
C0_current_location,2022,fbs,2,Auburn,4.577954590635438,0.07274288461500691,1.1974813828584088,82.0
C0_current_location,2022,fbs,2005,Air Force,4.561264370697617,0.08035643198667346,1.2440714606133576,86.0
C0_current_location,2022,fbs,2006,Akron,2.8181537912348706,0.01785124830440814,1.1969072563361849,22.0
C0_current_location,2022,fbs,201,Oklahoma,4.9098768800033366,0.12401881718456424,1.2003147939226637,52.0
C0_current_location,2022,fbs,202,Tulsa,4.478566149281558,0.06118293514339639,1.2427358815041791,76.0
C0_current_location,2022,fbs,2026,App State,4.7192433761211605,0.10070683937197296,1.229687796019315,87.0
C0_current_location,2022,fbs,2032,Arkansas State,3.570637197270325,0.03987023217210579,1.2353592721910442,51.0
C0_current_location,2022,fbs,204,Oregon State,4.762594999276164,0.19986894309157224,1.2004468703710527,85.0
C0_current_location,2022,fbs,2050,Ball State,4.275411720626352,0.0750088226364717,1.2950057636006527,80.0
C0_current_location,2022,fbs,2084,Buffalo,4.7643663819183955,0.09139154597948518,1.3253082748952303,68.0
C0_current_location,2022,fbs,21,San Diego State,4.809604746532564,0.11976185902184694,1.239898642384384,88.0
C0_current_location,2022,fbs,2116,UCF,4.577417375907428,0.08333506463034811,1.2609560764845522,88.0
C0_current_location,2022,fbs,2117,Central Michigan,4.761096975984965,0.19484550948086238,1.2456525774935785,88.0
C0_current_location,2022,fbs,213,Penn State,3.370036187763468,0.06508410325219617,1.2101907363951887,54.0
C0_current_location,2022,fbs,2132,Cincinnati,4.54009306224287,0.06387821624507223,1.2592468170767723,78.0
C0_current_location,2022,fbs,218,Temple,3.8290188316290408,0.06374139507060875,1.2219860678566554,65.0
C0_current_location,2022,fbs,2199,Eastern Michigan,4.696646965643165,0.0885441415388126,1.2851483572826112,79.0
C0_current_location,2022,fbs,221,Pittsburgh,4.334197702835496,0.07790203097646933,1.2078703587137676,81.0
C0_current_location,2022,fbs,2226,Florida Atlantic,4.409319810572712,0.058281722731555775,1.280224727261334,73.0
C0_current_location,2022,fbs,2229,Florida International,2.8600868452964407,0.025309257529751043,1.2330351603452072,25.0
C0_current_location,2022,fbs,2247,Georgia State,4.634551078454543,0.11777471484975637,1.2853229889612303,90.0
C0_current_location,2022,fbs,228,Clemson,3.463358069778686,0.026776602452953522,1.2384489553327591,39.0
C0_current_location,2022,fbs,2294,Iowa,4.572159561765015,0.07806322244533316,1.231195100661409,46.0
C0_current_location,2022,fbs,23,San José State,4.613916751029001,0.07064783588381567,1.29361301695688,82.0
C0_current_location,2022,fbs,2305,Kansas,5.2979267487988935,0.20551512060254218,1.192446128366167,74.0
C0_current_location,2022,fbs,2306,Kansas State,4.396011262642866,0.15993721002645062,1.2055361308520602,81.0
C0_current_location,2022,fbs,2309,Kent State,4.540313669402206,0.06535717690681207,1.2864949606503235,68.0
C0_current_location,2022,fbs,2335,Liberty,4.720286287992946,0.08768217945474266,1.2395935383794585,79.0
C0_current_location,2022,fbs,2348,Louisiana Tech,3.7787147634849547,0.08248402758119205,1.2276158127134673,67.0
C0_current_location,2022,fbs,235,Memphis,4.663051485952215,0.07625972595454471,1.2809181948901336,90.0
C0_current_location,2022,fbs,238,Vanderbilt,4.746419157399996,0.09882758641944692,1.1739112755944539,75.0
C0_current_location,2022,fbs,239,Baylor,4.729644102057591,0.0987921275877888,1.218353734532011,72.0
C0_current_location,2022,fbs,2390,Miami,5.401299983171559,0.23020844903647383,1.2043015413704112,74.0
C0_current_location,2022,fbs,2393,Middle Tennessee,4.536406133450012,0.0734921291632471,1.205699114467419,83.0
C0_current_location,2022,fbs,24,Stanford,4.685221400820562,0.12111981362667702,1.18252701021044,86.0
C0_current_location,2022,fbs,242,Rice,3.9549660571448624,0.04494759220714597,1.2367277933230854,58.0
C0_current_location,2022,fbs,2426,Navy,4.880804478062718,0.1139555015009754,1.2121141634464168,55.0
