season,subdivision,team_id,team_name,c1_nll,c2_nll,delta_nll_c2_minus_c1,c1_crps,c2_crps,delta_crps_c2_minus_c1
2022,fbs,201,Oklahoma,5.244291992463801,5.244394863651891,0.00010287118808971485,0.15523715054605366,0.15526648762632964,2.9337080275970706e-05
2022,fbs,202,Tulsa,4.485520119952212,4.503365959315631,0.017845839363419103,0.06286537403944782,0.06423990045577187,0.0013745264163240456
2022,fbs,2026,App State,4.867788487623464,4.897012687242405,0.02922419961894107,0.12931274394407724,0.13233065299022292,0.0030179090461456837
2022,fbs,2032,Arkansas State,3.820093353139459,3.851923167269624,0.03182981413016517,0.07534486265633439,0.07816975619323883,0.0028248935369044464
2022,fbs,204,Oregon State,4.772374520680487,4.774964315299445,0.002589794618957697,0.20272185588955446,0.20157831423080783,-0.0011435416587466385
2022,fbs,2050,Ball State,4.367046663698226,4.3825520429708975,0.01550537927267115,0.09243379841322279,0.09551305673835177,0.0030792583251289807
2022,fbs,2084,Buffalo,4.697466371027724,4.6914141374821945,-0.006052233545529084,0.08057994848600106,0.07943270893535676,-0.0011472395506443023
2022,fbs,21,San Diego State,4.988837880656439,5.013742004974109,0.024904124317670195,0.15580889187062494,0.1593890464211547,0.0035801545505297627
2022,fbs,2116,UCF,4.5885199437493895,4.571806263519175,-0.016713680230214578,0.08246421246805183,0.08037051536098266,-0.0020936971070691646
2022,fbs,2117,Central Michigan,4.72656944800299,4.762546920748218,0.03597747274522778,0.1906555199402758,0.19542068410945973,0.004765164169183933
2022,fbs,213,Penn State,3.4641433985323395,3.457068744817981,-0.007074653714358448,0.07429526529867013,0.07239415793602832,-0.0019011073626418046
2022,fbs,2132,Cincinnati,4.625980460810363,4.654975274229728,0.028994813419364718,0.07181844570732171,0.0738708231216759,0.002052377414354184
2022,fbs,218,Temple,3.800809311934471,3.798167047564534,-0.002642264369936864,0.059071958108485534,0.05949301689889527,0.0004210587904097396
2022,fbs,2199,Eastern Michigan,4.713305596022558,4.68887442474135,-0.024431171281207753,0.0889780361944834,0.08736177085152946,-0.0016162653429539348
2022,fbs,221,Pittsburgh,4.2562286643823,4.297457718798383,0.04122905441608271,0.05412941744236467,0.05556587923129645,0.001436461788931781
2022,fbs,2226,Florida Atlantic,4.464732499707763,4.422549096747166,-0.04218340296059697,0.0608025509591983,0.058910543526013985,-0.001892007433184316
2022,fbs,2229,Florida International,2.962634350853435,2.970601948660631,0.007967597807196025,0.02963600673464839,0.03020573234781584,0.0005697256131674509
2022,fbs,2247,Georgia State,4.548638056383521,4.52628301176829,-0.022355044615231634,0.09553472564763536,0.09623761994747461,0.0007028942998392462
2022,fbs,228,Clemson,3.4835051665768675,3.4726228155314387,-0.010882351045428784,0.025584296485537266,0.024983918696820654,-0.000600377788716612
2022,fbs,2294,Iowa,4.4150496954017,4.315693423172809,-0.09935627222889032,0.06380868864739456,0.06281375465789651,-0.0009949339894980425
2022,fbs,23,San José State,4.634450568886652,4.615819086100359,-0.018631482786292786,0.07146191651849461,0.07045100619040706,-0.001010910328087547
2022,fbs,2305,Kansas,5.317047621685881,5.315985560942121,-0.0010620607437603624,0.20847767754165575,0.2082610347367187,-0.00021664280493705057
2022,fbs,2306,Kansas State,4.325425564850544,4.319399905419174,-0.006025659431370123,0.15240798539877362,0.15004859292152764,-0.0023593924772459807
2022,fbs,2309,Kent State,4.523683667863546,4.517795859460425,-0.005887808403120864,0.06264006459075637,0.06214870464354759,-0.0004913599472087804
2022,fbs,2335,Liberty,4.680580898068789,4.679558479105345,-0.0010224189634442382,0.07914669993757185,0.07806574297213238,-0.0010809569654394724
2022,fbs,2348,Louisiana Tech,4.01283750736701,4.01928754936736,0.0064500420003499315,0.11374107377271135,0.11539958195087749,0.0016585081781661376
2022,fbs,235,Memphis,4.690667261572094,4.666042339086953,-0.02462492248514092,0.07885743543716002,0.0770262471470593,-0.0018311882901007187
2022,fbs,238,Vanderbilt,4.694969842674899,4.697326186394394,0.002356343719494447,0.08987062970034543,0.08967677467667484,-0.00019385502367058605
2022,fbs,239,Baylor,5.068163990438674,5.082194984363171,0.014030993924496471,0.14239555764950357,0.1420416486636198,-0.0003539089858837774
2022,fbs,2390,Miami,5.395625265425672,5.418377248818401,0.022751983392729436,0.22976787391762454,0.23287015391555213,0.0031022799979275872
2022,fbs,2393,Middle Tennessee,4.5465182963852495,4.535160736932757,-0.011357559452492616,0.07369740943291332,0.07332807202044335,-0.0003693374124699722
2022,fbs,24,Stanford,4.541335639471607,4.51078833765064,-0.030547301820967654,0.08999526602008076,0.08959784405409392,-0.0003974219659868411
2022,fbs,242,Rice,4.035348318894008,4.067072128056271,0.03172380916226292,0.0616117427699446,0.06379621709614171,0.0021844743261971097
2022,fbs,2426,Navy,4.615480474393347,4.664642126008251,0.049161651614904045,0.08133962110648663,0.08152168134244893,0.00018206023596230303
2022,fbs,2429,Charlotte,3.4311265808216107,3.4486859844228652,0.01755940360125452,0.05992820672409225,0.06109678007578103,0.0011685733516887814
2022,fbs,2433,UL Monroe,4.014271964137619,3.9765859144322144,-0.03768604970540501,0.05101769611295885,0.04989117648027524,-0.0011265196326836133
2022,fbs,2439,UNLV,4.173782213937748,4.196200581909844,0.022418367972096398,0.04585934406588818,0.046859071134850966,0.0009997270689627857
2022,fbs,2440,Nevada,5.548055613451663,5.2202927439924345,-0.32776286945922894,0.2637576729852078,0.2619049339717161,-0.0018527390134917
2022,fbs,245,Texas A&M,5.493496430777249,5.517398121603805,0.023901690826556354,0.20588856892911367,0.20868497460638252,0.002796405677268854
2022,fbs,2459,Northern Illinois,5.21145143777816,5.327629781584535,0.11617834380637504,0.2413780179997628,0.24526186350390938,0.0038838455041465825
2022,fbs,248,Houston,4.685159770278312,4.671091863169072,-0.014067907109239997,0.07998560231179522,0.08006303771680214,7.743540500691759e-05
2022,fbs,2483,Oregon,3.7203246560454155,3.7532753409230675,0.03295068487765196,0.05651751588159845,0.057020319845693127,0.0005028039640946752
2022,fbs,249,North Texas,4.757059068273605,4.726629415852291,-0.030429652421314124,0.09138096873649196,0.0897013431299275,-0.0016796256065644555
2022,fbs,25,California,4.697773476288338,4.7456084692411,0.047834992952761723,0.10053472206272451,0.10342673909966085,0.0028920170369363396
2022,fbs,2509,Purdue,4.525219334059686,4.533708092282431,0.008488758222745751,0.06998210649309546,0.06988070530715952,-0.00010140118593593428
2022,fbs,251,Texas,3.9339232105667974,3.919225725385052,-0.014697485181745407,0.07262750125429915,0.07113450793797885,-0.0014929933163203013
2022,fbs,252,BYU,4.719323996520117,4.711498493216364,-0.007825503303752868,0.08448676586337094,0.08542238692267447,0.0009356210593035319
2022,fbs,254,Utah,3.626156103070383,3.5808055828678715,-0.04535052020251129,0.04412115381698647,0.041644621582071606,-0.002476532234914862
2022,fbs,256,James Madison,5.152706036514329,5.152706036514329,0.0,0.17860250933785332,0.17860250933785332,0.0
2022,fbs,2567,SMU,4.69073724623503,4.680456240420347,-0.010281005814682942,0.07424902137245794,0.07323951685317538,-0.0010095045192825558
2022,fbs,2572,Southern Miss,4.784109800582489,4.76358838790897,-0.020521412673518924,0.10015594985470821,0.0995560971348028,-0.000599852719905411
2022,fbs,2579,South Carolina,4.3439824717497135,4.323649479287243,-0.020332992462470223,0.08072457008848315,0.07989786202879862,-0.0008267080596845305
2022,fbs,258,Virginia,4.86333849957323,4.882755858470543,0.01941735889731344,0.1641013595268516,0.16838151880354846,0.0042801592766968655
2022,fbs,259,Virginia Tech,5.121337030109155,5.088097923252541,-0.033239106856613354,0.22299686183479545,0.22237551980044504,-0.0006213420343504084
2022,fbs,26,UCLA,4.301708100335583,4.3127304881994135,0.011022387863830474,0.08452953616125254,0.08414325375012198,-0.00038628241113056183
2022,fbs,2628,TCU,5.528103447569984,5.786906638509983,0.2588031909399984,0.24682061350861173,0.24865321885047353,0.0018326053418618038
2022,fbs,2633,Tennessee,4.339839813637745,4.386653255865715,0.046813442227970015,0.14558195381529948,0.1443797686189494,-0.0012021851963500696
2022,fbs,2636,UTSA,4.636988239052383,4.603692807258461,-0.03329543179392225,0.11338754591732668,0.11090643909887617,-0.0024811068184505125
2022,fbs,2638,UTEP,4.0886298347190975,4.1040469492198595,0.015417114500761997,0.054113813257447595,0.05503881245660687,0.0009249991991592751
2022,fbs,264,Washington,5.32188356677826,5.416047700460502,0.0941641336822423,0.28705371760826404,0.28869274190251415,0.0016390242942501132
2022,fbs,2641,Texas Tech,4.410725844881945,4.410530293585821,-0.00019555129612403022,0.10431999351005156,0.10344738932612511,-0.0008726041839264426
2022,fbs,2649,Toledo,4.633416391166551,4.653454009826231,0.020037618659680234,0.07258716181907096,0.07359276109151522,0.0010055992724442575
2022,fbs,265,Washington State,4.599138174537779,4.634811091365388,0.03567291682760931,0.08164223450836683,0.0825904319506596,0.0009481974422927697
2022,fbs,2653,Troy,6.175398110658026,6.25448895150416,0.07909084084613394,0.36029198521581307,0.36211920335002956,0.0018272181342164906
2022,fbs,2655,Tulane,5.873014560098042,6.020305207086048,0.1472906469880062,0.36390972109837993,0.36575891702830166,0.0018491959299217209
2022,fbs,2711,Western Michigan,4.318540766614977,4.3588187980437185,0.0402780314287412,0.09313521459887943,0.09724652635997551,0.004111311761096081
2022,fbs,275,Wisconsin,4.607762181145025,4.621211085771582,0.013448904626556235,0.07980119616823361,0.08120278718421985,0.0014015910159862338
2022,fbs,2751,Wyoming,4.567097331990443,4.617028788100094,0.04993145610965133,0.08041207527195343,0.08411624871087507,0.00370417343892164
2022,fbs,276,Marshall,4.72618784191454,4.7081840152434795,-0.018003826671060708,0.09904584640379872,0.09712881786966002,-0.0019170285341387067
2022,fbs,277,West Virginia,4.736724219240546,4.782074006332531,0.04534978709198434,0.09617641028890038,0.09835490006862409,0.002178489779723708
2022,fbs,278,Fresno State,4.578872046988323,4.539281176368079,-0.03959087062024391,0.09705333108220361,0.09426415472478954,-0.002789176357414075
2022,fbs,290,Georgia Southern,4.523049281639001,4.465282584805354,-0.05776669683364766,0.0635595179107839,0.06096698192960018,-0.0025925359811837245
2022,fbs,295,Old Dominion,4.120614158447819,4.110219463620962,-0.010394694826857176,0.08308495964803204,0.08384878238423432,0.000763822736202277
2022,fbs,30,USC,4.97349672212125,4.870449780045896,-0.1030469420753537,0.22630077381198477,0.220980867631284,-0.005319906180700773
2022,fbs,309,Louisiana,4.870260557066996,4.890021190623775,0.01976063355677926,0.12155717954629924,0.1250775678741176,0.003520388327818369
2022,fbs,324,Coastal Carolina,4.728518886495769,4.737976292147031,0.009457405651262185,0.10114808893856864,0.10074254908789426,-0.0004055398506743746
2022,fbs,326,Texas State,3.800598170089332,3.7820855000366214,-0.01851267005271051,0.03343069873761381,0.033010258329951636,-0.00042044040766217594
2022,fbs,328,Utah State,4.810584861262179,4.821080423296892,0.010495562034712691,0.15942650697853442,0.16089529547330944,0.0014687884947750252
2022,fbs,333,Alabama,2.3873006683099818,2.3986100231438976,0.011309354833915819,0.010530624695980442,0.010501219971075688,-2.9404724904754515e-05
2022,fbs,344,Mississippi State,4.6510371738717335,4.625141405316295,-0.02589576855543818,0.18274006737118176,0.17866900410038405,-0.0040710632707977035
2022,fbs,349,Army,4.62844238676228,4.589625235890066,-0.03881715087221327,0.07328136582143407,0.07163191884355427,-0.0016494469778798038
2022,fbs,356,Illinois,4.809873011127811,4.798796343923573,-0.01107666720423861,0.1679345302540648,0.16581664253112013,-0.0021178877229446613
2022,fbs,36,Colorado State,4.244435558695348,4.234888217932932,-0.009547340762416034,0.1317563260770517,0.13339737350163552,0.0016410474245838191
2022,fbs,38,Colorado,4.44328453288784,4.506237576738977,0.0629530438511372,0.14451016803393596,0.14860961937183687,0.004099451337900906
2022,fbs,41,UConn,4.702683316379932,4.691087034048815,-0.011596282331117536,0.08955529330847783,0.0885416339060506,-0.0010136594024272305
2022,fbs,5,UAB,4.679079101107964,4.639048153701919,-0.04003094740604585,0.07458280166352567,0.07199512509301957,-0.002587676570506098
2022,fbs,52,Florida State,4.356087218405478,4.372239616419924,0.016152398014446234,0.14082997137387285,0.14107770209663825,0.00024773072276540464
2022,fbs,57,Florida,4.529335548827096,4.556648867233885,0.02731331840678841,0.07149540084179999,0.07277091574675429,0.0012755149049542974
2022,fbs,58,South Florida,3.9740800259635334,3.997768487999157,0.02368846203562347,0.08499389075694876,0.08646702979455238,0.0014731390376036269
2022,fbs,59,Georgia Tech,4.566771261477005,4.569804088430187,0.0030328269531825214,0.07298454218666234,0.07298192675159605,-2.6154350662860315e-06
2022,fbs,6,South Alabama,5.470771564819084,5.430853109112147,-0.039918455706937195,0.23554368266826786,0.23114443807119375,-0.004399244597074109
2022,fbs,61,Georgia,1.565165735475905,1.5739756055441907,0.008809870068285708,0.01308038006541001,0.012562436483820199,-0.0005179435815898109
2022,fbs,62,Hawai'i,4.337143050517718,4.265454930932721,-0.07168811958499699,0.15750705724550845,0.1591910780949548,0.0016840208494463549
2022,fbs,66,Iowa State,4.957890307794748,4.978619076242379,0.02072876844763094,0.1335406848752184,0.13606714853836185,0.0025264636631434634
2022,fbs,68,Boise State,4.541775940860878,4.546379039584471,0.004603098723592325,0.07020576661709292,0.0704974843686662,0.00029171775157327273
2022,fbs,77,Northwestern,4.384690934052253,4.409849293347661,0.025158359295407884,0.12105328315945746,0.12386235269393468,0.0028090695344772237
2022,fbs,8,Arkansas,4.361442329267683,4.3737745251743565,0.012332195906673782,0.05593575947168345,0.05644179010438811,0.0005060306327046571
2022,fbs,84,Indiana,4.6921085365990285,4.748538643306773,0.05643010670774462,0.08849548434956268,0.09268308504209165,0.004187600692528964
2022,fbs,87,Notre Dame,4.024180262666716,4.037521820361745,0.013341557695028428,0.037905945441624636,0.03835723123032411,0.00045128578869947644
2022,fbs,9,Arizona State,4.650310662540024,4.696278745652676,0.0459680831126521,0.11659917814682619,0.1199573856605022,0.0033582075136760065
2022,fbs,96,Kentucky,4.574192596725841,4.599437637576328,0.02524504085048651,0.07040511662287459,0.07177093617900508,0.001365819556130493
2022,fbs,97,Louisville,4.819251503608227,4.797374387910627,-0.02187711569759987,0.18349500314984898,0.1795138794099125,-0.003981123739936476
2022,fbs,98,Western Kentucky,4.675145526560791,4.697667439812139,0.02252191325134767,0.08023830555261911,0.08112731063354513,0.0008890050809260142
2022,fbs,99,LSU,3.6947946280615107,3.6780941261236575,-0.016700501937853218,0.06957406836739922,0.06769038596560989,-0.0018836824017893355
2023,fbs,103,Boston College,4.81450039865306,4.808761532877491,-0.005738865775568591,0.10253787583918202,0.10061819832598946,-0.0019196775131925525
2023,fbs,113,Massachusetts,3.514204448536197,3.5156435469114142,0.0014390983752172737,0.029142880642640624,0.029167378025593004,2.4497382952379937e-05
2023,fbs,12,Arizona,5.955611540628411,6.060208719500347,0.10459717887193598,0.3370946068817686,0.337264485992135,0.0001698791103663666
2023,fbs,120,Maryland,4.354007630688118,4.324411451768532,-0.029596178919585547,0.06242186397626996,0.06043955388784017,-0.0019823100884297923
2023,fbs,127,Michigan State,4.710956561345098,4.763129825336137,0.0521732639910395,0.09972648240620315,0.10367696970733029,0.00395048730112714
2023,fbs,130,Michigan,4.1035126464459415,4.190632050164268,0.08711940371832672,0.07425677515091367,0.07232227468287,-0.001934500468043665
2023,fbs,135,Minnesota,5.003408745155835,5.018511712330337,0.015102967174501991,0.1350970004990469,0.13732918211410264,0.0022321816150557283
2023,fbs,142,Missouri,4.4889727480098625,4.459143196103042,-0.02982955190682013,0.1697351616666919,0.1674920949175289,-0.0022430667491629974
2023,fbs,145,Ole Miss,3.8877170415685445,3.8736010254641142,-0.014116016104430251,0.09044472853805155,0.08839796780281252,-0.002046760735239031
2023,fbs,150,Duke,4.88788550777945,4.895513238820311,0.007627731040861008,0.18052969607093786,0.18028000031741906,-0.00024969575351879714
2023,fbs,151,East Carolina,5.461696477529259,5.2507817033493405,-0.21091477417991822,0.26118002244445043,0.2590240226977478,-0.002155999746702608
2023,fbs,152,NC State,4.316863933317413,4.329804128335306,0.012940195017892897,0.0700891391425507,0.06966895425267046,-0.00042018488988024294
2023,fbs,153,North Carolina,4.515145822469522,4.492769780517285,-0.022376041952237635,0.06190356377464497,0.06096747326096683,-0.0009360905136781353
2023,fbs,154,Wake Forest,5.1996016633447395,5.220154741071206,0.02055307772646664,0.20277864982966576,0.20642105940959135,0.003642409579925593
2023,fbs,158,Nebraska,4.679771806200241,4.740626507681381,0.060854701481139806,0.08173207677347592,0.08495980906449557,0.00322773229101965
2023,fbs,164,Rutgers,4.817076493997495,4.823188720477027,0.006112226479532801,0.12808316423130817,0.126301739693011,-0.0017814245382971605
2023,fbs,166,New Mexico State,5.455683777073033,5.452993019233833,-0.002690757839199698,0.19730664388612645,0.19660417579846393,-0.0007024680876625278
2023,fbs,167,New Mexico,4.282296416301253,4.281632839423747,-0.0006635768775060669,0.054230865209657635,0.0532358961780034,-0.0009949690316542331
2023,fbs,183,Syracuse,4.577347486225491,4.54496729442668,-0.032380191798810465,0.06931931799653142,0.06805684638539403,-0.0012624716111373918
2023,fbs,189,Bowling Green,4.819677929152726,4.839541327378489,0.01986339822576344,0.10270371802326743,0.10250289194042823,-0.000200826082839195
2023,fbs,193,Miami (OH),5.139495828942907,5.118932050425143,-0.020563778517764142,0.18112524596050864,0.1776888854013002,-0.003436360559208429
2023,fbs,194,Ohio State,2.857196456175629,2.8125536320701885,-0.044642824105440404,0.015027612975523607,0.01413301010974533,-0.0008946028657782767
2023,fbs,195,Ohio,4.738385413707395,4.694629809418711,-0.04375560428868397,0.09928484861387873,0.09707380471713843,-0.002211043896740303
2023,fbs,197,Oklahoma State,4.251692486318162,4.270926452121867,0.01923396580370529,0.07018205629057223,0.06960260856677994,-0.0005794477237922868
2023,fbs,2,Auburn,4.6612328309627475,4.637031811038878,-0.02420101992386936,0.0842392157729771,0.08403396824773834,-0.00020524752523876089
2023,fbs,2005,Air Force,4.6344099536261165,4.677715722460792,0.043305768834675185,0.07791277986911482,0.07913754043937683,0.0012247605702620096
2023,fbs,2006,Akron,3.2198374174774034,3.2509635633837024,0.03112614590629903,0.06449855912214897,0.06476785412642036,0.0002692950042713915
2023,fbs,201,Oklahoma,3.7227778148731976,3.7233187127134437,0.0005408978402461351,0.05777269371622266,0.056760636561729576,-0.0010120571544930818
2023,fbs,202,Tulsa,4.232683938980673,4.2630790513335475,0.030395112352874065,0.1067943274947315,0.10992456165073636,0.0031302341560048574
2023,fbs,2026,App State,4.681495595852384,4.6644187671556585,-0.017076828696725777,0.08832438134304126,0.08645946236721042,-0.0018649189758308399
2023,fbs,2032,Arkansas State,4.474879693154806,4.485269544433303,0.010389851278496565,0.06194592225005915,0.06222194128815632,0.0002760190380971736
2023,fbs,204,Oregon State,4.424073107132609,4.406908279833898,-0.017164827298711494,0.1169895255290713,0.11348540413108214,-0.0035041213979891545
2023,fbs,2050,Ball State,4.232717204772139,4.264254949487691,0.031537744715552485,0.09730059664253392,0.1010831087695203,0.0037825121269863815
2023,fbs,2084,Buffalo,4.603968058380627,4.61530456671325,0.011336508332623119,0.1809235285267649,0.18555862215009403,0.004635093623329117
2023,fbs,21,San Diego State,4.376837483104608,4.368409819084056,-0.008427664020551617,0.08511145272177531,0.08744626664456544,0.002334813922790127
2023,fbs,2116,UCF,4.682114629333929,4.662443035346406,-0.01967159398752294,0.0828209125769428,0.08240732852682131,-0.0004135840501214849
2023,fbs,2117,Central Michigan,4.19599182964436,4.231340656454601,0.03534882681024154,0.07786800742497202,0.08126495109554664,0.003396943670574623
2023,fbs,213,Penn State,3.299818158543956,3.307127161329476,0.007309002785520047,0.02849736616369087,0.02821396927913234,-0.00028339688455852885
2023,fbs,2132,Cincinnati,5.254691969843425,5.226133066123517,-0.028558903719908102,0.2348798822777518,0.23407719615249598,-0.0008026861252558304
2023,fbs,218,Temple,3.937211865809166,3.966884038128633,0.02967217231946684,0.11295486117680982,0.1135719309296753,0.0006170697528654762
2023,fbs,2199,Eastern Michigan,4.488611708576721,4.504484262043911,0.0158725534671893,0.14977050979724144,0.15296698774618517,0.0031964779489437323
2023,fbs,221,Pittsburgh,5.631268539895933,5.606276697303644,-0.02499184259228837,0.2829146992716526,0.28240167505709723,-0.0005130242145553465
2023,fbs,2226,Florida Atlantic,4.30691476346428,4.316755786340594,0.009841022876313943,0.09160652652157222,0.09290652894976022,0.0013000024281879935
2023,fbs,2229,Florida International,3.316860594114165,3.318711004233933,0.0018504101197680534,0.04717043322147004,0.04736995436505344,0.0001995211435833963
2023,fbs,2247,Georgia State,4.751357279736683,4.734841105722991,-0.01651617401369254,0.08572530631300446,0.08423193158617184,-0.0014933747268326136
2023,fbs,228,Clemson,4.307995040059244,4.315491270659998,0.007496230600754217,0.051864290248546434,0.05261312048702152,0.0007488302384750858
2023,fbs,2294,Iowa,4.310546302197216,4.320731514672541,0.010185212475325223,0.060042279637160606,0.060379829051204675,0.00033754941404406935
2023,fbs,23,San José State,5.187630311069766,5.1567710964178035,-0.030859214651962397,0.16874660783394008,0.16412001377167365,-0.004626594062266426
2023,fbs,2305,Kansas,4.89098406624624,4.9561971045267255,0.06521303828048541,0.20075665248653218,0.2049661720411802,0.004209519554648017
2023,fbs,2306,Kansas State,3.821214898100153,3.827288982562443,0.006074084462290408,0.05639593181954825,0.0556863589536028,-0.0007095728659454528
2023,fbs,2309,Kent State,6.180162664763061,5.4549242378927865,-0.7252384268702743,0.17627041850080274,0.17776342897918163,0.0014930104783788811
2023,fbs,2335,Liberty,5.483678863566055,5.387191206988606,-0.09648765657744907,0.2759727127188771,0.2680699289368662,-0.00790278378201087
2023,fbs,2348,Louisiana Tech,3.8536714575066227,3.8561794978854884,0.0025080403788657613,0.09250238300933242,0.09418628685703259,0.0016839038477001744
2023,fbs,235,Memphis,4.638320348782422,4.64642673611015,0.008106387327727838,0.10903468624355508,0.10769550168946286,-0.0013391845540922237
2023,fbs,238,Vanderbilt,4.993088509698673,4.9941397229472635,0.0010512132485906989,0.20592627006954264,0.20673083256764052,0.0008045624980978772
2023,fbs,239,Baylor,5.327349978444684,5.374577558274101,0.04722757982941683,0.24635460140017776,0.2521233284931787,0.0057687270930009416
2023,fbs,2390,Miami,4.508893462190702,4.47792039416667,-0.030973068024032102,0.06753317161098149,0.06569463240505956,-0.0018385392059219324
2023,fbs,2393,Middle Tennessee,4.1709848229186575,4.197025305890045,0.02604048297138739,0.050121563035173934,0.05188377733300932,0.0017622142978353864
2023,fbs,24,Stanford,4.758880353195556,4.771195546749987,0.012315193554431225,0.13775538566159717,0.13906815598431113,0.0013127703227139575
2023,fbs,242,Rice,4.493942470108048,4.507542316890032,0.013599846781984226,0.06153081611983406,0.06218416452112503,0.0006533484012909707
2023,fbs,2426,Navy,4.269912541424197,4.270204839917298,0.0002922984931013062,0.0644764155036039,0.0652061106150893,0.0007296951114853928
2023,fbs,2429,Charlotte,3.321005794805402,3.3725640992064827,0.05155830440108078,0.04338314467577915,0.045971739460031955,0.002588594784252801
2023,fbs,2433,UL Monroe,3.1660349844163718,3.1755272945726403,0.009492310156268502,0.05073697324852017,0.05207590563469275,0.001338932386172581
2023,fbs,2439,UNLV,5.6150668950485025,5.592483024508747,-0.022583870539755857,0.24670508096656132,0.24412600657383127,-0.0025790743927300575
2023,fbs,2440,Nevada,3.2003169018295052,3.2234311102517177,0.023114208422212457,0.04414255022834038,0.04627148542629359,0.002128935197953215
2023,fbs,245,Texas A&M,4.485692631921625,4.452480575000085,-0.03321205692153928,0.08319396536569876,0.08012191471988472,-0.003072050645814034
2023,fbs,2459,Northern Illinois,4.574252144528785,4.57631944525948,0.002067300730694832,0.07099093357667934,0.07060171541347937,-0.00038921816319996416
2023,fbs,248,Houston,4.870985445097316,4.897734062361482,0.02674861726416644,0.14243188316681557,0.14472387857497576,0.002291995408160191
2023,fbs,2483,Oregon,3.2752282594739204,3.2912922673871603,0.01606400791323992,0.05695796692523356,0.05593785968049827,-0.0010201072447352938
