week,game_id,kickoff,away_team,home_team,away_team_id,home_team_id,away_classification,home_classification,neutral_site,variant_key,variant_label,model_family,model_version,model_version_field,snapshot_id,publication_slot,publication_status,generation_timestamp,effective_cutoff,source_retrieved_at,source_context_snapshot_id,comparison_snapshot_id,selection_policy,is_reconstruction,is_retrospective_artifact,generated_after_target_week_start,timing_classification,source_prediction_state,gippy_expected_home_margin,gippy_median_home_margin,gippy_margin_interval_50,gippy_margin_interval_80,gippy_margin_interval_95,market_provider,market_formatted_spread,opening_home_margin,closing_home_margin,cfbd_later_home_margin,actual_home_score,actual_away_score,actual_home_margin,gippy_minus_open,gippy_minus_close,abs_gippy_minus_open,abs_gippy_minus_close,market_move,open_distance_to_gippy,close_distance_to_gippy,market_movement_toward_gippy,gippy_error_vs_actual,open_error_vs_actual,close_error_vs_actual,gippy_edge_vs_open,gippy_edge_vs_close,actual_residual_vs_open,actual_residual_vs_close,is_primary_fbs_vs_fbs,schedule_completed,exclusion_reasons
2,401864503,2026-09-12T23:00:00.000Z,Illinois State,Northern Illinois,2287,2459,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,8.382573907132185,8.16990049230655,"[-4.7501754055445895,21.286926504969912]","[-16.099931836980282,33.17788081949169]","[-28.660646731575923,46.646698888870496]",Bovada,Illinois State -2.5,-5.0,-2.5,-2.5,24.0,28.0,-4.0,13.382573907132185,10.882573907132185,13.382573907132185,10.882573907132185,2.5,13.382573907132185,10.882573907132185,2.5,12.382573907132185,-1.0,1.5,13.382573907132185,10.882573907132185,1.0,-1.5,False,True,not_fbs_vs_fbs
2,401864504,2026-09-13T01:00:00.000Z,Cal Poly,San José State,13,23,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,26.297287735352512,26.55839940346822,"[13.831924764726262,39.01560252149864]","[2.02478918027184,50.171632447184145]","[-11.630502451817945,62.82998927569758]",Bovada,San José State -21.5,20.5,21.5,21.5,30.0,20.0,10.0,5.797287735352512,4.797287735352512,5.797287735352512,4.797287735352512,1.0,5.797287735352512,4.797287735352512,1.0,16.297287735352512,10.5,11.5,5.797287735352512,4.797287735352512,-10.5,-11.5,False,True,not_fbs_vs_fbs
2,401864505,2026-09-13T01:00:00.000Z,Texas Southern,UTEP,2640,2638,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,21.789486601128417,21.87943841260326,"[9.967817151424208,33.716676203854846]","[-0.945042356366963,44.4037765214234]","[-13.6236282988997,56.64792706230309]",Bovada,UTEP -27.0,25.5,27.0,27.0,51.0,10.0,41.0,-3.7105133988715835,-5.2105133988715835,3.7105133988715835,5.2105133988715835,1.5,3.7105133988715835,5.2105133988715835,-1.5,-19.210513398871583,-15.5,-14.0,-3.7105133988715835,-5.2105133988715835,15.5,14.0,False,True,not_fbs_vs_fbs
2,401864506,2026-09-12T20:00:00.000Z,Northern Colorado,Wyoming,2458,2751,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,21.610007767952773,21.592880280919275,"[9.569555848047406,33.65515859987741]","[-1.4014739381053472,44.67047921845631]","[-14.105964184961227,57.326143993325154]",Bovada,Wyoming -23.5,22.5,23.5,23.5,21.0,13.0,8.0,-0.8899922320472271,-1.889992232047227,0.8899922320472271,1.889992232047227,1.0,0.8899922320472271,1.889992232047227,-1.0,13.610007767952773,14.5,15.5,-0.8899922320472271,-1.889992232047227,-14.5,-15.5,False,True,not_fbs_vs_fbs
2,401864571,2026-09-12T16:00:00.000Z,App State,East Carolina,2026,151,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,-3.5831974311255945,-3.83404403140961,"[-16.19851548263228,8.805383443142468]","[-27.15619798699396,20.393780241522467]","[-39.501460011574224,33.601697573365094]",Bovada,East Carolina -6.5,8.0,6.5,6.5,24.0,27.0,-3.0,-11.583197431125594,-10.083197431125594,11.583197431125594,10.083197431125594,-1.5,11.583197431125594,10.083197431125594,1.5,-0.5831974311255945,11.0,9.5,-11.583197431125594,-10.083197431125594,-11.0,-9.5,True,True,
2,401864575,2026-09-12T23:00:00.000Z,South Alabama,Tulane,6,2655,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,7.870045393059371,8.064277814541589,"[-4.836729616784934,20.750001469866284]","[-16.55880534904766,31.982650767781234]","[-29.794625421698825,44.56536948692483]",Bovada,Tulane -9.5,10.0,9.5,9.5,28.0,24.0,4.0,-2.129954606940629,-1.629954606940629,2.129954606940629,1.629954606940629,-0.5,2.129954606940629,1.629954606940629,0.5,3.870045393059371,6.0,5.5,-2.129954606940629,-1.629954606940629,-6.0,-5.5,True,True,
2,401864578,2026-09-13T03:59:00.000Z,New Mexico State,Hawai'i,166,62,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,7.519113704658164,7.685550870745999,"[-4.420358255664382,19.5982737281177]","[-15.472477179464095,30.23444891330221]","[-28.096724053506,42.339337896090484]",Bovada,Hawai'i -7.5,10.0,7.5,7.5,29.0,19.0,10.0,-2.4808862953418362,0.019113704658163755,2.4808862953418362,0.019113704658163755,-2.5,2.4808862953418362,0.019113704658163755,2.4617725906836725,-2.4808862953418362,0.0,-2.5,-2.4808862953418362,0.019113704658163755,0.0,2.5,True,True,
2,401865252,2026-09-12T20:00:00.000Z,Mercyhurst,New Mexico,2385,167,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,44.94304159808035,45.25106854859863,"[33.88180423717168,56.29839383973512]","[23.199697295487034,66.21497605492127]","[10.572486945805377,77.69193408830559]",Bovada,New Mexico -42.0,41.5,42.0,42.0,70.0,7.0,63.0,3.443041598080349,2.943041598080349,3.443041598080349,2.943041598080349,0.5,3.443041598080349,2.943041598080349,0.5,-18.05695840191965,-21.5,-21.0,3.443041598080349,2.943041598080349,21.5,21.0,False,True,not_fbs_vs_fbs
2,401866412,2026-09-12T19:30:00.000Z,Robert Morris,Akron,2523,2006,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,12.713657814826087,12.6753193083181,"[-0.4948222782100451,25.844492402940975]","[-12.235283237088284,37.68304709854559]","[-25.242841694550183,51.04568673965509]",Bovada,Akron -26.5,27.5,26.5,26.5,45.0,10.0,35.0,-14.786342185173913,-13.786342185173913,14.786342185173913,13.786342185173913,-1.0,14.786342185173913,13.786342185173913,1.0,-22.286342185173915,-7.5,-8.5,-14.786342185173913,-13.786342185173913,7.5,8.5,False,True,not_fbs_vs_fbs
2,401866413,2026-09-12T18:00:00.000Z,Stony Brook,Ball State,2619,2050,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,15.605851193269562,15.590771434080635,"[3.81009282437584,27.398969011602738]","[-7.01115760187985,38.254818108761164]","[-19.614000073335934,50.85185680847744]",Bovada,Ball State -13.5,14.0,13.5,13.5,41.0,17.0,24.0,1.6058511932695616,2.1058511932695616,1.6058511932695616,2.1058511932695616,-0.5,1.6058511932695616,2.1058511932695616,-0.5,-8.394148806730438,-10.0,-10.5,1.6058511932695616,2.1058511932695616,10.0,10.5,False,True,not_fbs_vs_fbs
2,401866414,2026-09-12T22:00:00.000Z,Buffalo,Florida International,2084,2229,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,11.634145386381222,11.951614212045156,"[-0.340465159617007,23.878746216734108]","[-11.712083457429179,34.458520459084525]","[-24.76014345332856,46.49499893478411]",Bovada,Florida International -9.0,10.0,9.0,9.0,33.0,20.0,13.0,1.6341453863812223,2.6341453863812223,1.6341453863812223,2.6341453863812223,-1.0,1.6341453863812223,2.6341453863812223,-1.0,-1.3658546136187777,-3.0,-4.0,1.6341453863812223,2.6341453863812223,3.0,4.0,True,True,
2,401866415,2026-09-12T17:00:00.000Z,Colgate,Central Michigan,2142,2117,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,11.958481059414838,11.956953111011705,"[-0.5650147749235835,24.454656823798974]","[-11.861169013942254,35.753131813665966]","[-24.58824960576974,48.62365690745593]",Bovada,Central Michigan -18.5,22.0,18.5,18.5,13.0,10.0,3.0,-10.041518940585162,-6.541518940585162,10.041518940585162,6.541518940585162,-3.5,10.041518940585162,6.541518940585162,3.5,8.958481059414838,19.0,15.5,-10.041518940585162,-6.541518940585162,-19.0,-15.5,False,True,not_fbs_vs_fbs
2,401866416,2026-09-12T16:00:00.000Z,Wofford,Kent State,2747,2309,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,5.80376290191807,5.701558670451586,"[-6.447843453314508,17.917457706909925]","[-17.343196720009125,29.074333831691877]","[-29.633870281562196,41.94691316672124]",Bovada,Kent State -11.0,11.0,11.0,11.0,36.0,15.0,21.0,-5.19623709808193,-5.19623709808193,5.19623709808193,5.19623709808193,0.0,5.19623709808193,5.19623709808193,0.0,-15.19623709808193,-10.0,-10.0,-5.19623709808193,-5.19623709808193,10.0,10.0,False,True,not_fbs_vs_fbs
2,401866417,2026-09-12T17:00:00.000Z,Holy Cross,Miami (OH),107,193,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,30.245878170529522,30.380797573376828,"[18.30717806373787,42.31330748513459]","[7.252479825017825,53.038313618608534]","[-5.498331934530277,65.27911860259798]",Bovada,Miami (OH) -30.5,30.5,30.5,30.5,45.0,7.0,38.0,-0.2541218294704777,-0.2541218294704777,0.2541218294704777,0.2541218294704777,0.0,0.2541218294704777,0.2541218294704777,0.0,-7.754121829470478,-7.5,-7.5,-0.2541218294704777,-0.2541218294704777,7.5,7.5,False,True,not_fbs_vs_fbs
2,401866418,2026-09-12T22:00:00.000Z,Jacksonville State,Ohio,55,195,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,1.8364922094786684,1.7682680277308693,"[-10.65578414149477,14.26881753455626]","[-21.781567148504173,25.566367209990826]","[-34.348878217549704,38.358689811004304]",Bovada,Ohio -2.0,2.0,2.0,2.0,29.0,27.0,2.0,-0.16350779052133158,-0.16350779052133158,0.16350779052133158,0.16350779052133158,0.0,0.16350779052133158,0.16350779052133158,0.0,-0.16350779052133158,0.0,0.0,-0.16350779052133158,-0.16350779052133158,0.0,0.0,True,True,
2,401866419,2026-09-12T19:30:00.000Z,Central Connecticut,Toledo,2115,2649,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,39.9607644559212,40.36593494852096,"[28.187845972210557,52.1301655307767]","[16.760431553544503,62.5517290060813]","[3.3449768268193605,74.40645453837304]",Bovada,Toledo -36.5,36.0,36.5,36.5,63.0,10.0,53.0,3.9607644559212005,3.4607644559212005,3.9607644559212005,3.4607644559212005,0.5,3.9607644559212005,3.4607644559212005,0.5,-13.0392355440788,-17.0,-16.5,3.9607644559212005,3.4607644559212005,17.0,16.5,False,True,not_fbs_vs_fbs
2,401866420,2026-09-12T19:30:00.000Z,Sacred Heart,Massachusetts,2529,113,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,15.350883726625728,15.382651058003848,"[2.8887124923450274,27.879652629856075]","[-8.549591923825856,39.216367281570626]","[-21.74931348061503,52.12963992178141]",Bovada,Massachusetts -23.5,23.5,23.5,23.5,37.0,10.0,27.0,-8.149116273374272,-8.149116273374272,8.149116273374272,8.149116273374272,0.0,8.149116273374272,8.149116273374272,0.0,-11.649116273374272,-3.5,-3.5,-8.149116273374272,-8.149116273374272,3.5,3.5,False,True,not_fbs_vs_fbs
2,401866421,2026-09-12T22:30:00.000Z,Monmouth,Western Michigan,2405,2711,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,38.71490676869353,38.90289440143282,"[27.501816046496863,50.12985431772832]","[16.813453069605384,60.356754965437226]","[4.10792066430354,72.2396923187181]",Bovada,Western Michigan -28.5,27.5,28.5,28.5,49.0,14.0,35.0,11.214906768693531,10.214906768693531,11.214906768693531,10.214906768693531,1.0,11.214906768693531,10.214906768693531,1.0,3.714906768693531,-7.5,-6.5,11.214906768693531,10.214906768693531,7.5,6.5,False,True,not_fbs_vs_fbs
2,401867796,2026-09-12T23:30:00.000Z,Louisiana Tech,LSU,2348,99,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,15.33809471611509,15.702796714644323,"[3.986087509090676,27.0067843005649]","[-7.046899162009113,37.12500001584821]","[-19.924025139159404,48.81181455314516]",Bovada,LSU -35.0,33.5,35.0,35.0,45.0,14.0,31.0,-18.16190528388491,-19.66190528388491,18.16190528388491,19.66190528388491,1.5,18.16190528388491,19.66190528388491,-1.5,-15.66190528388491,2.5,4.0,-18.16190528388491,-19.66190528388491,-2.5,-4.0,True,True,
2,401867929,2026-09-12T16:00:00.000Z,Wagner,James Madison,2681,256,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,39.218809201682355,39.56516965479991,"[27.360989780270323,51.43428424086416]","[15.939918114518392,61.99394506257728]","[2.5134557403210303,73.9907036669582]",Bovada,James Madison -46.5,45.5,46.5,46.5,87.0,3.0,84.0,-6.281190798317645,-7.281190798317645,6.281190798317645,7.281190798317645,1.0,6.281190798317645,7.281190798317645,-1.0,-44.781190798317645,-38.5,-37.5,-6.281190798317645,-7.281190798317645,38.5,37.5,False,True,not_fbs_vs_fbs
2,401868008,2026-09-12T23:30:00.000Z,Fordham,Coastal Carolina,2230,324,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,25.94363477517044,26.079337683310698,"[13.812788874714279,38.20870307456627]","[2.534544865657279,49.15289707115941]","[-10.515355076194957,61.66694459767909]",Bovada,Coastal Carolina -37.5,34.5,37.5,37.5,45.0,7.0,38.0,-8.556365224829559,-11.556365224829559,8.556365224829559,11.556365224829559,3.0,8.556365224829559,11.556365224829559,-3.0,-12.056365224829559,-3.5,-0.5,-8.556365224829559,-11.556365224829559,3.5,0.5,False,True,not_fbs_vs_fbs
2,401868187,2026-09-12T16:00:00.000Z,Gardner-Webb,Liberty,2241,2335,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,25.68814750630127,25.89110600302358,"[13.608896929038806,37.95423275663748]","[2.248158287195646,48.81029447702724]","[-10.915926114206453,61.25050003759455]",Bovada,Liberty -28.5,27.5,28.5,28.5,24.0,23.0,1.0,-1.81185249369873,-2.81185249369873,1.81185249369873,2.81185249369873,1.0,1.81185249369873,2.81185249369873,-1.0,24.68814750630127,26.5,27.5,-1.81185249369873,-2.81185249369873,-26.5,-27.5,False,True,not_fbs_vs_fbs
2,401868241,2026-09-12T23:00:00.000Z,West Georgia,Arkansas State,2698,2032,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,36.53800581611197,36.80455495566638,"[24.872446514652985,48.45378955396657]","[13.800059124252423,58.864665258736196]","[0.9292847140243483,70.76208800445039]",Bovada,Arkansas State -31.5,31.5,31.5,31.5,52.0,7.0,45.0,5.038005816111969,5.038005816111969,5.038005816111969,5.038005816111969,0.0,5.038005816111969,5.038005816111969,0.0,-8.46199418388803,-13.5,-13.5,5.038005816111969,5.038005816111969,13.5,13.5,False,True,not_fbs_vs_fbs
2,401868326,2026-09-12T20:00:00.000Z,Alabama State,Troy,2011,2653,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,19.978452326008,20.154964061961348,"[7.012436525022409,33.07754482324346]","[-4.971938735335613,44.6116741114559]","[-18.463160114462973,57.64574594456525]",Bovada,Troy -24.0,22.5,24.0,24.0,34.0,17.0,17.0,-2.521547673992,-4.021547673992,2.521547673992,4.021547673992,1.5,2.521547673992,4.021547673992,-1.5,2.978452326008,5.5,7.0,-2.521547673992,-4.021547673992,-5.5,-7.0,False,True,not_fbs_vs_fbs
2,401869955,2026-09-12T23:00:00.000Z,Georgia State,Kennesaw State,2247,338,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,8.489513827438673,8.751448455665578,"[-4.405783978790735,21.599500707876178]","[-16.333153604792425,32.87374655000411]","[-29.69699373365414,45.44636169691946]",Bovada,Kennesaw State -7.5,9.0,7.5,7.5,17.0,31.0,-14.0,-0.5104861725613272,0.9895138274386728,0.5104861725613272,0.9895138274386728,-1.5,0.5104861725613272,0.9895138274386728,-0.47902765487734555,22.48951382743867,23.0,21.5,-0.5104861725613272,0.9895138274386728,-23.0,-21.5,True,True,
2,401871045,2026-09-12T23:00:00.000Z,Middle Tennessee,Marshall,2393,276,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,8.240725666531457,8.428853317075081,"[-3.9302163504618357,20.569076293936263]","[-15.215614549582876,31.384845463516022]","[-28.06835648134949,43.65317535168645]",Bovada,Marshall -13.0,14.0,13.0,13.0,28.0,26.0,2.0,-5.759274333468543,-4.759274333468543,5.759274333468543,4.759274333468543,-1.0,5.759274333468543,4.759274333468543,1.0,6.240725666531457,12.0,11.0,-5.759274333468543,-4.759274333468543,-12.0,-11.0,True,True,
2,401871046,2026-09-12T23:00:00.000Z,Lindenwood,Missouri State,2815,2623,fcs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-09-08,official,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-09-08T11:43:00.275833Z,2026-weekly-2026-09-08T11-43-00.275833Z-context,2026-preseason-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,20.040565658885804,20.04857500037847,"[7.953047113456076,32.15526891517021]","[-3.1172953280816125,43.20430111093883]","[-15.951039191657443,55.90463873642683]",Bovada,Missouri State -17.0,17.0,17.0,17.0,48.0,14.0,34.0,3.0405656588858037,3.0405656588858037,3.0405656588858037,3.0405656588858037,0.0,3.0405656588858037,3.0405656588858037,0.0,-13.959434341114196,-17.0,-17.0,3.0405656588858037,3.0405656588858037,17.0,17.0,False,True,not_fbs_vs_fbs
3,401856685,2026-09-19T19:30:00.000Z,Florida State,Alabama,52,333,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-13T12-02-55.255941Z-context,2026-09-13,official,2026-09-13T12:02:55.255941Z,2026-09-13T12:02:55.255941Z,2026-09-13T12:02:55.255941Z,2026-weekly-2026-09-13T12-02-55.255941Z-context,2026-weekly-2026-09-08T11-43-00.275833Z-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,18.534781963406264,18.793668472070454,"[8.07202767193725,29.237410152870655]","[-2.078598129056647,38.73958352390401]","[-14.191733933616906,49.92638814571889]",Bovada,Alabama -18.5,20.5,18.5,18.5,50.0,36.0,14.0,-1.9652180365937362,0.03478196340626383,1.9652180365937362,0.03478196340626383,-2.0,1.9652180365937362,0.03478196340626383,1.9304360731874723,4.534781963406264,6.5,4.5,-1.9652180365937362,0.03478196340626383,-6.5,-4.5,True,True,
3,401856686,2026-09-19T16:00:00.000Z,Georgia,Arkansas,61,8,fbs,fbs,False,context-1.2,Context 1.2,context,1.2,context_prior,2026-weekly-2026-09-13T12-02-55.255941Z-context,2026-09-13,official,2026-09-13T12:02:55.255941Z,2026-09-13T12:02:55.255941Z,2026-09-13T12:02:55.255941Z,2026-weekly-2026-09-13T12-02-55.255941Z-context,2026-weekly-2026-09-08T11-43-00.275833Z-context,reconstruction,True,False,False,pregame_artifact_in_reconstruction_study,future,-24.0495379117072,-24.17831133978273,"[-34.24743139223451,-13.979469552840637]","[-43.499885392979685,-4.408523113294069]","[-54.47601852139528,7.076328081207215]",Bovada,Georgia -24.5,-24.5,-24.5,-24.5,17.0,45.0,-28.0,0.45046208829279877,0.45046208829279877,0.45046208829279877,0.45046208829279877,0.0,0.45046208829279877,0.45046208829279877,0.0,3.9504620882927988,3.5,3.5,0.45046208829279877,0.45046208829279877,-3.5,-3.5,True,True,
