bin,control,correlation,early_defense_mean,early_offense_mean,kind,lag,late_defense_mean,late_offense_mean,n_games,n_pairs,period,relation,scale,season,slope,team_id
,,,-4.23373877668072,4.886450019125118,early_late,,-4.066906970332832,7.931923439023895,12,,training,,,2011,,12
,,,5.655016729910073,6.275205525715909,early_late,,-2.3944235664770765,0.34467397681959494,12,,training,,,2011,,120
,,,5.977912817930845,-6.704949584327475,early_late,,-1.1167811845012214,-1.0632071169617323,14,,training,,,2011,,127
,,,-2.8541611360086336,9.29999215629594,early_late,,-3.405289533983395,2.5592296070063356,10,,training,,,2011,,13
,,,4.411758434132822,-0.5894111565104497,early_late,,0.22820916347151762,-4.495588598080374,13,,training,,,2011,,130
,,,-2.607980689293331,-5.321125226820826,early_late,,7.116405899918836,-1.2180970240577687,12,,training,,,2011,,135
,,,2.0989124675890807,2.219101263394919,early_late,,-0.11900865448094626,1.0774225559156874,13,,training,,,2011,,142
,,,4.796479943203188,-1.7499979276576403,early_late,,3.2458827029680024,-5.088620221008601,12,,training,,,2011,,145
,,,-0.9126680230385503,0.6198989909190665,early_late,,-5.084090814015609,1.2841320306778243,11,,training,,,2011,,147
,,,-10.979392523751969,-3.2246032875721284,early_late,,3.7759545259875136,1.1441773706809482,11,,training,,,2011,,149
,,,-0.10454363438326138,-0.651021505244089,early_late,,3.395048409030867,0.06054548505426046,12,,training,,,2011,,150
,,,-2.5692663929659485,-1.9968355163359428,early_late,,-2.2884732907459884,3.0436904519440726,12,,training,,,2011,,151
,,,-8.822016161982981,-2.580468979728033,early_late,,6.883623312213875,-3.6973173064808735,13,,training,,,2011,,152
,,,6.7295437117603605,-1.983600825767135,early_late,,-2.2507809300989834,0.025421308349125735,13,,training,,,2011,,153
,,,0.8536448687498931,2.640500331222397,early_late,,0.9782045789291866,-4.745593182622705,13,,training,,,2011,,154
,,,5.895991836692433,-6.047147117675896,early_late,,-0.9039646720305048,-5.017223308818552,8,,training,,,2011,,155
,,,-5.692301975580719,2.7612201535584533,early_late,,6.35474075704667,-6.654771290219506,13,,training,,,2011,,158
,,,1.684560621304631,-6.728698015483415,early_late,,5.699438127804289,-1.313820508983758,10,,training,,,2011,,159
,,,0.5778609818730608,6.7326502180529015,early_late,,2.351865557467502,-4.779911597839064,11,,training,,,2011,,16
,,,-12.475243857361555,6.051537399990305,early_late,,-3.701054810883815,2.1486495152911007,12,,training,,,2011,,160
,,,4.033145649206917,-1.780112987581131,early_late,,0.6980115447287843,3.084752907940737,10,,training,,,2011,,163
,,,3.353203792905706,-5.667177258657749,early_late,,4.220488984859893,-8.154508376172044,13,,training,,,2011,,164
,,,1.8225882775843119,0.6547520202743726,early_late,,-8.735424228828899,3.049120466242115,13,,training,,,2011,,166
,,,-6.9507842869813565,-0.9972621578421847,early_late,,0.3174389590465883,-9.517063964930017,12,,training,,,2011,,167
,,,0.6170116015158555,-1.0184692574944143,early_late,,0.8504667913560808,6.837208154568034,10,,training,,,2011,,171
,,,0.14830610627468133,1.335047469486635,early_late,,-7.688979910187561,7.897761453024392,10,,training,,,2011,,172
,,,0.6782873942383828,-1.0348571432891125,early_late,,2.2998735253447973,-1.867962731965142,12,,training,,,2011,,183
,,,-2.1620213367530225,2.7915007923861492,early_late,,3.0185010447828944,-2.482668545860378,12,,training,,,2011,,189
,,,7.573678034852814,-8.427491555790459,early_late,,7.484736834157225,0.9835672435139529,12,,training,,,2011,,193
,,,7.930232869037476,-5.40427005493913,early_late,,5.094263494755205,-2.200962838225258,13,,training,,,2011,,194
,,,0.6361379937286945,-3.4752958371010556,early_late,,-0.36004223061034374,-2.306468163070854,14,,training,,,2011,,195
,,,-10.544095110647042,10.454735298709688,early_late,,-5.1005360546233165,13.889951898110509,13,,training,,,2011,,197
,,,-2.90465725605513,-1.405826846698402,early_late,,-2.091730532164074,-5.282935391045299,13,,training,,,2011,,2
,,,-9.545979138671735,5.695568043583214,early_late,,2.7822713214552124,3.772759274189035,13,,training,,,2011,,2005
,,,0.9447282769466838,-3.7684162605808127,early_late,,-4.92496025144834,-6.092796508758279,12,,training,,,2011,,2006
,,,3.3625395867357923,8.934970463365799,early_late,,-4.654268962021961,1.76479041928329,13,,training,,,2011,,201
,,,3.198214866593182,-6.8150437701948645,early_late,,2.2189533355681297,-10.23874974566436,10,,training,,,2011,,2010
,,,8.794680820832223,-2.6949743874323824,early_late,,1.309410216422164,-5.792737309254773,10,,training,,,2011,,2011
,,,11.795468475993292,-1.0955679385725312,early_late,,0.2342451857051472,-1.201235673305121,9,,training,,,2011,,2016
,,,-6.49566769765217,-0.1635039549621092,early_late,,1.2066440416587285,4.768560565821123,13,,training,,,2011,,202
,,,-3.454518392844769,2.2389295311737576,early_late,,2.217355227009753,-2.7477552616301453,12,,training,,,2011,,2026
,,,-4.315382354893119,0.04358123054105523,early_late,,6.48295613836445,-5.930302498423596,9,,training,,,2011,,2029
,,,2.1558649344580583,-3.723946269736103,early_late,,0.07328778795868983,0.6352043121210842,13,,training,,,2011,,2032
,,,-1.4751473467520981,-3.3549585509462596,early_late,,5.631100201774959,1.6299306111316876,12,,training,,,2011,,204
,,,-4.143729226900052,4.179107882247675,early_late,,-4.6642714070877584,-5.899752266098028,10,,training,,,2011,,2046
,,,-6.352855189664054,-8.11375764636738,early_late,,-4.462162039843022,6.2033350361803725,12,,training,,,2011,,2050
,,,-3.196519265264308,-1.6417300290844679,early_late,,7.25138174405987,2.6159008850496,10,,training,,,2011,,2065
,,,4.63615909373266,-1.3770995430553874,early_late,,6.979210919070911,-9.819232902902321,11,,training,,,2011,,2083
,,,7.1782872384664165,0.13180936760558679,early_late,,1.6571639972686463,0.6559944066253749,12,,training,,,2011,,2084
,,,-0.18388298552724347,7.45285837768471,early_late,,-3.448854384651429,-2.084335243661698,9,,training,,,2011,,2086
,,,-4.992043327441341,2.394698035770613,early_late,,-8.093311094322527,6.471208046667205,10,,training,,,2011,,2097
,,,2.4023860139973823,0.882004962433926,early_late,,-2.0967130454685408,-2.106225092734717,13,,training,,,2011,,21
,,,-7.573894277832609,2.5929268736591555,early_late,,-5.162630032193325,2.5018891087964037,12,,training,,,2011,,2110
,,,2.251279033754249,-1.5842018252560206,early_late,,-4.811193988247861,4.57554737496409,10,,training,,,2011,,2115
,,,11.831365383225458,-3.8817791543020372,early_late,,5.340876474282859,0.6730402169729212,12,,training,,,2011,,2116
,,,2.1978821232886574,1.1514042524278292,early_late,,-0.9160597265514786,0.7494373494719154,12,,training,,,2011,,2117
,,,-2.572174280229797,2.206908987624094,early_late,,-1.0021394359177365,6.984601927294217,9,,training,,,2011,,2127
,,,11.765110998991666,-11.94803353853583,early_late,,4.531322866406916,-11.47818918085926,13,,training,,,2011,,213
,,,0.9211814329563287,3.374703562095499,early_late,,0.6668727868285289,-5.199782117580505,13,,training,,,2011,,2132
,,,-4.7931599813122165,0.19358138189973673,early_late,,-0.1071716930480342,1.0943844849787336,11,,training,,,2011,,2142
,,,4.901257178413314,-9.712001458374731,early_late,,-0.28784678906024014,-3.5233276480705085,9,,training,,,2011,,2166
,,,3.256495208015685,-5.178985650994584,early_late,,1.8943054952626137,1.2810468584745678,10,,training,,,2011,,2168
,,,-4.594006298326776,-4.407264935114822,early_late,,3.1936850265461154,-4.019573610241932,10,,training,,,2011,,2169
,,,9.82487517674415,-3.721602694116678,early_late,,4.638324318170573,-4.371187729095605,13,,training,,,2011,,218
,,,2.8267691369285517,-7.286489499859494,early_late,,2.345086828187384,0.1318281913993367,9,,training,,,2011,,2181
,,,-1.1771723057272439,0.20956905748470903,early_late,,1.060885147414923,-5.922743859743495,11,,training,,,2011,,2184
,,,-2.1473949649662223,-4.960653601754268,early_late,,3.0020690441437465,2.7888104073557,10,,training,,,2011,,219
,,,2.1421290739125234,7.07469608787014,early_late,,-0.08746604537663849,0.13260865116864848,11,,training,,,2011,,2197
,,,5.5534022149778215,-2.253149861003653,early_late,,-3.718856198542852,2.316033312817249,12,,training,,,2011,,2198
,,,1.326460271083376,-9.76532587999501,early_late,,6.210595049703653,-2.957241207606284,12,,training,,,2011,,2199
,,,3.3255142542386227,-1.554296949955539,early_late,,7.087750058104482,-4.636047703447409,13,,training,,,2011,,221
,,,-2.8620786049279405,-3.3072893687481004,early_late,,-7.467920325646927,8.318821037565026,10,,training,,,2011,,2210
,,,5.927738534036865,-5.517472229783294,early_late,,1.4637989657232235,2.832021810416659,11,,training,,,2011,,222
,,,7.738313620715924,-2.596189303260681,early_late,,-1.6502878399401322,-7.151457430583403,12,,training,,,2011,,2226
,,,3.788260504031424,-2.712909086611848,early_late,,6.7570994225563,-8.252412624709876,13,,training,,,2011,,2229
,,,7.661407195190006,-1.6060257908523752,early_late,,1.5733753412451275,-2.1220656236252373,11,,training,,,2011,,2230
,,,3.5006556180946387,-5.942483336273693,early_late,,-7.271348876729351,-1.384607513517397,8,,training,,,2011,,2241
,,,-5.379885910969726,2.4505049668425887,early_late,,5.955591021392497,1.5367768290488923,8,,training,,,2011,,2247
,,,8.597032696597012,-4.016225940191036,early_late,,-1.6952961427672384,-7.908554779555286,10,,training,,,2011,,225
,,,-1.7866488270322392,3.6000925361797145,early_late,,2.5039495509230636,-4.609309085864982,11,,training,,,2011,,2261
,,,1.9647225451934163,-1.702710440848966,early_late,,4.188646845658369,4.075388208870323,11,,training,,,2011,,227
,,,-1.738335472979958,3.7216592676188642,early_late,,-8.468517786845322,0.4421991378370243,14,,training,,,2011,,228
,,,-3.494675192874245,-3.907933829662293,early_late,,6.064666918689244,-1.8819250514321364,11,,training,,,2011,,2287
,,,0.1665893332050065,0.12011146234417798,early_late,,4.105527433647365,-3.76112747076167,13,,training,,,2011,,2294
,,,-1.2897395139366803,3.097001849275273,early_late,,3.1849771048838758,-1.050503754126393,10,,training,,,2011,,2296
,,,1.018498244911891,-3.316004679064715,early_late,,-1.6725007453092182,1.3263296640475108,12,,training,,,2011,,23
,,,-14.621176262540075,10.332345866599097,early_late,,0.38357996654215754,-3.7106558234945033,12,,training,,,2011,,2305
,,,0.3732626675224626,-6.5065485366717,early_late,,-8.908745676791414,4.510313704513838,13,,training,,,2011,,2306
,,,3.571188315032504,-8.975289555828326,early_late,,9.114838548081137,-6.886331042562136,12,,training,,,2011,,2309
,,,-0.9459617800972431,2.0407795831147104,early_late,,-0.8049302205301014,1.5551843701550911,11,,training,,,2011,,231
,,,-4.725515410143404,4.355670397512993,early_late,,-13.430860671431441,0.08921402511384287,9,,training,,,2011,,2320
,,,-6.000956556478672,0.3672662882147624,early_late,,-1.3153518880966193,-1.4656475619217044,12,,training,,,2011,,2329
,,,2.0018883595587935,1.808749405190465,early_late,,-1.7358316763455122,-1.3490903131335585,8,,training,,,2011,,233
,,,3.622619049545113,3.469420253966928,early_late,,-3.7318675423679664,0.4548738208439865,9,,training,,,2011,,2335
,,,-4.302906158779207,-2.3493840296400346,early_late,,5.8032371998424646,-0.3491319902808548,13,,training,,,2011,,2348
,,,-2.4169675482161543,-7.963445419076983,early_late,,2.328221003286638,-0.6729485873566331,12,,training,,,2011,,235
,,,4.878167635036528,-3.7670431287836323,early_late,,6.855870469930347,2.2426118331423006,11,,training,,,2011,,236
,,,5.11680361086961,-3.8964550259184363,early_late,,9.658508562962878,-7.121416740491836,11,,training,,,2011,,2368
,,,3.0797259682453344,1.0345152044251749,early_late,,-2.000567561036899,-2.6360484200471683,10,,training,,,2011,,2377
,,,5.3853520741573275,-6.994459130036834,early_late,,5.865637036082551,2.856124988816373,13,,training,,,2011,,238
,,,-12.484069127143384,9.162216487959826,early_late,,-17.234894678191033,14.390107960777028,13,,training,,,2011,,239
,,,2.774572803772333,1.0614282662448364,early_late,,9.271075270119956,-7.06342765385665,12,,training,,,2011,,2390
,,,0.5221199517896699,9.020950361146399,early_late,,-4.106778075720758,-5.607947666364031,12,,training,,,2011,,2393
,,,3.648989970153846,5.147820379510574,early_late,,-8.661326033819629,7.757733347485624,13,,training,,,2011,,24
,,,-3.0973710790015416,-1.332851938011811,early_late,,12.867603500839714,-3.0975069878001853,11,,training,,,2011,,2400
,,,4.544523648646197,-3.535401654808517,early_late,,-5.389172006655902,4.108680467667161,11,,training,,,2011,,2405
,,,-9.029909649987276,15.956831713224677,early_late,,-6.496774407193089,8.86774473379664,10,,training,,,2011,,2413
,,,2.4214425055845155,-12.245990480457868,early_late,,-0.6091024439861338,1.2776389192258197,11,,training,,,2011,,2415
,,,2.314391970993651,1.1465557136837123,early_late,,-3.378984493766168,0.11984591559055839,12,,training,,,2011,,242
,,,2.1194452846389598,7.072967413778131,early_late,,-1.5443962301830336,-0.6386320202196932,12,,training,,,2011,,2426
,,,-4.604503202049079,2.7816022172876087,early_late,,7.8678985298047674,-1.5453601069832785,10,,training,,,2011,,2428
,,,6.67245333171358,-1.7073578724805802,early_late,,3.678182865685517,0.8436799417089121,12,,training,,,2011,,2433
,,,-4.955965294832501,-3.1430130130626233,early_late,,-2.8144945574119693,-0.1489974813885754,12,,training,,,2011,,2439
,,,1.6263318322395701,-0.20817109173703527,early_late,,-0.4633432661473442,3.527144686586479,13,,training,,,2011,,2440
,,,5.763248960725439,3.2860860698731655,early_late,,-2.6632584996306847,1.7234828635812687,10,,training,,,2011,,2447
,,,3.5637218369562573,-2.6495367998317887,early_late,,2.0239542250360665,-2.189304411751979,10,,training,,,2011,,2448
,,,4.350187877027982,-1.123030865620158,early_late,,-0.2249271013099389,-3.8752227751350232,12,,training,,,2011,,2449
,,,-1.1046539323532805,11.801110277610059,early_late,,-3.30431975332136,7.257596770841034,13,,training,,,2011,,245
,,,2.0209444507472893,-5.624266313072871,early_late,,3.9013621826304203,-3.8970816393428103,11,,training,,,2011,,2450
,,,-1.9875020195466326,1.7986033997900528,early_late,,5.17454789844515,6.961289261657103,10,,training,,,2011,,2458
,,,-12.575377604387663,4.090560393873971,early_late,,-5.356356631518614,3.697217436020875,14,,training,,,2011,,2459
,,,6.223933805911712,-1.4344701219216145,early_late,,1.766075419527083,-7.032368402446148,12,,training,,,2011,,2460
,,,0.8503980268777085,0.5829650408353253,early_late,,1.9186769029045212,4.105418266116475,10,,training,,,2011,,2464
,,,5.756632463008232,-3.142752650066263,early_late,,-1.07924449150268,-0.8925031282907255,10,,training,,,2011,,2466
,,,-8.266137603393934,9.073368696602635,early_late,,-3.165713499947843,11.967631595643123,14,,training,,,2011,,248
,,,-3.6853704540867582,8.980567544174873,early_late,,-9.334741348332248,8.084318032973004,14,,training,,,2011,,2483
,,,-2.4908400084437567,-3.492009599087029,early_late,,1.8066222373734628,2.8054526467301906,12,,training,,,2011,,249
,,,-3.8749837300949044,-0.5620314483250292,early_late,,6.6498524431284265,-1.7882310327091788,13,,training,,,2011,,25
,,,-9.857097809176004,6.434147839690252,early_late,,-2.750603175622799,3.791693743144709,9,,training,,,2011,,2502
,,,-12.167500870121255,4.130351604201808,early_late,,3.980982703334884,-2.5211648223420515,11,,training,,,2011,,2504
,,,-12.516253530429301,6.869692902938569,early_late,,4.16324068816117,-0.45001794862687633,9,,training,,,2011,,2506
,,,2.023737215908292,-2.522740654952537,early_late,,-2.102468482506663,-1.6834091012014116,13,,training,,,2011,,2509
,,,0.34695818287148467,0.08605572616815789,early_late,,5.765586347390992,-3.815354271303755,13,,training,,,2011,,251
,,,-1.4850587069062424,-13.486228297549516,early_late,,1.4029147865277547,1.9890817567379107,13,,training,,,2011,,252
,,,11.453370902535315,0.4178900435250476,early_late,,0.15988121254946286,0.5281040572428966,11,,training,,,2011,,2523
,,,2.3567090149332506,-4.456549621854796,early_late,,-3.3209428906923115,1.3806132873344559,11,,training,,,2011,,2529
,,,0.4196328978677656,3.18351609498223,early_late,,1.031955289190727,0.5853633190693467,11,,training,,,2011,,253
,,,0.04216947519239541,-2.764382600789079,early_late,,0.6682592519039288,4.869815429930697,12,,training,,,2011,,2534
,,,-1.0630363700219498,4.323704993190003,early_late,,1.3714221377458569,-2.2737886260743028,10,,training,,,2011,,2535
,,,6.44792480826144,-3.9318863959327213,early_late,,3.5954754817472474,-6.842607994090358,13,,training,,,2011,,254
,,,-5.55837542809801,0.4283659351139445,early_late,,0.04060008938344595,-7.3726585474046,10,,training,,,2011,,2542
,,,-9.307927888444109,11.046225403860465,early_late,,-3.5563713277009086,4.497036702177712,11,,training,,,2011,,2545
,,,-8.815372327633881,-1.7050275358984854,early_late,,2.4460131378207444,3.7660878343660307,10,,training,,,2011,,2546
,,,2.941334292335611,-8.365217783645862,early_late,,4.489310129362241,-5.171567555044854,13,,training,,,2011,,256
,,,3.411343664264919,1.3648657934040909,early_late,,0.8200878410402078,-9.903709920511682,13,,training,,,2011,,2567
,,,9.634848422551638,1.9576855316993658,early_late,,-0.02340022146335811,-3.8033255249180704,11,,training,,,2011,,2569
,,,4.236980352667078,1.5917695888469177,early_late,,4.069403467481405,0.9561448306933572,11,,training,,,2011,,257
,,,-6.212010723774917,-3.9016659320395206,early_late,,-1.0516659438221059,5.446186530500957,11,,training,,,2011,,2571
,,,-0.4456670078806856,0.15718487557527944,early_late,,-3.0137283410280316,0.4053310402772219,14,,training,,,2011,,2572
,,,-1.8182394567333313,-1.5791419134366578,early_late,,3.981807679166959,-9.637968608285695,13,,training,,,2011,,2579
,,,0.5752778758068215,-6.304533328387341,early_late,,2.344993525629633,-7.664518521636545,13,,training,,,2011,,258
,,,4.469960838368285,0.4344799793580165,early_late,,2.5026078303536576,-4.3143545101380925,11,,training,,,2011,,2582
,,,4.203652850952037,-3.907780979877713,early_late,,4.216596332340809,-7.872686742976844,14,,training,,,2011,,259
,,,-10.00928644016107,6.377454923050884,early_late,,-10.330142899108052,12.723265130770569,11,,training,,,2011,,2598
,,,-4.350201775952457,-1.5656570808814432,early_late,,2.8791131828577115,-2.1303988644084657,14,,training,,,2011,,26
,,,-7.485529961700182,-2.2994245423634943,early_late,,4.349517043362161,10.914036184351891,10,,training,,,2011,,2617
,,,-2.033032500299212,-2.532878015474114,early_late,,-4.577525163609905,13.27217916256501,12,,training,,,2011,,2619
,,,-0.044975621990219136,-1.722138512842492,early_late,,-3.704237038803429,6.349170991075192,11,,training,,,2011,,2623
,,,-6.109947171533574,3.0102416242722643,early_late,,0.6787642678856045,5.160909763996523,13,,training,,,2011,,2628
,,,-1.738032926837112,13.026486214152621,early_late,,-3.654422165837554,1.9003670703422864,10,,training,,,2011,,2630
,,,5.273001422749748,1.2265235518889195,early_late,,8.658890693582286,-12.67561223039432,12,,training,,,2011,,2633
,,,-10.970686203078715,5.784103033101125,early_late,,0.17744022049291827,6.730848250371539,11,,training,,,2011,,2634
,,,-6.858700847887031,2.0960883882928103,early_late,,2.1507480246716324,2.9152671656613633,10,,training,,,2011,,2635
,,,3.069974283015314,2.4567156462272695,early_late,,3.3926504443792638,-4.553941525742116,6,,training,,,2011,,2636
,,,1.5230651874210264,3.1432539832268653,early_late,,-1.927770765637445,-0.9289403562807182,12,,training,,,2011,,2638
,,,-4.728137905969542,5.0587175565029625,early_late,,-12.118636917237703,4.871851035496123,13,,training,,,2011,,264
,,,-3.405809489435332,2.8975985404432865,early_late,,7.0952530778170315,-2.3402277811932386,9,,training,,,2011,,2640
,,,-5.212757772479804,12.407431023326033,early_late,,-13.805251712637807,3.433845830658864,12,,training,,,2011,,2641
,,,5.23833798410452,-4.974920652683527,early_late,,5.03123396381531,3.8913485545005044,11,,training,,,2011,,2643
,,,-0.3128090666805991,4.9740463957919046,early_late,,-15.501229906184031,13.917829475121225,13,,training,,,2011,,2649
,,,-1.0980334527000188,7.52215534310582,early_late,,-1.3090301396322293,2.023133603057832,12,,training,,,2011,,265
,,,-0.4206136058328364,1.4115501368572254,early_late,,0.8240899378510473,0.15625368054110744,12,,training,,,2011,,2653
,,,-0.9822009361021445,5.330751345667733,early_late,,-3.358286949545582,-3.002313683045997,13,,training,,,2011,,2655
,,,-13.721664893848649,0.6650764693633036,early_late,,-1.0189563227777896,-0.03221495956583453,10,,training,,,2011,,2674
,,,4.677630338975975,-3.5675804248441843,early_late,,-0.062348822738402275,3.9243925404735505,10,,training,,,2011,,2678
,,,-0.21885821640406675,-3.6321168531921133,early_late,,3.5004609353846248,0.3686837800780592,11,,training,,,2011,,2681
,,,-1.640671658053241,8.282165451094485,early_late,,-6.997008236403606,5.0378812749564945,11,,training,,,2011,,2692
,,,3.0150475260733756,-0.23016323774678327,early_late,,-3.681360964568085,-2.2946196013561315,11,,training,,,2011,,2710
,,,2.9171024844517195,1.370624613590892,early_late,,-8.007285043702426,8.840345766174254,13,,training,,,2011,,2711
,,,-9.310911517754672,8.243877718425166,early_late,,-7.288692077794719,3.0980492854172343,10,,training,,,2011,,2717
,,,7.929914331793239,-11.715296432026921,early_late,,2.977027748337816,2.9637691115497704,10,,training,,,2011,,2729
,,,0.7023299492546051,5.057119185434447,early_late,,-4.963661975967693,-1.0954391312742586,11,,training,,,2011,,2747
,,,2.866541784974216,8.103908354664421,early_late,,-2.2344677685804952,7.390534870387564,14,,training,,,2011,,275
,,,-7.851239006432485,-2.7763584908442045,early_late,,3.9672315849485904,-3.899423319460443,13,,training,,,2011,,2751
,,,-2.715758827247592,8.639030408932248,early_late,,-1.728668857755297,6.824739172123323,11,,training,,,2011,,2754
,,,-0.1129649856933316,-10.602620193957938,early_late,,-0.527245202444988,-1.740503839233034,10,,training,,,2011,,2755
,,,5.720755966757029,-10.44708029055291,early_late,,-4.895612293658971,-0.4765529123537173,13,,training,,,2011,,276
,,,-2.0941633602261045,4.526025435579732,early_late,,-7.856173421360084,2.70574310280231,13,,training,,,2011,,277
,,,-4.2608849226024725,3.1926372065366997,early_late,,-2.2831957858422074,6.358491766371663,13,,training,,,2011,,278
,,,5.22590975318875,1.1126511164007034,early_late,,-10.493045505899667,2.8714736350900645,9,,training,,,2011,,2803
,,,-3.800086257115635,7.900528629809871,early_late,,0.3671362667129359,-3.4127890367417777,11,,training,,,2011,,282
,,,-3.83520520203304,4.551536161178913,early_late,,-2.6682026358666775,1.1733934362999972,11,,training,,,2011,,290
,,,-1.9254563857527933,0.43906275523693805,early_late,,0.7279845575439451,5.540651846681823,11,,training,,,2011,,294
,,,-9.127838348733365,2.0737178292934035,early_late,,-7.69850143281496,6.085065327222389,13,,training,,,2011,,295
,,,-5.7114741700493425,-7.712643760692614,early_late,,-1.116360816063737,8.549136259959658,12,,training,,,2011,,30
,,,-4.536965943728912,3.0997754194830414,early_late,,-2.1872641017361523,-5.200522738524199,9,,training,,,2011,,301
,,,-0.011341074264973373,1.342812218039601,early_late,,7.4301181231103754,-5.783140513677671,10,,training,,,2011,,302
,,,-0.6802202495231505,4.274568986656689,early_late,,-3.9366325593541363,-2.781843323174296,10,,training,,,2011,,304
,,,-7.512505920051997,-1.2256504575794935,early_late,,-5.165965434657495,1.5388082323620433,13,,training,,,2011,,309
,,,0.24775620373423882,-3.077314390765755,early_late,,-4.622236130579428,-0.2540132858859927,12,,training,,,2011,,311
,,,6.038985299176304,-2.574273337611742,early_late,,-1.8724408823148024,1.847633814230484,11,,training,,,2011,,322
,,,2.744759857561183,0.09156106198299607,early_late,,-5.432085061828259,-4.245343698616305,9,,training,,,2011,,324
,,,2.379102186871989,0.9019392960197156,early_late,,-2.4824727572240515,-0.5957313940120986,11,,training,,,2011,,326
,,,-2.005773494309658,9.781081968162846,early_late,,-1.2483201794975745,-0.40068936962089347,13,,training,,,2011,,328
,,,3.723113255522302,-0.9220975082978569,early_late,,-12.516080174533222,10.5373278553454,11,,training,,,2011,,331
,,,9.260410986759176,-1.5740919372174307,early_late,,10.029624272367746,-4.161580586513479,13,,training,,,2011,,333
,,,6.174716712474488,-3.159786211502118,early_late,,6.434399080157256,-5.32823435015254,13,,training,,,2011,,344
,,,3.055026521477411,3.553856930834139,early_late,,5.43260588821101,-0.30000438143659736,12,,training,,,2011,,349
,,,5.117060870088897,1.903916332561403,early_late,,8.717906356520945,-13.434462833602376,13,,training,,,2011,,356
,,,-1.055357878528677,-2.0021384628188557,early_late,,3.6271514588774356,-1.0406847984325036,12,,training,,,2011,,36
,,,-0.42703618821468226,-1.1879386449180103,early_late,,-2.551749719566309,-0.48149073878100956,13,,training,,,2011,,38
,,,-0.8580004303160651,2.9731853773403305,early_late,,-1.7490061116453866,3.5636611774924902,12,,training,,,2011,,399
,,,3.619625080051937,-6.260186124142225,early_late,,4.032632067982204,-0.13520418932773381,12,,training,,,2011,,41
,,,6.57849797448948,2.765239337701434,early_late,,-5.337693397966209,-4.550952034754257,10,,training,,,2011,,43
,,,-6.55598927710854,-2.169247913896586,early_late,,8.159004530221766,-5.287587439899613,11,,training,,,2011,,46
,,,6.029507561130827,-4.837925424911555,early_late,,2.749413772629991,-6.863844864158056,10,,training,,,2011,,47
,,,7.706116387098881,-1.939094376721279,early_late,,-1.051699285377616,-3.8649579221656616,10,,training,,,2011,,48
,,,1.686215277758021,-7.648287646218583,early_late,,-6.613663500905761,5.551833575117635,12,,training,,,2011,,5
,,,-7.227322683131026,-0.8947556691734089,early_late,,5.228036123462071,0.1925552644518021,10,,training,,,2011,,50
,,,-0.43826105789070713,-1.318072262084869,early_late,,11.112401914160094,-6.611395847391795,13,,training,,,2011,,52
,,,-3.957651253264919,-0.17090989005296536,early_late,,-2.0164882086447573,2.3251078635219176,11,,training,,,2011,,55
,,,5.680324323661307,-0.32084526698196364,early_late,,5.877537921373924,-7.3934379655587765,13,,training,,,2011,,57
,,,3.822553163546472,4.276075292685643,early_late,,6.283233157170631,-1.5512697668059747,12,,training,,,2011,,58
,,,-5.577755945887799,9.375766183251372,early_late,,0.4268565268037727,-3.5826555204624038,13,,training,,,2011,,59
,,,5.919967968495289,1.6990512363491819,early_late,,-2.1400016740687255,-5.114371421967886,8,,training,,,2011,,6
,,,1.3229396851522586,-1.6456370028203484,early_late,,2.816160743231685,-0.4957505029945852,14,,training,,,2011,,61
,,,0.5422610846136676,8.188546699716879,early_late,,-3.363347259499002,-0.43594542157084654,13,,training,,,2011,,62
,,,-7.266416612007643,-2.47956114953514,early_late,,7.7045285066129585,-3.0192692549389313,13,,training,,,2011,,66
,,,3.5719828382550847,6.904146580945148,early_late,,-6.553431400598007,4.294199409278673,13,,training,,,2011,,68
,,,5.779502787711269,-0.43364174981622544,early_late,,-1.29486744306233,0.7039629662943986,12,,training,,,2011,,70
,,,-4.055294878154211,-1.4351060823483734,early_late,,2.8911546377329906,2.453071161895386,13,,training,,,2011,,77
,,,6.136759915670698,-4.330673070371684,early_late,,-2.525171432323005,7.009718079037096,11,,training,,,2011,,79
,,,-5.0877954856657075,-0.3940062225865913,early_late,,-1.1844462342015138,0.948898861389453,13,,training,,,2011,,8
,,,6.845864863079529,1.539654126158643,early_late,,-7.12590693035272,4.372923479004008,12,,training,,,2011,,84
,,,4.217163139231309,2.0493268819213704,early_late,,4.046223917319103,-4.614487729427121,13,,training,,,2011,,87
,,,7.134939814053034,6.255128609858872,early_late,,-7.8986573287508355,4.234687766840133,13,,training,,,2011,,9
,,,-1.80905975945709,4.74572947672275,early_late,,-9.248353027846811,9.76801796499477,11,,training,,,2011,,93
,,,2.359141461405844,-10.735094328630817,early_late,,8.554457471083609,-8.658687066443886,12,,training,,,2011,,96
,,,7.602274425248659,-14.110870112278837,early_late,,5.6154206041540204,-1.1083771573978696,13,,training,,,2011,,97
,,,-1.7121802179679033,-12.85172428822212,early_late,,4.509763223131032,-0.1580730341789076,12,,training,,,2011,,98
,,,4.977827475874415,-0.6419488115782396,early_late,,9.548764092215501,-2.2548046973878675,14,,training,,,2011,,99
,,,1.3342754891252977,2.954464284931135,early_late,,7.949603835545553,-5.884899088431053,12,,training,,,2012,,103
,,,3.8371076700922955,-8.376150966695752,early_late,,0.6811460663398149,7.901220762885102,11,,training,,,2012,,107
