bin,control,correlation,early_defense_mean,early_offense_mean,kind,lag,late_defense_mean,late_offense_mean,n_games,n_pairs,period,relation,scale,season,slope,team_id
,,,1.14629964522928,-3.0215366120806593,early_late,,-7.899929308174315,7.766008690087317,13,,training,,,2016,,344
,,,7.530539510877048,1.317394973349553,early_late,,-0.4616732003530285,-6.383848686765778,13,,training,,,2016,,349
,,,3.711313954581245,0.164836083720416,early_late,,-0.35834979535561,-4.859519385998882,12,,training,,,2016,,356
,,,-3.487077323308219,-5.793288060229103,early_late,,-5.08555338133062,15.476363142831776,13,,training,,,2016,,36
,,,1.127847113073939,4.365213682764142,early_late,,1.7752455358665213,-7.314037539451131,14,,training,,,2016,,38
,,,3.4597390403807573,0.41452827656059626,early_late,,5.46264073260289,-7.317284570851823,11,,training,,,2016,,399
,,,10.074163349041063,-2.3056478551530994,early_late,,3.714966212968338,-9.286203377674935,12,,training,,,2016,,41
,,,-9.74619903559909,2.840542327612863,early_late,,2.692846947277149,-4.720411689510898,10,,training,,,2016,,43
,,,7.095186206929614,-1.3180724298584319,early_late,,7.980077637163977,-9.299847666290736,11,,training,,,2016,,46
,,,0.5257003574538495,3.6263152443793514,early_late,,1.7858696596239756,1.1726110228359288,11,,training,,,2016,,47
,,,2.6532464761295187,4.20803571230936,early_late,,5.085931115895431,-5.360660854225951,11,,training,,,2016,,48
,,,-3.7377091812596306,-4.98291994507979,early_late,,-3.5144067203523,-0.5276653571403476,10,,training,,,2016,,50
,,,-12.110476913648943,2.583312349430171,early_late,,3.1125937136633155,-1.3254897621742896,13,,training,,,2016,,52
,,,-1.5267135336193103,1.0280757025605312,early_late,,1.6514612419355366,-4.795130728185844,11,,training,,,2016,,55
,,,6.088362010668931,-3.124896626119115,early_late,,-1.3046097252813063,2.8821316379306476,10,,training,,,2016,,56
,,,6.454505365303071,-6.713330892006869,early_late,,6.169435267781708,-10.285333121301708,13,,training,,,2016,,57
,,,-6.725533926918447,7.727988202220725,early_late,,-15.467778912783885,8.808423325664226,13,,training,,,2016,,58
,,,3.45577499786353,-5.517102405724022,early_late,,-3.5602341957523094,-1.4268891001613433,13,,training,,,2016,,59
,,,4.280756274421584,-2.099054929772578,early_late,,-1.9631704473716467,-2.7258038776814435,13,,training,,,2016,,6
,,,-3.37843608621866,-4.517980156472878,early_late,,6.119238943015658,-6.25575841801628,13,,training,,,2016,,61
,,,-11.061787558120415,2.4612932972840733,early_late,,-6.332054754778552,-0.05585251633044207,14,,training,,,2016,,62
,,,-2.206805530995488,2.246716598143684,early_late,,3.3410842353657473,5.673247978055809,12,,training,,,2016,,66
,,,3.061195263920451,2.226692339943846,early_late,,-4.704921386418064,-1.143004862255669,13,,training,,,2016,,68
,,,-11.327776295683615,-9.207587499877777,early_late,,-2.816876092181203,7.316469003409765,13,,training,,,2016,,70
,,,1.883739838158674,-4.49607136603549,early_late,,6.297239321408062,-1.9979870115723968,13,,training,,,2016,,77
,,,-5.55065769395364,8.604131542226202,early_late,,-0.466514743791062,5.253559952754226,11,,training,,,2016,,79
,,,-4.036658331695541,2.657130931383574,early_late,,-4.109832009841089,0.7377988000355923,13,,training,,,2016,,8
,,,1.5773754577175865,-2.757127466259018,early_late,,0.6695595236771074,-0.33995252358906897,13,,training,,,2016,,84
,,,-3.613023878976262,3.959406997653744,early_late,,6.716438081590666,5.362469425493951,12,,training,,,2016,,87
,,,-5.493353597096608,11.460168532042566,early_late,,-13.234840613105368,4.930656462918026,12,,training,,,2016,,9
,,,-4.289524819861218,-3.5347355836813783,early_late,,-7.573481466410901,8.646593230134387,11,,training,,,2016,,93
,,,-3.8850639000906106,-3.5529001574005505,early_late,,-4.818426979697593,5.41893958999261,13,,training,,,2016,,96
,,,-2.5926242704482756,18.57287280557512,early_late,,-0.6347549905777059,1.2128758192989746,13,,training,,,2016,,97
,,,-9.266384691790906,2.3364671916650606,early_late,,-2.0540005587207117,15.222201679727396,14,,training,,,2016,,98
,,,6.203035675136216,-7.103175061784669,early_late,,7.136205871319249,-2.7913632520507448,12,,training,,,2016,,99
,,,0.660043193002594,-10.507793064307345,early_late,,7.628877046291118,4.111022542402038,13,,training,,,2017,,103
,,,11.732457889134073,1.8872471253139138,early_late,,-4.102249354683989,-2.5488413248053683,11,,training,,,2017,,107
,,,5.343121377736973,-2.0923594812732964,early_late,,2.6496773730493275,-7.563581263738719,10,,training,,,2017,,108
,,,-3.730926724085201,-0.7320963147284729,early_late,,-0.9262078517089117,10.053411096727631,12,,training,,,2017,,113
,,,2.6648170659651287,-10.98039369785503,early_late,,5.08448851048326,-3.1954367929714533,11,,training,,,2017,,119
,,,-3.7794018069566953,10.174120322182477,early_late,,-11.974070116592015,13.302132121856094,13,,training,,,2017,,12
,,,-4.542300162174989,7.911221966964182,early_late,,-3.6122993120852667,-4.946802236061872,12,,training,,,2017,,120
,,,2.963514005460816,-10.704322251849122,early_late,,2.6825745749962153,-6.041223186555675,13,,training,,,2017,,127
,,,2.842269653536441,4.997058889716281,early_late,,2.6611347589380845,-2.1187905445166284,11,,training,,,2017,,13
,,,7.886141087458971,-5.874761369244356,early_late,,5.398482395995054,-4.182458222699695,13,,training,,,2017,,130
,,,7.554513223344329,-0.7799897006322775,early_late,,5.621107556304074,-7.213395367672532,12,,training,,,2017,,135
,,,-13.619838253618198,0.1670172088543073,early_late,,0.5386194016770796,14.243393068696616,13,,training,,,2017,,142
,,,-10.174311731814793,2.9458770639910448,early_late,,-4.611645388240578,5.887185021116149,12,,training,,,2017,,145
,,,2.950727046189573,0.9055162823694136,early_late,,1.4471074688045125,-0.1661511679835339,11,,training,,,2017,,147
,,,-10.72559380440764,9.429195431772197,early_late,,-1.4262156947015114,3.6271923351771096,11,,training,,,2017,,149
,,,3.1784469692776636,-1.0346975682498314,early_late,,7.590682616819271,-5.275972287589762,13,,training,,,2017,,150
,,,-13.333596869488495,0.9532585929840091,early_late,,-7.255216332571258,7.076947410118803,12,,training,,,2017,,151
,,,-2.6139007484514702,0.7465551812943124,early_late,,-0.6442380482529545,-0.22517866694770255,13,,training,,,2017,,152
,,,-0.7539506585295902,2.0782130841604727,early_late,,2.5897091856860794,3.0432313148252508,12,,training,,,2017,,153
,,,6.964521294521123,-1.4152899096730405,early_late,,-11.37440324301083,10.616084709722994,13,,training,,,2017,,154
,,,-2.2219708852467073,1.3328183509331335,early_late,,-4.575125112205908,6.644949584339379,11,,training,,,2017,,155
,,,2.1436334361486646,1.142463845505392,early_late,,-10.477023674930154,3.8551400677599066,12,,training,,,2017,,158
,,,0.8973658928300988,-3.315892743957947,early_late,,0.14312541765301176,-4.292355441357257,10,,training,,,2017,,159
,,,-4.934681059031452,8.620108177148387,early_late,,-7.389787760800549,9.33028693574474,11,,training,,,2017,,16
,,,-2.529776613192065,-0.14348949560530194,early_late,,8.269820864565386,-10.629152057936947,14,,training,,,2017,,160
,,,1.9935039832205725,7.1802453464325255,early_late,,-7.8642401141077185,13.122501249104236,10,,training,,,2017,,163
,,,2.0437756404530756,-3.8099387444437145,early_late,,4.452984953901461,-7.881517970075145,12,,training,,,2017,,164
,,,-2.6208447642487553,4.211318978441306,early_late,,-3.1443954458816115,-2.582478921719218,13,,training,,,2017,,166
,,,5.021789109437319,1.4753112385764906,early_late,,-1.8330340252611432,-4.500870282571083,12,,training,,,2017,,167
,,,-1.6526520283545985,-2.265910665142644,early_late,,8.272593840132705,-11.54066479665534,10,,training,,,2017,,171
,,,0.1376173424402957,-5.275641294347752,early_late,,10.793565790979178,-3.8196928458088664,10,,training,,,2017,,172
,,,3.6099612765445452,4.230150072350383,early_late,,-4.958515918774612,2.3736478239154497,12,,training,,,2017,,183
,,,2.142072993203268,0.2622617890091051,early_late,,-7.413113906286912,9.919049836403149,12,,training,,,2017,,189
,,,2.0252781577391943,-1.021199713121634,early_late,,6.4803650929541545,-4.6874711643557845,12,,training,,,2017,,193
,,,1.3334180726102642,8.546534196252706,early_late,,-0.98467745722365,0.9260394674586975,14,,training,,,2017,,194
,,,-7.078121122197717,3.875401006941456,early_late,,1.6392755199135942,6.486906329790273,13,,training,,,2017,,195
,,,-5.769850737389984,11.89564633863341,early_late,,-10.687966236065282,9.159664573811398,13,,training,,,2017,,197
,,,4.265232598502733,-2.417629803755588,early_late,,2.7236200222477396,2.7771940897872303,14,,training,,,2017,,2
,,,7.569594965502591,-1.9297901475719024,early_late,,1.093070011850335,0.8131447083956225,11,,training,,,2017,,2000
,,,-5.210107361768027,6.910081434037811,early_late,,-2.4057557347715597,1.926408007918501,12,,training,,,2017,,2005
,,,4.4361597587607156,-5.675274072069034,early_late,,-3.604635064507896,-4.4712899689169285,14,,training,,,2017,,2006
,,,-6.898335208942901,4.5207241723623515,early_late,,-7.690136238389302,14.077723543435903,14,,training,,,2017,,201
,,,6.122797181917926,-4.955001652809612,early_late,,3.5440972785406712,-1.0691613582473747,10,,training,,,2017,,2010
,,,8.900121565858576,-8.253077229719612,early_late,,9.389711655137658,-12.423546981650388,9,,training,,,2017,,2011
,,,4.799935747442378,0.9860411667790643,early_late,,0.17897933613108444,1.713868847491187,11,,training,,,2017,,2016
,,,-10.91779912027441,11.414364622415652,early_late,,3.8852859464002947,4.217449689090356,12,,training,,,2017,,202
,,,2.2401007633395906,-4.639710440854571,early_late,,0.3288325427440907,2.6050347811922,13,,training,,,2017,,2026
,,,3.8279815233288534,1.634842568960523,early_late,,-2.284338856438068,4.9024025067738854,9,,training,,,2017,,2029
,,,-1.4597885544946472,6.327066907977856,early_late,,-3.6486253571921563,4.423805519437849,12,,training,,,2017,,2032
,,,-9.071986911023757,-0.45179811521792007,early_late,,-2.3920395168209985,5.106790892535731,12,,training,,,2017,,204
,,,7.200171329130119,-4.133007519378115,early_late,,-6.225012816607651,3.3017684407442083,12,,training,,,2017,,2046
,,,2.485877363580384,-0.8939338406137788,early_late,,-12.349610319981258,-3.017446577291196,12,,training,,,2017,,2050
,,,3.031761273600769,-3.4454016172515045,early_late,,1.3056239091792285,-7.807634727608819,11,,training,,,2017,,2065
,,,2.4345970431801214,-4.578661593607925,early_late,,5.730642604747136,-10.715949365374243,11,,training,,,2017,,2083
,,,0.5585321778149025,3.0120543069540733,early_late,,3.233338201026075,-3.7678313896171964,12,,training,,,2017,,2084
,,,1.3156349849819433,-2.047623651806104,early_late,,-0.04324087343363203,0.5435004897783223,9,,training,,,2017,,2086
,,,7.586714961222233,3.373456324434188,early_late,,-8.17687806363222,2.6098632995797337,10,,training,,,2017,,2097
,,,3.3259901104722718,-1.2204877603885584,early_late,,-0.07492057844245181,-4.798718339994343,13,,training,,,2017,,21
,,,-1.2185665868886646,-0.19178532953680497,early_late,,2.597919412916799,3.9846607761287536,12,,training,,,2017,,2110
,,,-8.855504503469755,-1.900715267289911,early_late,,1.4154604516846307,0.4688684815632514,11,,training,,,2017,,2115
,,,-1.2588980493307547,8.073265693359305,early_late,,-14.784568728622139,10.452797841068062,13,,training,,,2017,,2116
,,,-3.8821809695425795,-6.761992173736743,early_late,,-0.26051318441001925,2.872831911180947,13,,training,,,2017,,2117
,,,10.70135192295811,-6.175810967894162,early_late,,1.3322150714520973,-6.681043565335952,10,,training,,,2017,,2127
,,,8.706522586953161,1.8720196629765546,early_late,,-2.0479624735047635,7.513954050657633,13,,training,,,2017,,213
,,,0.3344798828405053,0.4546686786463437,early_late,,0.64483794771894,-5.189664976257666,12,,training,,,2017,,2132
,,,3.4259422979866683,-9.019268465833491,early_late,,6.365211047719487,4.085285744264774,11,,training,,,2017,,2142
,,,-4.397617441936549,-0.7608760787245954,early_late,,-1.744977694987076,1.6417636682248777,9,,training,,,2017,,2166
,,,2.365934436952486,-6.447324199835561,early_late,,7.370042420533603,-4.076549549587776,11,,training,,,2017,,2168
,,,5.913070615013369,-3.932140148806792,early_late,,-7.589168139280711,0.6042797847378157,11,,training,,,2017,,2169
,,,0.2719720465365049,-10.274505824324324,early_late,,1.2893821607786582,1.4227272563696245,13,,training,,,2017,,218
,,,-7.855631816841674,-5.668890453629719,early_late,,3.2355055746998125,-1.1777530620882337,10,,training,,,2017,,2181
,,,-2.683452260720314,6.3032891024916395,early_late,,-0.3368833909684284,0.44985797224352525,10,,training,,,2017,,2184
,,,-8.28361947939208,7.353121883819874,early_late,,4.821407840276555,-2.791850796511492,9,,training,,,2017,,219
,,,-2.5314946820665774,1.2552466811453762,early_late,,1.7249430106417194,-8.688315626146325,10,,training,,,2017,,2193
,,,1.9277295690183998,-7.31748119480176,early_late,,0.7524653740557294,-7.027459929398983,11,,training,,,2017,,2197
,,,0.7128074147208701,-4.764355476131405,early_late,,5.501224793565463,0.387966156777417,11,,training,,,2017,,2198
,,,10.68335678119817,-4.651146142778437,early_late,,-0.5670493728982736,2.5984477031251205,12,,training,,,2017,,2199
,,,-3.2059561809013744,-3.7524340517622026,early_late,,7.988042213911911,-1.6797940433980258,12,,training,,,2017,,221
,,,1.4156718962627963,-4.724213513052011,early_late,,-0.3917601177851135,-6.00501875457316,12,,training,,,2017,,2210
,,,9.735523382963404,1.6903126191432434,early_late,,10.94959118507986,-9.830334118374852,11,,training,,,2017,,222
,,,-5.026583341411227,5.004839970616165,early_late,,0.24094080406598856,5.596914070565573,14,,training,,,2017,,2226
,,,-1.307507542658172,-11.494555260888296,early_late,,-3.9084767840632653,2.224868311527701,13,,training,,,2017,,2229
,,,-11.132502175877912,6.400064838079707,early_late,,0.32526021686569945,-6.121331753255681,11,,training,,,2017,,2230
,,,6.051926597234467,0.606715833414307,early_late,,8.703413106943653,-3.7098455298443938,10,,training,,,2017,,2241
,,,0.5932148097958763,-7.286596394398287,early_late,,3.152855810414603,-10.108046646288724,12,,training,,,2017,,2247
,,,-1.6738327482611552,-2.8870913850492017,early_late,,8.10954217657326,-7.9259386824370095,10,,training,,,2017,,225
,,,2.887370327951654,-7.357840435868505,early_late,,3.0144020723024396,-6.998856564485607,10,,training,,,2017,,2261
,,,5.548666443227166,-2.296544320592994,early_late,,1.9408099761948556,-0.0057819939265240095,11,,training,,,2017,,227
,,,13.231396986187297,-5.236035999855086,early_late,,3.8604614213872708,-0.2527972154007774,11,,training,,,2017,,2277
,,,4.906400924505148,-3.594768666138125,early_late,,6.221496791156334,-2.906621952919224,14,,training,,,2017,,228
,,,3.9880218327960897,-0.6252368039919567,early_late,,5.228717669527238,-2.2178743005941413,11,,training,,,2017,,2287
,,,4.769640317354674,-3.2315292732885976,early_late,,5.369638307932685,-1.4970165964763484,13,,training,,,2017,,2294
,,,-0.9846642085027412,-1.8520971945451243,early_late,,15.419005532157277,-11.394253104630769,10,,training,,,2017,,2296
,,,-8.357015032718923,-3.736826236913084,early_late,,-2.142475487932728,-2.5007879357188565,13,,training,,,2017,,23
,,,-9.258619993942398,4.528235468530106,early_late,,-0.8180390641001717,-1.6525419880767778,12,,training,,,2017,,2305
,,,0.5828632302528897,-2.4636146406079393,early_late,,-1.843896719285382,4.146591233448442,13,,training,,,2017,,2306
,,,4.353788671645737,-7.859355865881759,early_late,,-1.2637868087007476,-4.598289732677354,12,,training,,,2017,,2309
,,,-2.9481998640751517,8.745248059943375,early_late,,2.3466785308797813,0.7334198940917348,13,,training,,,2017,,231
,,,-7.122655270757792,3.832133965422046,early_late,,0.8742106318174081,-2.33904800497064,10,,training,,,2017,,2320
,,,-16.674263726387483,11.379144303491136,early_late,,-11.637755259513684,10.74898610369827,12,,training,,,2017,,2329
,,,2.604101239035613,15.130882496387471,early_late,,-7.447625252627383,5.224830396298856,13,,training,,,2017,,233
,,,-4.955741494017196,4.799047742162643,early_late,,-5.462522636230744,6.257552060314542,11,,training,,,2017,,2335
,,,-0.8903048003235862,-2.1034493378510803,early_late,,0.6345596982536027,2.0536190795588545,13,,training,,,2017,,2348
,,,-13.619406780794082,4.834115348345088,early_late,,-8.99206364750862,16.792481047562394,13,,training,,,2017,,235
,,,2.134302249153248,-1.733130736889135,early_late,,7.287721540620233,-5.325537096167813,11,,training,,,2017,,236
,,,0.11276908551710249,-0.9004895512709439,early_late,,-2.286589454402567,-0.7331814245239473,11,,training,,,2017,,2368
,,,2.8639352238225824,-3.3493234129654637,early_late,,3.1341758347396578,-3.2790828020483884,10,,training,,,2017,,2377
,,,3.380236114929719,-6.16624175593111,early_late,,-7.5528490284195655,2.6126480476038303,12,,training,,,2017,,238
,,,5.4848361676495685,4.039625403829409,early_late,,3.3357745052309604,-3.4707775707505135,11,,training,,,2017,,2382
,,,-4.6394790655026865,4.9807097303031505,early_late,,3.9708946584421176,3.543325535072124,12,,training,,,2017,,239
,,,0.41294994769791,-3.3001945898295855,early_late,,1.5380883518976043,-5.6142808382257146,13,,training,,,2017,,2390
,,,3.4199848504662054,-6.581184740177068,early_late,,-0.037353998363835066,-1.3325803313442977,13,,training,,,2017,,2393
,,,0.46917779410251825,5.0310943182649135,early_late,,2.270243643831379,-3.3904680029148446,14,,training,,,2017,,24
,,,-11.276778596278998,0.10996276693295677,early_late,,-3.844024329295661,-8.257282966083707,10,,training,,,2017,,2400
,,,-3.458486107088221,2.0949219227903995,early_late,,-8.23590999979154,3.8174980300870787,12,,training,,,2017,,2405
,,,-12.007781036202129,-2.2210396729901754,early_late,,-9.796609017511429,5.990132345700524,10,,training,,,2017,,2413
,,,3.162312952007113,-5.8515816286562,early_late,,-2.897523529243541,12.65588450063508,11,,training,,,2017,,2415
,,,2.21380859554284,-5.380427194493822,early_late,,1.5475454988605648,2.046375908217293,12,,training,,,2017,,242
,,,-3.695641397952174,4.303189011404554,early_late,,4.13350827576864,-0.4474323429261083,13,,training,,,2017,,2426
,,,0.6684561874473829,-7.176754576372778,early_late,,7.060007304486429,-8.153251332301618,10,,training,,,2017,,2428
,,,6.463486099448019,-5.416325104746143,early_late,,2.586086307974091,-2.915083282669181,12,,training,,,2017,,2429
,,,-9.766725631673017,12.565438111017045,early_late,,-9.233923807043897,7.264906602312831,12,,training,,,2017,,2433
,,,-4.274741237713306,4.512114224759198,early_late,,-1.9663903533556155,-0.8008932773322215,12,,training,,,2017,,2439
,,,-1.610158473365832,-0.6566363442266621,early_late,,-2.148266762203374,9.850563647153356,12,,training,,,2017,,2440
,,,-0.421005064601428,1.9391095260837652,early_late,,-2.999425592512978,-2.612684229301024,12,,training,,,2017,,2447
,,,2.5068906415698105,0.8616798777496498,early_late,,1.6615160347530153,-6.970261120553549,11,,training,,,2017,,2448
,,,4.05433733115938,6.155364408657048,early_late,,7.165479584313483,2.7883320586365477,15,,training,,,2017,,2449
,,,-3.613862865660341,2.7465930640854417,early_late,,-4.857175216742967,3.9904555931337136,13,,training,,,2017,,245
,,,-0.7691229685042742,-5.982381605292321,early_late,,-0.011021768106022022,-0.4242804048940677,10,,training,,,2017,,2450
,,,-12.029695658296216,10.317105546125596,early_late,,1.3741043185067254,2.36084568171868,9,,training,,,2017,,2458
,,,7.616514199289703,-7.263297004904459,early_late,,-1.8857212640535792,2.1047666886802445,13,,training,,,2017,,2459
,,,-4.610032404711187,2.5834155193073394,early_late,,2.7981589286617896,-1.5293854224119703,13,,training,,,2017,,2460
,,,-3.048018590772641,5.312095999912551,early_late,,-5.702956523348699,1.6837848398632538,12,,training,,,2017,,2464
,,,-2.0370363430793175,-1.6822471068994769,early_late,,-1.6846006355294112,1.868807394349209,11,,training,,,2017,,2466
,,,2.5198493491094216,-6.481320241533851,early_late,,0.594176492018212,2.6666073686482163,12,,training,,,2017,,248
,,,-2.297076683271232,12.156445445867936,early_late,,-2.8539984611754714,2.1364894915583514,13,,training,,,2017,,2483
,,,-12.281162556506766,6.178832184092057,early_late,,-7.08005157561543,4.196150662832678,14,,training,,,2017,,249
,,,0.5737256064723825,-0.9727522643884464,early_late,,1.4764350758066023,4.141932151829997,12,,training,,,2017,,25
,,,7.333059065135262,8.233673952060766,early_late,,-14.717095038256977,9.502979658288313,11,,training,,,2017,,2502
,,,1.672746192877856,3.659487556089809,early_late,,-4.1153592536169015,1.4713821095950521,10,,training,,,2017,,2504
,,,0.2142228799811356,-5.430987883839024,early_late,,1.8612100857133158,-4.752048551074731,10,,training,,,2017,,2506
,,,8.211400472826307,-1.0495019838770194,early_late,,4.217955896117332,-6.077270436863133,13,,training,,,2017,,2509
,,,1.9061823027073697,4.645279846004042,early_late,,6.532269219914367,-4.905814255923237,13,,training,,,2017,,251
,,,6.628307405110355,-11.51123666514386,early_late,,6.204071675973156,-4.01138362895583,13,,training,,,2017,,252
,,,12.12190386362444,-9.291354773163608,early_late,,-1.9300055860993932,-4.876597556220772,11,,training,,,2017,,2523
,,,0.6442962071841546,2.0310375703961077,early_late,,0.7045221892717386,0.2579302191503589,11,,training,,,2017,,2529
,,,-9.675037730021492,-0.31492313933629684,early_late,,-3.987831700157042,5.732242996388244,12,,training,,,2017,,253
,,,-12.150564640190236,10.521891008736004,early_late,,-15.30415122119531,7.796875856302356,14,,training,,,2017,,2534
,,,0.35796254081963497,-0.08724822300052396,early_late,,5.586399072424675,-4.026859564363371,11,,training,,,2017,,2535
,,,2.8656589729862234,-1.6808188978746041,early_late,,1.6422906561453254,0.06135003745057688,13,,training,,,2017,,254
,,,0.8323633281614378,-8.412847435658723,early_late,,-1.149734044717342,4.570340651827944,11,,training,,,2017,,2542
,,,-5.588296299114522,8.366492937065319,early_late,,1.9185972437802599,5.638671940325545,11,,training,,,2017,,2545
,,,4.601116774064382,-2.6663162119780006,early_late,,10.159232345881362,-1.9540262909066854,11,,training,,,2017,,2546
,,,4.066326605331997,3.8588164492352965,early_late,,9.169116680022341,-2.833030845654595,15,,training,,,2017,,256
,,,-5.872934428523135,13.247254367282705,early_late,,-12.91633958082936,5.788434086190177,13,,training,,,2017,,2567
,,,9.552460598027498,-2.0607980387605487,early_late,,7.542759002408263,-5.670499634379783,9,,training,,,2017,,2569
,,,-8.544190819142486,11.042550544069467,early_late,,6.939418541404422,-2.007173428716959,11,,training,,,2017,,257
,,,-4.5402232179350275,3.8465181452769266,early_late,,-3.7158313376212755,6.956624311304964,14,,training,,,2017,,2571
,,,4.325298626409446,-3.721179244451383,early_late,,-3.065815648015729,0.06752944757523746,13,,training,,,2017,,2572
,,,2.9675095236796545,-4.7933929330236715,early_late,,4.948298414390858,-8.38576358734751,13,,training,,,2017,,2579
,,,5.227332286976661,-1.6524789172175016,early_late,,-2.8767385243870756,-5.663622400744633,13,,training,,,2017,,258
,,,-3.9078469727873815,-4.985009863639654,early_late,,-4.082979856225436,3.6815392847642956,10,,training,,,2017,,2582
,,,7.713563052378366,-1.0926476845425157,early_late,,8.546893893174689,-7.605475296948629,13,,training,,,2017,,259
,,,13.133796909308234,-4.2794617274798155,early_late,,7.860494701980761,-11.952763934807283,10,,training,,,2017,,2598
,,,-12.774779830280885,11.724050579075843,early_late,,-2.387227184111615,1.7461179114793508,13,,training,,,2017,,26
,,,-5.93976566388887,-4.58497642770903,early_late,,4.928662979364969,-1.5179289907564113,11,,training,,,2017,,2617
,,,1.690539139719637,-4.449346269595171,early_late,,-1.5892010691659273,-0.345316848811117,13,,training,,,2017,,2619
,,,-7.199463012636237,-1.8446737764563952,early_late,,-5.595024933887207,8.958383095991412,11,,training,,,2017,,2623
,,,1.8718612929675413,2.6175703192806483,early_late,,0.7916994394869253,-6.154726492973585,14,,training,,,2017,,2628
,,,10.28662252768683,-7.758588236133328,early_late,,10.276862472422454,-8.536396164365593,10,,training,,,2017,,2630
,,,4.905397747381712,-5.4008129895391725,early_late,,-0.5306668928081594,-3.6985031501180994,12,,training,,,2017,,2633
,,,8.81396580755695,-8.675689400707656,early_late,,1.0843336305517994,-1.528925006236247,10,,training,,,2017,,2634
,,,7.530635316164208,-0.5145754476559521,early_late,,3.738046126932806,-1.8752125098552395,11,,training,,,2017,,2635
,,,4.649061646218121,2.493522119313782,early_late,,11.586408116162,-14.248094807814605,11,,training,,,2017,,2636
,,,-1.113550811328088,-2.11472040197136,early_late,,5.993722895540948,-7.007446695102324,12,,training,,,2017,,2638
,,,6.383803575156615,3.8373257042957847,early_late,,2.045172412497002,-1.964339634769176,13,,training,,,2017,,264
,,,3.454401931086315,-5.758856705701731,early_late,,4.356818867798075,1.4102268976766947,11,,training,,,2017,,2640
,,,-4.985535509404181,14.967986619734992,early_late,,-2.7364547743189225,0.31711929322056825,13,,training,,,2017,,2641
,,,5.686967875792651,0.8737092390046044,early_late,,-3.184705737686778,-6.2299165015069375,10,,training,,,2017,,2643
,,,-4.873852371383015,4.014713797787236,early_late,,-4.003844857953671,0.906872066728677,14,,training,,,2017,,2649
,,,2.4552794501070285,4.908801579246199,early_late,,-4.822735311911984,-6.117961644892445,13,,training,,,2017,,265
,,,2.338291606531175,-13.37485293099632,early_late,,-0.29939850605454027,2.6910894466792827,13,,training,,,2017,,2653
,,,2.3676152399193326,1.9878040357251703,early_late,,-1.8115632471599816,0.6872671621967458,12,,training,,,2017,,2655
,,,-12.251602418912494,-1.0648610557005391,early_late,,2.5369751247030847,5.923716487915039,10,,training,,,2017,,2674
,,,-4.606525824063246,-7.051736587883406,early_late,,8.04044459537905,-3.9728140414089963,10,,training,,,2017,,2678
,,,2.1715358198526182,-5.27367494396754,early_late,,-0.5570071980297918,1.4297341651821611,10,,training,,,2017,,2681
,,,1.8702200463097736,-6.936332029671701,early_late,,0.7732807745426753,3.4457364234689147,13,,training,,,2017,,2692
,,,-3.047196554506645,9.812918036178548,early_late,,2.2158025654559985,-2.0641227379987153,12,,training,,,2017,,2710
,,,-5.65170976998147,13.135145692491035,early_late,,0.8744414687612228,-3.2933947885487167,12,,training,,,2017,,2711
,,,-2.578635843316407,10.781478747368785,early_late,,-2.0071864992947073,-1.3137385752761812,12,,training,,,2017,,2717
,,,14.131508805113617,-1.7137019587065425,early_late,,4.0730499516825835,-6.873542018438795,11,,training,,,2017,,2729
,,,-1.9556069926520117,-5.235532296106725,early_late,,0.1357595294786531,-4.357464912332332,13,,training,,,2017,,2747
,,,2.95707610592635,-2.6869506275740656,early_late,,5.6774487713750075,-4.332063275891168,14,,training,,,2017,,275
,,,0.7647093078129469,-9.781768563047883,early_late,,11.298850929683667,-6.8535182604396505,13,,training,,,2017,,2751
,,,9.958673571679864,3.713462807859704,early_late,,0.08734309238686766,-0.6925822110678445,11,,training,,,2017,,2754
,,,1.2857688673670282,-1.0207832086144457,early_late,,-2.7590397289324713,-1.5945205879427415,12,,training,,,2017,,2755
,,,7.717955034606919,-6.283214556036353,early_late,,1.9973426397419018,-2.5835979789528465,13,,training,,,2017,,276
,,,-5.728751635970966,10.465037627108149,early_late,,-4.823390571690399,0.4528116667577094,13,,training,,,2017,,277
,,,4.317200909249058,-1.6513757787235497,early_late,,4.965398495375377,-10.186970694747941,14,,training,,,2017,,278
,,,-13.743909334417378,-2.5571679712054225,early_late,,-2.7774705994932,7.809270763718755,10,,training,,,2017,,2803
,,,2.7136056506664743,2.668394886846315,early_late,,-13.820319287598815,-0.60024459105353,11,,training,,,2017,,282
,,,-5.932085449444306,-1.9524665010077633,early_late,,11.00199800310005,2.1674950791234457,12,,training,,,2017,,290
,,,-11.422989099328891,7.1318001368509485,early_late,,-9.196231610506954,6.0238430860383305,11,,training,,,2017,,2916
,,,-10.610001243291533,0.5267401199204205,early_late,,-11.20695722904061,-4.020215865828657,9,,training,,,2017,,294
,,,-1.9869998495051338,-6.033477720365962,early_late,,0.007437136096294002,-2.493732454546978,12,,training,,,2017,,295
,,,-3.8852050372669216,-1.2435174850530513,early_late,,-4.224207546586676,-0.599204907618614,14,,training,,,2017,,30
,,,-2.163942877736224,0.7227984854757281,early_late,,5.468694731636959,7.022102761515579,12,,training,,,2017,,301
,,,3.8027819186355636,3.735348932593181,early_late,,-12.019219943564998,13.034188086313621,11,,training,,,2017,,302
,,,-6.841146210358877,9.281690898788849,early_late,,-7.5511277748555825,2.4356135883563703,10,,training,,,2017,,304
