actual_margin,actual_total_points,away_score_mae,away_score_nll,away_team_id,candidate,cutoff,cutoff_index,expected_away_points,expected_home_points,expected_margin,home_score_mae,home_score_nll,home_team_id,margin_mae,margin_nll,phase,season,target_date,target_game_id,target_kind,total_points_mae,total_points_nll,win_brier,win_probability
-3.0,,,,252,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,20.6978473642638,,,275,23.6978473642638,4.827839133813859,early,2018,2018-09-15T19:30:00+00:00,401013356,next_game,,,0.8037588615142539,0.8965259960058347
23.0,,,,68,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,0.19703934742349294,,,197,22.802960652576505,4.662669607945677,early,2018,2018-09-15T19:30:00+00:00,401013491,next_game,,,0.2474744488308504,0.5025319620007227
30.0,,,,2329,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,29.878304021426302,,,2426,0.12169597857369752,3.7807539265476846,early,2018,2018-09-15T19:30:00+00:00,401019487,next_game,,,0.00237596017593335,0.9512561780742077
8.0,,,,2117,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,13.916563849153853,,,2459,5.916563849153853,3.835243174132644,early,2018,2018-09-15T19:30:00+00:00,401020679,next_game,,,0.04270020771891419,0.7933597141917526
31.0,,,,2453,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,10.822923419115252,,,2449,20.177076580884748,4.3684092550867835,early,2018,2018-09-15T19:30:00+00:00,401029745,next_game,,,0.07937846865249516,0.7182581524648936
17.0,,,,172,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,9.621731514396378,,,48,7.378268485603622,4.016396732639937,early,2018,2018-09-15T19:30:00+00:00,401029845,next_game,,,0.10361700440780615,0.6781040472329511
-10.0,,,,119,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,10.560009975198218,,,222,20.56000997519822,4.492994483068835,early,2018,2018-09-15T19:30:00+00:00,401029962,next_game,,,0.519105259053091,0.72048959676951
-27.0,,,,249,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-2.1147744978627587,,,8,24.885225502137242,4.761420234496842,early,2018,2018-09-15T20:00:00+00:00,401012272,next_game,,,0.20246867567538873,0.4499651938488006
38.0,,,,36,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,20.164128356887584,,,57,17.835871643112416,4.289635951603279,early,2018,2018-09-15T20:00:00+00:00,401012274,next_game,,,0.013734811281907889,0.8828043888112362
24.0,,,,2636,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,16.65495458511257,,,2306,7.34504541488743,3.8176934866028356,early,2018,2018-09-15T20:00:00+00:00,401013058,next_game,,,0.026439172101297804,0.837398732780775
7.0,,,,2198,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,5.5474400956184375,,,189,1.4525599043815625,3.815567609295231,early,2018,2018-09-15T20:00:00+00:00,401020681,next_game,,,0.1455939334659875,0.618432268835548
3.0,,,,2747,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,15.764230590588392,,,2751,12.764230590588392,4.0764135843272475,early,2018,2018-09-15T20:00:00+00:00,401022520,next_game,,,0.037218943969313426,0.807077881078106
4.0,,,,149,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-4.458181847189394,,,2710,8.458181847189394,3.997412806502758,early,2018,2018-09-15T20:00:00+00:00,401030173,next_game,,,0.35668840082385606,0.40276604180283243
-10.0,,,,236,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-1.2771579904854455,,,2630,8.722842009514554,3.9655732709144496,early,2018,2018-09-15T20:00:00+00:00,401030250,next_game,,,0.22169639556198398,0.47084646708028294
-3.0,,,,16,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-4.357194797750786,,,2458,1.357194797750786,3.9091011862995853,early,2018,2018-09-15T20:00:00+00:00,401030416,next_game,,,0.16439637742400004,0.4054582314172448
14.0,,,,248,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-1.4426361713188736,,,2641,15.442636171318874,4.187786780093396,early,2018,2018-09-15T20:15:00+00:00,401013323,next_game,,,0.2859111147323265,0.46529343118648103
14.0,,,,195,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,12.72882983368182,,,258,1.2711701663181803,3.802983497396412,early,2018,2018-09-15T20:30:00+00:00,401013117,next_game,,,0.05602848271433626,0.7632966356083288
31.0,,,,160,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,42.01977383533671,,,38,11.019773835336707,3.9647589418621347,early,2018,2018-09-15T21:00:00+00:00,401012741,next_game,,,7.115292417652486e-05,0.9915647807274188
13.0,,,,23,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,28.882314192444717,,,2483,15.882314192444717,4.242463608205223,early,2018,2018-09-15T21:00:00+00:00,401012743,next_game,,,0.0015565366127732651,0.9605470329027934
-17.0,,,,171,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-1.1412595093835294,,,2115,15.858740490616471,4.217115791152974,early,2018,2018-09-15T21:00:00+00:00,401029836,next_game,,,0.2232327543910412,0.47247513626755133
49.0,,,,2011,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,18.798721270477035,,,338,30.201278729522965,5.179887317499544,early,2018,2018-09-15T21:00:00+00:00,401029995,next_game,,,0.024904166807894784,0.8421894591356623
-2.0,,,,2296,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,1.343750117717836,,,50,3.343750117717836,4.0306262214456625,early,2018,2018-09-15T21:00:00+00:00,401030473,next_game,,,0.27160801117928374,0.5211602547962418
22.0,,,,304,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,35.0271130158351,,,25,13.027113015835099,4.1203899736824985,early,2018,2018-09-15T22:00:00+00:00,401012746,next_game,,,0.0011569514204073479,0.9659860114010816
21.0,,,,2065,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,36.76338388871575,,,2226,15.763383888715751,4.240565449859147,early,2018,2018-09-15T22:00:00+00:00,401014994,next_game,,,0.0006660901341470034,0.9741912779443266
7.0,,,,2199,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,4.139139166317591,,,2084,2.860860833682409,3.8290835670742682,early,2018,2018-09-15T22:00:00+00:00,401020682,next_game,,,0.1681430889250889,0.5899474558973096
-43.0,,,,163,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,5.645492977055522,,,2086,48.645492977055525,6.5568717092519115,early,2018,2018-09-15T22:00:00+00:00,401029872,next_game,,,0.3626195459311122,0.6021789982481224
-22.0,,,,2619,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-12.936480969974786,,,2230,9.063519030025214,3.8957150644758336,early,2018,2018-09-15T22:00:00+00:00,401029957,next_game,,,0.05575168577466688,0.23611794886172224
-4.0,,,,2405,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-15.0675075724659,,,322,11.0675075724659,4.07613630581172,early,2018,2018-09-15T22:00:00+00:00,401030002,next_game,,,0.03955395355126472,0.19888175771363426
-38.0,,,,2046,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-9.865561939906598,,,2413,28.1344380600934,4.909242081778997,early,2018,2018-09-15T22:00:00+00:00,401030199,next_game,,,0.08990715195644564,0.2998452133292203
10.0,,,,2368,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,1.7867193509806176,,,2803,8.213280649019381,4.0895539154814315,early,2018,2018-09-15T22:00:00+00:00,401030537,next_game,,,0.2208962847018471,0.5300039524614626
-55.0,,,,333,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-10.428028620726362,,,145,44.571971379273634,7.517327498909888,early,2018,2018-09-15T23:00:00+00:00,401012277,next_game,,,0.06286447400551454,0.2507278883680763
2.0,,,,204,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,10.638733179482244,,,2440,8.638733179482244,3.934228606850671,early,2018,2018-09-15T23:00:00+00:00,401012744,next_game,,,0.07352069347412916,0.7288530039367407
56.0,,,,2010,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,36.75206199784504,,,2132,19.24793800215496,4.3885179698079675,early,2018,2018-09-15T23:00:00+00:00,401019485,next_game,,,0.00044941696976997044,0.978800543172761
-9.0,,,,2032,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,3.6311619334668777,,,202,12.631161933466878,4.070870753892309,early,2018,2018-09-15T23:00:00+00:00,401019488,next_game,,,0.33524820377242087,0.5790062208408653
68.0,,,,2169,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,33.634955488026996,,,2711,34.365044511973004,5.737530477054038,early,2018,2018-09-15T23:00:00+00:00,401020680,next_game,,,0.0009516495742914862,0.9691511819628128
10.0,,,,326,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,11.219806108006203,,,6,1.2198061080062033,3.720872396002712,early,2018,2018-09-15T23:00:00+00:00,401021660,next_game,,,0.0607222071822781,0.753581236140025
3.0,,,,2415,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,11.7593628374323,,,399,8.7593628374323,4.03594414733198,early,2018,2018-09-15T23:00:00+00:00,401029806,next_game,,,0.07193115313860694,0.7318001619340404
-14.0,,,,282,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-11.62412491605173,,,2197,2.3758750839482694,3.870970310506475,early,2018,2018-09-15T23:00:00+00:00,401030098,next_game,,,0.0708980102646319,0.2662668027836589
-25.0,,,,2000,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-6.325714910545605,,,2277,18.674285089454393,4.27662075512939,early,2018,2018-09-15T23:00:00+00:00,401030126,next_game,,,0.13705320209454924,0.370206971969126
84.0,,,,2029,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,12.6998036728724,,,2571,71.3001963271276,10.296845473928824,early,2018,2018-09-15T23:00:00+00:00,401030156,next_game,,,0.07238452577693903,0.7309562753436925
-4.0,,,,2546,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,8.770392093124878,,,79,12.770392093124878,4.122134611004424,early,2018,2018-09-15T23:00:00+00:00,401030160,next_game,,,0.4654111710041285,0.6822105034401981
24.0,,,,2617,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,1.9043863739235305,,,2916,22.09561362607647,4.487070274946885,early,2018,2018-09-15T23:00:00+00:00,401030185,next_game,,,0.21703537859825764,0.5341294400820571
-1.0,,,,2466,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-15.390704183872634,,,2320,14.390704183872634,4.2536509160177305,early,2018,2018-09-15T23:00:00+00:00,401030193,next_game,,,0.03850712495883877,0.19623232393986156
10.0,,,,2447,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-1.7689707594324526,,,2377,11.768970759432452,4.082458295127622,early,2018,2018-09-15T23:00:00+00:00,401030209,next_game,,,0.29359875919631684,0.4581524576079386
-1.0,,,,155,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,6.048560686597657,,,2534,7.048560686597657,3.985898211392121,early,2018,2018-09-15T23:00:00+00:00,401030226,next_game,,,0.38890899078363167,0.6236256816261111
12.0,,,,2640,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,0.8292255166317215,,,2016,11.170774483368278,4.097346614618506,early,2018,2018-09-15T23:00:00+00:00,401030455,next_game,,,0.23616635008592007,0.5140305049841913
46.0,,,,309,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,27.5299898223343,,,344,18.4700101776657,4.345050540905216,early,2018,2018-09-15T23:30:00+00:00,401012278,next_game,,,0.0025964327686275575,0.9490447964519073
-3.0,,,,142,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-6.983538565991314,,,2509,3.9835385659913136,3.79715233609638,early,2018,2018-09-15T23:30:00+00:00,401012279,next_game,,,0.11439294147051565,0.3382202558548433
38.0,,,,2433,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,24.26581162957822,,,245,13.73418837042178,4.039883039684632,early,2018,2018-09-15T23:30:00+00:00,401012282,next_game,,,0.005503959626664137,0.9258113241345814
24.0,,,,2460,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,39.34385295740856,,,2294,15.343852957408558,4.191200468729728,early,2018,2018-09-15T23:30:00+00:00,401012864,next_game,,,0.00016367642991964285,0.987206391051793
3.0,,,,98,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,18.831324119848187,,,97,15.831324119848187,4.240940853578862,early,2018,2018-09-15T23:30:00+00:00,401013113,next_game,,,0.01925652949816324,0.8612321020618845
-5.0,,,,2006,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,20.102846883323284,,,77,25.102846883323284,4.855895959885206,early,2018,2018-09-15T23:30:00+00:00,401013343,next_game,,,0.7627278390338105,0.873342910335803
39.0,,,,113,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,4.631498373051713,,,2229,34.36850162694829,5.704698777932728,early,2018,2018-09-15T23:30:00+00:00,401013359,next_game,,,0.15636840115183184,0.6045655539133802
23.0,,,,30,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-2.5207580239941354,,,251,25.520758023994134,4.871862128356197,early,2018,2018-09-16T00:00:00+00:00,401012739,next_game,,,0.3162268248876519,0.4376595116056004
35.0,,,,331,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,32.404251091085726,,,265,2.595748908914274,3.7692083161381973,early,2018,2018-09-16T00:00:00+00:00,401012745,next_game,,,0.0010979016065484212,0.966865401669125
-12.0,,,,194,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-8.400776072848517,,,2628,3.599223927151483,3.7103371703350465,early,2018,2018-09-16T00:00:00+00:00,401013074,next_game,,,0.08895042999328118,0.29824558671216106
-17.0,,,,167,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-6.805388900524103,,,166,10.194611099475896,3.902640297005531,early,2018,2018-09-16T00:00:00+00:00,401013439,next_game,,,0.11377803863162082,0.33731000375266196
17.0,,,,233,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-8.452393911788723,,,2692,25.452393911788725,4.812404188239163,early,2018,2018-09-16T00:00:00+00:00,401030119,next_game,,,0.4655672760040527,0.31767509498476265
-8.0,,,,2110,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,7.944293521342259,,,2545,15.94429352134226,4.241596625240564,early,2018,2018-09-16T00:00:00+00:00,401030164,next_game,,,0.44281320633265314,0.66544211343486
29.0,,,,2504,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,21.31031905938078,,,2439,7.689680940619219,3.8580063037200127,early,2018,2018-09-16T02:00:00+00:00,401022521,next_game,,,0.01274625021994059,0.8871007076198412
-14.0,,,,264,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-5.200670092433347,,,254,8.799329907566653,3.874274818711375,early,2018,2018-09-16T02:10:00+00:00,401012742,next_game,,,0.1415080709106476,0.37617558521340483
7.0,,,,9,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-13.102029420759234,,,21,20.102029420759234,4.50568752535083,early,2018,2018-09-16T02:30:00+00:00,401012738,next_game,,,0.6147807161171492,0.21592046569423248
-24.0,,,,278,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,-5.047704327605668,,,26,18.95229567239433,4.364203370519179,early,2018,2018-09-16T02:30:00+00:00,401012740,next_game,,,0.14658928089706985,0.38286979627161744
31.0,,,,253,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,29.44045541148544,,,12,1.5595445885145587,3.76627870891214,early,2018,2018-09-16T03:00:00+00:00,401012737,next_game,,,0.002359557650610801,0.9514247218164342
20.0,,,,2226,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,21.1193960041527,,,2116,1.1193960041527014,3.7306638899038815,early,2018,2018-09-21T23:00:00+00:00,401019490,next_game,,,0.01125189718653446,0.8939250397759468
3.0,,,,221,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,6.709485344927019,,,153,3.7094853449270193,3.848971542245735,early,2018,2018-09-22T16:20:00+00:00,401013125,next_game,,,0.1256192922396793,0.6455718800099528
45.0,,,,322,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,19.83840320194274,,,2142,25.16159679805726,4.771896184928557,early,2018,2018-09-22T17:00:00+00:00,401029935,next_game,,,0.01933132810676691,0.8609628535003436
21.0,,,,2166,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,2.0528240377994003,,,2168,18.9471759622006,4.364427744953053,early,2018,2018-09-22T17:00:00+00:00,401030369,next_game,,,0.21730193065588416,0.5338434483396333
5.0,,,,2368,Posterior V1,2018-09-09T03:59:00.000001+00:00,1,,,13.352742973860284,,,56,8.352742973860284,4.149593990807461,early,2018,2018-09-22T17:00:00+00:00,401030596,next_game,,,0.06883854820266296,0.7376289874954496
