team_id,team_name,subdivision,conference,record_through_cutoff,movement_from_previous,expected_rank,median_rank,interval_80_low,interval_80_high,top5_probability,top10_probability,top25_probability,display_rank
194,Ohio State,fbs,,,,5.931161786887006,4.0,1.0,13.0,0.648417420398993,0.8549234688461622,0.9796063779042207,1
61,Georgia,fbs,,,,6.460126568840524,5.0,2.0,14.0,0.5872455858033228,0.83301457456963,0.9814063298256851,2
2390,Miami,fbs,,,,8.734190881677312,6.0,2.0,18.0,0.4361024004145088,0.7263929505133837,0.9581309663122252,3
245,Texas A&M,fbs,,,,9.296226065528147,7.0,2.0,19.0,0.40056723171601316,0.6985748367316642,0.950366192737903,4
251,Texas,fbs,,,,9.845591850795518,7.0,2.0,21.0,0.4115139651051565,0.6839239412121115,0.9326709166035035,5
87,Notre Dame,fbs,,,,10.814240804013169,7.0,2.0,24.0,0.3932757828161361,0.6514293169870427,0.9110718065907404,6
84,Indiana,fbs,,,,11.414171463922198,8.0,2.0,25.0,0.34900167229878754,0.6187030847186773,0.9072301025516265,7
333,Alabama,fbs,,,,12.361317237858458,9.0,3.0,27.0,0.30241336532135943,0.5770385307089818,0.8911444907951838,8
2483,Oregon,fbs,,,,16.52161189698387,11.0,2.0,39.0,0.28897574856084607,0.48528717522185494,0.7849109241434555,9
201,Oklahoma,fbs,,,,16.637650826882147,13.0,4.0,34.0,0.16960159813981512,0.4041850323947656,0.8056572034123426,10
30,USC,fbs,,,,16.656935185617613,12.0,4.0,35.0,0.19075831061546145,0.4256102691019117,0.8007906310382301,11
99,LSU,fbs,,,,17.905419400912365,13.0,4.0,38.0,0.15646406843763735,0.396065677020442,0.7814308865108083,12
2294,Iowa,fbs,,,,19.617668519165665,14.0,4.0,43.0,0.1586499267904276,0.36858978015697136,0.7370125691013871,13
2306,Kansas State,fbs,,,,20.223192676837723,15.0,5.0,43.0,0.10774828881345638,0.32239010382473426,0.7378981059256469,14
130,Michigan,fbs,,,,21.717575434372705,17.0,5.0,46.0,0.1095443433643848,0.2927664872746009,0.6920531935932552,15
213,Penn State,fbs,,,,21.750136151846924,17.0,6.0,45.0,0.09659238487339364,0.2820610151598142,0.6905384026885057,16
2579,South Carolina,fbs,,,,22.360942754798206,17.0,5.0,47.0,0.11266846695230856,0.30019637932044685,0.6813639528248586,17
252,BYU,fbs,,,,22.817747691028973,16.0,4.0,52.0,0.15600108288701856,0.3396391638599649,0.6754640932314316,18
254,Utah,fbs,,,,23.175614178295167,17.0,5.0,51.0,0.12014038148410272,0.30420383327942313,0.6687759220807798,19
57,Florida,fbs,,,,23.53800070435669,18.0,6.0,49.0,0.09642553524303574,0.2715300404377226,0.6546475761045019,20
145,Ole Miss,fbs,,,,24.486969733532423,19.0,5.0,53.0,0.11451343737980829,0.2789888216775606,0.6348951028374228,21
258,Virginia,fbs,,,,25.369002820020807,19.0,7.0,53.0,0.06345494839669583,0.22675311423502606,0.6248143990943834,22
142,Missouri,fbs,,,,28.323847690973647,23.0,7.0,58.0,0.06162681369638802,0.1909297943037997,0.5499003505779593,23
2633,Tennessee,fbs,,,,28.902302055630294,22.0,6.0,62.0,0.08393956179403061,0.22529120177081935,0.5588082384034989,24
221,Pittsburgh,fbs,,,,29.380669181518286,24.0,8.0,60.0,0.0527678726549414,0.1789584725048077,0.5360922052213357,25
2641,Texas Tech,fbs,,,,29.42350399008006,23.0,5.0,64.0,0.10488032728268944,0.23613518238165526,0.5421194071440014,26
264,Washington,fbs,,,,31.64512260025314,26.0,7.0,65.0,0.05749723262361732,0.17141203509192696,0.4946098723452923,27
135,Minnesota,fbs,,,,33.85533506876739,28.0,8.0,69.0,0.04723943113489079,0.15584498002620936,0.46908996341235354,28
158,Nebraska,fbs,,,,36.92750791727577,31.0,10.0,73.0,0.031189352498930283,0.11456166258799813,0.40488674349700143,29
2449,North Dakota State,fbs,,,,37.407621470543006,32.0,9.0,75.0,0.042603655040213254,0.12678534634999727,0.4017927510465019,30
97,Louisville,fbs,,,,38.81250791070142,34.0,12.0,73.0,0.019521070672053147,0.08251321003273152,0.35705611795113745,31
344,Mississippi State,fbs,,,,39.09901932592541,34.0,11.0,76.0,0.020749616767206963,0.08845034736589036,0.3633876730268998,32
152,NC State,fbs,,,,39.67403881721398,36.0,12.0,73.0,0.018325545017033262,0.07842667183957114,0.3459298883398078,33
2567,SMU,fbs,,,,40.11508264112913,35.0,10.0,79.0,0.0289788336437898,0.10089910470654452,0.3619384684190141,34
259,Virginia Tech,fbs,,,,41.75156833551288,38.0,13.0,76.0,0.014179007628863457,0.06911947582966431,0.31649228633991877,35
