season,cutoff,game_id,team_id,team_name,opponent_id,opponent_name,site,focal_subdivision,opponent_subdivision,home_points,away_points,focal_points,opponent_points,focal_margin,model_oriented_margin,opponent_anchor_family,opponent_anchor_expected_rank,opponent_anchor_median_rank,opponent_joint_expected_rank,focal_performance_expected_rank,eligible_evidence_count,week,season_type
2022,2022-08-27T23:59:59+00:00,401426532,98,Western Kentucky,2046,Austin Peay,home,fbs,fcs,38,27,38,27,11,11,context,65.5,66,45.05718158559786,84.31017197627152,1,1,regular
2022,2022-08-27T23:59:59+00:00,401405059,77,Northwestern,158,Nebraska,neutral,fbs,fbs,31,28,31,28,3,3,context,68.93687674266582,70,76.35736446146272,63.06438623488856,1,1,regular
2022,2022-08-27T23:59:59+00:00,401405059,158,Nebraska,77,Northwestern,neutral,fbs,fbs,31,28,28,31,-3,3,context,85.52301493334396,91,79.79053696863419,76.9438998520625,1,1,regular
2022,2022-08-27T23:59:59+00:00,401413256,2439,UNLV,304,Idaho State,home,fbs,fcs,52,21,52,21,31,31,context,65.5,66,82.4755274223092,63.946100794575344,1,1,regular
2022,2022-08-27T23:59:59+00:00,401404146,328,Utah State,41,UConn,home,fbs,fbs,31,20,31,20,11,11,context,113.75509301571698,120,112.65611100709525,76.57454181777359,1,1,regular
2022,2022-08-27T23:59:59+00:00,401404146,41,UConn,328,Utah State,away,fbs,fbs,31,20,20,31,-11,11,context,71.1031824997516,73,78.14890295842515,77.52099031941566,1,1,regular
2022,2022-08-27T23:59:59+00:00,401405058,356,Illinois,2751,Wyoming,home,fbs,fbs,38,6,38,6,32,32,context,87.52950216735488,93,104.06326224803358,40.17266287207889,1,1,regular
2022,2022-08-27T23:59:59+00:00,401405058,2751,Wyoming,356,Illinois,away,fbs,fbs,38,6,6,38,-32,32,context,68.02818823956305,69,49.007503108673326,98.5718021950227,1,1,regular
2022,2022-08-27T23:59:59+00:00,401411090,52,Florida State,2184,Duquesne,home,fbs,fcs,47,7,47,7,40,40,context,65.5,66,70.7790125972797,55.709995056173156,1,1,regular
2022,2022-08-27T23:59:59+00:00,401426530,2226,Florida Atlantic,2429,Charlotte,home,fbs,fbs,43,13,43,13,30,30,context,102.03230035492588,110,115.23978844833057,47.02221997332826,1,1,regular
2022,2022-08-27T23:59:59+00:00,401426530,2429,Charlotte,2226,Florida Atlantic,away,fbs,fbs,43,13,13,43,-30,30,context,94.8523227049903,102,75.77896384539413,103.52207473806777,1,1,regular
2022,2022-08-27T23:59:59+00:00,401426532,98,Western Kentucky,2046,Austin Peay,home,fbs,fcs,38,27,38,27,11,11,history,65.5,66,42.25569854307511,84.3101719762715,1,1,regular
2022,2022-08-27T23:59:59+00:00,401405059,77,Northwestern,158,Nebraska,neutral,fbs,fbs,31,28,31,28,3,3,history,58.785247019279154,57,66.31187296260345,59.44004425059913,1,1,regular
2022,2022-08-27T23:59:59+00:00,401405059,158,Nebraska,77,Northwestern,neutral,fbs,fbs,31,28,28,31,-3,3,history,77.76331232123003,81,70.57685467623548,73.90501771526667,1,1,regular
2022,2022-08-27T23:59:59+00:00,401413256,2439,UNLV,304,Idaho State,home,fbs,fcs,52,21,52,21,31,31,history,65.5,66,78.46290625888054,63.94610079457534,1,1,regular
2022,2022-08-27T23:59:59+00:00,401404146,328,Utah State,41,UConn,home,fbs,fbs,31,20,31,20,11,11,history,113.77159015361944,120,111.36803090232563,76.60993024132253,1,1,regular
2022,2022-08-27T23:59:59+00:00,401404146,41,UConn,328,Utah State,away,fbs,fbs,31,20,20,31,-11,11,history,61.25948545381219,60,70.77274215200579,73.74926874183404,1,1,regular
2022,2022-08-27T23:59:59+00:00,401405058,356,Illinois,2751,Wyoming,home,fbs,fbs,38,6,38,6,32,32,history,75.66528638299,79,98.17087063284464,37.48283857334164,1,1,regular
2022,2022-08-27T23:59:59+00:00,401405058,2751,Wyoming,356,Illinois,away,fbs,fbs,38,6,6,38,-32,32,history,71.77067227222653,74,48.48015252528757,98.9687932834962,1,1,regular
2022,2022-08-27T23:59:59+00:00,401411090,52,Florida State,2184,Duquesne,home,fbs,fcs,47,7,47,7,40,40,history,65.5,66,73.64112591133048,55.709995056173156,1,1,regular
2022,2022-08-27T23:59:59+00:00,401426530,2226,Florida Atlantic,2429,Charlotte,home,fbs,fbs,43,13,43,13,30,30,history,102.0998868887289,110,114.64918054194405,47.517824806221064,1,1,regular
2022,2022-08-27T23:59:59+00:00,401426530,2429,Charlotte,2226,Florida Atlantic,away,fbs,fbs,43,13,13,43,-30,30,history,86.25971321929276,93,67.05991222173306,100.45544153066565,1,1,regular
2022,2022-09-22T23:59:59+00:00,401426532,98,Western Kentucky,2046,Austin Peay,home,fbs,fcs,38,27,38,27,11,11,context,65.5,66,11.76908073716255,55.30729166750385,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405059,77,Northwestern,158,Nebraska,neutral,fbs,fbs,31,28,31,28,3,3,context,68.93687674266582,70,99.19488797348845,106.49666204475037,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405059,158,Nebraska,77,Northwestern,neutral,fbs,fbs,31,28,28,31,-3,3,context,85.52301493334396,91,107.50340119498003,103.36551318474575,4,1,regular
2022,2022-09-22T23:59:59+00:00,401413256,2439,UNLV,304,Idaho State,home,fbs,fcs,52,21,52,21,31,31,context,65.5,66,92.22793411644523,57.15285759601936,3,1,regular
2022,2022-09-22T23:59:59+00:00,401404146,328,Utah State,41,UConn,home,fbs,fbs,31,20,31,20,11,11,context,113.75509301571698,120,124.90326795830069,119.29247980203903,3,1,regular
2022,2022-09-22T23:59:59+00:00,401404146,41,UConn,328,Utah State,away,fbs,fbs,31,20,20,31,-11,11,context,71.1031824997516,73,113.69886269872471,121.49769514953839,4,1,regular
2022,2022-09-22T23:59:59+00:00,401405058,356,Illinois,2751,Wyoming,home,fbs,fbs,38,6,38,6,32,32,context,87.52950216735488,93,92.99898270594434,36.62328979669592,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405058,2751,Wyoming,356,Illinois,away,fbs,fbs,38,6,6,38,-32,32,context,68.02818823956305,69,42.910294172409685,86.18591402276877,4,1,regular
2022,2022-09-22T23:59:59+00:00,401411090,52,Florida State,2184,Duquesne,home,fbs,fcs,47,7,47,7,40,40,context,65.5,66,67.09784550659658,40.406962345402825,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426530,2226,Florida Atlantic,2429,Charlotte,home,fbs,fbs,43,13,43,13,30,30,context,102.03230035492588,110,121.6679669726911,77.71272515752915,4,1,regular
2022,2022-09-22T23:59:59+00:00,401426530,2429,Charlotte,2226,Florida Atlantic,away,fbs,fbs,43,13,13,43,-30,30,context,94.8523227049903,102,90.03208015843013,120.35713621852973,4,1,regular
2022,2022-09-22T23:59:59+00:00,401411091,153,North Carolina,50,Florida A&M,home,fbs,fcs,56,24,56,24,32,32,context,65.5,66,96.62745370384809,68.2044710005002,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426531,2638,UTEP,249,North Texas,home,fbs,fbs,13,31,13,31,-18,-18,context,95.71389946997603,103,111.32409961859587,119.58087350061415,4,1,regular
2022,2022-09-22T23:59:59+00:00,401426531,249,North Texas,2638,UTEP,away,fbs,fbs,13,31,31,13,18,-18,context,99.25343251850026,106,120.2266175419686,106.92847610531284,4,1,regular
2022,2022-09-22T23:59:59+00:00,401409235,166,New Mexico State,2440,Nevada,home,fbs,fbs,12,23,12,23,-11,-11,context,91.69775973148441,98,101.90504621178843,121.76645000140945,4,1,regular
2022,2022-09-22T23:59:59+00:00,401409235,2440,Nevada,166,New Mexico State,away,fbs,fbs,12,23,23,12,11,-11,context,119.50562522545805,125,126.41841308581667,96.1009203012177,4,1,regular
2022,2022-09-22T23:59:59+00:00,401403853,62,Hawai'i,238,Vanderbilt,home,fbs,fbs,10,63,10,63,-53,-53,context,89.03167536092194,95,71.84302387467845,125.03614028757244,4,1,regular
2022,2022-09-22T23:59:59+00:00,401403853,238,Vanderbilt,62,Hawai'i,away,fbs,fbs,10,63,63,10,53,-53,context,99.40944863432287,107,124.15962733217214,57.662103750506795,4,1,regular
2022,2022-09-22T23:59:59+00:00,401416568,2006,Akron,2598,Saint Francis,home,fbs,fcs,30,23,30,23,7,7,context,65.5,66,56.49578538888076,120.83024178606904,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403864,2633,Tennessee,2050,Ball State,home,fbs,fbs,59,10,59,10,49,49,context,88.11352882134567,94,113.44224737889667,15.279790963220451,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403864,2050,Ball State,2633,Tennessee,away,fbs,fbs,59,10,10,59,-49,49,context,36.50970147363748,30,14.700387384660244,112.54441058044925,3,1,regular
2022,2022-09-22T23:59:59+00:00,401411092,221,Pittsburgh,277,West Virginia,home,fbs,fbs,38,31,38,31,7,7,context,64.1262262770705,64,46.22243460733349,41.0302529134836,3,1,regular
2022,2022-09-22T23:59:59+00:00,401411092,277,West Virginia,221,Pittsburgh,away,fbs,fbs,38,31,31,38,-7,7,context,47.77683679634467,43,36.68998024283943,43.31212016648316,4,1,regular
2022,2022-09-22T23:59:59+00:00,401415610,2116,UCF,2569,South Carolina State,home,fbs,fcs,56,10,56,10,46,46,context,65.5,66,62.520119421503125,41.823789216686755,3,1,regular
2022,2022-09-22T23:59:59+00:00,401416569,197,Oklahoma State,2117,Central Michigan,home,fbs,fbs,58,44,58,44,14,14,context,70.81317649012844,72,74.82566649009898,42.543274611237905,3,1,regular
2022,2022-09-22T23:59:59+00:00,401416569,2117,Central Michigan,197,Oklahoma State,away,fbs,fbs,58,44,44,58,-14,14,context,12.492968727414043,8,13.933039079387996,73.47655735754974,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426533,2229,Florida International,2803,Bryant,home,fbs,fcs,38,37,38,37,1,1,context,65.5,66,67.09048836686699,121.43040791065053,2,1,regular
2022,2022-09-22T23:59:59+00:00,401441990,2649,Toledo,2341,Long Island University,home,fbs,fcs,37,0,37,0,37,37,context,65.5,66,108.04376362874662,74.59323693827605,3,1,regular
2022,2022-09-22T23:59:59+00:00,401411093,154,Wake Forest,2678,VMI,home,fbs,fcs,44,10,44,10,34,34,context,65.5,66,65.66100018199076,46.28639748775035,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405064,2509,Purdue,213,Penn State,home,fbs,fbs,31,35,31,35,-4,-4,context,25.774320505844127,19,13.603479579452074,39.35887465881044,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405064,213,Penn State,2509,Purdue,away,fbs,fbs,31,35,35,31,4,-4,context,54.943834099683,52,38.88463394521308,20.03329363561962,3,1,regular
2022,2022-09-22T23:59:59+00:00,401416592,2459,Northern Illinois,2197,Eastern Illinois,home,fbs,fcs,34,27,34,27,7,7,context,65.5,66,75.00584380420702,101.8231555646823,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426534,5,UAB,2010,Alabama A&M,home,fbs,fcs,59,0,59,0,59,59,context,65.5,66,89.46339775491484,46.56789546089565,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426537,142,Missouri,2348,Louisiana Tech,home,fbs,fbs,52,24,52,24,28,28,context,98.07361493032948,105,108.21546906814486,76.68412112203166,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426537,2348,Louisiana Tech,142,Missouri,away,fbs,fbs,52,24,24,52,-28,28,context,62.31894898017409,61,72.60686463562364,98.64076848612355,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405060,135,Minnesota,166,New Mexico State,home,fbs,fbs,38,0,38,0,38,38,context,119.50562522545805,125,126.41841308581667,24.68056270557566,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405060,166,New Mexico State,135,Minnesota,away,fbs,fbs,38,0,0,38,-38,38,context,33.01713885727898,26,18.465258513180473,121.76645000140945,4,1,regular
2022,2022-09-22T23:59:59+00:00,401403965,9,Arizona State,2464,Northern Arizona,home,fbs,fcs,40,3,40,3,37,37,context,65.5,66,69.82653714642517,76.91318839381871,3,1,regular
2022,2022-09-22T23:59:59+00:00,401413224,278,Fresno State,13,Cal Poly,home,fbs,fcs,35,7,35,7,28,28,context,65.5,66,79.77467772512429,82.5967720062336,3,1,regular
2022,2022-09-22T23:59:59+00:00,401415213,23,San José State,2502,Portland State,home,fbs,fcs,21,17,21,17,4,4,context,65.5,66,52.321869641852565,94.2166875702876,2,1,regular
2022,2022-09-22T23:59:59+00:00,401416590,2199,Eastern Michigan,2198,Eastern Kentucky,home,fbs,fcs,42,34,42,34,8,8,context,65.5,66,25.785828952119402,88.83163098830397,3,1,regular
2022,2022-09-22T23:59:59+00:00,401416591,127,Michigan State,2711,Western Michigan,home,fbs,fbs,35,13,35,13,22,22,context,94.8508749131677,102,98.75706125380364,39.52681248433352,3,1,regular
2022,2022-09-22T23:59:59+00:00,401416591,2711,Western Michigan,127,Michigan State,away,fbs,fbs,35,13,13,35,-22,22,context,27.24242302501521,20,24.8919576254136,88.05946995141602,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426330,295,Old Dominion,259,Virginia Tech,home,fbs,fbs,20,17,20,17,3,3,context,72.71000145142244,75,90.01444559524215,81.55217697668793,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426330,259,Virginia Tech,295,Old Dominion,away,fbs,fbs,20,17,17,20,-3,3,context,87.44124480652744,93,89.735799387097,91.07905078916717,4,1,regular
2022,2022-09-22T23:59:59+00:00,401426535,2429,Charlotte,2729,William & Mary,home,fbs,fcs,24,41,24,41,-17,-17,context,65.5,66,15.307205339300074,120.35713621852973,4,1,regular
2022,2022-09-22T23:59:59+00:00,401411094,150,Duke,218,Temple,home,fbs,fbs,30,0,30,0,30,30,context,100.6484671341963,108,114.50399814682466,58.95078286840401,3,1,regular
2022,2022-09-22T23:59:59+00:00,401411094,218,Temple,150,Duke,away,fbs,fbs,30,0,0,30,-30,30,context,95.87057127872312,103,79.27273136212361,107.65857776143731,3,1,regular
2022,2022-09-22T23:59:59+00:00,401404052,2305,Kansas,2635,Tennessee Tech,home,fbs,fcs,56,10,56,10,46,46,context,65.5,66,78.04637866829341,17.932986124510688,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405061,84,Indiana,356,Illinois,home,fbs,fbs,23,20,23,20,3,3,context,68.02818823956305,69,42.910294172409685,60.07864042600875,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405061,356,Illinois,84,Indiana,away,fbs,fbs,23,20,20,23,-3,3,context,83.15335764210683,88,69.73452165990938,36.62328979669592,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403966,38,Colorado,2628,TCU,home,fbs,fbs,13,38,13,38,-25,-25,context,48.94799006149774,44,35.80473539947418,115.63456064041654,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403966,2628,TCU,38,Colorado,away,fbs,fbs,13,38,38,13,25,-25,context,80.32518138765833,85,112.70009475560802,39.121893164225064,2,1,regular
2022,2022-09-22T23:59:59+00:00,401403865,245,Texas A&M,2534,Sam Houston,home,fbs,fcs,31,0,31,0,31,31,context,65.5,66,66.10001511899917,59.807949315663286,3,1,regular
2022,2022-09-22T23:59:59+00:00,401404147,41,UConn,2115,Central Connecticut,home,fbs,fcs,28,3,28,3,25,25,context,65.5,66,112.99548134792437,121.49769514953839,4,1,regular
2022,2022-09-22T23:59:59+00:00,401405062,2294,Iowa,2571,South Dakota State,home,fbs,fcs,7,3,7,3,4,4,context,65.5,66,19.5914415881056,63.607014672746324,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405066,120,Maryland,2084,Buffalo,home,fbs,fbs,31,10,31,10,21,21,context,100.18704327216732,108,110.13575518824564,38.90755383918511,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405066,2084,Buffalo,120,Maryland,away,fbs,fbs,31,10,10,31,-21,21,context,50.35335577956366,46,36.4735888525718,100.60050681882237,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405067,130,Michigan,36,Colorado State,home,fbs,fbs,51,7,51,7,44,44,context,95.5944589444088,102,116.80983694546586,14.940332303808283,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405067,36,Colorado State,130,Michigan,away,fbs,fbs,51,7,7,51,-44,44,context,11.15858812249084,7,6.388694328890822,115.4997947857999,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405069,103,Boston College,164,Rutgers,home,fbs,fbs,21,22,21,22,-1,-1,context,68.39043298954446,69,70.60706787896024,101.2616321886641,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405069,164,Rutgers,103,Boston College,away,fbs,fbs,21,22,22,21,1,-1,context,62.327051030544396,61,92.8163146958385,69.42735550985694,3,1,regular
2022,2022-09-22T23:59:59+00:00,401411095,2026,App State,153,North Carolina,home,fbs,fbs,61,63,61,63,-2,-2,context,48.979618135503955,44,57.65539493607258,61.91066955724113,3,1,regular
2022,2022-09-22T23:59:59+00:00,401411095,153,North Carolina,2026,App State,away,fbs,fbs,61,63,63,61,2,-2,context,60.242591098369765,59,59.559142397081295,68.2044710005002,3,1,regular
2022,2022-09-22T23:59:59+00:00,401411096,151,East Carolina,152,NC State,home,fbs,fbs,20,21,20,21,-1,-1,context,40.25165083849,34,30.184194822225194,43.21364081835736,3,1,regular
2022,2022-09-22T23:59:59+00:00,401411096,152,NC State,151,East Carolina,away,fbs,fbs,20,21,21,20,1,-1,context,69.69555627201883,71,49.43235780628246,37.16992603100806,3,1,regular
2022,2022-09-22T23:59:59+00:00,401415611,2426,Navy,48,Delaware,home,fbs,fcs,7,14,7,14,-7,-7,context,65.5,66,15.402096055385456,111.65589167541746,2,1,regular
2022,2022-09-22T23:59:59+00:00,401411100,258,Virginia,257,Richmond,home,fbs,fcs,34,17,34,17,17,17,context,65.5,66,36.00734958557957,88.63977777750495,3,1,regular
2022,2022-09-22T23:59:59+00:00,401415209,2005,Air Force,2460,Northern Iowa,home,fbs,fcs,48,17,48,17,31,31,context,65.5,66,69.42939803644785,62.0001887778056,3,1,regular
2022,2022-09-22T23:59:59+00:00,401404057,66,Iowa State,2546,Southeast Missouri State,home,fbs,fcs,42,10,42,10,32,32,context,65.5,66,39.46154153866559,33.04119910411789,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403971,26,UCLA,189,Bowling Green,home,fbs,fbs,45,17,45,17,28,28,context,87.68554708789512,93,100.36327069776286,47.53027189082728,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403971,189,Bowling Green,26,UCLA,away,fbs,fbs,45,17,17,45,-28,28,context,52.08488485400782,48,43.911177786835296,96.12196988483305,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403855,8,Arkansas,2132,Cincinnati,home,fbs,fbs,31,24,31,24,7,7,context,41.01561774024295,34,31.819968747957738,50.18761691501908,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403855,2132,Cincinnati,8,Arkansas,away,fbs,fbs,31,24,24,31,-7,7,context,38.21001619068878,32,37.38556982782426,40.063509362088865,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403858,61,Georgia,2483,Oregon,neutral,fbs,fbs,49,3,49,3,46,46,context,42.07781587351661,36,33.19652874276695,7.719625383595851,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403858,2483,Oregon,61,Georgia,neutral,fbs,fbs,49,3,3,49,-46,46,context,5.111671235764777,3,2.6161851362558424,40.965269822236564,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403967,21,San Diego State,12,Arizona,home,fbs,fbs,20,38,20,38,-18,-18,context,89.28009373670514,95,87.33583238416122,104.58480770049579,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403967,12,Arizona,21,San Diego State,away,fbs,fbs,20,38,38,20,18,-18,context,58.322971132801,56,94.66734224111104,76.45870273597501,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405063,158,Nebraska,155,North Dakota,home,fbs,fcs,38,17,38,17,21,21,context,65.5,66,61.97073165623228,103.36551318474575,4,1,regular
2022,2022-09-22T23:59:59+00:00,401411097,2390,Miami,2065,Bethune-Cookman,home,fbs,fcs,70,13,70,13,57,57,context,65.5,66,108.95436610567234,43.861909511437254,3,1,regular
2022,2022-09-22T23:59:59+00:00,401415015,276,Marshall,2450,Norfolk State,home,fbs,fcs,55,3,55,3,52,52,context,65.5,66,104.32823120679394,50.20641040039821,3,1,regular
2022,2022-09-22T23:59:59+00:00,401415211,2751,Wyoming,202,Tulsa,home,fbs,fbs,40,37,40,37,3,3,context,90.94757190167908,97,81.27665526018501,86.18591402276877,4,1,regular
2022,2022-09-22T23:59:59+00:00,401415211,202,Tulsa,2751,Wyoming,away,fbs,fbs,40,37,37,40,-3,3,context,87.52950216735488,93,92.99898270594434,67.80915780001737,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426541,201,Oklahoma,2638,UTEP,home,fbs,fbs,45,13,45,13,32,32,context,99.25343251850026,106,120.2266175419686,22.341883089291752,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426541,2638,UTEP,201,Oklahoma,away,fbs,fbs,45,13,13,45,-32,32,context,24.771205794516316,18,14.324064927713414,119.58087350061415,4,1,regular
2022,2022-09-22T23:59:59+00:00,401426542,2636,UTSA,248,Houston,home,fbs,fbs,35,37,35,37,-2,-2,context,42.507748915034504,37,56.48655814390699,67.42538560985064,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426542,248,Houston,2636,UTSA,away,fbs,fbs,35,37,37,35,2,-2,context,52.684852724020686,49,60.34966523556267,69.88456054082421,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403860,145,Ole Miss,2653,Troy,home,fbs,fbs,28,10,28,10,18,18,context,90.452255296112,97,88.94757974326843,20.030227544538203,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403860,2653,Troy,145,Ole Miss,away,fbs,fbs,28,10,10,28,-18,18,context,48.6006763836402,44,22.02289862973882,76.33986628460357,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403968,25,California,302,UC Davis,home,fbs,fcs,34,13,34,13,21,21,context,65.5,66,28.65530288477214,61.07531572427415,3,1,regular
2022,2022-09-22T23:59:59+00:00,401415612,58,South Florida,252,BYU,home,fbs,fbs,21,50,21,50,-29,-29,context,44.20201603832861,38,38.0656485396946,89.66621921476428,3,1,regular
2022,2022-09-22T23:59:59+00:00,401415612,252,BYU,58,South Florida,away,fbs,fbs,21,50,50,21,29,-29,context,102.38163040225788,109,104.6829322836581,45.75514845781431,3,1,regular
2022,2022-09-22T23:59:59+00:00,401421116,6,South Alabama,2447,Nicholls,home,fbs,fcs,48,7,48,7,41,41,context,65.5,66,96.1887195014307,38.17224267770412,3,1,regular
2022,2022-09-22T23:59:59+00:00,401415212,2440,Nevada,326,Texas State,home,fbs,fbs,38,14,38,14,24,24,context,112.8828945193603,119,117.03117857196331,96.1009203012177,4,1,regular
2022,2022-09-22T23:59:59+00:00,401415212,326,Texas State,2440,Nevada,away,fbs,fbs,38,14,14,38,-24,24,context,91.69775973148441,98,101.90504621178843,103.38276614563887,3,1,regular
2022,2022-09-22T23:59:59+00:00,401420777,290,Georgia Southern,2415,Morgan State,home,fbs,fcs,59,7,59,7,52,52,context,65.5,66,88.54489672016707,63.69584356142078,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426536,195,Ohio,2226,Florida Atlantic,home,fbs,fbs,41,38,41,38,3,3,context,94.8523227049903,102,90.03208015843013,97.75154100689196,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426536,2226,Florida Atlantic,195,Ohio,away,fbs,fbs,41,38,38,41,-3,3,context,109.14699155256346,116,112.74854246146606,77.71272515752915,4,1,regular
2022,2022-09-22T23:59:59+00:00,401426538,256,James Madison,2393,Middle Tennessee,home,fbs,fbs,44,7,44,7,37,37,context,79.45822217710946,83,83.20379054289208,23.423188674150612,2,1,regular
2022,2022-09-22T23:59:59+00:00,401426538,2393,Middle Tennessee,256,James Madison,away,fbs,fbs,44,7,7,44,-37,37,context,83.27025874730501,91,32.365679246725236,77.60583403422457,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426540,30,USC,242,Rice,home,fbs,fbs,66,14,66,14,52,52,context,104.71480872556671,112,103.82431112468687,14.80572405485412,3,1,regular
2022,2022-09-22T23:59:59+00:00,401426540,242,Rice,30,USC,away,fbs,fbs,66,14,14,66,-52,52,context,74.17007341465134,76,26.609977385947968,83.47593202768952,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403856,2,Auburn,2382,Mercer,home,fbs,fcs,42,16,42,16,26,26,context,65.5,66,38.36870363166619,81.80460571095551,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403857,57,Florida,254,Utah,home,fbs,fbs,29,26,29,26,3,3,context,20.906770080716186,14,15.912888559346229,66.05504970666742,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403857,254,Utah,57,Florida,away,fbs,fbs,29,26,26,29,-3,3,context,48.724857947802555,44,55.87676598540536,31.42377069961309,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403859,96,Kentucky,193,Miami (OH),home,fbs,fbs,37,13,37,13,24,24,context,73.17772262834902,75,93.93707166078178,32.661024019571926,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403859,193,Miami (OH),96,Kentucky,away,fbs,fbs,37,13,13,37,-24,24,context,36.71218551018243,30,25.179606321983567,95.19705520594025,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403866,238,Vanderbilt,2210,Elon,home,fbs,fcs,42,31,42,31,11,11,context,65.5,66,23.402079400758648,57.662103750506795,4,1,regular
2022,2022-09-22T23:59:59+00:00,401404056,2306,Kansas State,233,South Dakota,home,fbs,fcs,34,0,34,0,34,34,context,65.5,66,52.823309085820384,43.91993708548237,3,1,regular
2022,2022-09-22T23:59:59+00:00,401404134,324,Coastal Carolina,349,Army,home,fbs,fbs,38,28,38,28,10,10,context,74.81433220272837,78,73.46248948840142,70.25871430426015,4,1,regular
2022,2022-09-22T23:59:59+00:00,401404134,349,Army,324,Coastal Carolina,away,fbs,fbs,38,28,28,38,-10,10,context,78.58934083356306,82,76.01878784302049,69.40675985741318,3,1,regular
2022,2022-09-22T23:59:59+00:00,401404157,2572,Southern Miss,2335,Liberty,home,fbs,fbs,27,29,27,29,-2,-2,context,87.26783328120946,93,63.24817395452835,75.17201578178684,3,1,regular
2022,2022-09-22T23:59:59+00:00,401404157,2335,Liberty,2572,Southern Miss,away,fbs,fbs,27,29,29,27,2,-2,context,94.77127713499857,101,89.67977632855666,49.29106388993502,3,1,regular
2022,2022-09-22T23:59:59+00:00,401405065,275,Wisconsin,2287,Illinois State,home,fbs,fcs,38,0,38,0,38,38,context,65.5,66,43.92010595166602,37.75382376223108,3,1,regular
2022,2022-09-22T23:59:59+00:00,401414778,2655,Tulane,113,Massachusetts,home,fbs,fbs,42,10,42,10,32,32,context,119.39728948316645,124,126.22709964308622,30.35176853861248,3,1,regular
2022,2022-09-22T23:59:59+00:00,401414778,113,Massachusetts,2655,Tulane,away,fbs,fbs,42,10,10,42,-32,32,context,75.11198231395812,78,40.576393656551645,120.24920290638602,3,1,regular
2022,2022-09-22T23:59:59+00:00,401421121,309,Louisiana,2545,SE Louisiana,home,fbs,fcs,24,7,24,7,17,17,context,65.5,66,39.82282436178125,74.86697205434663,3,1,regular
2022,2022-09-22T23:59:59+00:00,401424416,239,Baylor,399,UAlbany,home,fbs,fcs,69,10,69,10,59,59,context,65.5,66,82.24546731790646,34.71513226670415,3,1,regular
2022,2022-09-22T23:59:59+00:00,401425418,2032,Arkansas State,2755,Grambling,home,fbs,fcs,58,3,58,3,55,55,context,65.5,66,102.75433061060617,69.03307799429342,3,1,regular
2022,2022-09-22T23:59:59+00:00,401403854,333,Alabama,328,Utah State,home,fbs,fbs,55,0,55,0,55,55,context,71.1031824997516,73,113.69886269872471,13.056858579802615,3,1,regular
