season,cutoff,game_id,team_id,team_name,opponent_id,opponent_name,site,focal_subdivision,opponent_subdivision,home_points,away_points,focal_points,opponent_points,focal_margin,model_oriented_margin,opponent_anchor_family,opponent_anchor_expected_rank,opponent_anchor_median_rank,opponent_joint_expected_rank,focal_performance_expected_rank,eligible_evidence_count,week,season_type
2023,2023-10-21T23:59:59+00:00,401532415,2084,Buffalo,2117,Central Michigan,home,fbs,fbs,37,13,37,13,24,24,history,93.9020274315251,101,117.05081013384505,107.50807842745067,8,6,regular
2023,2023-10-21T23:59:59+00:00,401532415,2117,Central Michigan,2084,Buffalo,away,fbs,fbs,37,13,13,37,-24,24,history,84.11239055452647,90,108.86767146332862,115.44701365661442,8,6,regular
2023,2023-10-21T23:59:59+00:00,401520306,77,Northwestern,47,Howard,home,fbs,fcs,23,20,23,20,3,3,history,64.5,64,55.09770527813062,89.67284592969847,7,6,regular
2023,2023-10-21T23:59:59+00:00,401524028,26,UCLA,265,Washington State,home,fbs,fbs,25,17,25,17,8,8,history,60.272584831976175,58,46.11163556562145,31.31269026645092,6,6,regular
2023,2023-10-21T23:59:59+00:00,401524028,265,Washington State,26,UCLA,away,fbs,fbs,25,17,17,25,-8,8,history,44.77395916391264,39,28.401605056785527,46.658721873072686,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520302,2294,Iowa,2509,Purdue,home,fbs,fbs,20,14,20,14,6,6,history,58.817914869603825,56,70.8699527981771,48.26348893423005,8,6,regular
2023,2023-10-21T23:59:59+00:00,401520302,2509,Purdue,2294,Iowa,away,fbs,fbs,20,14,14,20,-6,6,history,40.19581204238561,33,42.45329929229546,73.63577401707899,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520310,245,Texas A&M,333,Alabama,home,fbs,fbs,20,26,20,26,-6,-6,history,10.426059577603,6,7.417797954884492,23.690570100162354,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520310,333,Alabama,245,Texas A&M,away,fbs,fbs,20,26,26,20,6,-6,history,50.04987262386894,45,22.784088779742923,13.547134777079513,8,6,regular
2023,2023-10-21T23:59:59+00:00,401525517,228,Clemson,154,Wake Forest,home,fbs,fbs,17,12,17,12,5,5,history,51.669009422960684,47,78.73270831402714,37.59151336745665,6,6,regular
2023,2023-10-21T23:59:59+00:00,401525517,154,Wake Forest,228,Clemson,away,fbs,fbs,17,12,12,17,-5,5,history,22.114434483179885,15,25.056495640040353,83.6715449647841,7,6,regular
2023,2023-10-21T23:59:59+00:00,401525518,52,Florida State,259,Virginia Tech,home,fbs,fbs,39,17,39,17,22,22,history,74.18075420940045,76,69.96858305825006,6.3501027188443855,7,6,regular
2023,2023-10-21T23:59:59+00:00,401525518,259,Virginia Tech,52,Florida State,away,fbs,fbs,39,17,17,39,-22,22,history,32.977557159206846,26,7.827791000955619,67.93701103908397,7,6,regular
2023,2023-10-21T23:59:59+00:00,401525520,153,North Carolina,183,Syracuse,home,fbs,fbs,40,7,40,7,33,33,history,66.84585818711278,67,55.20394947344872,27.8415836916051,7,6,regular
2023,2023-10-21T23:59:59+00:00,401525520,183,Syracuse,153,North Carolina,away,fbs,fbs,40,7,7,40,-33,33,history,52.13358830826641,47,27.293544425687784,54.31359022985025,7,6,regular
2023,2023-10-21T23:59:59+00:00,401531433,2426,Navy,249,North Texas,home,fbs,fbs,27,24,27,24,3,3,history,90.35568531184107,97,104.85345307350107,101.32611879068475,7,6,regular
2023,2023-10-21T23:59:59+00:00,401531433,249,North Texas,2426,Navy,away,fbs,fbs,27,24,24,27,-3,3,history,75.91569198762018,79,100.65354886383376,101.59287794418562,7,6,regular
2023,2023-10-21T23:59:59+00:00,401531884,309,Louisiana,326,Texas State,home,fbs,fbs,34,30,34,30,4,4,history,106.27554427269757,114,86.17453884450856,86.4546822498163,6,6,regular
2023,2023-10-21T23:59:59+00:00,401531884,326,Texas State,309,Louisiana,away,fbs,fbs,34,30,30,34,-4,4,history,73.12763713853724,75,87.59958182774247,75.08760314788107,7,6,regular
2023,2023-10-21T23:59:59+00:00,401532414,2199,Eastern Michigan,2050,Ball State,home,fbs,fbs,24,10,24,10,14,14,history,87.88363742761386,95,122.58681163029485,114.68823322426108,8,6,regular
2023,2023-10-21T23:59:59+00:00,401532414,2050,Ball State,2199,Eastern Michigan,away,fbs,fbs,24,10,10,24,-14,14,history,87.8075634109392,94,115.58515184362149,123.29785381847871,8,6,regular
2023,2023-10-21T23:59:59+00:00,401532416,193,Miami (OH),189,Bowling Green,home,fbs,fbs,27,0,27,0,27,27,history,96.99032697572703,104,95.69030154262106,71.20933428811445,8,6,regular
2023,2023-10-21T23:59:59+00:00,401532416,189,Bowling Green,193,Miami (OH),away,fbs,fbs,27,0,0,27,-27,27,history,89.74676260632098,97,77.22980415652215,88.98871582849313,8,6,regular
2023,2023-10-21T23:59:59+00:00,401532417,195,Ohio,2309,Kent State,home,fbs,fbs,42,17,42,17,25,25,history,88.48783830762844,95,126.62523440700754,80.22693604263391,8,6,regular
2023,2023-10-21T23:59:59+00:00,401532417,2309,Kent State,195,Ohio,away,fbs,fbs,42,17,17,42,-25,25,history,73.11723007499562,75,81.29673515707951,128.11512865763507,8,6,regular
2023,2023-10-21T23:59:59+00:00,401532418,2006,Akron,2459,Northern Illinois,home,fbs,fbs,14,55,14,55,-41,-41,history,101.94209306047199,110,96.1217486867446,126.82819677263888,8,6,regular
2023,2023-10-21T23:59:59+00:00,401532418,2459,Northern Illinois,2006,Akron,away,fbs,fbs,14,55,55,14,41,-41,history,115.31501875851706,122,128.03545707031003,88.74583770778852,8,6,regular
2023,2023-10-21T23:59:59+00:00,401520299,57,Florida,238,Vanderbilt,home,fbs,fbs,38,14,38,14,24,24,history,79.57293975627643,83,100.56725909417109,54.92881922487744,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520299,238,Vanderbilt,57,Florida,away,fbs,fbs,38,14,14,38,-24,24,history,39.74425730622224,33,46.717226406739705,100.35084659324599,8,6,regular
2023,2023-10-21T23:59:59+00:00,401525860,2305,Kansas,2116,UCF,home,fbs,fbs,51,22,51,22,29,29,history,57.224587003024425,54,47.17417503205409,46.40896854394768,7,6,regular
2023,2023-10-21T23:59:59+00:00,401525860,2116,UCF,2305,Kansas,away,fbs,fbs,51,22,22,51,-29,29,history,72.50634707041996,74,49.95117431930261,48.87674108072634,7,6,regular
2023,2023-10-21T23:59:59+00:00,401531380,5,UAB,58,South Florida,home,fbs,fbs,56,35,56,35,21,21,history,103.57074978447672,112,108.61565442373772,106.7729293127345,8,6,regular
2023,2023-10-21T23:59:59+00:00,401531380,58,South Florida,5,UAB,away,fbs,fbs,56,35,35,56,-21,21,history,76.47573072777752,80,106.61694076683364,101.66819080548922,8,6,regular
2023,2023-10-21T23:59:59+00:00,401531887,2653,Troy,2032,Arkansas State,home,fbs,fbs,37,3,37,3,34,34,history,101.69885340830838,109,120.22257622322132,48.20193565166841,7,6,regular
2023,2023-10-21T23:59:59+00:00,401531887,2032,Arkansas State,2653,Troy,away,fbs,fbs,37,3,3,37,-34,34,history,56.224233531161445,53,46.12621501107071,118.61165797302418,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520309,242,Rice,41,UConn,home,fbs,fbs,31,38,31,38,-7,-7,history,88.49264110792703,95,112.84462020838625,82.64766394540688,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520309,41,UConn,242,Rice,away,fbs,fbs,31,38,38,31,7,-7,history,98.99567326218497,107,91.76746273303594,111.74785702952298,7,6,regular
2023,2023-10-21T23:59:59+00:00,401531340,2226,Florida Atlantic,202,Tulsa,home,fbs,fbs,20,17,20,17,3,3,history,76.36312575482575,79,108.00487345731729,91.19735201763166,7,6,regular
2023,2023-10-21T23:59:59+00:00,401531340,202,Tulsa,2226,Florida Atlantic,away,fbs,fbs,20,17,17,20,-3,3,history,89.2488529845745,96,95.85376738097081,108.88483232195132,7,6,regular
2023,2023-10-21T23:59:59+00:00,401524026,9,Arizona State,38,Colorado,home,fbs,fbs,24,27,24,27,-3,-3,history,95.41040756665544,103,73.49120104770617,101.43318601304671,6,6,regular
2023,2023-10-21T23:59:59+00:00,401524026,38,Colorado,9,Arizona State,away,fbs,fbs,24,27,27,24,3,-3,history,71.1988085361784,73,99.748799538217,64.84740830015832,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520300,61,Georgia,96,Kentucky,home,fbs,fbs,51,13,51,13,38,38,history,54.24726616433674,50,55.97463340398838,16.45003593436039,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520300,96,Kentucky,61,Georgia,away,fbs,fbs,51,13,13,51,-38,38,history,6.821972747489069,4,5.805001250751214,60.068625358901514,7,6,regular
2023,2023-10-21T23:59:59+00:00,401531885,2433,UL Monroe,6,South Alabama,home,fbs,fbs,7,55,7,55,-48,-48,history,74.82056297900083,77,46.57300203146974,112.05799843956726,7,6,regular
2023,2023-10-21T23:59:59+00:00,401531885,6,South Alabama,2433,UL Monroe,away,fbs,fbs,7,55,55,7,48,-48,history,103.52465194224891,111,115.82625038814314,41.79446667653352,7,6,regular
2023,2023-10-21T23:59:59+00:00,401531886,2572,Southern Miss,295,Old Dominion,home,fbs,fbs,13,17,13,17,-4,-4,history,96.86514611959562,105,103.76388284227696,123.65922577378942,7,6,regular
2023,2023-10-21T23:59:59+00:00,401531886,295,Old Dominion,2572,Southern Miss,away,fbs,fbs,13,17,17,13,4,-4,history,82.19949852497639,86,120.82871384993263,98.31311752316108,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520303,135,Minnesota,130,Michigan,home,fbs,fbs,10,52,10,52,-42,-42,history,17.264723883140057,11,4.592174180307359,73.7853415536078,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520303,130,Michigan,135,Minnesota,away,fbs,fbs,10,52,52,10,42,-42,history,46.775987815737,41,67.26236110423349,5.1574514173202886,8,6,regular
2023,2023-10-21T23:59:59+00:00,401520308,145,Ole Miss,8,Arkansas,home,fbs,fbs,27,20,27,20,7,7,history,48.82734375470384,44,42.03266545828924,14.659343313851187,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520308,8,Arkansas,145,Ole Miss,away,fbs,fbs,27,20,20,27,-7,7,history,44.242701241174004,38,14.669366252483302,45.48658347477888,8,6,regular
2023,2023-10-21T23:59:59+00:00,401525439,97,Louisville,87,Notre Dame,home,fbs,fbs,33,20,33,20,13,13,history,31.953312730069086,24,10.549807302348539,43.76732964694268,7,6,regular
2023,2023-10-21T23:59:59+00:00,401525439,87,Notre Dame,97,Louisville,away,fbs,fbs,33,20,20,33,-13,13,history,44.06428720944407,38,38.414294906589504,11.549401106731034,8,6,regular
2023,2023-10-21T23:59:59+00:00,401525519,2390,Miami,59,Georgia Tech,home,fbs,fbs,20,23,20,23,-3,-3,history,69.59427812111682,70,76.60211761151058,30.159467736171898,6,6,regular
2023,2023-10-21T23:59:59+00:00,401525519,59,Georgia Tech,2390,Miami,away,fbs,fbs,20,23,23,20,3,-3,history,62.634814510076,61,32.6617292503916,76.55051674314927,7,6,regular
2023,2023-10-21T23:59:59+00:00,401525858,239,Baylor,2641,Texas Tech,home,fbs,fbs,14,39,14,39,-25,-25,history,45.28447019902473,39,42.936499689769406,92.1521130280427,7,6,regular
2023,2023-10-21T23:59:59+00:00,401525858,2641,Texas Tech,239,Baylor,away,fbs,fbs,14,39,39,14,25,-25,history,56.3018363195221,53,87.61913390177509,47.24448908258971,8,6,regular
2023,2023-10-21T23:59:59+00:00,401525859,66,Iowa State,2628,TCU,home,fbs,fbs,27,14,27,14,13,13,history,21.86197717695773,15,32.97190871499279,49.215172300042575,7,6,regular
2023,2023-10-21T23:59:59+00:00,401525859,2628,TCU,66,Iowa State,away,fbs,fbs,27,14,14,27,-13,13,history,61.405950460251006,59,48.195968202639996,44.9776929479368,8,6,regular
2023,2023-10-21T23:59:59+00:00,401532590,328,Utah State,36,Colorado State,home,fbs,fbs,44,24,44,24,20,20,history,101.97016447602809,110,103.69407581909354,74.14387572914154,8,6,regular
2023,2023-10-21T23:59:59+00:00,401532590,36,Colorado State,328,Utah State,away,fbs,fbs,44,24,24,44,-20,20,history,88.70326229002382,95,79.21947872756337,96.99907424196941,7,6,regular
2023,2023-10-21T23:59:59+00:00,401532591,2751,Wyoming,278,Fresno State,home,fbs,fbs,24,19,24,19,5,5,history,58.45414526073573,56,52.61444924819138,70.17353967123739,7,6,regular
2023,2023-10-21T23:59:59+00:00,401532591,278,Fresno State,2751,Wyoming,away,fbs,fbs,24,19,19,24,-5,5,history,81.55943299796088,86,74.39528128023751,54.54002274171931,7,6,regular
2023,2023-10-21T23:59:59+00:00,401532592,68,Boise State,23,San José State,home,fbs,fbs,35,27,35,27,8,8,history,80.17545898292053,85,74.29497677852969,73.42114576363484,7,6,regular
2023,2023-10-21T23:59:59+00:00,401532592,23,San José State,68,Boise State,away,fbs,fbs,35,27,27,35,-8,8,history,44.44346305004056,38,66.26897586128624,71.15130137181481,8,6,regular
2023,2023-10-21T23:59:59+00:00,401524027,25,California,204,Oregon State,home,fbs,fbs,40,52,40,52,-12,-12,history,40.44834394700235,34,18.036723569303824,65.07622088076255,7,6,regular
2023,2023-10-21T23:59:59+00:00,401524027,204,Oregon State,25,California,away,fbs,fbs,40,52,52,40,12,-12,history,69.46913388675847,70,66.00684762187595,19.15642248289389,7,6,regular
2023,2023-10-21T23:59:59+00:00,401524025,30,USC,12,Arizona,home,fbs,fbs,43,41,43,41,2,2,history,73.50196539741201,75,42.23955692596616,27.33052840289387,7,6,regular
2023,2023-10-21T23:59:59+00:00,401524025,12,Arizona,30,USC,away,fbs,fbs,43,41,41,43,-2,2,history,24.710633465507133,18,20.56194617527772,36.200091636434784,7,6,regular
2023,2023-10-21T23:59:59+00:00,401520313,2393,Middle Tennessee,2348,Louisiana Tech,home,fbs,fbs,31,23,31,23,8,8,history,100.25448419050927,108,109.9664127184578,108.60955352209025,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520313,2348,Louisiana Tech,2393,Middle Tennessee,away,fbs,fbs,31,23,23,31,-8,8,history,84.11675703845823,89,109.06740402580103,105.81429025015437,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520312,55,Jacksonville State,2335,Liberty,home,fbs,fbs,13,31,13,31,-18,-18,history,69.9457700184977,71,55.79260085288691,85.90730363030306,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520312,2335,Liberty,55,Jacksonville State,away,fbs,fbs,13,31,31,13,18,-18,history,96.43023395031086,107,91.78811723240656,54.07259861213678,7,7,regular
2023,2023-10-21T23:59:59+00:00,401531888,2026,App State,324,Coastal Carolina,home,fbs,fbs,24,27,24,27,-3,-3,history,66.47098204008995,66,71.17571018853033,83.86425477443167,7,7,regular
2023,2023-10-21T23:59:59+00:00,401531888,324,Coastal Carolina,2026,App State,away,fbs,fbs,24,27,27,24,3,-3,history,63.57953204648543,62,82.09135841153872,71.36749501410868,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520314,2229,Florida International,2638,UTEP,home,fbs,fbs,14,27,14,27,-13,-13,history,101.3986237694766,109,121.42067518729004,118.08590021788116,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520314,2638,UTEP,2229,Florida International,away,fbs,fbs,14,27,27,14,13,-13,history,118.00155553516501,125,123.41870197662945,120.01125207461732,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520315,166,New Mexico State,2534,Sam Houston,home,fbs,fbs,27,13,27,13,14,14,history,103.18366816454478,114,117.4325152345872,97.53055792607253,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520315,2534,Sam Houston,166,New Mexico State,away,fbs,fbs,27,13,13,27,-14,14,history,101.17594171789383,110,104.58055106677189,111.10432291868975,7,7,regular
2023,2023-10-21T23:59:59+00:00,401525862,248,Houston,277,West Virginia,home,fbs,fbs,41,39,41,39,2,2,history,55.73155670170647,52,52.01954417548884,73.59137371967154,7,7,regular
2023,2023-10-21T23:59:59+00:00,401525862,277,West Virginia,248,Houston,away,fbs,fbs,41,39,39,41,-2,2,history,61.1532610821397,59,71.576564566589,54.46937733567595,7,7,regular
2023,2023-10-21T23:59:59+00:00,401531415,151,East Carolina,2567,SMU,home,fbs,fbs,10,31,10,31,-21,-21,history,71.35547479528199,73,38.747768676865675,104.84221103941118,7,7,regular
2023,2023-10-21T23:59:59+00:00,401531415,2567,SMU,151,East Carolina,away,fbs,fbs,10,31,31,10,21,-21,history,71.295939582129,73,103.04254593099284,35.74236320635242,7,7,regular
2023,2023-10-21T23:59:59+00:00,401531371,235,Memphis,2655,Tulane,home,fbs,fbs,21,31,21,31,-10,-10,history,53.27167128636954,49,48.219217357198076,55.69330165688268,7,7,regular
2023,2023-10-21T23:59:59+00:00,401531371,2655,Tulane,235,Memphis,away,fbs,fbs,21,31,31,21,10,-10,history,67.88754170929923,68,56.51551709951204,51.53644361732648,7,7,regular
2023,2023-10-21T23:59:59+00:00,401532594,328,Utah State,278,Fresno State,home,fbs,fbs,32,37,32,37,-5,-5,history,58.45414526073573,56,52.61444924819138,74.14387572914154,8,7,regular
2023,2023-10-21T23:59:59+00:00,401532594,278,Fresno State,328,Utah State,away,fbs,fbs,32,37,37,32,5,-5,history,88.70326229002382,95,79.21947872756337,54.54002274171931,7,7,regular
2023,2023-10-21T23:59:59+00:00,401524029,38,Colorado,24,Stanford,home,fbs,fbs,43,46,43,46,-3,-3,history,67.83185840750434,68,96.55537113789507,64.84740830015832,7,7,regular
2023,2023-10-21T23:59:59+00:00,401524029,24,Stanford,38,Colorado,away,fbs,fbs,43,46,46,43,3,-3,history,95.41040756665544,103,73.49120104770617,99.52579254258069,6,7,regular
2023,2023-10-21T23:59:59+00:00,401520316,333,Alabama,8,Arkansas,home,fbs,fbs,24,21,24,21,3,3,history,48.82734375470384,44,42.03266545828924,13.547134777079513,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520316,8,Arkansas,333,Alabama,away,fbs,fbs,24,21,21,24,-3,3,history,10.426059577603,6,7.417797954884492,45.48658347477888,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520321,130,Michigan,84,Indiana,home,fbs,fbs,52,7,52,7,45,45,history,74.58180207684858,77,106.20396690244033,5.1574514173202886,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520321,84,Indiana,130,Michigan,away,fbs,fbs,52,7,7,52,-45,45,history,17.264723883140057,11,4.592174180307359,107.11371336293212,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520323,2509,Purdue,194,Ohio State,home,fbs,fbs,7,41,7,41,-34,-34,history,11.251495543521,7,4.292507898476448,73.63577401707899,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520323,194,Ohio State,2509,Purdue,away,fbs,fbs,7,41,41,7,34,-34,history,58.817914869603825,56,70.8699527981771,6.500956937763869,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520324,164,Rutgers,127,Michigan State,home,fbs,fbs,27,24,27,24,3,3,history,57.141574519167854,54,84.79080599153012,49.79832151881868,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520324,127,Michigan State,164,Rutgers,away,fbs,fbs,27,24,24,27,-3,3,history,82.83490019969582,88,55.03846987235443,89.39827288502282,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520327,238,Vanderbilt,61,Georgia,home,fbs,fbs,20,37,20,37,-17,-17,history,6.821972747489069,4,5.805001250751214,100.35084659324599,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520327,61,Georgia,238,Vanderbilt,away,fbs,fbs,20,37,37,20,17,-17,history,79.57293975627643,83,100.56725909417109,16.45003593436039,7,7,regular
2023,2023-10-21T23:59:59+00:00,401525524,52,Florida State,183,Syracuse,home,fbs,fbs,41,3,41,3,38,38,history,66.84585818711278,67,55.20394947344872,6.3501027188443855,7,7,regular
2023,2023-10-21T23:59:59+00:00,401525524,183,Syracuse,52,Florida State,away,fbs,fbs,41,3,3,41,-38,38,history,32.977557159206846,26,7.827791000955619,54.31359022985025,7,7,regular
2023,2023-10-21T23:59:59+00:00,401525863,2132,Cincinnati,66,Iowa State,home,fbs,fbs,10,30,10,30,-20,-20,history,61.405950460251006,59,48.195968202639996,74.68566407952264,7,7,regular
2023,2023-10-21T23:59:59+00:00,401525863,66,Iowa State,2132,Cincinnati,away,fbs,fbs,10,30,30,10,20,-20,history,47.324303364763644,41,69.13777787843085,49.215172300042575,7,7,regular
2023,2023-10-21T23:59:59+00:00,401531390,249,North Texas,218,Temple,home,fbs,fbs,45,14,45,14,31,31,history,102.65922613577139,110,126.97948690595813,101.59287794418562,7,7,regular
2023,2023-10-21T23:59:59+00:00,401531390,218,Temple,249,North Texas,away,fbs,fbs,45,14,14,45,-31,31,history,90.35568531184107,97,104.85345307350107,127.67545052393521,8,7,regular
2023,2023-10-21T23:59:59+00:00,401531890,256,James Madison,290,Georgia Southern,home,fbs,fbs,41,13,41,13,28,28,history,81.42695680553729,86,82.94754233586356,39.352528767261695,7,7,regular
2023,2023-10-21T23:59:59+00:00,401531890,290,Georgia Southern,256,James Madison,away,fbs,fbs,41,13,13,41,-28,28,history,56.39816187989319,53,38.46384281490064,79.24864472680386,7,7,regular
2023,2023-10-21T23:59:59+00:00,401532422,2199,Eastern Michigan,2309,Kent State,home,fbs,fbs,28,14,28,14,14,14,history,88.48783830762844,95,126.62523440700754,114.68823322426108,8,7,regular
2023,2023-10-21T23:59:59+00:00,401532422,2309,Kent State,2199,Eastern Michigan,away,fbs,fbs,28,14,14,28,-14,14,history,87.8075634109392,94,115.58515184362149,128.11512865763507,8,7,regular
2023,2023-10-21T23:59:59+00:00,401531405,2429,Charlotte,2426,Navy,home,fbs,fbs,0,14,0,14,-14,-14,history,75.91569198762018,79,100.65354886383376,105.51938290972332,7,7,regular
2023,2023-10-21T23:59:59+00:00,401531405,2426,Navy,2429,Charlotte,away,fbs,fbs,0,14,14,0,14,-14,history,112.23038674526055,120,114.47306137668944,101.32611879068475,7,7,regular
2023,2023-10-21T23:59:59+00:00,401532419,2050,Ball State,2649,Toledo,home,fbs,fbs,6,13,6,13,-7,-7,history,69.63540745911901,70,69.35783568876765,123.29785381847871,8,7,regular
2023,2023-10-21T23:59:59+00:00,401532419,2649,Toledo,2050,Ball State,away,fbs,fbs,6,13,13,6,7,-7,history,87.88363742761386,95,122.58681163029485,68.74309129044694,8,7,regular
2023,2023-10-21T23:59:59+00:00,401524033,254,Utah,25,California,home,fbs,fbs,34,14,34,14,20,20,history,69.46913388675847,70,66.00684762187595,39.077406857180605,6,7,regular
2023,2023-10-21T23:59:59+00:00,401524033,25,California,254,Utah,away,fbs,fbs,34,14,14,34,-20,20,history,30.086471458963906,22,29.879825991259878,65.07622088076255,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520317,349,Army,2653,Troy,home,fbs,fbs,0,19,0,19,-19,-19,history,56.224233531161445,53,46.12621501107071,95.83506163742052,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520317,2653,Troy,349,Army,away,fbs,fbs,0,19,19,0,19,-19,history,80.51538874281206,85,97.94231788144403,48.20193565166841,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520320,120,Maryland,356,Illinois,home,fbs,fbs,24,27,24,27,-3,-3,history,57.15336628293986,54,79.39502083268039,41.16208432854291,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520320,356,Illinois,120,Maryland,away,fbs,fbs,24,27,27,24,3,-3,history,53.11198057200822,49,39.12145984628372,82.50610830794261,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520322,213,Penn State,113,Massachusetts,home,fbs,fbs,63,0,63,0,63,63,history,127.25423836111726,130,129.54951053319667,6.809692613347313,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520322,113,Massachusetts,213,Penn State,away,fbs,fbs,63,0,0,63,-63,63,history,23.428634603959857,16,6.594063829203964,123.9685585443868,8,7,regular
2023,2023-10-21T23:59:59+00:00,401520325,2579,South Carolina,57,Florida,home,fbs,fbs,39,41,39,41,-2,-2,history,39.74425730622224,33,46.717226406739705,62.10652323313388,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520325,57,Florida,2579,South Carolina,away,fbs,fbs,39,41,41,39,2,-2,history,47.653717675442685,42,56.63385658725844,54.92881922487744,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520326,2633,Tennessee,245,Texas A&M,home,fbs,fbs,20,13,20,13,7,7,history,50.04987262386894,45,22.784088779742923,23.967598899951877,7,7,regular
2023,2023-10-21T23:59:59+00:00,401520326,245,Texas A&M,2633,Tennessee,away,fbs,fbs,20,13,13,20,-7,7,history,23.978467241735068,17,17.59882317883001,23.690570100162354,7,7,regular
2023,2023-10-21T23:59:59+00:00,401524034,264,Washington,2483,Oregon,home,fbs,fbs,36,33,36,33,3,3,history,27.271670451196176,20,8.228187628383296,9.239300500784497,6,7,regular
2023,2023-10-21T23:59:59+00:00,401524034,2483,Oregon,264,Washington,away,fbs,fbs,36,33,33,36,-3,3,history,36.255329611670525,29,9.882048807579688,8.326623349468258,7,7,regular
2023,2023-10-21T23:59:59+00:00,401525527,259,Virginia Tech,154,Wake Forest,home,fbs,fbs,30,13,30,13,17,17,history,51.669009422960684,47,78.73270831402714,67.93701103908397,7,7,regular
2023,2023-10-21T23:59:59+00:00,401525527,154,Wake Forest,259,Virginia Tech,away,fbs,fbs,30,13,13,30,-17,17,history,74.18075420940045,76,69.96858305825006,83.6715449647841,7,7,regular
2023,2023-10-21T23:59:59+00:00,401525864,197,Oklahoma State,2305,Kansas,home,fbs,fbs,39,32,39,32,7,7,history,72.50634707041996,74,49.95117431930261,52.06846057476524,7,7,regular
2023,2023-10-21T23:59:59+00:00,401525864,2305,Kansas,197,Oklahoma State,away,fbs,fbs,39,32,32,39,-7,7,history,45.68333928074568,39,46.34750496012673,46.40896854394768,7,7,regular
2023,2023-10-21T23:59:59+00:00,401525865,2628,TCU,252,BYU,home,fbs,fbs,44,11,44,11,33,33,history,52.18580774091056,47,57.4689069838924,44.9776929479368,8,7,regular
2023,2023-10-21T23:59:59+00:00,401525865,252,BYU,2628,TCU,away,fbs,fbs,44,11,11,44,-33,33,history,21.86197717695773,15,32.97190871499279,61.475298388829096,7,7,regular
2023,2023-10-21T23:59:59+00:00,401531420,58,South Florida,2226,Florida Atlantic,home,fbs,fbs,14,56,14,56,-42,-42,history,89.2488529845745,96,95.85376738097081,101.66819080548922,8,7,regular
2023,2023-10-21T23:59:59+00:00,401531420,2226,Florida Atlantic,58,South Florida,away,fbs,fbs,14,56,56,14,42,-42,history,103.57074978447672,112,108.61565442373772,91.19735201763166,7,7,regular
2023,2023-10-21T23:59:59+00:00,401532420,2117,Central Michigan,2006,Akron,home,fbs,fbs,17,10,17,10,7,7,history,115.31501875851706,122,128.03545707031003,115.44701365661442,8,7,regular
2023,2023-10-21T23:59:59+00:00,401532420,2006,Akron,2117,Central Michigan,away,fbs,fbs,17,10,10,17,-7,7,history,93.9020274315251,101,117.05081013384505,126.82819677263888,8,7,regular
2023,2023-10-21T23:59:59+00:00,401532421,2084,Buffalo,189,Bowling Green,home,fbs,fbs,14,24,14,24,-10,-10,history,96.99032697572703,104,95.69030154262106,107.50807842745067,8,7,regular
2023,2023-10-21T23:59:59+00:00,401532421,189,Bowling Green,2084,Buffalo,away,fbs,fbs,14,24,24,14,10,-10,history,84.11239055452647,90,108.86767146332862,88.98871582849313,8,7,regular
2023,2023-10-21T23:59:59+00:00,401532423,2711,Western Michigan,193,Miami (OH),home,fbs,fbs,21,34,21,34,-13,-13,history,89.74676260632098,97,77.22980415652215,110.77013726575898,8,7,regular
2023,2023-10-21T23:59:59+00:00,401532423,193,Miami (OH),2711,Western Michigan,away,fbs,fbs,21,34,34,21,13,-13,history,88.22496618000521,95,112.11484485073241,71.20933428811445,8,7,regular
