season,cutoff,anchor_family,method,team_id,team_name,rated,games_played,rank,probability
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,122,0.005222542749117894
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,123,0.005060834907882434
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,124,0.004894503883817577
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,125,0.0047235761302992394
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,126,0.004548153791285579
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,127,0.004368425061861188
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,128,0.004184672738111203
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,129,0.003997280396093876
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,130,0.0038067356948401766
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,131,0.00361363038632703
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,132,0.0034186567342822985
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,133,0.003222600189195378
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,134,0.0030263283324662117
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,135,0.0028307762796191387
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,136,0.0026369289106382113
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,137,0.0024458004630841493
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,2,Auburn,True,1,138,0.002258412167658571
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,1,0.0007123109152130502
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,2,0.0008103505334428525
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,3,0.0009163547430376624
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,4,0.0010301074171638197
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,5,0.0011512754890369503
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,6,0.0012794136888895579
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,7,0.001413972893366056
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,8,0.0015543117632643786
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,9,0.0016997111727675095
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,10,0.001849390823657382
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,11,0.0020025273717020164
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,12,0.002158273365510575
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,13,0.002315776307346835
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,14,0.0024741971859990595
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,15,0.0026327278979511835
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,16,0.002790607058282315
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,17,0.0029471338003556782
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,18,0.003101679267231733
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,19,0.003253695602318876
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,20,0.0034027223473946204
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,21,0.0035483902490831766
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,22,0.0036904225574175744
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,23,0.003828633970419478
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,24,0.003962927435697538
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,25,0.004093289063620161
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,26,0.004219781436980863
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,27,0.004342535620040392
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,28,0.004461742176544565
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,29,0.004577641509378401
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,30,0.0046905138934595966
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,31,0.004800669496126345
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,32,0.004908438314516615
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,33,0.0050141601185832345
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,34,0.005118174577244675
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,35,0.005220811721179169
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,36,0.0053223828932691545
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,37,0.005423172337007077
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,38,0.005523429573701068
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,39,0.005623362720912084
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,40,0.005723132906857117
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,41,0.0058228499382039335
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,42,0.005922569381663994
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,43,0.0060222912234167815
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,44,0.006121960275729396
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,45,0.006221468509299742
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,46,0.006320659506552225
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,47,0.006419335261369086
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,48,0.00651726560398112
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,49,0.0066142006203531055
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,50,0.006709886584379217
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,51,0.006804086155508042
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,52,0.00689660393142485
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,53,0.0069873187990936
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,54,0.007076224179419329
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,55,0.007163471364202559
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,56,0.007249356592220282
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,57,0.007334058284336512
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,58,0.007417638341491612
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,59,0.007500138156484922
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,60,0.007581598478398194
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,61,0.0076620591671128
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,62,0.0077415589618444166
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,63,0.007820135263170082
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,64,0.007897823927956397
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,65,0.00797465907651785
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,66,0.008050672911237086
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,67,0.008125895545761685
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,68,0.00820035484375332
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,69,0.008274076266003162
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,70,0.008347082724543332
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,71,0.008419394442177935
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,72,0.008491028815633414
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,73,0.008562000280288945
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,74,0.008632320174200759
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,75,0.00870199659888631
2026,2026-09-06T17:34:56.895103+00:00,history,prior_stripping,5,UAB,True,1,76,0.008771034274094671
