season,cutoff,anchor_family,method,team_id,team_name,subdivision,conference,rated,games_played,eligible_evidence_count,expected_rank,median_rank,mode_rank,interval_50_low,interval_50_high,interval_80_low,interval_80_high,interval_95_low,interval_95_high,top5_probability,top10_probability,top25_probability,interval_50_width,interval_80_width,interval_95_width,week_through_cutoff,display_rank
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,41,UConn,fbs,,True,1,1,51.1932112017482,46,1,21,77,8,103,2,124,0.06333781459451532,0.1256238659209613,0.29797724007301757,56,95,122,1,38
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2633,Tennessee,fbs,,True,1,1,52.743100870168185,48,1,22,79,9,105,3,126,0.05868721722839999,0.11697128393098938,0.28255467188541517,57,96,123,1,39
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,150,Duke,fbs,,True,1,1,53.08929000108376,49,19,25,78,11,102,3,122,0.04494984396558777,0.09584876810977239,0.25840346160798644,53,91,119,1,40
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2572,Southern Miss,fbs,,True,1,1,53.54127223646858,49,4,23,80,9,106,3,126,0.05640531782220247,0.11270378154081293,0.27480847082159726,57,97,123,1,41
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,153,North Carolina,fbs,,True,1,1,53.68355025796314,50,22,26,78,12,102,4,123,0.03923707906740171,0.08672308055778477,0.24748598994332416,52,90,119,1,42
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,252,BYU,fbs,,True,1,1,54.9150800927024,51,11,25,81,10,106,3,126,0.05167021913284138,0.10368506329422712,0.2572085348708065,56,96,123,1,43
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2305,Kansas,fbs,,True,1,1,55.825997297710884,52,17,26,83,11,108,3,127,0.048876879853285864,0.09868889826384172,0.24979049723406702,57,97,124,1,44
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,36,Colorado State,fbs,,True,1,1,55.90090831564737,53,28,27,82,12,105,4,123,0.04068812782735727,0.08532849602637418,0.23146774641634735,55,93,119,1,45
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2132,Cincinnati,fbs,,True,1,1,56.13574777991589,53,29,28,82,12,105,4,124,0.03974072666678628,0.08401347292004535,0.22989944705175572,54,93,120,1,46
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,154,Wake Forest,fbs,,True,1,1,56.146761731840165,53,28,27,82,12,105,4,124,0.04086769619656058,0.08553620409017736,0.23092593637367048,55,93,120,1,47
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2483,Oregon,fbs,,True,1,1,56.946865184102776,54,34,29,82,14,106,4,125,0.03216694862062165,0.07243592135918783,0.2168207771883288,53,92,121,1,48
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,356,Illinois,fbs,,True,1,1,57.08193967910647,54,31,28,83,13,106,4,124,0.03772854340574958,0.0800190528345785,0.22129760030431866,55,93,120,1,49
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2247,Georgia State,fbs,,True,1,1,57.124236607972676,54,17,27,85,11,109,3,128,0.04706457500753213,0.09494900690430372,0.24047245333203068,58,98,125,1,50
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,96,Kentucky,fbs,,True,1,1,57.784018677955316,55,26,28,85,12,108,4,127,0.04093259741953143,0.08386413693445635,0.22378460074359083,57,96,123,1,51
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,338,Kennesaw State,fbs,,True,1,1,57.83134118577508,55,20,27,86,11,110,3,128,0.04509594685564877,0.09127401257402738,0.23387565218811956,59,99,125,1,52
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,38,Colorado,fbs,,True,1,1,58.52247426227391,56,38,30,84,14,107,5,126,0.029663742492466467,0.0670516162290507,0.2036815878585627,54,93,121,1,53
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,127,Michigan State,fbs,,True,1,1,58.57711201129892,56,37,30,85,14,108,5,126,0.031132142121959784,0.06923767647738892,0.20524531308507515,55,94,121,1,54
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,142,Missouri,fbs,,True,1,1,58.659510573764734,55,22,28,87,12,111,3,129,0.04350584377344564,0.08827645380172684,0.22838096797626062,59,99,126,1,55
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,23,San José State,fbs,,True,2,2,60.03695373085685,58,53,36,82,21,102,9,120,0.01113850583113608,0.03128256760551467,0.1445051709172184,46,81,111,1,56
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,309,Louisiana,fbs,,True,1,1,62.18072337445557,60,28,32,90,15,113,4,130,0.03282241317866695,0.06796166855459858,0.1895787091598533,58,98,126,1,57
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,248,Houston,fbs,,True,1,1,64.02528098617451,63,57,35,92,17,113,6,128,0.024479746169470414,0.05418870444936961,0.16512791543999847,57,96,122,1,58
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2005,Air Force,fbs,,True,1,1,64.32299786097236,63,28,33,94,15,117,4,132,0.03235077944646417,0.06668174005856115,0.18369133677482954,61,102,128,1,59
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,239,Baylor,fbs,,True,1,1,64.36040258547052,63,52,36,91,18,113,7,129,0.01938854015925199,0.04599039015508648,0.15620188096498766,55,95,122,1,60
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,fbs,,True,1,1,64.43076520693789,63,52,36,92,18,113,6,129,0.020292919961702273,0.04749281415081434,0.15753722405481224,56,95,123,1,61
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2439,UNLV,fbs,,True,2,2,64.50243816632003,64,61,41,88,24,106,11,122,0.008792944185685101,0.02391068918551377,0.11152175017160795,47,82,111,1,62
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,21,San Diego State,fbs,,True,1,1,64.78962750151177,64,56,34,94,16,116,5,131,0.029451816191592973,0.061201510106758866,0.17376290085925294,60,100,126,1,63
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,218,Temple,fbs,,True,1,1,65.35794024135905,64,56,36,94,17,116,5,131,0.027017492737016875,0.056615825124000416,0.16501616497714716,58,99,126,1,64
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,202,Tulsa,fbs,,True,1,1,66.1984653000706,66,66,38,94,18,114,6,129,0.022301663762302762,0.049271627992753836,0.1513901392342022,56,96,123,1,65
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,242,Rice,fbs,,True,1,1,66.7458254745816,66,70,37,96,18,117,5,132,0.025848012996682095,0.05410809047780047,0.15806863667896467,59,99,127,1,66
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,290,Georgia Southern,fbs,,True,1,1,67.47253308152663,67,72,37,97,18,118,5,132,0.025454697197085884,0.05324273076582387,0.15551502495288022,60,100,127,1,67
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,12,Arizona,fbs,,True,1,1,67.67878208791772,67,73,38,97,18,118,6,132,0.024718880085013564,0.05182894273984124,0.1525779414675397,59,100,126,1,68
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,130,Michigan,fbs,,True,1,1,68.00140420153917,68,64,40,96,21,116,8,131,0.015740891422568074,0.0378219977203902,0.13353800226178222,56,95,123,1,69
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,66,Iowa State,fbs,,True,1,1,68.199256657778,68,75,38,98,19,118,6,132,0.02406369781030037,0.050508067057394565,0.14941700645308673,60,99,126,1,70
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,52,Florida State,fbs,,True,1,1,68.93584386063652,69,76,41,97,20,116,7,130,0.02000409822350987,0.04387068841075403,0.13507151014417182,56,96,123,1,71
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2636,UTSA,fbs,,True,1,1,69.4004693053835,70,77,38,100,19,121,6,133,0.02459330637597476,0.051367254340120815,0.14936299673702408,62,102,127,1,72
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,77,Northwestern,fbs,,True,1,1,69.49752678368434,70,75,41,98,21,118,7,132,0.01967908110992063,0.04206223276589094,0.13243390747703743,57,97,125,1,73
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,58,South Florida,fbs,,True,1,1,70.38981299279314,71,79,42,99,22,118,7,131,0.017067153926644207,0.03868744010015401,0.12570124546411726,57,96,124,1,74
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2335,Liberty,fbs,,True,1,1,71.24032650883285,72,76,44,99,23,118,9,132,0.012356109078876184,0.030315772416892414,0.11319776465076402,55,95,123,1,75
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,256,James Madison,fbs,,True,1,1,72.32111923904182,73,84,45,101,23,119,9,132,0.014201806898132925,0.032928653158118965,0.11238625999953829,56,96,123,1,76
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,204,Oregon State,fbs,,True,1,1,72.84094982171484,73,79,45,101,25,120,10,133,0.010124575868237114,0.025759776888329238,0.10363616741813941,56,95,123,1,77
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,238,Vanderbilt,fbs,,True,1,1,73.68363287437093,75,84,45,103,23,122,8,134,0.01708002239959594,0.03648601464480386,0.11565750289882483,58,99,126,1,78
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2534,Sam Houston,fbs,,True,1,1,73.81606625599811,75,86,46,102,25,120,10,132,0.011897987701909226,0.028400599172816118,0.10250168155381296,56,95,122,1,79
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,48,Delaware,fbs,,True,1,1,74.36159926583488,77,101,44,106,22,124,7,134,0.019499145624300218,0.04100127658184575,0.12379441353751297,62,102,127,1,80
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,277,West Virginia,fbs,,True,1,1,74.99010797217564,77,90,48,104,25,121,9,133,0.012499922278148298,0.02898286440831761,0.10005374630359426,56,96,124,1,81
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,324,Coastal Carolina,fbs,,True,1,1,75.6119845551326,77,90,49,104,27,121,11,133,0.00952278113140054,0.023519526779658056,0.0911163887901204,55,94,122,1,82
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2509,Purdue,fbs,,True,1,1,75.70272647395382,78,98,46,106,24,124,8,134,0.016273516826456343,0.03465346714941133,0.1095833808006531,60,100,126,1,83
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2229,Florida International,fbs,,True,1,1,76.52329981023532,78,92,50,105,28,122,12,133,0.008541568877443367,0.021540588032880545,0.08682722485442819,55,94,121,1,84
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2628,TCU,fbs,,True,1,1,76.97196364428751,79,93,50,105,28,123,12,133,0.008660239228435822,0.02156604543400826,0.08525427625148704,55,95,121,1,85
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,295,Old Dominion,fbs,,True,1,1,77.96632980413092,81,107,49,109,25,126,9,135,0.01502627880412873,0.03206775387572595,0.10204910195931229,60,101,126,1,86
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2426,Navy,fbs,,True,1,1,78.02184545992935,81,107,49,109,25,126,9,135,0.014974924812405217,0.03190607736169095,0.1016901386546719,60,101,126,1,87
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,166,New Mexico State,fbs,,True,2,2,78.63972864602164,81,93,54,105,33,121,16,132,0.003937654738747204,0.010997793320177213,0.060616489768889954,51,88,116,1,88
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,6,South Alabama,fbs,,True,1,1,78.86543890064607,82,108,50,110,26,126,9,135,0.013935349033615365,0.029799682534161574,0.09639601171401221,60,100,126,1,89
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2641,Texas Tech,fbs,,True,1,1,78.95934799765753,83,107,50,109,26,126,9,135,0.013584808383753495,0.029107526545048897,0.09474970447009204,59,100,126,1,90
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,8,Arkansas,fbs,,True,1,1,79.50901879512381,83,107,52,110,27,126,10,135,0.012493704707874451,0.02694925833492298,0.08959007005869939,58,99,125,1,91
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,59,Georgia Tech,fbs,,True,1,1,79.58046421759119,82,100,53,108,30,124,12,134,0.0078695385467457,0.019414288675077707,0.07625209038897546,55,94,122,1,92
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2649,Toledo,fbs,,True,1,1,79.85051474151471,83,100,54,108,31,124,13,134,0.006937158600636899,0.017553169520394627,0.07262542824030571,54,93,121,1,93
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2655,Tulane,fbs,,True,1,1,81.33429857492573,84,104,55,110,32,125,14,135,0.005846163953951269,0.015223161485741276,0.06681024345514472,55,93,121,1,94
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,16,Sacramento State,fbs,,True,2,2,82.88452262765347,86,99,60,108,37,123,17,133,0.004413223190868901,0.01105541205625684,0.048922747077529694,48,86,116,1,95
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,fbs,,True,1,1,83.32738126523465,87,109,58,112,34,127,16,135,0.0046338640451263555,0.012482640424619319,0.05923764759057836,54,93,119,1,96
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,55,Jacksonville State,fbs,,True,2,2,83.88116223646661,87,102,60,110,38,124,20,134,0.0024286568547848284,0.007086050901507645,0.0432705069529158,50,86,114,1,97
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2393,Middle Tennessee,fbs,,True,1,1,84.62800834027892,90,125,57,115,30,129,11,136,0.010421186758626686,0.022444322446890017,0.07551697462119736,58,99,125,1,98
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2199,Eastern Michigan,fbs,,True,2,2,86.01415824682971,89,102,65,110,43,124,23,133,0.0019403271887222194,0.005541939865100179,0.03169140852487229,45,81,110,1,99
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2032,Arkansas State,fbs,,True,1,1,87.8670559887007,92,116,64,115,40,128,19,136,0.003219943761464347,0.008698295727690385,0.04299762940944155,51,88,117,1,100
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,103,Boston College,fbs,,True,1,1,89.68127956468823,95,123,66,117,41,130,20,136,0.0030003048160483292,0.00811243214048564,0.04022949556720843,51,89,116,1,101
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2653,Troy,fbs,,True,1,1,90.32261046689602,96,126,67,118,40,130,17,136,0.005338100258181718,0.012540694800617744,0.04681600338245483,51,90,119,1,102
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2006,Akron,fbs,,True,1,1,92.24177968059114,98,128,70,119,44,131,22,136,0.0023265821738331516,0.006424762795946215,0.03378576840439007,49,87,114,1,103
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,197,Oklahoma State,fbs,,True,1,1,92.28573166385023,98,127,70,119,44,131,21,136,0.0031086590582539257,0.007946350496466274,0.03576618226010828,49,87,115,1,104
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,249,North Texas,fbs,,True,1,1,92.2986729327715,99,132,69,120,42,131,22,137,0.0018699984871404546,0.005536327879608676,0.0346535943562114,51,89,115,1,105
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,24,Stanford,fbs,,True,2,2,94.15641433341214,99,117,75,117,51,128,30,135,0.0004327975145132325,0.00156382404853099,0.01620793946719313,42,77,105,1,106
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,195,Ohio,fbs,,True,1,1,94.40271494013797,101,132,73,121,46,132,24,137,0.001731892890546563,0.00497799090635803,0.028946924468652012,48,86,113,1,107
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,151,East Carolina,fbs,,True,1,1,94.41497515032515,101,135,72,121,45,132,24,137,0.0015240002524236605,0.004564717670791046,0.029829226166981464,49,87,113,1,108
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,152,NC State,fbs,,True,1,1,95.46038405850504,102,134,74,122,48,132,25,137,0.0016999904201654217,0.004810805413061779,0.02714208418348584,48,84,112,1,109
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,278,Fresno State,fbs,,True,1,1,98.43330717313592,106,138,79,124,51,133,27,137,0.0010896305515782187,0.0032900083421555626,0.022269831282000687,45,82,110,1,110
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2084,Buffalo,fbs,,True,1,1,98.59406897553522,107,138,80,125,49,133,23,137,0.0036105517375554803,0.008036600363079625,0.03138161042845022,45,84,114,1,111
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,25,California,fbs,,True,1,1,98.89402893196763,106,138,79,124,52,133,27,137,0.0013106066593241523,0.0037076557175984483,0.021335577458056323,45,81,110,1,112
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2459,Northern Illinois,fbs,,True,1,1,99.58316997846312,107,138,80,125,52,133,28,137,0.000997881483988435,0.003020704234124705,0.02070080940370784,45,81,109,1,113
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2751,Wyoming,fbs,,True,1,1,102.76885385147315,111,138,85,127,58,134,30,137,0.001336866977557004,0.0035023126517594507,0.01742453212540515,42,76,107,1,114
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,228,Clemson,fbs,,True,1,1,103.36292327718186,112,138,86,127,59,134,31,137,0.0007084768986842869,0.0021510194897712033,0.01510087685610105,41,75,106,1,115
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2050,Ball State,fbs,,True,1,1,103.64669244350036,113,138,87,128,56,135,30,138,0.0007253660535555817,0.002244852745516582,0.01705060493072346,41,79,108,1,116
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,189,Bowling Green,fbs,,True,1,1,104.91703890904533,113,138,90,128,62,134,30,138,0.0018857177437469302,0.004257749969381095,0.01788749936987941,38,72,108,1,117
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,62,Hawai'i,fbs,,True,2,2,105.4264479997944,111,128,91,125,69,133,44,137,0.0001421637427672629,0.000492298698559123,0.004771401156123,34,64,93,1,118
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2623,Missouri State,fbs,,True,1,1,105.59716803342721,114,138,90,129,61,135,32,138,0.0005881176212590239,0.0018154701711711962,0.013654552962931457,39,74,106,1,119
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,326,Texas State,fbs,,True,1,1,105.83619438641813,115,138,90,129,61,135,32,138,0.0005834165657943328,0.0018041102858044826,0.01370778037279112,39,74,106,1,120
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2226,Florida Atlantic,fbs,,True,1,1,106.56434875554304,115,138,92,129,64,135,35,138,0.0005288253652409377,0.0016152521453301227,0.011740593321471808,37,71,103,1,121
