season,cutoff,season_phase,team_id,team_name,games_played,games_played_bucket,performance_expected_rank,predictive_expected_rank,performance_minus_predictive_expected_rank,performance_median_rank,predictive_median_rank,performance_minus_predictive_median_rank,performance_interval_80_width,predictive_interval_80_width,pmf_tv,rated
2022,2022-08-27T23:59:59+00:00,early,195,Ohio,0,0,66.0,109.14699155256346,-43.14699155256346,66,116,-50,104,49,0.5237010399213422,False
2022,2022-08-27T23:59:59+00:00,early,197,Oklahoma State,0,0,66.0,12.492968727414043,53.507031272585955,66,8,58,104,28,0.6804434352449784,False
2022,2022-08-27T23:59:59+00:00,early,2,Auburn,0,0,66.0,51.154035120727535,14.845964879272465,66,47,19,104,81,0.21721783436829492,False
2022,2022-08-27T23:59:59+00:00,early,2005,Air Force,0,0,66.0,55.57236554549785,10.427634454502147,66,52,14,104,85,0.17337823470076777,False
2022,2022-08-27T23:59:59+00:00,early,2006,Akron,0,0,66.0,122.02827154053386,-56.028271540533865,66,126,-60,104,21,0.7272945393495162,False
2022,2022-08-27T23:59:59+00:00,early,201,Oklahoma,0,0,66.0,24.771205794516316,41.22879420548368,66,18,48,104,51,0.5023482396598047,False
2022,2022-08-27T23:59:59+00:00,early,202,Tulsa,0,0,66.0,90.9475719016791,-24.947571901679098,66,97,-31,104,75,0.30815952483444475,False
2022,2022-08-27T23:59:59+00:00,early,2026,App State,0,0,66.0,60.242591098369765,5.757408901630235,66,59,7,104,86,0.15090822747767355,False
2022,2022-08-27T23:59:59+00:00,early,2032,Arkansas State,0,0,66.0,108.49537909004448,-42.49537909004448,66,115,-49,104,50,0.515920291243082,False
2022,2022-08-27T23:59:59+00:00,early,204,Oregon State,0,0,66.0,57.98903107321405,8.01096892678595,66,56,10,104,84,0.17292978635088585,False
2022,2022-08-27T23:59:59+00:00,early,2050,Ball State,0,0,66.0,88.11352882134567,-22.113528821345668,66,94,-28,104,79,0.27155972947623885,False
2022,2022-08-27T23:59:59+00:00,early,2084,Buffalo,0,0,66.0,100.18704327216732,-34.187043272167315,66,108,-42,104,67,0.4027102590823381,False
2022,2022-08-27T23:59:59+00:00,early,21,San Diego State,0,0,66.0,58.322971132801,7.677028867198999,66,56,10,104,87,0.14626928657897711,False
2022,2022-08-27T23:59:59+00:00,early,2116,UCF,0,0,66.0,58.259839987616004,7.7401600123839955,66,56,10,104,87,0.15333473013223664,False
2022,2022-08-27T23:59:59+00:00,early,2117,Central Michigan,0,0,66.0,70.81317649012844,-4.813176490128441,66,72,-6,104,87,0.140838395469308,False
2022,2022-08-27T23:59:59+00:00,early,213,Penn State,0,0,66.0,25.774320505844127,40.22567949415587,66,19,47,104,53,0.4867244677093603,False
2022,2022-08-27T23:59:59+00:00,early,2132,Cincinnati,0,0,66.0,41.01561774024295,24.984382259757048,66,34,32,104,77,0.2998502168210012,False
2022,2022-08-27T23:59:59+00:00,early,218,Temple,0,0,66.0,100.6484671341963,-34.648467134196295,66,108,-42,104,64,0.4128617531593448,False
2022,2022-08-27T23:59:59+00:00,early,2199,Eastern Michigan,0,0,66.0,89.334316280626,-23.334316280626,66,96,-30,104,78,0.2852505316974801,False
2022,2022-08-27T23:59:59+00:00,early,221,Pittsburgh,0,0,66.0,47.77683679634467,18.223163203655332,66,43,23,104,80,0.24702455067733525,False
2022,2022-08-27T23:59:59+00:00,early,2226,Florida Atlantic,1,1-3,47.02221997332826,75.77896384539413,-28.75674387206587,42,78,-36,84,78,0.366395444377801,True
2022,2022-08-27T23:59:59+00:00,early,2229,Florida International,0,0,66.0,121.17712819604324,-55.17712819604324,66,126,-60,104,24,0.707805676228008,False
2022,2022-08-27T23:59:59+00:00,early,2247,Georgia State,0,0,66.0,71.02222236088598,-5.022222360885976,66,73,-7,104,89,0.12959550389716046,False
2022,2022-08-27T23:59:59+00:00,early,228,Clemson,0,0,66.0,17.656610967431345,48.34338903256865,66,12,54,104,38,0.5990019707905843,False
2022,2022-08-27T23:59:59+00:00,early,2294,Iowa,0,0,66.0,21.281540737764125,44.718459262235875,66,15,51,104,45,0.547062638919715,False
2022,2022-08-27T23:59:59+00:00,early,23,San José State,0,0,66.0,85.52217111871991,-19.52217111871991,66,91,-25,104,81,0.2445984717117468,False
2022,2022-08-27T23:59:59+00:00,early,2305,Kansas,0,0,66.0,92.66648004027633,-26.666480040276326,66,99,-33,104,73,0.32496310090072633,False
2022,2022-08-27T23:59:59+00:00,early,2306,Kansas State,0,0,66.0,47.83755186248519,18.162448137514808,66,43,23,104,80,0.24618385356039885,False
2022,2022-08-27T23:59:59+00:00,early,2309,Kent State,0,0,66.0,98.96898780719103,-32.96898780719103,66,107,-41,104,67,0.3934391788117822,False
2022,2022-08-27T23:59:59+00:00,early,2335,Liberty,0,0,66.0,87.26783328120946,-21.267833281209462,66,93,-27,104,78,0.2701450573044215,False
2022,2022-08-27T23:59:59+00:00,early,2348,Louisiana Tech,0,0,66.0,98.07361493032948,-32.073614930329484,66,105,-39,104,66,0.3874206857512005,False
2022,2022-08-27T23:59:59+00:00,early,235,Memphis,0,0,66.0,65.48263810054549,0.5173618994545137,66,65,1,104,89,0.1235198748547037,False
2022,2022-08-27T23:59:59+00:00,early,238,Vanderbilt,0,0,66.0,89.03167536092194,-23.031675360921938,66,95,-29,104,74,0.2962374997286442,False
2022,2022-08-27T23:59:59+00:00,early,239,Baylor,0,0,66.0,37.873646206331124,28.126353793668876,66,31,35,104,71,0.3426985149692298,False
2022,2022-08-27T23:59:59+00:00,early,2390,Miami,0,0,66.0,40.31865657710628,25.68134342289372,66,34,32,104,73,0.32048381231799955,False
2022,2022-08-27T23:59:59+00:00,early,2393,Middle Tennessee,0,0,66.0,79.45822217710946,-13.458222177109462,66,83,-17,104,82,0.20657266108506916,False
2022,2022-08-27T23:59:59+00:00,early,24,Stanford,0,0,66.0,66.25579341553,-0.25579341552999324,66,66,0,104,85,0.14984738343445408,False
2022,2022-08-27T23:59:59+00:00,early,242,Rice,0,0,66.0,104.71480872556671,-38.71480872556671,66,112,-46,104,57,0.4663093596506343,False
2022,2022-08-27T23:59:59+00:00,early,2426,Navy,0,0,66.0,105.41403263646455,-39.414032636464555,66,112,-46,104,54,0.4786482562220328,False
2022,2022-08-27T23:59:59+00:00,early,2429,Charlotte,1,1-3,103.52207473806777,115.23978844833057,-11.7177137102628,112,120,-8,64,34,0.2443735448885249,True
2022,2022-08-27T23:59:59+00:00,early,2433,UL Monroe,0,0,66.0,94.32807595275935,-28.32807595275935,66,101,-35,104,70,0.3486905349168825,False
2022,2022-08-27T23:59:59+00:00,early,2439,UNLV,1,1-3,63.946100794575344,103.63522191588892,-39.689121121313576,63,110,-47,97,56,0.4974178472866456,True
2022,2022-08-27T23:59:59+00:00,early,2440,Nevada,0,0,66.0,91.69775973148441,-25.69775973148441,66,98,-32,104,74,0.3176609867214674,False
2022,2022-08-27T23:59:59+00:00,early,245,Texas A&M,0,0,66.0,28.22966686068115,37.77033313931885,66,21,45,104,59,0.4537563585515283,False
2022,2022-08-27T23:59:59+00:00,early,2459,Northern Illinois,0,0,66.0,68.30327564206492,-2.303275642064918,66,69,-3,104,85,0.15339756517434572,False
2022,2022-08-27T23:59:59+00:00,early,248,Houston,0,0,66.0,42.507748915034504,23.492251084965496,66,37,29,104,75,0.29660350174818206,False
2022,2022-08-27T23:59:59+00:00,early,2483,Oregon,0,0,66.0,42.07781587351661,23.922184126483387,66,36,30,104,74,0.30434914942161573,False
2022,2022-08-27T23:59:59+00:00,early,249,North Texas,0,0,66.0,95.71389946997603,-29.713899469976027,66,103,-37,104,69,0.36106942574698475,False
2022,2022-08-27T23:59:59+00:00,early,25,California,0,0,66.0,77.77865939921145,-11.778659399211449,66,81,-15,104,84,0.1909561222720074,False
2022,2022-08-27T23:59:59+00:00,early,2509,Purdue,0,0,66.0,54.943834099683,11.056165900316998,66,52,14,104,83,0.18861851128827478,False
2022,2022-08-27T23:59:59+00:00,early,251,Texas,0,0,66.0,36.26438624254368,29.73561375745632,66,29,37,104,68,0.3629576046694066,False
2022,2022-08-27T23:59:59+00:00,early,252,BYU,0,0,66.0,44.20201603832861,21.79798396167139,66,38,28,104,78,0.27476444147468715,False
2022,2022-08-27T23:59:59+00:00,early,254,Utah,0,0,66.0,20.906770080716186,45.093229919283814,66,14,52,104,44,0.552521546716727,False
2022,2022-08-27T23:59:59+00:00,early,2567,SMU,0,0,66.0,65.23986329171373,0.760136708286268,66,65,1,104,89,0.11941063415806054,False
2022,2022-08-27T23:59:59+00:00,early,2572,Southern Miss,0,0,66.0,94.77127713499857,-28.77127713499857,66,101,-35,104,70,0.3526578407265145,False
2022,2022-08-27T23:59:59+00:00,early,2579,South Carolina,0,0,66.0,46.69208882691692,19.307911173083077,66,42,24,104,76,0.2658621853595612,False
2022,2022-08-27T23:59:59+00:00,early,258,Virginia,0,0,66.0,56.47847246711058,9.521527532889422,66,54,12,104,84,0.17253250569745193,False
2022,2022-08-27T23:59:59+00:00,early,259,Virginia Tech,0,0,66.0,72.71000145142244,-6.710001451422443,66,75,-9,104,83,0.17409328744756192,False
2022,2022-08-27T23:59:59+00:00,early,26,UCLA,0,0,66.0,52.084884854007825,13.915115145992175,66,48,18,104,81,0.21060058632679254,False
2022,2022-08-27T23:59:59+00:00,early,2628,TCU,0,0,66.0,48.94799006149774,17.05200993850226,66,44,22,104,80,0.23939835321514358,False
2022,2022-08-27T23:59:59+00:00,early,2633,Tennessee,0,0,66.0,36.50970147363748,29.490298526362523,66,30,36,104,68,0.36201553910247763,False
2022,2022-08-27T23:59:59+00:00,early,2636,UTSA,0,0,66.0,52.684852724020686,13.315147275979314,66,49,17,104,85,0.19227331546130683,False
2022,2022-08-27T23:59:59+00:00,early,2638,UTEP,0,0,66.0,99.25343251850026,-33.25343251850026,66,106,-40,104,63,0.40462770072780924,False
2022,2022-08-27T23:59:59+00:00,early,264,Washington,0,0,66.0,64.49909446218348,1.5009055378165215,66,64,2,104,88,0.1270180092659328,False
2022,2022-08-27T23:59:59+00:00,early,2641,Texas Tech,0,0,66.0,56.381189440561144,9.618810559438856,66,54,12,104,83,0.1850654910620972,False
2022,2022-08-27T23:59:59+00:00,early,2649,Toledo,0,0,66.0,78.27432843569746,-12.274328435697456,66,82,-16,104,83,0.19430550247827555,False
2022,2022-08-27T23:59:59+00:00,early,265,Washington State,0,0,66.0,74.00135614778102,-8.001356147781024,66,76,-10,104,85,0.16569501315578944,False
2022,2022-08-27T23:59:59+00:00,early,2653,Troy,0,0,66.0,90.452255296112,-24.452255296112,66,97,-31,104,74,0.30599638955842745,False
2022,2022-08-27T23:59:59+00:00,early,2655,Tulane,0,0,66.0,75.11198231395812,-9.111982313958123,66,78,-12,104,89,0.14878799619749994,False
2022,2022-08-27T23:59:59+00:00,early,2711,Western Michigan,0,0,66.0,94.8508749131677,-28.8508749131677,66,102,-36,104,71,0.349415421768508,False
2022,2022-08-27T23:59:59+00:00,early,275,Wisconsin,0,0,66.0,40.40942385230077,25.59057614769923,66,34,32,104,73,0.31897984123666134,False
2022,2022-08-27T23:59:59+00:00,early,2751,Wyoming,1,1-3,98.5718021950227,104.06326224803355,-5.491460053010854,106,110,-4,71,51,0.15727749843343436,True
2022,2022-08-27T23:59:59+00:00,early,276,Marshall,0,0,66.0,72.90794936547582,-6.907949365475815,66,75,-9,104,86,0.15269619552527486,False
2022,2022-08-27T23:59:59+00:00,early,277,West Virginia,0,0,66.0,64.1262262770705,1.8737737229294993,66,64,2,104,85,0.15558297721401126,False
2022,2022-08-27T23:59:59+00:00,early,278,Fresno State,0,0,66.0,53.242869161508004,12.757130838491996,66,50,16,104,82,0.2029793480557939,False
2022,2022-08-27T23:59:59+00:00,early,290,Georgia Southern,0,0,66.0,90.0680107026394,-24.0680107026394,66,96,-30,104,76,0.2984949220571803,False
2022,2022-08-27T23:59:59+00:00,early,295,Old Dominion,0,0,66.0,87.44124480652744,-21.441244806527436,66,93,-27,104,79,0.27078115580965245,False
2022,2022-08-27T23:59:59+00:00,early,30,USC,0,0,66.0,74.17007341465134,-8.170073414651341,66,76,-10,104,83,0.17765941780781336,False
2022,2022-08-27T23:59:59+00:00,early,309,Louisiana,0,0,66.0,61.85271477191131,4.147285228088691,66,60,6,104,91,0.11013406841232175,False
2022,2022-08-27T23:59:59+00:00,early,324,Coastal Carolina,0,0,66.0,78.58934083356306,-12.589340833563057,66,82,-16,104,86,0.18371712813234858,False
2022,2022-08-27T23:59:59+00:00,early,326,Texas State,0,0,66.0,112.8828945193603,-46.882894519360306,66,119,-53,104,42,0.5764294235731914,False
2022,2022-08-27T23:59:59+00:00,early,328,Utah State,1,1-3,76.57454181777359,78.14890295842515,-1.5743611406515612,80,81,-1,90,77,0.09944051414578561,True
2022,2022-08-27T23:59:59+00:00,early,333,Alabama,0,0,66.0,7.541026344427623,58.45897365557238,66,4,62,104,16,0.7726007050438215,False
2022,2022-08-27T23:59:59+00:00,early,344,Mississippi State,0,0,66.0,62.08483395585501,3.915166044144989,66,61,5,104,86,0.14999530255019855,False
2022,2022-08-27T23:59:59+00:00,early,349,Army,0,0,66.0,74.81433220272837,-8.814332202728366,66,78,-12,104,87,0.15505937527497998,False
2022,2022-08-27T23:59:59+00:00,early,356,Illinois,1,1-3,40.17266287207889,49.007503108673326,-8.834840236594438,34,45,-11,79,73,0.16767045484368742,True
2022,2022-08-27T23:59:59+00:00,early,36,Colorado State,0,0,66.0,95.59445894440879,-29.594458944408785,66,102,-36,104,69,0.3602950424605389,False
2022,2022-08-27T23:59:59+00:00,early,38,Colorado,0,0,66.0,80.32518138765833,-14.325181387658333,66,85,-19,104,83,0.20407505431131862,False
2022,2022-08-27T23:59:59+00:00,early,41,UConn,1,1-3,77.52099031941566,112.65611100709525,-35.13512068767959,81,118,-37,88,41,0.5165164874522623,True
2022,2022-08-27T23:59:59+00:00,early,5,UAB,0,0,66.0,75.37783698217198,-9.377836982171985,66,78,-12,104,87,0.1601358279477113,False
2022,2022-08-27T23:59:59+00:00,early,52,Florida State,1,1-3,55.709995056173156,41.58352732534075,14.12646773083241,53,37,16,95,67,0.2240602860242385,True
2022,2022-08-27T23:59:59+00:00,early,57,Florida,0,0,66.0,48.724857947802555,17.275142052197445,66,44,22,104,80,0.23516814566011746,False
2022,2022-08-27T23:59:59+00:00,early,58,South Florida,0,0,66.0,102.38163040225784,-36.38163040225784,66,109,-43,104,58,0.4454717301293888,False
2022,2022-08-27T23:59:59+00:00,early,59,Georgia Tech,0,0,66.0,83.2269780298791,-17.226978029879106,66,88,-22,104,77,0.2496780565632761,False
2022,2022-08-27T23:59:59+00:00,early,6,South Alabama,0,0,66.0,101.61129380831844,-35.611293808318436,66,109,-43,104,61,0.4312733659689617,False
2022,2022-08-27T23:59:59+00:00,early,61,Georgia,0,0,66.0,5.111671235764777,60.888328764235226,66,3,63,104,10,0.8262632781312252,False
2022,2022-08-27T23:59:59+00:00,early,62,Hawai'i,0,0,66.0,99.40944863432287,-33.40944863432287,66,107,-41,104,65,0.4030180596107219,False
2022,2022-08-27T23:59:59+00:00,early,66,Iowa State,0,0,66.0,49.35127886493576,16.648721135064243,66,44,22,104,84,0.21327386754923433,False
2022,2022-08-27T23:59:59+00:00,early,68,Boise State,0,0,66.0,48.61057121412199,17.38942878587801,66,44,22,104,79,0.24175987602035115,False
2022,2022-08-27T23:59:59+00:00,early,77,Northwestern,1,1-3,63.06438623488856,79.79053696863419,-16.726150733745627,62,83,-21,91,75,0.22771761704579666,True
2022,2022-08-27T23:59:59+00:00,early,8,Arkansas,0,0,66.0,38.21001619068878,27.789983809311217,66,32,34,104,69,0.34764032402169054,False
2022,2022-08-27T23:59:59+00:00,early,84,Indiana,0,0,66.0,83.15335764210685,-17.153357642106855,66,88,-22,104,84,0.2197423352158795,False
2022,2022-08-27T23:59:59+00:00,early,87,Notre Dame,0,0,66.0,22.578863351426154,43.42113664857385,66,16,50,104,48,0.5290455255785314,False
2022,2022-08-27T23:59:59+00:00,early,9,Arizona State,0,0,66.0,85.28077033168675,-19.280770331686753,66,90,-24,104,79,0.25373963775413044,False
2022,2022-08-27T23:59:59+00:00,early,96,Kentucky,0,0,66.0,36.71218551018243,29.28781448981757,66,30,36,104,69,0.355912681500521,False
2022,2022-08-27T23:59:59+00:00,early,97,Louisville,0,0,66.0,65.33801850975567,0.6619814902443295,66,65,1,104,85,0.15311679822554286,False
2022,2022-08-27T23:59:59+00:00,early,98,Western Kentucky,1,1-3,84.31017197627152,87.05522244478482,-2.7450504685132984,90,92,-2,91,74,0.12001423162462317,True
2022,2022-08-27T23:59:59+00:00,early,99,LSU,0,0,66.0,33.277800219549555,32.722199780450445,66,26,40,104,64,0.3992780717053405,False
2022,2022-08-27T23:59:59+00:00,early,256,James Madison,0,0,66.0,83.27025874730501,-17.270258747305007,66,91,-25,104,96,0.19533349603176334,False
2022,2022-09-22T23:59:59+00:00,early,103,Boston College,3,1-3,101.2616321886641,92.8163146958385,8.445317492825595,106,96,10,54,54,0.18697286347534592,True
2022,2022-09-22T23:59:59+00:00,early,113,Massachusetts,3,1-3,120.24920290638602,126.22709964308622,-5.9778967367002025,124,128,-4,25,11,0.2802966366493572,True
2022,2022-09-22T23:59:59+00:00,early,12,Arizona,3,1-3,76.45870273597501,87.33583238416122,-10.877129648186212,79,90,-11,70,58,0.18076883325199367,True
2022,2022-09-22T23:59:59+00:00,early,120,Maryland,3,1-3,38.90755383918511,36.4735888525718,2.4339649866133115,35,33,2,63,52,0.09538688827871553,True
2022,2022-09-22T23:59:59+00:00,early,127,Michigan State,3,1-3,39.52681248433352,24.8919576254136,14.634854858919919,36,21,15,62,41,0.29061903833780395,True
2022,2022-09-22T23:59:59+00:00,early,130,Michigan,3,1-3,14.940332303808283,6.388694328890822,8.551637974917462,11,5,6,32,11,0.3458442405874533,True
2022,2022-09-22T23:59:59+00:00,early,135,Minnesota,3,1-3,24.68056270557566,18.465258513180466,6.215304192395195,19,14,5,50,33,0.18422434880146016,True
2022,2022-09-22T23:59:59+00:00,early,142,Missouri,3,1-3,76.68412112203166,72.60686463562364,4.077256486408018,79,74,5,71,66,0.08398202919474825,True
2022,2022-09-22T23:59:59+00:00,early,145,Ole Miss,3,1-3,20.030227544538203,22.02289862973882,-1.992671085200616,15,18,-3,43,38,0.14943801645507765,True
2022,2022-09-22T23:59:59+00:00,early,150,Duke,3,1-3,58.95078286840401,79.27273136212361,-20.321948493719596,58,82,-24,75,64,0.3017055867367442,True
2022,2022-09-22T23:59:59+00:00,early,151,East Carolina,3,1-3,43.21364081835736,49.43235780628246,-6.218716987925099,41,47,-6,64,60,0.1202099474475038,True
2022,2022-09-22T23:59:59+00:00,early,152,NC State,3,1-3,37.16992603100806,30.184194822225194,6.985731208782866,34,26,8,61,48,0.15646608975910048,True
2022,2022-09-22T23:59:59+00:00,early,153,North Carolina,3,1-3,68.2044710005002,57.65539493607258,10.549076064427624,70,57,13,76,69,0.1632810901554686,True
2022,2022-09-22T23:59:59+00:00,early,154,Wake Forest,3,1-3,46.28639748775035,35.45837920532325,10.828018282427102,43,32,11,69,54,0.1967838250778781,True
2022,2022-09-22T23:59:59+00:00,early,158,Nebraska,4,4-6,103.36551318474575,99.19488797348845,4.170625211257303,107,102,5,48,46,0.11960507399893773,True
2022,2022-09-22T23:59:59+00:00,early,164,Rutgers,3,1-3,69.42735550985694,70.60706787896024,-1.1797123691032994,70,71,-1,73,64,0.060941441487787885,True
2022,2022-09-22T23:59:59+00:00,early,166,New Mexico State,4,4-6,121.76645000140945,126.4184130858167,-4.651963084407242,124,128,-4,20,11,0.26970193454201413,True
2022,2022-09-22T23:59:59+00:00,early,167,New Mexico,3,1-3,77.82691975574728,99.59129122901959,-21.764371473272305,80,103,-23,69,50,0.3652722765728402,True
2022,2022-09-22T23:59:59+00:00,early,183,Syracuse,3,1-3,28.188520627195143,36.490839980229495,-8.302319353034353,24,33,-9,51,51,0.19739671637230127,True
2022,2022-09-22T23:59:59+00:00,early,189,Bowling Green,3,1-3,96.12196988483305,100.36327069776289,-4.241300812929836,100,104,-4,59,46,0.12425907756778154,True
2022,2022-09-22T23:59:59+00:00,early,193,Miami (OH),3,1-3,95.19705520594025,93.93707166078178,1.2599835451584624,100,98,2,62,56,0.07642138331052506,True
2022,2022-09-22T23:59:59+00:00,early,194,Ohio State,3,1-3,15.18323570927205,5.598515274167197,9.584720435104852,11,4,7,32,11,0.40197857120336095,True
2022,2022-09-22T23:59:59+00:00,early,195,Ohio,3,1-3,97.75154100689196,112.74854246146609,-14.997001454574132,102,116,-14,57,34,0.3229311790194007,True
2022,2022-09-22T23:59:59+00:00,early,197,Oklahoma State,3,1-3,42.543274611237905,13.933039079387996,28.61023553184991,40,10,30,67,30,0.5529845744326423,True
2022,2022-09-22T23:59:59+00:00,early,2,Auburn,3,1-3,81.80460571095551,70.10174380781511,11.702861903140402,85,71,14,71,68,0.18634432843312124,True
2022,2022-09-22T23:59:59+00:00,early,2005,Air Force,3,1-3,62.0001887778056,57.072054586592074,4.928134191213523,62,56,6,74,68,0.09158472958776051,True
2022,2022-09-22T23:59:59+00:00,early,2006,Akron,3,1-3,120.83024178606904,126.88965643566121,-6.059414649592171,124,128,-4,23,10,0.31329609499122457,True
2022,2022-09-22T23:59:59+00:00,early,201,Oklahoma,3,1-3,22.341883089291752,14.324064927713414,8.017818161578338,17,11,6,46,27,0.23632947860016842,True
2022,2022-09-22T23:59:59+00:00,early,202,Tulsa,3,1-3,67.80915780001737,81.27665526018502,-13.46749746016765,68,83,-15,70,62,0.2138790560937691,True
2022,2022-09-22T23:59:59+00:00,early,2026,App State,3,1-3,61.91066955724113,59.559142397081295,2.351527160159833,61,59,2,71,65,0.05880648783772892,True
2022,2022-09-22T23:59:59+00:00,early,2032,Arkansas State,3,1-3,69.03307799429342,95.99545946191311,-26.962381467619693,69,99,-30,73,57,0.4140360267665324,True
2022,2022-09-22T23:59:59+00:00,early,204,Oregon State,3,1-3,35.439426337602704,37.79776318948003,-2.3583368518773256,32,35,-3,60,54,0.09515905002509249,True
2022,2022-09-22T23:59:59+00:00,early,2050,Ball State,3,1-3,112.54441058044925,113.4422473788967,-0.8978367984474431,117,117,0,40,32,0.11697176725477275,True
2022,2022-09-22T23:59:59+00:00,early,2084,Buffalo,3,1-3,100.60050681882237,110.13575518824564,-9.535248369423272,105,114,-9,52,38,0.21634674256177183,True
2022,2022-09-22T23:59:59+00:00,early,21,San Diego State,3,1-3,104.58480770049579,94.66734224111104,9.917465459384744,110,99,11,53,57,0.21102280038530358,True
2022,2022-09-22T23:59:59+00:00,early,2116,UCF,3,1-3,41.823789216686755,42.26889110635117,-0.44510188966441433,39,40,-1,66,59,0.0682618995468706,True
2022,2022-09-22T23:59:59+00:00,early,2117,Central Michigan,3,1-3,73.47655735754974,74.825666490099,-1.349109132549259,74,76,-2,74,67,0.05677047161944647,True
2022,2022-09-22T23:59:59+00:00,early,213,Penn State,3,1-3,20.03329363561962,13.603479579452076,6.429814056167546,15,11,4,41,25,0.20843326612396249,True
2022,2022-09-22T23:59:59+00:00,early,2132,Cincinnati,3,1-3,40.063509362088865,31.819968747957738,8.243540614131128,37,28,9,63,52,0.16129835051127586,True
2022,2022-09-22T23:59:59+00:00,early,218,Temple,3,1-3,107.65857776143731,114.50399814682466,-6.845420385387342,112,118,-6,47,32,0.18388138827253914,True
2022,2022-09-22T23:59:59+00:00,early,2199,Eastern Michigan,3,1-3,88.83163098830397,97.20530078343872,-8.373669795134745,92,101,-9,66,53,0.15590273347513312,True
2022,2022-09-22T23:59:59+00:00,early,221,Pittsburgh,3,1-3,41.0302529134836,36.68998024283943,4.340272670644168,38,33,5,61,51,0.10288400413723256,True
2022,2022-09-22T23:59:59+00:00,early,2226,Florida Atlantic,4,4-6,77.71272515752915,90.03208015843013,-12.319355000900984,79,93,-14,65,55,0.21576489600116672,True
2022,2022-09-22T23:59:59+00:00,early,2229,Florida International,2,1-3,121.43040791065053,127.2812690972651,-5.850861186614566,125,129,-4,23,9,0.2932226327241485,True
2022,2022-09-22T23:59:59+00:00,early,2247,Georgia State,4,4-6,112.20101033691842,108.26939064970324,3.931619687215175,116,112,4,37,37,0.14689360559111864,True
