team_id,team_name,cutoff,games_played,context_expected_rank,history_expected_rank,context_minus_history_expected_rank,pmf_tv
2006,Akron,2026-09-06T17:34:56.895103+00:00,1,92.24177968059114,90.04455657870533,2.197223101885811,0.02809149438422517
201,Oklahoma,2026-09-06T17:34:56.895103+00:00,1,34.11558262838294,34.30378055042749,-0.18819792204455155,0.0025574415830219876
202,Tulsa,2026-09-06T17:34:56.895103+00:00,1,66.1984653000706,60.211344778180006,5.9871205218905885,0.07110521286620464
2026,App State,2026-09-06T17:34:56.895103+00:00,1,44.31165801140307,43.40933362694382,0.9023243844592486,0.010983286306005275
2032,Arkansas State,2026-09-06T17:34:56.895103+00:00,1,87.8670559887007,84.37577360152227,3.4912823871784298,0.043582906692627474
204,Oregon State,2026-09-06T17:34:56.895103+00:00,1,72.84094982171484,76.80046050136144,-3.9595106796465984,0.04718004428876414
2050,Ball State,2026-09-06T17:34:56.895103+00:00,1,103.64669244350036,104.42805636796568,-0.7813639244653245,0.010424946968282268
2084,Buffalo,2026-09-06T17:34:56.895103+00:00,1,98.59406897553522,98.67349711353374,-0.07942813799851933,0.0011555768172769325
21,San Diego State,2026-09-06T17:34:56.895103+00:00,1,64.78962750151177,64.78962750151179,-1.4210854715202004e-14,5.2475385148298415e-17
2116,UCF,2026-09-06T17:34:56.895103+00:00,1,39.812854862561906,39.81285486256191,-7.105427357601002e-15,6.369687763352339e-17
2117,Central Michigan,2026-09-06T17:34:56.895103+00:00,1,106.70251032371101,104.77381216525878,1.9286981584522351,0.029378579772662436
213,Penn State,2026-09-06T17:34:56.895103+00:00,1,28.869247041109595,31.104119962737727,-2.2348729216281313,0.037185826811577546
2132,Cincinnati,2026-09-06T17:34:56.895103+00:00,1,56.13574777991589,54.01575987875814,2.1199879011577494,0.026194905702257153
218,Temple,2026-09-06T17:34:56.895103+00:00,1,65.35794024135905,65.78893742461746,-0.4309971832584125,0.005044123325568478
2199,Eastern Michigan,2026-09-06T17:34:56.895103+00:00,2,86.01415824682971,83.25500268682318,2.7591555600065334,0.037935565624160804
221,Pittsburgh,2026-09-06T17:34:56.895103+00:00,1,31.269335036469734,31.388366262953728,-0.11903122648399389,0.0017561753543168888
2226,Florida Atlantic,2026-09-06T17:34:56.895103+00:00,1,106.56434875554304,108.531097453062,-1.966748697518966,0.030540124509387857
2229,Florida International,2026-09-06T17:34:56.895103+00:00,1,76.52329981023532,73.82569750287063,2.69760230736469,0.03201475922722878
2247,Georgia State,2026-09-06T17:34:56.895103+00:00,1,57.124236607972676,56.98026756379176,0.14396904418091339,0.0016343168606053142
228,Clemson,2026-09-06T17:34:56.895103+00:00,1,103.36292327718186,102.23250631851903,1.1304169586628348,0.01561898669671908
2294,Iowa,2026-09-06T17:34:56.895103+00:00,1,37.80274791864432,38.94007036063601,-1.1373224419916852,0.015842789082174034
23,San José State,2026-09-06T17:34:56.895103+00:00,2,60.03695373085685,65.75498148687943,-5.718027756022579,0.07563946251190526
2305,Kansas,2026-09-06T17:34:56.895103+00:00,1,55.825997297710884,55.825997297710884,0.0,5.421010862427522e-17
2306,Kansas State,2026-09-06T17:34:56.895103+00:00,1,33.014191641974456,33.057015103487124,-0.04282346151266836,0.0006387787182011305
2309,Kent State,2026-09-06T17:34:56.895103+00:00,1,112.90387927249222,114.71008731160562,-1.8062080391134003,0.031410652914785966
2335,Liberty,2026-09-06T17:34:56.895103+00:00,1,71.24032650883285,62.855348592410344,8.384977916422507,0.09886833261559458
2348,Louisiana Tech,2026-09-06T17:34:56.895103+00:00,1,36.612810998389165,36.612810998389165,0.0,8.042069614411229e-17
235,Memphis,2026-09-06T17:34:56.895103+00:00,2,48.13477597987345,48.57325397014134,-0.43847799026788437,0.0064056308723949434
238,Vanderbilt,2026-09-06T17:34:56.895103+00:00,1,73.68363287437093,73.6966057949304,-0.012972920559477075,0.00015471269722890698
239,Baylor,2026-09-06T17:34:56.895103+00:00,1,64.36040258547052,62.84567708294478,1.5147255025257422,0.01816640367468072
2390,Miami,2026-09-06T17:34:56.895103+00:00,1,27.085312839766434,26.800088465101762,0.2852243746646721,0.005505724322245003
2393,Middle Tennessee,2026-09-06T17:34:56.895103+00:00,1,84.62800834027892,84.9128398006722,-0.2848314603932778,0.0035264249086871006
24,Stanford,2026-09-06T17:34:56.895103+00:00,2,94.15641433341214,95.73748196855297,-1.5810676351408262,0.02271488035915704
242,Rice,2026-09-06T17:34:56.895103+00:00,1,66.7458254745816,67.32254324721589,-0.5767177726342965,0.00668113015998611
2426,Navy,2026-09-06T17:34:56.895103+00:00,1,78.02184545992935,77.82024184921178,0.20160361071756938,0.0023762397510435408
2429,Charlotte,2026-09-06T17:34:56.895103+00:00,1,109.33768363271497,109.3468035794434,-0.009119946728432637,0.0001724207155318572
2433,UL Monroe,2026-09-06T17:34:56.895103+00:00,1,112.96147807048459,113.20915288849852,-0.24767481801393387,0.004819767227420946
2439,UNLV,2026-09-06T17:34:56.895103+00:00,2,64.50243816632003,62.824848997597925,1.6775891687221076,0.022567476080040776
2440,Nevada,2026-09-06T17:34:56.895103+00:00,1,32.87288452495069,36.61167797889884,-3.7387934539481478,0.05626764718547547
2449,North Dakota State,2026-09-06T17:34:56.895103+00:00,2,41.281505703209795,40.553096130004306,0.7284095732054894,0.011213787860535328
245,Texas A&M,2026-09-06T17:34:56.895103+00:00,1,29.95969590165514,29.367301771741484,0.5923941299136573,0.010380757818529039
2459,Northern Illinois,2026-09-06T17:34:56.895103+00:00,1,99.58316997846312,100.91885261981294,-1.3356826413498197,0.018723421454262784
248,Houston,2026-09-06T17:34:56.895103+00:00,1,64.02528098617451,63.86026514869299,0.16501583748151916,0.004007840775369251
2483,Oregon,2026-09-06T17:34:56.895103+00:00,1,56.946865184102776,56.41705757435936,0.5298076097434148,0.006838398635180289
249,North Texas,2026-09-06T17:34:56.895103+00:00,1,92.2986729327715,90.97388728030562,1.3247856524658772,0.01637103877601205
25,California,2026-09-06T17:34:56.895103+00:00,1,98.89402893196763,98.2404955869609,0.6535333450067213,0.008606789585218088
2509,Purdue,2026-09-06T17:34:56.895103+00:00,1,75.70272647395382,75.23646389595181,0.4662625780020022,0.005475963202494546
251,Texas,2026-09-06T17:34:56.895103+00:00,1,26.333273231961424,28.893455446589172,-2.5601822146277478,0.04511911233275015
252,BYU,2026-09-06T17:34:56.895103+00:00,1,54.9150800927024,54.91508009270239,7.105427357601002e-15,8.868773770931426e-17
2534,Sam Houston,2026-09-06T17:34:56.895103+00:00,1,73.81606625599811,71.81595333755727,2.000112918440834,0.023803984257682483
254,Utah,2026-09-06T17:34:56.895103+00:00,1,46.88093523301588,46.88093523301588,0.0,4.7271214720367993e-17
256,James Madison,2026-09-06T17:34:56.895103+00:00,1,72.32111923904182,70.07365514108913,2.2474640979526868,0.02668658547078193
2567,SMU,2026-09-06T17:34:56.895103+00:00,0,69.50000000000001,69.50000000000001,0.0,0.0
2572,Southern Miss,2026-09-06T17:34:56.895103+00:00,1,53.54127223646858,53.54127223646858,0.0,5.421010862427522e-17
2579,South Carolina,2026-09-06T17:34:56.895103+00:00,1,28.837362659387434,30.1619776597219,-1.3246150003344646,0.02180595261163874
258,Virginia,2026-09-06T17:34:56.895103+00:00,1,33.320844485467774,36.45455842032862,-3.133713934860843,0.046687449244158116
259,Virginia Tech,2026-09-06T17:34:56.895103+00:00,1,38.91170217817569,38.948870079403214,-0.037167901227526556,0.0005180610308040596
26,UCLA,2026-09-06T17:34:56.895103+00:00,1,38.33683191880091,39.5309564802163,-1.1941245614153857,0.016427623208014115
2623,Missouri State,2026-09-06T17:34:56.895103+00:00,1,105.59716803342721,107.70764429554886,-2.110476262121651,0.031043586379325562
2628,TCU,2026-09-06T17:34:56.895103+00:00,1,76.97196364428751,78.11214322187104,-1.140179577583524,0.014230204544707425
2633,Tennessee,2026-09-06T17:34:56.895103+00:00,1,52.743100870168185,52.74310087016817,1.4210854715202004e-14,5.952269926945419e-17
2636,UTSA,2026-09-06T17:34:56.895103+00:00,1,69.4004693053835,69.40046930538348,1.4210854715202004e-14,7.37257477290143e-17
2638,UTEP,2026-09-06T17:34:56.895103+00:00,1,106.63700110247248,106.92900847129236,-0.2920073688198812,0.0045802379434029435
264,Washington,2026-09-06T17:34:56.895103+00:00,0,69.50000000000001,69.50000000000001,0.0,0.0
2641,Texas Tech,2026-09-06T17:34:56.895103+00:00,1,78.95934799765753,79.58536434467464,-0.6260163470171136,0.007418859908328601
2649,Toledo,2026-09-06T17:34:56.895103+00:00,1,79.85051474151471,77.3501100284066,2.500404713108111,0.030089387338131473
265,Washington State,2026-09-06T17:34:56.895103+00:00,0,69.50000000000001,69.50000000000001,0.0,0.0
2653,Troy,2026-09-06T17:34:56.895103+00:00,1,90.32261046689602,93.19802122872227,-2.875410761826245,0.03787600925284837
2655,Tulane,2026-09-06T17:34:56.895103+00:00,1,81.33429857492573,79.1916050630949,2.142693511830828,0.025604981628099564
2711,Western Michigan,2026-09-06T17:34:56.895103+00:00,1,47.62233852746485,50.57418885156375,-2.951850324098899,0.03655006613472516
275,Wisconsin,2026-09-06T17:34:56.895103+00:00,0,69.50000000000001,69.50000000000001,0.0,0.0
2751,Wyoming,2026-09-06T17:34:56.895103+00:00,1,102.76885385147315,103.78984582261539,-1.0209919711422373,0.016417326130079478
276,Marshall,2026-09-06T17:34:56.895103+00:00,1,107.88796975705537,105.22675899142422,2.6612107656311537,0.03935072458409725
277,West Virginia,2026-09-06T17:34:56.895103+00:00,1,74.99010797217564,71.32247040016442,3.667637572011216,0.04337836244682647
278,Fresno State,2026-09-06T17:34:56.895103+00:00,1,98.43330717313592,99.713379136576,-1.2800719634400792,0.01746190852515675
290,Georgia Southern,2026-09-06T17:34:56.895103+00:00,1,67.47253308152663,67.47253308152666,-2.842170943040401e-14,9.93129189996722e-17
295,Old Dominion,2026-09-06T17:34:56.895103+00:00,1,77.96632980413092,77.96632980413092,0.0,4.380176776841438e-17
30,USC,2026-09-06T17:34:56.895103+00:00,2,34.610512973052714,33.582065547789526,1.028447425263188,0.01682127412603215
309,Louisiana,2026-09-06T17:34:56.895103+00:00,1,62.18072337445557,62.35756745881226,-0.17684408435669496,0.0020331704218561303
324,Coastal Carolina,2026-09-06T17:34:56.895103+00:00,1,75.6119845551326,72.23598253438728,3.376002020745318,0.040185188114501835
326,Texas State,2026-09-06T17:34:56.895103+00:00,1,105.83619438641813,107.71705236694542,-1.8808579805272956,0.027422326406628172
328,Utah State,2026-09-06T17:34:56.895103+00:00,1,109.58882361200976,109.57972993995752,0.009093672052244983,0.0001708802363391039
333,Alabama,2026-09-06T17:34:56.895103+00:00,1,33.09949118467324,32.088431143824565,1.011060040848676,0.01636225645613508
338,Kennesaw State,2026-09-06T17:34:56.895103+00:00,1,57.83134118577508,57.83134118577508,0.0,5.5294310796760726e-17
344,Mississippi State,2026-09-06T17:34:56.895103+00:00,1,34.29315495071921,34.82102599914965,-0.5278710484304341,0.0076504656025788995
349,Army,2026-09-06T17:34:56.895103+00:00,1,36.01764043351575,36.01764043351576,-7.105427357601002e-15,5.4155898515650946e-17
356,Illinois,2026-09-06T17:34:56.895103+00:00,1,57.08193967910647,59.95083463248352,-2.868894953377051,0.03434779620469536
36,Colorado State,2026-09-06T17:34:56.895103+00:00,1,55.90090831564737,53.75455245832949,2.1463558573178787,0.026720563214497225
38,Colorado,2026-09-06T17:34:56.895103+00:00,1,58.52247426227391,57.04541541443187,1.477058847842038,0.01816361043964371
41,UConn,2026-09-06T17:34:56.895103+00:00,1,51.1932112017482,51.193211201748205,-7.105427357601002e-15,1.2197274440461925e-16
48,Delaware,2026-09-06T17:34:56.895103+00:00,1,74.36159926583488,74.5386589854658,-0.17705971963091827,0.0020589298716126424
5,UAB,2026-09-06T17:34:56.895103+00:00,1,83.32738126523465,83.74838482005165,-0.42100355481700547,0.0058197858249521275
52,Florida State,2026-09-06T17:34:56.895103+00:00,1,68.93584386063652,66.77884319744344,2.157000663193088,0.025566013443633493
55,Jacksonville State,2026-09-06T17:34:56.895103+00:00,2,83.88116223646661,83.88116223646662,-1.4210854715202004e-14,9.660241356845845e-17
57,Florida,2026-09-06T17:34:56.895103+00:00,1,31.774370298308604,33.55680934544301,-1.7824390471344032,0.027803504765147955
58,South Florida,2026-09-06T17:34:56.895103+00:00,1,70.38981299279314,72.7779386331617,-2.388125640368557,0.028190355118026488
59,Georgia Tech,2026-09-06T17:34:56.895103+00:00,1,79.58046421759119,78.70219359650477,0.8782706210864148,0.010544645380365418
6,South Alabama,2026-09-06T17:34:56.895103+00:00,1,78.86543890064607,78.9190491611912,-0.05361026054512763,0.0006396306014084911
61,Georgia,2026-09-06T17:34:56.895103+00:00,1,42.318687818728336,42.318687818728336,0.0,5.44811591673966e-17
62,Hawai'i,2026-09-06T17:34:56.895103+00:00,2,105.4264479997944,103.93924718985225,1.487200809942152,0.02440749004936541
66,Iowa State,2026-09-06T17:34:56.895103+00:00,1,68.199256657778,68.34006135181157,-0.14080469403357654,0.0016340666356394447
68,Boise State,2026-09-06T17:34:56.895103+00:00,1,46.83962853833184,49.99261276376017,-3.152984225428334,0.04215863962614
77,Northwestern,2026-09-06T17:34:56.895103+00:00,1,69.49752678368434,69.49752678368434,0.0,5.724587470723463e-17
8,Arkansas,2026-09-06T17:34:56.895103+00:00,1,79.50901879512381,79.50901879512382,-1.4210854715202004e-14,8.174884380540703e-17
84,Indiana,2026-09-06T17:34:56.895103+00:00,1,35.587903560298145,33.02559804032768,2.562305519970465,0.040034696868894305
87,Notre Dame,2026-09-06T17:34:56.895103+00:00,0,69.50000000000001,69.50000000000001,0.0,0.0
9,Arizona State,2026-09-06T17:34:56.895103+00:00,1,39.04071064091947,39.16368832561365,-0.12297768469417747,0.00162974030342768
96,Kentucky,2026-09-06T17:34:56.895103+00:00,1,57.784018677955316,57.603909148584336,0.18010952937098068,0.002075157062851602
97,Louisville,2026-09-06T17:34:56.895103+00:00,0,69.50000000000001,69.50000000000001,0.0,0.0
98,Western Kentucky,2026-09-06T17:34:56.895103+00:00,1,113.42878877186459,113.13597194124287,0.29281683062171737,0.005321518520847671
99,LSU,2026-09-06T17:34:56.895103+00:00,1,21.965730142067592,24.118320862193723,-2.152590720126131,0.04425159946455665
