season,cutoff,season_phase,team_id,team_name,games_played,games_played_bucket,week_through_cutoff,context_expected_rank,history_expected_rank,context_minus_history_expected_rank,context_median_rank,history_median_rank,context_minus_history_median_rank,pmf_tv,context_interval_80_width,history_interval_80_width,unique_opponent_count,graph_degree,component_node_count,component_edge_count,component_cycle_rank,cycle_edge_count,cycle_participation,opponent_anchor_count,opponent_anchor_posterior_tv_mean,opponent_anchor_posterior_tv_sum,opponent_anchor_posterior_tv_max,opponent_anchor_posterior_tv_max_share,opponent_anchor_expected_rank_difference_mean,opponent_anchor_expected_rank_difference_sum,opponent_anchor_expected_rank_difference_max,opponent_prior_pmf_tv_mean,opponent_prior_pmf_tv_sum,opponent_prior_pmf_tv_max
2022,2022-08-27T23:59:59+00:00,early,151,East Carolina,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,152,NC State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,153,North Carolina,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,154,Wake Forest,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,158,Nebraska,1,1-3,1,76.9438998520625,73.90501771526667,3.0388821367958343,80,76,4,0.03862681627016738,89,90,1,1,2,1,0,0,False,1,0.1294827083941722,0.1294827083941722,0.1294827083941722,1.0,9.213682292398701,9.213682292398701,9.213682292398701,0.10204189378286707,0.10204189378286707,0.10204189378286707
2022,2022-08-27T23:59:59+00:00,early,164,Rutgers,0,0,1,66.0,66.0,0.0,66,66,0,5.811323644522304e-17,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,166,New Mexico State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,167,New Mexico,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,183,Syracuse,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,189,Bowling Green,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,193,Miami (OH),0,0,1,66.0,66.0,0.0,66,66,0,6.418476861114186e-17,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,194,Ohio State,0,0,1,66.0,66.00000000000001,-1.4210854715202004e-14,66,66,0,2.42861286636753e-17,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,195,Ohio,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,197,Oklahoma State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2,Auburn,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2005,Air Force,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2006,Akron,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,201,Oklahoma,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,202,Tulsa,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2026,App State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2032,Arkansas State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,204,Oregon State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2050,Ball State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2084,Buffalo,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,21,San Diego State,0,0,1,66.0,66.0,0.0,66,66,0,5.941427905220564e-17,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2116,UCF,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2117,Central Michigan,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,213,Penn State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2132,Cincinnati,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,218,Temple,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2199,Eastern Michigan,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,221,Pittsburgh,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2226,Florida Atlantic,1,1-3,1,47.02221997332826,47.517824806221064,-0.495604832892802,42,43,-1,0.006441141553052768,84,85,1,1,2,1,0,0,False,1,0.029072902597559982,0.029072902597559982,0.029072902597559982,1.0,0.5906079063865235,0.5906079063865235,0.5906079063865235,0.029641624251904704,0.029641624251904704,0.029641624251904704
2022,2022-08-27T23:59:59+00:00,early,2229,Florida International,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2247,Georgia State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,228,Clemson,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2294,Iowa,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,23,San José State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2305,Kansas,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2306,Kansas State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2309,Kent State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2335,Liberty,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2348,Louisiana Tech,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,235,Memphis,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,238,Vanderbilt,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,239,Baylor,0,0,1,66.0,66.0,0.0,66,66,0,6.028164079019405e-17,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2390,Miami,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2393,Middle Tennessee,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,24,Stanford,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,242,Rice,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2426,Navy,0,0,1,66.0,66.0,0.0,66,66,0,1.474514954580286e-17,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2429,Charlotte,1,1-3,1,103.52207473806777,100.45544153066565,3.06663320740212,112,108,4,0.05052043535224199,64,69,1,1,2,1,0,0,False,1,0.11817814824441294,0.11817814824441294,0.11817814824441294,1.0,8.719051623661073,8.719051623661073,8.719051623661073,0.11391536912310447,0.11391536912310447,0.11391536912310447
2022,2022-08-27T23:59:59+00:00,early,2433,UL Monroe,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2439,UNLV,1,1-3,1,63.946100794575344,63.94610079457534,7.105427357601002e-15,63,63,0,5.0306980803327406e-17,97,97,1,1,2,1,0,0,False,1,0.05175512958927546,0.05175512958927546,0.05175512958927546,1.0,4.012621163428662,4.012621163428662,4.012621163428662,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2440,Nevada,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,245,Texas A&M,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2459,Northern Illinois,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,248,Houston,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2483,Oregon,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,249,North Texas,0,0,1,66.0,66.0,0.0,66,66,0,5.898059818321144e-17,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,25,California,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2509,Purdue,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,251,Texas,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,252,BYU,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,254,Utah,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2567,SMU,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2572,Southern Miss,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2579,South Carolina,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,258,Virginia,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,259,Virginia Tech,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,26,UCLA,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2628,TCU,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2633,Tennessee,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2636,UTSA,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2638,UTEP,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,264,Washington,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2641,Texas Tech,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2649,Toledo,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,265,Washington State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2653,Troy,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2655,Tulane,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2711,Western Michigan,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,275,Wisconsin,0,0,1,66.0,66.0,0.0,66,66,0,6.331740687315346e-17,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,2751,Wyoming,1,1-3,1,98.5718021950227,98.9687932834962,-0.3969910884734986,106,107,-1,0.007495066420757296,71,71,1,1,2,1,0,0,False,1,0.022726397289362144,0.022726397289362144,0.022726397289362144,1.0,0.5273505833857541,0.5273505833857541,0.5273505833857541,0.05199945951710401,0.05199945951710401,0.05199945951710401
2022,2022-08-27T23:59:59+00:00,early,276,Marshall,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,277,West Virginia,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,278,Fresno State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,290,Georgia Southern,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,295,Old Dominion,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,30,USC,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,309,Louisiana,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,324,Coastal Carolina,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,326,Texas State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,328,Utah State,1,1-3,1,76.57454181777359,76.60993024132253,-0.03538842354893745,80,80,0,0.0009150747114101796,90,91,1,1,2,1,0,0,False,1,0.027403294388531858,0.027403294388531858,0.027403294388531858,1.0,1.2880801047696195,1.2880801047696195,1.2880801047696195,0.008466348485624338,0.008466348485624338,0.008466348485624338
2022,2022-08-27T23:59:59+00:00,early,333,Alabama,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,344,Mississippi State,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2022-08-27T23:59:59+00:00,early,349,Army,0,0,1,66.0,66.0,0.0,66,66,0,0.0,104,104,0,0,1,0,0,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
