season,prior_family,population_view,team_id,team_name,subdivision,original_expected_rank,supported_expected_rank,delta_expected_rank_supported_minus_original,absolute_delta_expected_rank,original_expected_percentile,supported_expected_percentile,fbs_fcs_game_count,fcs_opponents
2022,context,full,189,Bowling Green,fbs,115.97565279906598,114.27233282584591,-1.7033199732200757,1.7033199732200757,0.8853103267104273,0.8723078841667626,1,Eastern Kentucky (2198)
2022,context,full,193,Miami (OH),fbs,110.75923172232892,108.79756348571138,-1.961668236617541,1.961668236617541,0.8454903184910605,0.8305157517993235,1,Robert Morris (2523)
2022,context,full,194,Ohio State,fbs,3.3505444215350835,3.200294320088836,-0.15025010144624762,0.15025010144624762,0.025576674973550255,0.024429727634265923,0,
2022,context,full,195,Ohio,fbs,95.83158925194107,92.49371503718847,-3.3378742147526026,3.3378742147526026,0.7315388492514585,0.7060588934136524,1,Fordham (2230)
2022,context,full,197,Oklahoma State,fbs,44.36175101758917,41.416280264598235,-2.9454707529909356,2.9454707529909356,0.3386393207449555,0.3161548111801392,1,Arkansas-Pine Bluff (2029)
2022,context,full,2,Auburn,fbs,49.977934218553294,46.41009183713836,-3.567842381414934,3.567842381414934,0.38151094823323123,0.3542755102071631,1,Mercer (2382)
2022,context,full,2005,Air Force,fbs,67.27314909831144,63.692007859585075,-3.58114123872636,3.58114123872636,0.5135354893000873,0.48619853327927537,1,Northern Iowa (2460)
2022,context,full,2006,Akron,fbs,123.56664286490668,122.5667314869287,-0.9999113779779805,0.9999113779779805,0.9432568157626464,0.9356239044803718,1,Saint Francis (2598)
2022,context,full,201,Oklahoma,fbs,28.461624351291547,26.77574402634069,-1.6858803249508583,1.6858803249508583,0.2172643080251263,0.20439499256748617,0,
2022,context,full,202,Tulsa,fbs,91.19087596723422,86.96500646984485,-4.225869497389368,4.225869497389368,0.6961135570017879,0.6638550112201898,1,Jacksonville State (55)
2022,context,full,2026,App State,fbs,69.25944062665333,62.889621670396565,-6.369818956256765,6.369818956256765,0.5286980200507888,0.4800734478656226,2,Robert Morris (2523); The Citadel (2643)
2022,context,full,2032,Arkansas State,fbs,116.46618388560897,114.33987209394611,-2.1263117916628573,2.1263117916628573,0.8890548388214425,0.8728234510988253,1,Grambling (2755)
2022,context,full,204,Oregon State,fbs,31.077139969343854,28.727622112343553,-2.3495178570003006,2.3495178570003006,0.23723007610186148,0.2192948252850653,1,Montana State (147)
2022,context,full,2050,Ball State,fbs,111.84953498114436,109.50662410498768,-2.3429108761566795,2.3429108761566795,0.853813244130873,0.8359284282823487,1,Murray State (93)
2022,context,full,2084,Buffalo,fbs,106.47650275671259,103.9870584805356,-2.4894442761769966,2.4894442761769966,0.8127977309672717,0.7937943395460733,1,Holy Cross (107)
2022,context,full,21,San Diego State,fbs,95.163418133184,91.51740581914142,-3.6460123140425793,3.6460123140425793,0.7264383063601831,0.6986061512911559,1,Idaho State (304)
2022,context,full,2116,UCF,fbs,44.69166691252815,40.695883814226846,-3.9957830983013025,3.9957830983013025,0.3411577626910546,0.3106556016353194,1,South Carolina State (2569)
2022,context,full,2117,Central Michigan,fbs,110.1500633109688,107.23564901189836,-2.914414299070444,2.914414299070444,0.8408401779463267,0.8185927405488425,1,Bucknell (2083)
2022,context,full,213,Penn State,fbs,10.027553536162774,9.364113866567239,-0.6634396695955349,0.6634396695955349,0.07654621019971583,0.07148178524097129,0,
2022,context,full,2132,Cincinnati,fbs,43.22247708115301,39.78721055031491,-3.435266530838099,3.435266530838099,0.3299425731385726,0.30371916450622066,1,Kennesaw State (338)
2022,context,full,218,Temple,fbs,110.60676134205683,108.22692612219564,-2.3798352198611923,2.3798352198611923,0.844326422458449,0.8261597413908064,1,Lafayette (322)
2022,context,full,2199,Eastern Michigan,fbs,108.42855049771954,106.02900966106836,-2.399540836651184,2.399540836651184,0.8276988587612178,0.8093817531379264,1,Eastern Kentucky (2198)
2022,context,full,221,Pittsburgh,fbs,44.80987221811648,40.90795813491053,-3.901914083205952,3.901914083205952,0.34206009326806475,0.3122744895794697,1,Rhode Island (227)
2022,context,full,2226,Florida Atlantic,fbs,95.01128251499519,91.79424309712266,-3.2170394178725275,3.2170394178725275,0.725276965763322,0.7007194129551348,1,SE Louisiana (2545)
2022,context,full,2229,Florida International,fbs,128.89653881516386,128.60499575600215,-0.29154305916171097,0.29154305916171097,0.9839430443905639,0.9817175248549783,1,Bryant (2803)
2022,context,full,2247,Georgia State,fbs,88.61988487626697,85.1144699628807,-3.505414913386261,3.505414913386261,0.6764876708111982,0.6497287783426008,0,
2022,context,full,228,Clemson,fbs,21.15956908477704,17.967680426184913,-3.191888658592127,3.191888658592127,0.161523428128069,0.1371578658487398,1,Furman (231)
2022,context,full,2294,Iowa,fbs,35.804366462535405,33.588136813175836,-2.216229649359569,2.216229649359569,0.273315774523171,0.25639799094027355,1,South Dakota State (2571)
2022,context,full,23,San José State,fbs,90.15482780271918,87.46920843309704,-2.6856193696221453,2.6856193696221453,0.6882047923871694,0.6677038811686796,1,Portland State (2502)
2022,context,full,2305,Kansas,fbs,41.96957047809807,39.02847406294448,-2.941096415153588,2.941096415153588,0.32037840059616846,0.29792728292324033,1,Tennessee Tech (2635)
2022,context,full,2306,Kansas State,fbs,14.347886594840825,13.04615629840097,-1.301730296439855,1.301730296439855,0.10952585186901392,0.09958897937710663,1,South Dakota (233)
2022,context,full,2309,Kent State,fbs,101.89862546602643,99.34848736253585,-2.550138103490582,2.550138103490582,0.7778521027940949,0.7583853997140141,1,Long Island University (2341)
2022,context,full,2335,Liberty,fbs,82.78052164199906,79.32987389374904,-3.45064774825002,3.45064774825002,0.6319123789465577,0.6055715564408324,1,Gardner-Webb (2241)
2022,context,full,2348,Louisiana Tech,fbs,117.54647376430879,116.0093913819552,-1.5370823823535886,1.5370823823535886,0.8973013264451052,0.8855678731446962,1,Stephen F. Austin (2617)
2022,context,full,235,Memphis,fbs,59.954235747542526,55.4459496413452,-4.508286106197325,4.508286106197325,0.45766592173696585,0.42325152397973437,1,North Alabama (2453)
2022,context,full,238,Vanderbilt,fbs,98.23712926947988,95.3083158540694,-2.928813415410474,2.928813415410474,0.7499017501487014,0.7275443958325909,1,Elon (2210)
2022,context,full,239,Baylor,fbs,31.099057893431127,28.20960447877376,-2.8894534146573676,2.8894534146573676,0.23739738849947425,0.21534049220437984,1,UAlbany (399)
2022,context,full,2390,Miami,fbs,87.42902173871094,82.79218093667262,-4.636840802038321,4.636840802038321,0.6673971125092438,0.6320013811959743,1,Bethune-Cookman (2065)
2022,context,full,2393,Middle Tennessee,fbs,100.7793698357187,98.33765803449,-2.441711801228692,2.441711801228692,0.7693081666848756,0.7506691453014505,1,Tennessee State (2634)
2022,context,full,24,Stanford,fbs,93.21773843898447,89.90920998902584,-3.3085284499586294,3.3085284499586294,0.7115857896105685,0.6863298472444721,1,Colgate (2142)
2022,context,full,242,Rice,fbs,113.59706294975022,110.869450337049,-2.727612612701222,2.727612612701222,0.8671531522881697,0.8463316819622061,1,McNeese (2377)
2022,context,full,2426,Navy,fbs,91.43970126442316,88.31084312664784,-3.1288581377753246,3.1288581377753246,0.6980129867513218,0.6741285734858614,1,Delaware (48)
2022,context,full,2429,Charlotte,fbs,123.7397073269141,122.79479883211944,-0.9449084947946602,0.9449084947946602,0.9445779185260619,0.9373648765810644,1,William & Mary (2729)
2022,context,full,2433,UL Monroe,fbs,117.21986801221324,115.20500569409022,-2.014862318123022,2.014862318123022,0.8948081527649866,0.879427524382368,1,Nicholls (2447)
2022,context,full,2439,UNLV,fbs,111.79969957272709,108.97112038575104,-2.8285791869760573,2.8285791869760573,0.8534328211658556,0.8318406136316873,1,Idaho State (304)
2022,context,full,2440,Nevada,fbs,120.34435416234777,119.25455856202129,-1.0897956003264824,1.0897956003264824,0.9186591920789906,0.910340141694819,1,Incarnate Word (2916)
2022,context,full,245,Texas A&M,fbs,48.858754190008064,45.79038806488049,-3.068366125127575,3.068366125127575,0.37296758923670276,0.3495449470601564,1,Sam Houston (2534)
2022,context,full,2459,Northern Illinois,fbs,113.90871775978127,111.9982559681765,-1.9104617916047744,1.9104617916047744,0.8695321966395516,0.854948518841042,1,Eastern Illinois (2197)
2022,context,full,248,Houston,fbs,57.54907241874515,54.141860290271,-3.40721212847415,3.40721212847415,0.43930589632629885,0.4132966434371832,0,
2022,context,full,2483,Oregon,fbs,24.765246238887208,22.656012375501977,-2.1092338633852314,2.1092338633852314,0.18904768121287946,0.1729466593549769,1,Eastern Washington (331)
2022,context,full,249,North Texas,fbs,87.02773797179131,83.66208361658393,-3.3656543552073828,3.3656543552073828,0.6643338776472619,0.6386418596685796,1,Texas Southern (2640)
2022,context,full,25,California,fbs,78.11963977753891,75.12076510456609,-2.9988746729728177,2.9988746729728177,0.5963331280728161,0.5734409549966877,1,UC Davis (302)
2022,context,full,2509,Purdue,fbs,51.589075514268536,48.06819212491336,-3.520883389355177,3.520883389355177,0.3938097367501415,0.3669327643123157,1,Indiana State (282)
2022,context,full,251,Texas,fbs,10.972804373612334,10.254750394048814,-0.7180539795635195,0.7180539795635195,0.0837618654474224,0.07828053735915126,0,
2022,context,full,252,BYU,fbs,63.00902556433677,58.83502620471025,-4.173999359626514,4.173999359626514,0.4809849279720364,0.44912233744053626,1,Utah Tech (3101)
2022,context,full,254,Utah,fbs,12.608717965378668,11.503992512791005,-1.1047254525876635,1.1047254525876635,0.09624975546090586,0.08781673673886263,1,Southern Utah (253)
2022,context,full,256,James Madison,fbs,52.30551650566505,48.20710101937902,-4.098415486286029,4.098415486286029,0.3992787519516416,0.36799313755251156,1,Norfolk State (2450)
2022,context,full,2567,SMU,fbs,61.78238490337493,57.739387784550864,-4.0429971188240685,4.0429971188240685,0.4716212588043888,0.44075868537825086,1,Lamar (2320)
2022,context,full,2572,Southern Miss,fbs,100.42636926962781,97.31823004469283,-3.1081392249349875,3.1081392249349875,0.7666135058750214,0.7428872522495635,1,Northwestern State (2466)
2022,context,full,2579,South Carolina,fbs,47.16776627760382,44.15679376550438,-3.0109725120994355,3.0109725120994355,0.3600592845618612,0.3370747615687357,1,South Carolina State (2569)
2022,context,full,258,Virginia,fbs,88.0871999740286,81.8003730936014,-6.286826880427199,6.286826880427199,0.6724213738475465,0.6244303289587892,1,Richmond (257)
2022,context,full,259,Virginia Tech,fbs,100.33208079118609,96.43342896896132,-3.898651822224764,3.898651822224764,0.7658937464976037,0.7361330455645902,1,Wofford (2747)
2022,context,full,26,UCLA,fbs,38.05613749904703,35.624274807145085,-2.431862691901948,2.431862691901948,0.29050486640493917,0.2719410290621762,1,Alabama State (2011)
2022,context,full,2628,TCU,fbs,12.244938999530849,11.27410094780014,-0.9708380517307091,0.9708380517307091,0.09347281679031182,0.08606183929618427,1,Tarleton State (2627)
2022,context,full,2633,Tennessee,fbs,7.274803191414427,6.93917197629446,-0.3356312151199665,0.3356312151199665,0.055532848789423106,0.052970778444995884,1,UT Martin (2630)
2022,context,full,2636,UTSA,fbs,53.79197795026336,50.40082793565501,-3.3911500146083497,3.3911500146083497,0.410625785879873,0.3847391445469848,1,Texas Southern (2640)
2022,context,full,2638,UTEP,fbs,111.3462659695424,109.53923156456426,-1.8070344049781397,1.8070344049781397,0.8499714959507053,0.8361773401875134,0,
2022,context,full,264,Washington,fbs,32.66263248544157,30.42726529801248,-2.235367187429091,2.235367187429091,0.2493330724079509,0.23226920074818685,1,Portland State (2502)
2022,context,full,2641,Texas Tech,fbs,43.3154458045087,40.68475142948732,-2.6306943750213776,2.6306943750213776,0.33065225804968473,0.31057062159913984,1,Murray State (93)
2022,context,full,2649,Toledo,fbs,86.34686536061707,82.99348739871756,-3.353377961899511,3.353377961899511,0.6591363767986036,0.6335380717459356,1,Long Island University (2341)
2022,context,full,265,Washington State,fbs,50.678127496886205,47.588824564568654,-3.089302932317551,3.089302932317551,0.3868559350907344,0.3632734699585393,1,Idaho (70)
2022,context,full,2653,Troy,fbs,65.52184764527213,60.67875780610395,-4.843089839168179,4.843089839168179,0.5001667759181079,0.46319662447407595,1,Alabama A&M (2010)
2022,context,full,2655,Tulane,fbs,32.066438151249216,28.82609498328323,-3.2403431679659853,3.2403431679659853,0.24478197062022303,0.22004652658994833,1,Alcorn State (2016)
2022,context,full,2711,Western Michigan,fbs,114.51632191062261,112.39784896984399,-2.1184729407786165,2.1184729407786165,0.8741703962642947,0.8579988470980457,1,New Hampshire (160)
2022,context,full,275,Wisconsin,fbs,39.88766114854225,37.57284504004803,-2.3148161084942203,2.3148161084942203,0.30448596296597136,0.28681561099273306,1,Illinois State (2287)
2022,context,full,2751,Wyoming,fbs,105.41801200494385,102.47930923592845,-2.938702769015393,2.938702769015393,0.8047176488927011,0.7822848033276981,1,Northern Colorado (2458)
2022,context,full,276,Marshall,fbs,68.92478918193743,63.14657249367618,-5.778216688261246,5.778216688261246,0.5261434288697514,0.48203490453187925,2,Gardner-Webb (2241); Norfolk State (2450)
2022,context,full,277,West Virginia,fbs,59.44824932962379,56.23108124576461,-3.2171680838591854,3.2171680838591854,0.4538034299971282,0.4292448950058367,1,Towson (119)
2022,context,full,278,Fresno State,fbs,66.38173641018507,62.90771105828198,-3.4740253519030873,3.4740253519030873,0.5067308122914891,0.48021153479604567,1,Cal Poly (13)
2022,context,full,290,Georgia Southern,fbs,93.86737128410175,89.6788132946165,-4.188557989485247,4.188557989485247,0.7165448189626088,0.6845710938520344,1,Morgan State (2415)
2022,context,full,295,Old Dominion,fbs,104.38303866795042,101.17756853338076,-3.2054701345696515,3.2054701345696515,0.7968170890683238,0.7723478513998532,0,
2022,context,full,30,USC,fbs,27.275203815113713,25.22920068026415,-2.0460031348495633,2.0460031348495633,0.2082076627107917,0.19258931816995534,0,
2022,context,full,309,Louisiana,fbs,84.62170440451966,80.25426757721951,-4.367436827300153,4.367436827300153,0.6459672091948065,0.612627996772668,1,SE Louisiana (2545)
2022,context,full,324,Coastal Carolina,fbs,96.66425640207143,92.69796437839457,-3.966292023676857,3.966292023676857,0.7378950870387132,0.7076180486900349,1,Gardner-Webb (2241)
2022,context,full,326,Texas State,fbs,118.01782134935839,116.079974565432,-1.937846783926389,1.937846783926389,0.9008993996134228,0.886106676072,1,Houston Christian (2277)
2022,context,full,328,Utah State,fbs,110.03027166536862,108.22317840166386,-1.8070932637047576,1.8070932637047576,0.8399257379035773,0.8261311328371287,1,Weber State (2692)
2022,context,full,333,Alabama,fbs,4.1458791295950395,3.868205823008091,-0.27767330658694833,0.27767330658694833,0.03164793228698504,0.029528288725252604,1,Austin Peay (2046)
2022,context,full,344,Mississippi State,fbs,31.65935845410946,28.515856939438677,-3.143501514670781,3.143501514670781,0.24167449201610275,0.2176782972476235,1,East Tennessee State (2193)
2022,context,full,349,Army,fbs,91.2702047320256,86.42218431750811,-4.848020414517492,4.848020414517492,0.6967191200917985,0.6597113306680008,2,Colgate (2142); Villanova (222)
2022,context,full,356,Illinois,fbs,30.106302560769244,26.70862958082994,-3.397672979939305,3.397672979939305,0.22981910351732246,0.20388266855595374,1,Chattanooga (236)
2022,context,full,36,Colorado State,fbs,119.66501253103293,118.54096881065517,-1.124043720377756,1.124043720377756,0.913473378099488,0.9048928916843906,1,Sacramento State (16)
2022,context,full,38,Colorado,fbs,121.88106950572512,121.20292233584182,-0.678147169883303,0.678147169883303,0.9303898435551536,0.9252131476018459,0,
2022,context,full,41,UConn,fbs,115.82028111127725,113.79975184638141,-2.020529264895842,2.020529264895842,0.8841242832921927,0.8687003957739039,1,Central Connecticut (2115)
2022,context,full,5,UAB,fbs,69.81314267584163,65.43155861650885,-4.381584059332781,4.381584059332781,0.5329247532506994,0.49947754669090727,1,Alabama A&M (2010)
2022,context,full,52,Florida State,fbs,18.92421150358338,17.135274669248627,-1.788936834334752,1.788936834334752,0.1444596297983464,0.13080362342937885,1,Duquesne (2184)
2022,context,full,57,Florida,fbs,36.037024492483916,33.62715101591245,-2.4098734765714624,2.4098734765714624,0.27509179001896117,0.25669580928177443,1,Eastern Washington (331)
2022,context,full,58,South Florida,fbs,112.9109554861613,110.24979748297986,-2.6611580031814412,2.6611580031814412,0.8619156907340557,0.841601507503663,1,Howard (47)
2022,context,full,59,Georgia Tech,fbs,96.05197651161363,90.95014622727588,-5.101830284337751,5.101830284337751,0.7332211947451422,0.6942759253990525,1,Western Carolina (2717)
2022,context,full,6,South Alabama,fbs,72.70702594672242,68.3988448003596,-4.308181146362827,4.308181146362827,0.555015465242156,0.522128586262287,1,Nicholls (2447)
2022,context,full,61,Georgia,fbs,2.0289865420827096,1.9460206657900767,-0.08296587629263286,0.08296587629263286,0.015488446886127554,0.014855119586183792,1,Samford (2535)
2022,context,full,62,Hawai'i,fbs,124.66186800614561,123.91042122932099,-0.751446776824622,0.751446776824622,0.9516173130240123,0.9458810780864197,1,Duquesne (2184)
2022,context,full,66,Iowa State,fbs,39.68060156535036,37.25567777712027,-2.424923788230089,2.424923788230089,0.30290535546068975,0.2843944868482463,1,Southeast Missouri State (2546)
2022,context,full,68,Boise State,fbs,57.4107665115307,54.21228592896421,-3.1984805825664964,3.1984805825664964,0.4382501260422191,0.4138342437325512,1,UT Martin (2630)
2022,context,full,77,Northwestern,fbs,102.12256971420963,99.67526634979393,-2.4473033644157027,2.4473033644157027,0.7795616008718292,0.7608798957999536,1,Southern Illinois (79)
2022,context,full,8,Arkansas,fbs,41.86258066733397,39.11105215001052,-2.7515285173234503,2.7515285173234503,0.31956168448346545,0.29855765000008033,1,Missouri State (2623)
2022,context,full,84,Indiana,fbs,90.34871196338804,87.75517357742756,-2.5935383859604855,2.5935383859604855,0.6896848241480004,0.669886821201737,1,Idaho (70)
2022,context,full,87,Notre Dame,fbs,29.867092391496236,27.133792535638953,-2.7332998558572825,2.7332998558572825,0.22799307169081096,0.20712818729495383,0,
2022,context,full,9,Arizona State,fbs,88.25553176841596,84.28548382281501,-3.970047945600953,3.970047945600953,0.6737063493772211,0.6434006398688169,1,Northern Arizona (2464)
2022,context,full,96,Kentucky,fbs,44.45976124319951,41.59547781216896,-2.8642834310305503,2.8642834310305503,0.3393874904061031,0.3175227313906027,1,Youngstown State (2754)
2022,context,full,97,Louisville,fbs,34.6910845119775,31.626174347184737,-3.0649101647927637,3.0649101647927637,0.26481743902272903,0.24142117822278425,0,
2022,context,full,98,Western Kentucky,fbs,60.07188634653673,56.15140460834675,-3.9204817381899772,3.9204817381899772,0.4585640179124941,0.4286366763995935,1,Austin Peay (2046)
2022,context,full,99,LSU,fbs,19.36131351818042,17.649022119866977,-1.7122913983134431,1.7122913983134431,0.14779628639832382,0.13472535969364105,1,Southern (2582)
2022,history,full,103,Boston College,fbs,106.90229765054144,103.7578068507518,-3.1444907997896365,3.1444907997896365,0.8160480736682553,0.7920443271049756,1,Maine (311)
2022,history,full,113,Massachusetts,fbs,129.47351388082626,129.18259481461027,-0.2909190662159915,0.2909190662159915,0.9883474342047807,0.9861266779741242,1,Stony Brook (2619)
2022,history,full,12,Arizona,fbs,76.73648315195844,72.26507217895644,-4.471410973001994,4.471410973001994,0.585774680549301,0.5516417723584461,1,North Dakota State (2449)
2022,history,full,120,Maryland,fbs,42.6956711525693,40.40839143837253,-2.287279714196764,2.287279714196764,0.32592115383640685,0.30846100334635523,0,
2022,history,full,127,Michigan State,fbs,56.15874547221487,53.5972090898858,-2.5615363823290664,2.5615363823290664,0.42869271352835775,0.40913900068615117,0,
2022,history,full,130,Michigan,fbs,4.688747903528176,4.460060849869367,-0.22868705365880881,0.22868705365880881,0.03579196872922272,0.034046266029537156,0,
2022,history,full,135,Minnesota,fbs,32.941050892234,30.109006957283963,-2.8320439349500397,2.8320439349500397,0.2514584037575115,0.22983974776552643,1,Western Illinois (2710)
2022,history,full,142,Missouri,fbs,55.495524271564676,52.184154545531285,-3.3113697260333907,3.3113697260333907,0.4236299562714861,0.398352324775048,1,Abilene Christian (2000)
2022,history,full,145,Ole Miss,fbs,28.276273488478942,25.545910338474545,-2.730363150004397,2.730363150004397,0.21584941594258736,0.19500694914866065,1,Central Arkansas (2110)
2022,history,full,150,Duke,fbs,59.294864920582135,54.14903076415545,-5.145834156426687,5.145834156426687,0.45263255664566515,0.41335137987904924,1,North Carolina A&T (2448)
2022,history,full,151,East Carolina,fbs,63.95988941354417,59.42195034586089,-4.537939067683276,4.537939067683276,0.4882434306377417,0.4536026743958847,1,Campbell (2097)
2022,history,full,152,NC State,fbs,57.684876650326984,52.63534828080391,-5.049528369523074,5.049528369523074,0.4403425698498243,0.4017965517618619,1,Charleston Southern (2127)
2022,history,full,153,North Carolina,fbs,57.846321032522404,52.834598411441256,-5.011722621081148,5.011722621081148,0.44157496971391147,0.40331754512550577,1,Florida A&M (50)
2022,history,full,154,Wake Forest,fbs,49.60230167509426,45.006420711872664,-4.595880963221596,4.595880963221596,0.37864352423736075,0.34356046344940966,1,VMI (2678)
2022,history,full,158,Nebraska,fbs,77.23478539288614,72.9247065063956,-4.310078886490544,4.310078886490544,0.5895785144495125,0.5566771489037832,1,North Dakota (155)
2022,history,full,164,Rutgers,fbs,101.2302410761086,99.05777185958353,-2.172469216525073,2.172469216525073,0.7727499318786916,0.756166197401401,1,Wagner (2681)
2022,history,full,166,New Mexico State,fbs,119.3818289131024,117.51230044735011,-1.869528465752282,1.869528465752282,0.9113116710923848,0.8970404614301536,2,Lamar (2320); Valparaiso (2674)
2022,history,full,167,New Mexico,fbs,124.22440555009885,123.24527045752696,-0.9791350925718945,0.9791350925718945,0.9482779049625867,0.9408035912788317,1,Maine (311)
2022,history,full,183,Syracuse,fbs,51.62294763695074,47.72377779216071,-3.8991698447900305,3.8991698447900305,0.39406830257214304,0.36430364726840236,1,Wagner (2681)
2022,history,full,189,Bowling Green,fbs,117.01994390547415,115.1776649436078,-1.8422789618663558,1.8422789618663558,0.8932820145456042,0.8792188163634183,1,Eastern Kentucky (2198)
2022,history,full,193,Miami (OH),fbs,110.56556327767117,108.38301534374034,-2.1825479339308345,2.1825479339308345,0.8440119334173372,0.8273512621659568,1,Robert Morris (2523)
2022,history,full,194,Ohio State,fbs,3.5286448865123647,3.337736283320244,-0.19090860319212055,0.19090860319212055,0.026936220507727975,0.025478902926108733,0,
2022,history,full,195,Ohio,fbs,92.56216241249592,88.77698316954401,-3.785179242951912,3.785179242951912,0.706581392461801,0.6776868944240001,1,Fordham (2230)
2022,history,full,197,Oklahoma State,fbs,45.456801354949654,42.33014873427789,-3.126652620671763,3.126652620671763,0.3469984836255699,0.32313090636853353,1,Arkansas-Pine Bluff (2029)
2022,history,full,2,Auburn,fbs,46.93438193280072,43.397435618643165,-3.5369463141575537,3.5369463141575537,0.35827772467786806,0.3312781344934593,1,Mercer (2382)
2022,history,full,2005,Air Force,fbs,62.89093544447935,59.10381728917361,-3.787118155305734,3.787118155305734,0.48008347667541484,0.4511741777799512,1,Northern Iowa (2460)
2022,history,full,2006,Akron,fbs,122.3206382408642,121.13559552289281,-1.1850427179713847,1.1850427179713847,0.9337453300829328,0.9246992024648306,1,Saint Francis (2598)
2022,history,full,201,Oklahoma,fbs,26.34743692793111,24.64267786417387,-1.7047590637572405,1.7047590637572405,0.20112547273229855,0.18811204476468601,0,
2022,history,full,202,Tulsa,fbs,85.22681513743292,80.33185518012786,-4.894959957305062,4.894959957305062,0.6505863750949078,0.6132202685505943,1,Jacksonville State (55)
2022,history,full,2026,App State,fbs,65.70029146725835,59.012323505063904,-6.687967962194449,6.687967962194449,0.5015289424981554,0.4504757519470527,2,Robert Morris (2523); The Citadel (2643)
2022,history,full,2032,Arkansas State,fbs,114.88447597744984,112.4051281829686,-2.4793477944812423,2.4793477944812423,0.8769807326522888,0.8580544136104473,1,Grambling (2755)
2022,history,full,204,Oregon State,fbs,28.49910939326331,26.06844612862288,-2.4306632646404296,2.4306632646404296,0.2175504533836894,0.19899577197422047,1,Montana State (147)
2022,history,full,2050,Ball State,fbs,110.77117400461958,108.11441854614264,-2.656755458476937,2.656755458476937,0.8455814809512945,0.8253009049323866,1,Murray State (93)
2022,history,full,2084,Buffalo,fbs,105.46357490373104,102.75297909169683,-2.7105958120342137,2.7105958120342137,0.8050654572803897,0.784373886196159,1,Holy Cross (107)
2022,history,full,21,San Diego State,fbs,91.64592177416304,87.59769071525835,-4.04823105890469,4.04823105890469,0.6995871891157485,0.668684661948537,1,Idaho State (304)
2022,history,full,2116,UCF,fbs,42.26699708081197,38.08347532097113,-4.183521759840836,4.183521759840836,0.32264883267795397,0.29071355206848193,1,South Carolina State (2569)
