season,cutoff_label,cutoff_index,prior_family,candidate,future_game_count,future_margin_mae,future_win_brier,future_margin_nll
2023,q5_2023-11-03,4,context,y1,508,13.027830656383145,0.18736031407790896,4.2497847880811435
2023,q5_2023-11-03,4,context,y2,508,13.18281417478644,0.18747679313757412,4.256603138223404
2023,q5_2023-11-03,4,history,v1,508,13.0748767397026,0.1886392351050127,4.255064963036345
2023,q5_2023-11-03,4,history,y1,508,13.0748767397026,0.1886392351050127,4.255064963036345
2023,q5_2023-11-03,4,history,y2,508,13.213708474186033,0.1886280695539661,4.261254414026031
2023,q6_2023-11-17,5,context,v1,262,13.108457168006037,0.19313006399826046,4.2598196761621185
2023,q6_2023-11-17,5,context,y1,262,13.108457168006037,0.19313006399826046,4.2598196761621185
2023,q6_2023-11-17,5,context,y2,262,13.246947621825067,0.1985976405013317,4.271077888597002
2023,q6_2023-11-17,5,history,v1,262,13.204355581786764,0.1938659230807466,4.263777540606101
2023,q6_2023-11-17,5,history,y1,262,13.204355581786764,0.1938659230807466,4.263777540606101
2023,q6_2023-11-17,5,history,y2,262,13.347809707603755,0.19933246770183588,4.274422745652673
2023,q7_2023-12-09,6,context,v1,47,16.699518694120698,0.269990995916276,4.582603411003197
2023,q7_2023-12-09,6,context,y1,47,16.699518694120698,0.269990995916276,4.582603411003197
2023,q7_2023-12-09,6,context,y2,47,16.870330121585674,0.2797106466875388,4.572612802476007
2023,q7_2023-12-09,6,history,v1,47,16.801509410325604,0.2717851829860626,4.586642898619543
2023,q7_2023-12-09,6,history,y1,47,16.801509410325604,0.2717851829860626,4.586642898619543
2023,q7_2023-12-09,6,history,y2,47,16.915552089104196,0.28157494374407005,4.574147013214786
2024,q1_2024-08-24,0,context,v1,805,14.152418133735765,0.2137880761740716,4.3084293199239605
2024,q1_2024-08-24,0,context,y1,805,14.152418133735765,0.2137880761740716,4.3084293199239605
2024,q1_2024-08-24,0,context,y2,805,14.1450311274205,0.21355721045514414,4.307840718641913
2024,q1_2024-08-24,0,history,v1,805,14.368700865898527,0.21699921633425154,4.317717678114108
2024,q1_2024-08-24,0,history,y1,805,14.368700865898527,0.21699921633425154,4.317717678114108
2024,q1_2024-08-24,0,history,y2,805,14.359527668621176,0.21676061243602132,4.317059333401551
2024,q2_2024-09-19,1,context,v1,1209,13.828138508030285,0.20538965373152746,4.276142702204232
2024,q2_2024-09-19,1,context,y1,1209,13.828138508030285,0.20538965373152746,4.276142702204232
2024,q2_2024-09-19,1,context,y2,1209,13.835570759399106,0.2043069552388579,4.274830485155219
2024,q2_2024-09-19,1,history,v1,1209,13.911114678682559,0.20648140217355726,4.276847189241248
2024,q2_2024-09-19,1,history,y1,1209,13.911114678682559,0.20648140217355726,4.276847189241248
2024,q2_2024-09-19,1,history,y2,1209,13.915619082196807,0.20543602895940918,4.276186004143679
2024,q3_2024-10-06,2,context,v1,940,12.870901710252966,0.1983188701106842,4.2088073388199065
2024,q3_2024-10-06,2,context,y1,940,12.870901710252966,0.1983188701106842,4.2088073388199065
2024,q3_2024-10-06,2,context,y2,940,12.791130198014162,0.1976639989595968,4.204908711674684
2024,q3_2024-10-06,2,history,v1,940,12.959614467585364,0.19924679354748537,4.2111457974403494
2024,q3_2024-10-06,2,history,y1,940,12.959614467585364,0.19924679354748537,4.2111457974403494
2024,q3_2024-10-06,2,history,y2,940,12.88415860449196,0.19885125994040734,4.20840404277069
2024,q4_2024-10-23,3,context,v1,718,12.518364767410525,0.19313243053594706,4.176158202427509
2024,q4_2024-10-23,3,context,y1,718,12.518364767410525,0.19313243053594706,4.176158202427509
2024,q4_2024-10-23,3,context,y2,718,12.425328890591,0.19233937554460054,4.170203363476976
2024,q4_2024-10-23,3,history,v1,718,12.574691878282467,0.19335273298813568,4.178015829051298
2024,q4_2024-10-23,3,history,y1,718,12.574691878282467,0.19335273298813568,4.178015829051298
2024,q4_2024-10-23,3,history,y2,718,12.46646004642496,0.19254268228580013,4.171798271525476
2024,q5_2024-11-07,4,context,v1,496,12.11582914821663,0.18716247743598474,4.142659281908616
2024,q5_2024-11-07,4,context,y1,496,12.11582914821663,0.18716247743598474,4.142659281908616
2024,q5_2024-11-07,4,context,y2,496,12.09621727425634,0.1867823831544294,4.143724229514758
2024,q5_2024-11-07,4,history,v1,496,12.14089393352026,0.18705928608837344,4.142635448820875
2024,q5_2024-11-07,4,history,y1,496,12.14089393352026,0.18705928608837344,4.142635448820875
2024,q5_2024-11-07,4,history,y2,496,12.123809544942615,0.18687365731352754,4.144264224492803
2024,q6_2024-11-22,5,context,v1,268,11.95902548242336,0.18351421054388692,4.140468407885736
2024,q6_2024-11-22,5,context,y1,268,11.95902548242336,0.18351421054388692,4.140468407885736
2024,q6_2024-11-22,5,context,y2,268,12.151968205404001,0.18608139492037198,4.152217763141984
2024,q6_2024-11-22,5,history,v1,268,11.938479906228686,0.18311043547328268,4.136583112112213
2024,q6_2024-11-22,5,history,y1,268,11.938479906228686,0.18311043547328268,4.136583112112213
2024,q6_2024-11-22,5,history,y2,268,12.143461053140221,0.1860036670773106,4.1491150573266875
2024,q7_2024-12-14,6,context,v1,49,10.732725502637647,0.23320781170818145,3.9989641196645103
2024,q7_2024-12-14,6,context,y1,49,10.732725502637647,0.23320781170818145,3.9989641196645103
2024,q7_2024-12-14,6,context,y2,49,10.782211933174798,0.2342623653089194,3.9983328522961665
2024,q7_2024-12-14,6,history,v1,49,10.720782864186543,0.2298919700951949,4.000635454037186
2024,q7_2024-12-14,6,history,y1,49,10.720782864186543,0.2298919700951949,4.000635454037186
2024,q7_2024-12-14,6,history,y2,49,10.81223267556661,0.23080598418525075,4.000217415231454
2025,q1_2025-08-23,0,context,v1,813,13.945800875229159,0.20867655596149032,4.302242171231041
2025,q1_2025-08-23,0,context,y1,813,13.945800875229159,0.20867655596149032,4.302242171231041
2025,q1_2025-08-23,0,context,y2,813,13.952691202316243,0.20900298330702402,4.302694299473393
2025,q1_2025-08-23,0,history,v1,813,13.846191227500478,0.20718206201249317,4.301498744829054
2025,q1_2025-08-23,0,history,y1,813,13.846191227500478,0.20718206201249317,4.301498744829054
2025,q1_2025-08-23,0,history,y2,813,13.846444361125602,0.20749845941262113,4.3018120661850014
2025,q2_2025-09-19,1,context,v1,1213,13.372325298562707,0.19286388070112148,4.247224837372036
2025,q2_2025-09-19,1,context,y1,1213,13.372325298562707,0.19286388070112148,4.247224837372036
2025,q2_2025-09-19,1,context,y2,1213,13.317982839070522,0.19267733941119528,4.2439012593336995
2025,q2_2025-09-19,1,history,v1,1213,13.368920857903259,0.1926084454995517,4.2468654395768795
2025,q2_2025-09-19,1,history,y1,1213,13.368920857903259,0.1926084454995517,4.2468654395768795
2025,q2_2025-09-19,1,history,y2,1213,13.320373375828447,0.1923036280259603,4.243360212144786
2025,q3_2025-10-08,2,context,v1,948,12.82134846995643,0.18608629893239156,4.206746091847895
2025,q3_2025-10-08,2,context,y1,948,12.82134846995643,0.18608629893239156,4.206746091847895
2025,q3_2025-10-08,2,context,y2,948,12.823873518000104,0.18603924775005615,4.204161538115074
2025,q3_2025-10-08,2,history,v1,948,12.83984856353047,0.1863713378566969,4.206497718508204
2025,q3_2025-10-08,2,history,y1,948,12.83984856353047,0.1863713378566969,4.206497718508204
2025,q3_2025-10-08,2,history,y2,948,12.826727686587496,0.1859653190523264,4.2030440546937715
2025,q4_2025-10-23,3,context,v1,727,12.463506481484005,0.17679720109081842,4.173904081101695
2025,q4_2025-10-23,3,context,y1,727,12.463506481484005,0.17679720109081842,4.173904081101695
2025,q4_2025-10-23,3,context,y2,727,12.623859897351702,0.1784411622978043,4.1802113076480225
2025,q4_2025-10-23,3,history,v1,727,12.454947516073938,0.17710369933171277,4.1734023244146465
2025,q4_2025-10-23,3,history,y1,727,12.454947516073938,0.17710369933171277,4.1734023244146465
2025,q4_2025-10-23,3,history,y2,727,12.613095081154226,0.17874650519332688,4.180434512131375
2025,q5_2025-11-08,4,context,v1,408,12.596888961379676,0.17244904983928216,4.184402601902389
2025,q5_2025-11-08,4,context,y1,408,12.596888961379676,0.17244904983928216,4.184402601902389
2025,q5_2025-11-08,4,context,y2,408,12.693057027452213,0.17273935909142923,4.185090421679953
2025,q5_2025-11-08,4,history,v1,408,12.593380548624888,0.1731460982163877,4.183545456104955
2025,q5_2025-11-08,4,history,y1,408,12.593380548624888,0.1731460982163877,4.183545456104955
2025,q5_2025-11-08,4,history,y2,408,12.699518615503116,0.1733417491758401,4.184656614279728
2025,q6_2025-11-22,5,context,v1,164,13.477278937338413,0.20880956555787117,4.230859177549296
2025,q6_2025-11-22,5,context,y1,164,13.477278937338413,0.20880956555787117,4.230859177549296
2025,q6_2025-11-22,5,context,y2,164,13.632378844060515,0.21197921178768492,4.235342541097603
2025,q6_2025-11-22,5,history,v1,164,13.526118975629762,0.21042230654203478,4.2348379139550065
2025,q6_2025-11-22,5,history,y1,164,13.526118975629762,0.21042230654203478,4.2348379139550065
2025,q6_2025-11-22,5,history,y2,164,13.698279235422255,0.21381611651828034,4.240577499343107
2025,q7_2025-12-13,6,context,v1,49,12.59680451239202,0.22734816913425832,4.155665719420459
2025,q7_2025-12-13,6,context,y1,49,12.59680451239202,0.22734816913425832,4.155665719420459
2025,q7_2025-12-13,6,context,y2,49,12.651440089879351,0.23308278201433658,4.157414811593721
2025,q7_2025-12-13,6,history,v1,49,12.631829516395825,0.23006059295579387,4.164920442201997
2025,q7_2025-12-13,6,history,y1,49,12.631829516395825,0.23006059295579387,4.164920442201997
2025,q7_2025-12-13,6,history,y2,49,12.756598120013436,0.23575432646754907,4.1665513726854115
