summary_type,period,season,pairing,site,margin_bin,residual_bin,n_games,mean_residual,mean_final_quality_advantage,better_quality_rate,mean_next_margin_diff,quality_spearman
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,"(0,14]",q3,41,0.019678222872764866,0.17798286090969018,0.7804878048780488,-3.0,0.14216027874564463
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,"(0,14]",q4,44,0.6615065080362672,0.1425938925938926,0.7727272727272727,3.477272727272727,-0.010288935870331218
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,"(0,14]",q5,35,1.6986492137294722,0.18067175661160625,0.8,-4.057142857142857,0.1431372549019608
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,"(14,28]",q1,21,-1.4822953848250224,0.14376675278930917,0.7142857142857143,7.0,0.32727272727272727
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,"(14,28]",q2,31,-0.7446368011547736,0.22824825795963316,0.8064516129032258,2.064516129032258,0.20685483870967747
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,"(14,28]",q3,21,-0.0035266022753406715,0.3553768591362576,1.0,14.047619047619047,0.22467532467532467
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,"(14,28]",q4,23,0.653594181186175,0.33778482634317875,0.9565217391304348,13.130434782608695,0.4150197628458498
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,"(14,28]",q5,32,1.747932373989466,0.31999339565129037,0.875,6.53125,0.020161290322580645
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,<=-28,q1,15,-2.2897447555482144,-0.5340919867235657,0.0,-16.0,-0.3571428571428571
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,<=-28,q2,8,-0.5674929262907976,-0.3767018898597846,0.0,-25.125,0.2380952380952381
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,<=-28,q3,8,0.02431888487124234,-0.4004140418614103,0.0,-35.25,0.5476190476190477
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,<=-28,q4,9,0.5657785615422344,-0.4124387545440176,0.0,-1.5555555555555556,0.41666666666666663
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,<=-28,q5,9,1.881256171504466,-0.3095012305538621,0.1111111111111111,-5.0,-0.7833333333333333
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,>28,q1,9,-1.5301534743913463,0.3603716498453341,1.0,22.555555555555557,-0.15
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,>28,q2,19,-0.6739680186211,0.5028877314195873,0.9473684210526315,3.6842105263157894,0.11754385964912278
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,>28,q3,11,-0.0012458664440235397,0.4321922742975373,1.0,27.636363636363637,-0.27272727272727276
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,>28,q4,15,0.5892716957372587,0.3695251642620064,0.9333333333333333,3.466666666666667,-0.28928571428571426
margin_residual_bin,final_2022_2025,2023,fbs-fbs,home_site,>28,q5,23,1.6968121711764994,0.4729773905975279,1.0,19.391304347826086,0.29051383399209485
margin_residual_bin,final_2022_2025,2023,fbs-fbs,neutral,"(-14,0]",q1,4,-1.486373301549499,-0.30009144482828687,0.0,-16.75,0.7999999999999999
margin_residual_bin,final_2022_2025,2023,fbs-fbs,neutral,"(-14,0]",q2,2,-0.41129436232695327,-0.36948790896159306,0.0,16.0,
margin_residual_bin,final_2022_2025,2023,fbs-fbs,neutral,"(-14,0]",q3,3,0.033245455102333454,-0.0983539930908352,0.3333333333333333,-11.333333333333334,-1.0
margin_residual_bin,final_2022_2025,2023,fbs-fbs,neutral,"(-14,0]",q4,1,0.7026138781419662,0.03038000406421454,1.0,-13.0,
margin_residual_bin,final_2022_2025,2023,fbs-fbs,neutral,"(-14,0]",q5,7,2.065382847168542,-0.03534415188550527,0.5714285714285714,16.571428571428573,-0.5357142857142858
margin_residual_bin,final_2022_2025,2023,fbs-fbs,neutral,"(-28,-14]",q1,1,-1.7351683752658806,-0.11979272505588279,0.0,45.0,
margin_residual_bin,final_2022_2025,2023,fbs-fbs,neutral,"(-28,-14]",q3,2,0.1635553568145366,-0.1772505588295062,0.5,23.5,
