candidate,target_season,nll,crps,expected_rank_mae,median_rank_mae,interval_80_coverage,interval_80_average_width
P3,2022,4.456178484707776,0.10552472005503363,18.46604317348192,18.519083969465647,0.8316012140163709,71.58015267175573
D5,2022,4.4563787950709415,0.10561449458364564,18.51603490979311,18.52671755725191,0.8331647199484964,71.69465648854961
P3,2023,4.467788709131165,0.104178836042044,19.215773040337044,19.454887218045112,0.8701483438325545,71.80451127819549
D5,2023,4.468037065349145,0.10408290208301511,19.15546636716359,19.357142857142858,0.869640317008738,72.00751879699249
P3,2024,4.551200321669952,0.11475720494917237,20.49342647433636,20.902985074626866,0.8125373134328358,70.0223880597015
D5,2024,4.553265760069195,0.11505272423680256,20.590041334661908,21.03731343283582,0.8134328358208955,70.33582089552239
P3,2025,4.550441192877786,0.10748822233502342,19.856478457050557,20.080882352941178,0.8286663980660757,73.48529411764706
D5,2025,4.55237757047816,0.10779288978260404,19.925089687185995,20.073529411764707,0.8281627719580983,73.53676470588235
