season,team_id,h_nll,c_nll,c_minus_h_nll,team_name
2025,103,5.125374691611978,5.31559426951112,0.1902195778991418,Boston College
2025,113,2.9292101835520685,2.592044651195607,-0.33716553235646174,Massachusetts
2025,12,5.170026757378464,5.057588490797017,-0.11243826658144673,Arizona
2025,120,4.742192471801528,4.660051544222913,-0.08214092757861469,Maryland
2025,127,4.756400522410076,4.646705185105973,-0.10969533730410319,Michigan State
2025,130,4.131306126889928,4.093616329526244,-0.03768979736368383,Michigan
2025,135,4.689790452821307,4.610298480552924,-0.07949197226838312,Minnesota
2025,142,4.407698834598309,4.385408095311275,-0.02229073928703329,Missouri
2025,145,3.574195169461227,4.235675767714879,0.661480598253652,Ole Miss
2025,150,4.680405139609721,4.728195678335008,0.04779053872528749,Duke
2025,151,4.952599645739173,4.918066505083339,-0.03453314065583424,East Carolina
2025,152,4.7035795268621134,4.462071325917053,-0.2415082009450602,NC State
2025,153,4.782534316657768,4.642097857169852,-0.1404364594879155,North Carolina
2025,154,4.889758052219883,5.11498939713096,0.22523134491107655,Wake Forest
2025,158,4.609830790501302,4.613376321536479,0.00354553103517663,Nebraska
2025,164,4.701662598662135,4.78625151667232,0.08458891801018531,Rutgers
2025,166,3.709160051722254,3.6768945339141936,-0.032265517808060196,New Mexico State
2025,167,5.593523315936159,7.471689842427199,1.8781665264910394,New Mexico
2025,183,5.275685097280414,4.980465357510395,-0.2952197397700189,Syracuse
2025,189,4.44865255473269,3.9669160835149424,-0.48173647121774765,Bowling Green
2025,193,4.6516657899109495,4.571951992719158,-0.07971379719179161,Miami (OH)
2025,194,2.1133081773236824,2.0805240385889334,-0.03278413873474895,Ohio State
2025,195,4.751738291134058,4.75178232198523,4.40308511722165e-05,Ohio
2025,197,5.4758390790799965,4.351179446987685,-1.1246596320923112,Oklahoma State
2025,2,4.636667957858013,4.623705163658804,-0.012962794199208538,Auburn
2025,2005,4.519939344916788,4.462993241811546,-0.05694610310524251,Air Force
2025,2006,3.786327903851856,3.732828793561276,-0.05349911029058019,Akron
2025,201,3.923814034135167,3.7996074858338873,-0.12420654830127953,Oklahoma
2025,202,4.201043879804338,4.326460700011332,0.1254168202069943,Tulsa
2025,2026,4.7322559391096775,4.20739122374565,-0.5248647153640276,App State
2025,2032,4.522563354022781,4.5606589170284275,0.03809556300564676,Arkansas State
2025,204,4.795492945381957,4.4783756915775585,-0.3171172538043985,Oregon State
2025,2050,3.78972366175043,3.4413360377437656,-0.34838762400666434,Ball State
2025,2084,4.428912121502109,4.612717363504414,0.18380524200230486,Buffalo
2025,21,5.551012852432434,6.17801881681274,0.6270059643803059,San Diego State
2025,2116,4.736541075427844,4.654807452015399,-0.08173362341244506,UCF
2025,2117,4.5363015688565245,4.786222431549394,0.2499208626928695,Central Michigan
2025,213,4.658568621687432,4.44922105846901,-0.2093475632184223,Penn State
2025,2132,4.627617880920903,4.62003350464464,-0.007584376276263072,Cincinnati
2025,218,4.788773209600186,4.974697197643129,0.1859239880429433,Temple
2025,2199,3.9663552004849323,3.966610856210112,0.00025565572517960433,Eastern Michigan
2025,221,4.5616302970975875,4.454344500388979,-0.1072857967086085,Pittsburgh
2025,2226,4.3217742081502655,4.322187319183485,0.00041311103321994835,Florida Atlantic
2025,2229,4.848118032978698,4.772366384641845,-0.075751648336853,Florida International
2025,2247,3.912926966937817,4.103578895378735,0.19065192844091827,Georgia State
2025,228,4.946049110531763,5.630043370806887,0.6839942602751243,Clemson
2025,2294,4.071463209546196,3.8550450289846907,-0.2164181805615053,Iowa
2025,23,4.336973036525159,4.036461312217952,-0.3005117243072073,San José State
2025,2305,4.75851549978177,4.704910344099275,-0.053605155682494576,Kansas
2025,2306,4.718998734767994,4.5933603663023055,-0.12563836846568854,Kansas State
2025,2309,4.101765249059301,4.819547808572381,0.71778255951308,Kent State
2025,2335,4.601145982221715,4.404456832215701,-0.19668915000601395,Liberty
2025,2348,4.877921280860351,4.9571930673828435,0.07927178652249278,Louisiana Tech
2025,235,4.725182545650021,4.827056687876445,0.10187414222642399,Memphis
2025,238,4.8315876541188905,4.266385301922675,-0.5652023521962155,Vanderbilt
2025,239,4.835741752580294,5.116357933489055,0.28061618090876106,Baylor
2025,2390,4.159536614376122,4.291241352710369,0.13170473833424712,Miami
2025,2393,3.4971369653816713,3.400925660209642,-0.09621130517202925,Middle Tennessee
2025,24,4.618063691587308,4.640993615744294,0.022929924156986026,Stanford
2025,242,4.249089898562394,4.16054704702745,-0.08854285153494423,Rice
2025,2426,4.549278779836053,4.6533141360109065,0.10403535617485371,Navy
2025,2429,3.7491609258196243,3.2453578020212777,-0.5038031237983467,Charlotte
2025,2433,3.9671504264154938,3.9843910187698364,0.01724059235434261,UL Monroe
2025,2439,4.752060071491753,4.90089698686274,0.1488369153709872,UNLV
2025,2440,4.022369323098848,3.8718995063877544,-0.15046981671109405,Nevada
2025,245,4.0515571401412025,3.788841039071269,-0.2627161010699335,Texas A&M
2025,2459,5.103154942953691,3.904342346373341,-1.1988125965803502,Northern Illinois
2025,248,4.884184423181536,4.679456182476198,-0.20472824070533857,Houston
2025,2483,2.515011129333614,2.6472099873726567,0.13219885803904274,Oregon
2025,249,6.0812621242570986,7.514890917476048,1.4336287932189498,North Texas
2025,25,4.690663391210027,4.882632071334007,0.19196868012398038,California
2025,2509,4.554689930825934,4.56709035570198,0.012400424876045868,Purdue
2025,251,3.7269394813559407,3.702389301653718,-0.024550179702222508,Texas
2025,252,3.8414006873457205,4.014153373948763,0.17275268660304244,BYU
2025,2534,5.576821866155343,5.611785995487993,0.03496412933264992,Sam Houston
2025,254,4.477786892390906,6.133361959648039,1.655575067257133,Utah
2025,256,4.544734346157788,6.152899536188732,1.6081651900309444,James Madison
2025,2567,4.38097290226407,4.298449564126642,-0.0825233381374284,SMU
2025,2572,5.125312849061559,5.944195850499974,0.8188830014384152,Southern Miss
2025,2579,5.093588828669993,5.459009789286731,0.36542096061673845,South Carolina
2025,258,5.085686411134267,5.350838949273647,0.2651525381393798,Virginia
2025,259,5.106875012987002,4.714592229647229,-0.3922827833397733,Virginia Tech
2025,26,4.947582691156719,4.648417835490975,-0.2991648556657438,UCLA
2025,2628,4.261557859530291,4.204328381129979,-0.057229478400311784,TCU
2025,2633,4.4720496525873905,4.414006729887559,-0.05804292269983158,Tennessee
2025,2636,4.811116932305738,4.686006686315889,-0.12511024598984832,UTSA
2025,2638,3.2201690433077963,3.7715962048682132,0.5514271615604169,UTEP
2025,264,4.378022996825389,4.355344415735442,-0.022678581089946803,Washington
2025,2641,4.806433423161337,4.707631589820161,-0.09880183334117643,Texas Tech
2025,2649,4.747640857126994,4.823306024830315,0.07566516770332132,Toledo
2025,265,4.721068363896926,5.030995247385208,0.30992688348828246,Washington State
2025,2653,4.679972539098394,4.709567475188924,0.029594936090529878,Troy
2025,2655,4.734752042446167,5.485666513538451,0.7509144710922842,Tulane
2025,2711,5.064265279083217,5.31698574546496,0.25272046638174306,Western Michigan
2025,275,4.775833723413373,4.7198117035862435,-0.05602201982712973,Wisconsin
2025,2751,4.233499730579343,4.258781480134338,0.025281749554995514,Wyoming
2025,276,4.976192157597521,4.47234848432484,-0.503843673272681,Marshall
2025,277,4.865521675265349,4.645086950661122,-0.22043472460422642,West Virginia
2025,278,4.73676359459385,4.947881706827908,0.21111811223405752,Fresno State
2025,290,4.662530148808142,4.6633971306051185,0.0008669817969764182,Georgia Southern
2025,295,5.350318952388372,5.7650504030461445,0.41473145065777217,Old Dominion
2025,30,3.8643409883566537,3.8354922293691565,-0.02884875898749728,USC
2025,309,4.7344946536195085,4.4665367589847795,-0.26795789463472897,Louisiana
2025,324,4.500685172554928,4.319954856032695,-0.1807303165222338,Coastal Carolina
2025,326,4.7232079697864435,4.732409090110149,0.00920112032370568,Texas State
2025,328,4.769464258109541,4.974565565481312,0.20510130737177068,Utah State
2025,333,3.5089416906344093,3.4659004459347256,-0.043041244699683734,Alabama
2025,338,6.764909939000686,7.133231698853726,0.36832175985303994,Kennesaw State
2025,344,4.754944481560833,4.687689516514859,-0.06725496504597395,Mississippi State
2025,349,4.770173703373414,4.800713007236545,0.030539303863130307,Army
2025,356,4.343944992767461,4.245085568334054,-0.09885942443340667,Illinois
2025,36,4.406201574885154,4.06053387856288,-0.34566769632227423,Colorado State
2025,38,4.936225997455727,4.804342608402327,-0.13188338905340036,Colorado
2025,41,4.707961087498432,4.821562390881844,0.11360130338341268,UConn
2025,5,4.1757531098273395,4.146933114781598,-0.028819995045741287,UAB
2025,52,4.733460300689526,4.738834266450976,0.005373965761449995,Florida State
2025,55,4.74554355040815,4.707971180523965,-0.03757236988418455,Jacksonville State
2025,57,5.024085622419619,4.891220014838035,-0.13286560758158394,Florida
2025,58,5.358211319078552,6.0217249586753585,0.6635136395968066,South Florida
2025,59,4.535521880082752,4.415166396566801,-0.12035548351595082,Georgia Tech
2025,6,4.515823169040713,4.270760305169631,-0.24506286387108211,South Alabama
2025,61,3.0151308459311283,2.904002662240959,-0.11112818369016919,Georgia
2025,62,5.111921831180953,5.290887352145794,0.17896552096484086,Hawai'i
2025,66,4.427183197601868,4.465810166075517,0.03862696847364955,Iowa State
2025,68,4.957211293770475,4.7643699217822,-0.19284137198827445,Boise State
2025,77,4.813878503499441,4.978214042116417,0.16433553861697625,Northwestern
2025,8,5.112683914783426,4.772751971470372,-0.3399319433130543,Arkansas
2025,84,6.1390008124189785,7.051888259369577,0.9128874469505988,Indiana
2025,87,2.9831819666295254,2.9401377695663626,-0.04304419706316276,Notre Dame
2025,9,4.484300482495134,4.512726816435787,0.028426333940653414,Arizona State
2025,96,4.7190684803995255,4.734810482146903,0.01574200174737772,Kentucky
2025,97,4.315126732170825,4.314653973222447,-0.00047275894837728316,Louisville
2025,98,4.756606532386356,4.975770670840496,0.21916413845413985,Western Kentucky
2025,99,4.745736457031111,4.615705464509854,-0.13003099252125683,LSU
