period,start_season,end_season,target_seasons,n_target_seasons,n_team_seasons,c_full_nll,c_minus_rp_nll,rp_contribution_nll,c_full_crps,c_minus_rp_crps,rp_contribution_crps,c_full_expected_rank_mae,c_minus_rp_expected_rank_mae,rp_contribution_expected_rank_mae,c_full_median_rank_mae,c_minus_rp_median_rank_mae,rp_contribution_median_rank_mae,c_full_interval_80_coverage,c_minus_rp_interval_80_coverage,rp_contribution_interval_80_coverage,c_full_interval_80_average_width,c_minus_rp_interval_80_average_width,rp_contribution_interval_80_average_width,c_full_top5_brier,c_minus_rp_top5_brier,rp_contribution_top5_brier,c_full_top10_brier,c_minus_rp_top10_brier,rp_contribution_top10_brier,c_full_top25_brier,c_minus_rp_top25_brier,rp_contribution_top25_brier
frozen_heldout_2022_2025,2022,2025,2022;2023;2024;2025,4,528,4.54374941031928,4.530428722343169,-0.01332068797611116,0.11204818350786178,0.11121186026140875,-0.0008363232464530496,20.188755633329713,20.252601204624625,0.06384557129491537,20.611742424242426,20.49621212121212,-0.11553030303030287,0.8231814590776465,0.8321354180817376,0.00895395900409099,71.78787878787878,74.49621212121212,2.7083333333333357,0.016971009812234556,0.016586273442857482,-0.0003847363693770728,0.03148887591393405,0.03180392427348784,0.00031504835955378427,0.07226937616928768,0.0729965575532563,0.0007271813839686159
