period,start_season,end_season,target_seasons,n_target_seasons,n_team_seasons,c_full_nll,c_minus_rp_nll,rp_contribution_nll,c_full_crps,c_minus_rp_crps,rp_contribution_crps,c_full_expected_rank_mae,c_minus_rp_expected_rank_mae,rp_contribution_expected_rank_mae,c_full_median_rank_mae,c_minus_rp_median_rank_mae,rp_contribution_median_rank_mae,c_full_interval_80_coverage,c_minus_rp_interval_80_coverage,rp_contribution_interval_80_coverage,c_full_interval_80_average_width,c_minus_rp_interval_80_average_width,rp_contribution_interval_80_average_width,c_full_top5_brier,c_minus_rp_top5_brier,rp_contribution_top5_brier,c_full_top10_brier,c_minus_rp_top10_brier,rp_contribution_top10_brier,c_full_top25_brier,c_minus_rp_top25_brier,rp_contribution_top25_brier
pre_2022,2007,2021,2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021,15,1863,4.457131407046238,4.464092316200848,0.006960909154611903,0.10828748065595098,0.10962967592280612,0.0013421952668551556,18.278168002824035,18.63703235426062,0.3588643514365831,18.514492753623188,18.851583467525497,0.33709071390230766,0.8502500944357233,0.8467339119779309,-0.0035161824577923453,69.70960815888353,70.23778851315083,0.5281803542673117,0.01867917327012075,0.01825944059238064,-0.00041973267774011444,0.03641391763239223,0.035999649598552966,-0.00041426803383927207,0.07214229316240485,0.07292896825424218,0.0007866750918373033
recent_2022_2025,2022,2025,2022;2023;2024;2025,4,528,4.532904840205619,4.529623588187063,-0.003281252018556714,0.11103866962130812,0.11120307981296322,0.00016441019165511006,20.042388569406924,20.260541800161683,0.21815323075475898,20.46590909090909,20.513257575757574,0.04734848484848318,0.8247060382600488,0.8318008570694657,0.00709481880941691,71.88636363636364,74.3219696969697,2.435606060606056,0.01691731426290407,0.016617860769524966,-0.00029945349337910155,0.031243513794533724,0.03177948071149353,0.0005359669169598131,0.07196297844335593,0.07305873621305944,0.0010957577697035155
