evaluation_protocol,season,subdivision,team_id,team_name,c_full_nll,c_minus_rp_nll,rp_contribution_nll,c_full_crps,c_minus_rp_crps,rp_contribution_crps,prediction_source
rolling_origin,2007,fbs,103,Boston College,4.007260586250212,4.007441018867062,0.000180432616849302,0.08421757640318735,0.08425056114755472,3.298474436737309e-05,context_model
rolling_origin,2007,fbs,12,Arizona,4.556881896847979,4.556852728810461,-2.9168037517735e-05,0.08220718082422923,0.08220197598923872,-5.2048349905159386e-06,context_model
rolling_origin,2007,fbs,120,Maryland,4.757800962534343,4.757585426904445,-0.00021553562989851116,0.10979984425964003,0.10976409752354913,-3.574673609089973e-05,context_model
rolling_origin,2007,fbs,127,Michigan State,4.541747196898308,4.54183960875712,9.241185881148084e-05,0.08184111828392358,0.081862154327854,2.1036043930416914e-05,context_model
rolling_origin,2007,fbs,130,Michigan,4.035651070048316,4.035658422202947,7.3521546308796815e-06,0.04688856172594481,0.04689093846672503,2.3767407802133267e-06,context_model
rolling_origin,2007,fbs,135,Minnesota,5.8859976355651735,5.885096397999926,-0.0009012375652472926,0.33357721545274394,0.3334759356657448,-0.0001012797869991422,context_model
rolling_origin,2007,fbs,142,Missouri,4.716033980281854,4.716634805444819,0.0006008251629650019,0.1841245519897986,0.1841796793219369,5.512733213830501e-05,context_model
rolling_origin,2007,fbs,145,Ole Miss,4.681838222416474,4.681741697698419,-9.652471805488005e-05,0.1338816143901706,0.13386194070948992,-1.967368068067632e-05,context_model
rolling_origin,2007,fbs,150,Duke,3.733137098414068,3.7331096256670375,-2.7472747030632405e-05,0.05352600135395096,0.0535213193006881,-4.682053262865249e-06,context_model
rolling_origin,2007,fbs,151,East Carolina,4.7213170345673925,4.721386615815786,6.958124839329116e-05,0.1124340343299519,0.1124463977754779,1.2363445525992445e-05,context_model
rolling_origin,2007,fbs,152,NC State,4.643908396407408,4.643753335618121,-0.00015506078928684275,0.09298791684729885,0.09294950044307974,-3.8416404219102085e-05,context_model
rolling_origin,2007,fbs,153,North Carolina,4.739635586265541,4.739491043229946,-0.00014454303559485737,0.1267246966263333,0.1266900364371151,-3.4660189218188586e-05,context_model
rolling_origin,2007,fbs,154,Wake Forest,4.371549657109168,4.3717747067396235,0.00022504963045566484,0.09681180518813638,0.09686010648351162,4.830129537523875e-05,context_model
rolling_origin,2007,fbs,158,Nebraska,4.721300891519264,4.72111874455732,-0.00018214696194363,0.1061308015029755,0.1060949420708327,-3.5859432142806846e-05,context_model
rolling_origin,2007,fbs,164,Rutgers,4.5047024811169605,4.504603986029827,-9.849508713344335e-05,0.07140921410719481,0.07139560643182406,-1.3607675370744254e-05,context_model
rolling_origin,2007,fbs,166,New Mexico State,3.5577389163172906,3.5577023532335934,-3.656308369714978e-05,0.0648695954667018,0.06486546632368828,-4.129143013523184e-06,context_model
rolling_origin,2007,fbs,167,New Mexico,4.721780429181383,4.72192100397206,0.00014057479067730583,0.11330479010580861,0.11333309829338242,2.8308187573808374e-05,context_model
rolling_origin,2007,fbs,183,Syracuse,4.883646271920314,4.88322354992338,-0.0004227219969346052,0.21015925173249422,0.21009322647231526,-6.602526017895904e-05,context_model
rolling_origin,2007,fbs,189,Bowling Green,4.648629730361201,4.648755530289514,0.00012579992831263098,0.0943284589167955,0.09434566747626985,1.720855947434652e-05,context_model
rolling_origin,2007,fbs,193,Miami (OH),4.308172365981679,4.3081209440998105,-5.1421881868130015e-05,0.06928665210547912,0.06926783541286255,-1.8816692616566155e-05,context_model
rolling_origin,2007,fbs,194,Ohio State,3.3492259976402794,3.3493952401741556,0.00016924253387617938,0.05454668737344361,0.054565985077950734,1.929770450712076e-05,context_model
rolling_origin,2007,fbs,195,Ohio,4.246483850257186,4.246464155307419,-1.9694949767057324e-05,0.06356191683028163,0.0635530800262801,-8.836804001530196e-06,context_model
rolling_origin,2007,fbs,197,Oklahoma State,4.438117516408879,4.438105831943292,-1.1684465587080695e-05,0.06478311961340298,0.06478331742973836,1.9781633538162868e-07,context_model
rolling_origin,2007,fbs,2,Auburn,4.032706937309819,4.032673633248254,-3.33040615654312e-05,0.0459065607127941,0.04590894110537531,2.3803925812068694e-06,context_model
rolling_origin,2007,fbs,2005,Air Force,5.224309232061831,5.224803740864998,0.0004945088031673706,0.22422659902515193,0.22430919467068172,8.259564552978715e-05,context_model
rolling_origin,2007,fbs,2006,Akron,4.2281493610611856,4.227892977166096,-0.00025638389508930715,0.10801642686637565,0.10796820806807929,-4.821879829636222e-05,context_model
rolling_origin,2007,fbs,201,Oklahoma,3.2224202034349214,3.222585092285696,0.0001648888507745916,0.03769310808953536,0.0377139068953497,2.0798805814341292e-05,context_model
rolling_origin,2007,fbs,202,Tulsa,4.685340328732102,4.685565363088492,0.00022503435639009695,0.11648676117064803,0.11653108383062472,4.432265997668383e-05,context_model
rolling_origin,2007,fbs,2032,Arkansas State,4.164584678414795,4.164602972115552,1.829370075689951e-05,0.05345961801055194,0.053456788478981186,-2.8295315707554947e-06,context_model
rolling_origin,2007,fbs,204,Oregon State,4.045644015475772,4.045763964079939,0.00011994860416741915,0.07093181741269525,0.07095562014035535,2.3802727660102163e-05,context_model
rolling_origin,2007,fbs,2050,Ball State,4.527181692273263,4.527284723183149,0.00010303090988550423,0.07556774056724272,0.07558265132210167,1.4910754858946107e-05,context_model
rolling_origin,2007,fbs,2084,Buffalo,4.2513400312504155,4.251461217968292,0.00012118671787675339,0.0591652725353067,0.05917466908127258,9.396545965878467e-06,context_model
rolling_origin,2007,fbs,21,San Diego State,4.389551685770765,4.3894605919366265,-9.109383413807848e-05,0.07531621368799554,0.07528882379482583,-2.7389893169707524e-05,context_model
rolling_origin,2007,fbs,2116,UCF,5.158661483834625,5.159270340476831,0.0006088566422057795,0.21334312294995136,0.21343741801314847,9.429506319710845e-05,context_model
rolling_origin,2007,fbs,2117,Central Michigan,4.533536616907276,4.533623207975813,8.659106853681209e-05,0.07658657119420982,0.0765988007328629,1.222953865308296e-05,context_model
rolling_origin,2007,fbs,213,Penn State,4.251646050696724,4.251579757586137,-6.629311058681253e-05,0.052337195609666466,0.052332881473910325,-4.314135756140758e-06,context_model
rolling_origin,2007,fbs,2132,Cincinnati,5.195878546546382,5.196383362924968,0.000504816378586348,0.2750557436121108,0.2751317671031955,7.602349108465356e-05,context_model
rolling_origin,2007,fbs,218,Temple,3.724804727713722,3.7247475788160282,-5.7148897693704015e-05,0.04654666233541419,0.046536121361045166,-1.054097436902629e-05,context_model
rolling_origin,2007,fbs,2199,Eastern Michigan,3.976848643421833,3.9769217474477214,7.310402588833753e-05,0.041033348241104765,0.04103602945630431,2.681215199543119e-06,context_model
rolling_origin,2007,fbs,221,Pittsburgh,4.8791007654437095,4.8788952555163085,-0.00020550992740098195,0.13691865664406327,0.13687929751669084,-3.9359127372434743e-05,context_model
rolling_origin,2007,fbs,2226,Florida Atlantic,5.163790145793457,5.164164055111429,0.00037390931797176563,0.17622969735596922,0.1762823065836434,5.260922767419407e-05,context_model
rolling_origin,2007,fbs,2229,Florida International,2.4600841231243393,2.460236941555417,0.00015281843107750603,0.028904056401409837,0.02891100595996911,6.949558559274371e-06,context_model
rolling_origin,2007,fbs,228,Clemson,4.0556682084012365,4.055725972429242,5.7764028005280466e-05,0.05172718250794642,0.05174755490376253,2.0372395816113664e-05,context_model
rolling_origin,2007,fbs,2294,Iowa,4.982187847498219,4.981499859803107,-0.0006879876951115804,0.16117500233318732,0.16103718724664912,-0.00013781508653820662,context_model
rolling_origin,2007,fbs,23,San José State,4.264091235395504,4.264042668767888,-4.856662761554276e-05,0.07594857611907851,0.07593834524531878,-1.0230873759731196e-05,context_model
rolling_origin,2007,fbs,2305,Kansas,5.50376940155067,5.504654923818829,0.0008855222681587449,0.26590279093045854,0.2659923320593968,8.954112893827526e-05,context_model
rolling_origin,2007,fbs,2306,Kansas State,4.759255444626665,4.759053167691068,-0.0002022769355969345,0.11988966420068385,0.11985029697901603,-3.936722166782147e-05,context_model
rolling_origin,2007,fbs,2309,Kent State,3.7599097123651544,3.7596653539918523,-0.000244358373302056,0.08911316404081886,0.08908603483950872,-2.7129201310135964e-05,context_model
rolling_origin,2007,fbs,2348,Louisiana Tech,4.271914512383219,4.271920826304236,6.313921017131463e-06,0.06171648733806972,0.06170849465702838,-7.992681041339711e-06,context_model
rolling_origin,2007,fbs,235,Memphis,4.3624853379737845,4.362493999848545,8.661874760562682e-06,0.06847990283098984,0.06847255914475726,-7.34368623257764e-06,context_model
rolling_origin,2007,fbs,238,Vanderbilt,4.5692531343375675,4.569303510377769,5.037604020152742e-05,0.0788976552585881,0.07890590455970026,8.249301112150942e-06,context_model
rolling_origin,2007,fbs,239,Baylor,4.170012810655215,4.16993683679984,-7.597385537483348e-05,0.07599481390734068,0.07597777559887221,-1.7038308468469987e-05,context_model
rolling_origin,2007,fbs,2390,Miami,5.479858007132804,5.479486649994593,-0.00037135713821090377,0.2555664438291197,0.25550860520668794,-5.783862243174953e-05,context_model
rolling_origin,2007,fbs,2393,Middle Tennessee,4.329517115742363,4.329511439697001,-5.6760453626125695e-06,0.06389935888295045,0.06389176540332411,-7.593479626338828e-06,context_model
rolling_origin,2007,fbs,24,Stanford,4.564983323487765,4.564919003431773,-6.43200559924395e-05,0.07996828596795076,0.07994497512598879,-2.3310841961970974e-05,context_model
rolling_origin,2007,fbs,242,Rice,4.334069420184185,4.3336930970091005,-0.0003763231750841811,0.1514757364511796,0.15143212437686465,-4.361207431494152e-05,context_model
rolling_origin,2007,fbs,2426,Navy,4.708644899728435,4.708894681648399,0.00024978191996360977,0.09658239516006924,0.09662730189749873,4.490673742948981e-05,context_model
rolling_origin,2007,fbs,2433,UL Monroe,4.727374085918697,4.727512641434378,0.0001385555156812046,0.10121160441831299,0.10122925853953135,1.765412121836063e-05,context_model
rolling_origin,2007,fbs,2439,UNLV,3.874626786275163,3.874474531269135,-0.00015225500602777942,0.06550139659604345,0.06547500733845281,-2.638925759064492e-05,context_model
rolling_origin,2007,fbs,2440,Nevada,4.4133604946448735,4.413283798250943,-7.669639393004246e-05,0.07778087765226918,0.0777589214842063,-2.1956168062886583e-05,context_model
rolling_origin,2007,fbs,245,Texas A&M,4.536203574197158,4.536241748480752,3.8174283593761515e-05,0.07559906417937073,0.07560725290446646,8.188725095725768e-06,context_model
rolling_origin,2007,fbs,2459,Northern Illinois,4.41857699713479,4.418257197458461,-0.0003197996763288913,0.15449272248742663,0.15446945347208502,-2.32690153416093e-05,context_model
rolling_origin,2007,fbs,248,Houston,4.5320168337009985,4.532065014066911,4.8180365912919854e-05,0.07538146758761669,0.07538751861457418,6.051026957498706e-06,context_model
rolling_origin,2007,fbs,2483,Oregon,3.9425608369724117,3.942828469934714,0.0002676329623021445,0.08764539888620884,0.08768799329865712,4.2594412448276886e-05,context_model
rolling_origin,2007,fbs,249,North Texas,3.745799916514875,3.7453857167861004,-0.0004141997287745447,0.09533303273747862,0.09530545147668727,-2.7581260791345596e-05,context_model
rolling_origin,2007,fbs,25,California,4.764063824155162,4.7637836171232415,-0.00028020703192055407,0.10354769638339342,0.10351132851187728,-3.63678715161464e-05,context_model
rolling_origin,2007,fbs,2509,Purdue,4.586172112353394,4.586142502554583,-2.9609798811058852e-05,0.073618987657912,0.07361325426163734,-5.733396274659741e-06,context_model
rolling_origin,2007,fbs,251,Texas,3.894521808735625,3.8945312606567075,9.451921082703763e-06,0.0394184702129614,0.0394221290014064,3.658788445000394e-06,context_model
rolling_origin,2007,fbs,252,BYU,4.087048419548641,4.087340215986188,0.0002917964375468429,0.1088207689299884,0.10886842701745977,4.765808747136946e-05,context_model
rolling_origin,2007,fbs,254,Utah,4.471994534344458,4.472135216789573,0.00014068244511467043,0.09446428509373637,0.09449777610197786,3.349100824148743e-05,context_model
rolling_origin,2007,fbs,2567,SMU,4.058109277131797,4.057736297462146,-0.0003729796696507748,0.09583629969552525,0.09581524910838303,-2.1050587142218413e-05,context_model
rolling_origin,2007,fbs,2572,Southern Miss,4.515023111689751,4.515014949626276,-8.162063474870251e-06,0.07408132832675547,0.07407527866402805,-6.049662727422578e-06,context_model
rolling_origin,2007,fbs,2579,South Carolina,4.532211682439615,4.5321141927826725,-9.748965694278411e-05,0.07896685160517242,0.07895354441054052,-1.3307194631898e-05,context_model
rolling_origin,2007,fbs,258,Virginia,4.475178662034641,4.475413823047195,0.0002351610125543857,0.09177812745386431,0.09183616940744166,5.804195357735076e-05,context_model
rolling_origin,2007,fbs,259,Virginia Tech,3.5393170776608103,3.539621326739326,0.00030424907851589467,0.06660388233842052,0.06664851897848215,4.4636640061629373e-05,context_model
rolling_origin,2007,fbs,26,UCLA,4.731728256749655,4.731858989408696,0.0001307326590413993,0.12665027850263028,0.1266766045007423,2.632599811203118e-05,context_model
rolling_origin,2007,fbs,2628,TCU,4.576466227811839,4.576342156311823,-0.0001240715000152548,0.0782106767500073,0.07819039390291335,-2.028284709394701e-05,context_model
rolling_origin,2007,fbs,2633,Tennessee,3.762138684418256,3.762257661409819,0.00011897699156282471,0.0504548006409376,0.05047731250184909,2.2511860911490766e-05,context_model
rolling_origin,2007,fbs,2638,UTEP,4.878747688901942,4.877708446796143,-0.0010392421057989765,0.22882408005440366,0.22864836607597486,-0.0001757139784288042,context_model
rolling_origin,2007,fbs,264,Washington,4.646815764619831,4.646750530927816,-6.523369201438811e-05,0.10780333226904844,0.10779057238949918,-1.275987954925395e-05,context_model
rolling_origin,2007,fbs,2641,Texas Tech,4.326555356089169,4.326624106388324,6.875029915498487e-05,0.06631114418699195,0.0663322634538745,2.111926688254384e-05,context_model
rolling_origin,2007,fbs,2649,Toledo,4.300727479227373,4.300622077320596,-0.00010540190677676975,0.09181171064785548,0.09178569319159148,-2.601745626400198e-05,context_model
rolling_origin,2007,fbs,265,Washington State,4.550035921020749,4.55003786196069,1.940939941214026e-06,0.07559140438052236,0.07558939892173318,-2.005458789186565e-06,context_model
rolling_origin,2007,fbs,2653,Troy,4.751330546881269,4.751534800118382,0.00020425323711226184,0.12990136185178378,0.12994157433118306,4.0212479399281964e-05,context_model
rolling_origin,2007,fbs,2655,Tulane,3.9495084212069527,3.949409726079172,-9.869512778060141e-05,0.08286464527436019,0.08284800431898011,-1.6640955380078926e-05,context_model
rolling_origin,2007,fbs,2711,Western Michigan,4.2532347126355985,4.253156122785167,-7.858985043185385e-05,0.06631750250077857,0.06629731895552968,-2.0183545248894652e-05,context_model
rolling_origin,2007,fbs,275,Wisconsin,4.385122261243045,4.385026855399367,-9.540584367773164e-05,0.06073767804767031,0.06072989979221941,-7.778255450896499e-06,context_model
rolling_origin,2007,fbs,2751,Wyoming,4.471880194667258,4.4718572780872,-2.2916580057597002e-05,0.0736859047973251,0.07367605316256064,-9.851634764468375e-06,context_model
rolling_origin,2007,fbs,276,Marshall,4.404306638699713,4.403987404908228,-0.0003192337914850185,0.13376521643788325,0.1337075869351956,-5.7629502687644996e-05,context_model
rolling_origin,2007,fbs,277,West Virginia,4.638611148377024,4.639133808624238,0.0005226602472143682,0.18084093114646685,0.18089405964478525,5.312849831839994e-05,context_model
rolling_origin,2007,fbs,278,Fresno State,4.716716771582117,4.716915325417469,0.00019855383535194449,0.10877168087355199,0.1088148407114925,4.315983794050959e-05,context_model
rolling_origin,2007,fbs,30,USC,2.741768882013228,2.741831018961688,6.213694845991213e-05,0.020795875472289706,0.020800553836199286,4.6783639095805685e-06,context_model
rolling_origin,2007,fbs,309,Louisiana,3.897570053163109,3.897301832291688,-0.0002682208714208656,0.09303083981375886,0.09299158243520987,-3.92573785489847e-05,context_model
rolling_origin,2007,fbs,328,Utah State,3.2678270039824966,3.267761824873496,-6.517910900072366e-05,0.038059622641711865,0.03805121893466316,-8.403707048708353e-06,context_model
