evaluation_protocol,season,subdivision,team_id,team_name,c_full_nll,c_minus_rp_nll,rp_contribution_nll,c_full_crps,c_minus_rp_crps,rp_contribution_crps,prediction_source
frozen_through_2021,2022,fbs,2429,Charlotte,3.627516853438643,3.4311265808216107,-0.19639027261703212,0.0793572153176557,0.05992820672409225,-0.019429008593563453,context_model
frozen_through_2021,2022,fbs,2433,UL Monroe,4.0693948636205235,4.014271964137619,-0.05512289948290405,0.06438556140078118,0.05101769611295885,-0.013367865287822328,context_model
frozen_through_2021,2022,fbs,2439,UNLV,4.20949894042262,4.173782213937748,-0.03571672648487212,0.047391224166644784,0.04585934406588818,-0.0015318801007566038,context_model
frozen_through_2021,2022,fbs,2440,Nevada,4.331381739930514,5.548055613451663,1.2166738735211498,0.14468899826970683,0.2637576729852078,0.11906867471550098,context_model
frozen_through_2021,2022,fbs,245,Texas A&M,5.356946733235266,5.493496430777249,0.13654969754198287,0.18921745718685873,0.20588856892911367,0.01667111174225494,context_model
frozen_through_2021,2022,fbs,2459,Northern Illinois,5.550675259955081,5.21145143777816,-0.3392238221769208,0.27551867373573957,0.2413780179997628,-0.03414065573597677,context_model
frozen_through_2021,2022,fbs,248,Houston,4.722357679599876,4.685159770278312,-0.03719790932156375,0.08714846895894135,0.07998560231179522,-0.007162866647146132,context_model
frozen_through_2021,2022,fbs,2483,Oregon,4.109550270284367,3.7203246560454155,-0.3892256142389514,0.11221870810203532,0.05651751588159845,-0.055701192220436874,context_model
frozen_through_2021,2022,fbs,249,North Texas,4.652931803558531,4.757059068273605,0.10412726471507394,0.07879871189800766,0.09138096873649196,0.012582256838484296,context_model
frozen_through_2021,2022,fbs,25,California,4.569921556792319,4.697773476288338,0.12785191949601948,0.07201146998661845,0.10053472206272451,0.028523252076106065,context_model
frozen_through_2021,2022,fbs,2509,Purdue,4.524680788068238,4.525219334059686,0.0005385459914473145,0.07297903512828369,0.06998210649309546,-0.0029969286351882313,context_model
frozen_through_2021,2022,fbs,251,Texas,3.9578965543007683,3.9339232105667974,-0.023973343733970864,0.07678929888484576,0.07262750125429915,-0.00416179763054661,context_model
frozen_through_2021,2022,fbs,252,BYU,4.726264328415432,4.719323996520117,-0.006940331895314955,0.08762902882231954,0.08448676586337094,-0.003142262958948608,context_model
frozen_through_2021,2022,fbs,254,Utah,3.5586159355970635,3.626156103070383,0.06754016747331937,0.03338305281441749,0.04412115381698647,0.01073810100256898,context_model
frozen_through_2021,2022,fbs,256,James Madison,5.152706036514329,5.152706036514329,0.0,0.17860250933785332,0.17860250933785332,0.0,h_fallback
frozen_through_2021,2022,fbs,2567,SMU,4.667879511338096,4.69073724623503,0.022857734896933657,0.07316812219423269,0.07424902137245794,0.0010808991782252503,context_model
frozen_through_2021,2022,fbs,2572,Southern Miss,4.701395907420387,4.784109800582489,0.08271389316210254,0.08955892367147016,0.10015594985470821,0.010597026183238059,context_model
frozen_through_2021,2022,fbs,2579,South Carolina,4.307350390693899,4.3439824717497135,0.0366320810558145,0.07369222556461894,0.08072457008848315,0.007032344523864212,context_model
frozen_through_2021,2022,fbs,258,Virginia,5.0283616051886,4.86333849957323,-0.16502310561537037,0.19445886913418134,0.1641013595268516,-0.030357509607329747,context_model
frozen_through_2021,2022,fbs,259,Virginia Tech,4.627677430200536,5.121337030109155,0.49365959990861885,0.14295551539861986,0.22299686183479545,0.08004134643617558,context_model
frozen_through_2021,2022,fbs,26,UCLA,4.399159363593787,4.301708100335583,-0.09745126325820408,0.10549723606722335,0.08452953616125254,-0.020967699905970805,context_model
frozen_through_2021,2022,fbs,2628,TCU,5.037338101551324,5.528103447569984,0.4907653460186605,0.19896048766214916,0.24682061350861173,0.04786012584646257,context_model
frozen_through_2021,2022,fbs,2633,Tennessee,4.2278437083748255,4.339839813637745,0.1119961052629197,0.13464010041743615,0.14558195381529948,0.010941853397863327,context_model
frozen_through_2021,2022,fbs,2636,UTSA,4.511998291250314,4.636988239052383,0.12498994780206907,0.08753954993235859,0.11338754591732668,0.025847995984968092,context_model
frozen_through_2021,2022,fbs,2638,UTEP,4.058196089199838,4.0886298347190975,0.030433745519259148,0.048130271570571745,0.054113813257447595,0.00598354168687585,context_model
frozen_through_2021,2022,fbs,264,Washington,5.059154752436971,5.32188356677826,0.2627288143412887,0.24798301192037303,0.28705371760826404,0.039070705687891005,context_model
frozen_through_2021,2022,fbs,2641,Texas Tech,4.508789650558654,4.410725844881945,-0.09806380567670914,0.1236751966557321,0.10431999351005156,-0.01935520314568054,context_model
frozen_through_2021,2022,fbs,2649,Toledo,4.648769219428066,4.633416391166551,-0.015352828261514517,0.07681576469783331,0.07258716181907096,-0.0042286028787623525,context_model
frozen_through_2021,2022,fbs,265,Washington State,4.809766676277957,4.599138174537779,-0.2106285017401781,0.12924735257751027,0.08164223450836683,-0.04760511806914344,context_model
frozen_through_2021,2022,fbs,2653,Troy,6.0867041986581,6.175398110658026,0.08869391199992638,0.3462592386132387,0.36029198521581307,0.014032746602574364,context_model
frozen_through_2021,2022,fbs,2655,Tulane,5.493695222940511,5.873014560098042,0.37931933715753097,0.3069497669747546,0.36390972109837993,0.05695995412362531,context_model
frozen_through_2021,2022,fbs,2711,Western Michigan,4.162820495358391,4.318540766614977,0.1557202712565866,0.061843666676281966,0.09313521459887943,0.03129154792259746,context_model
frozen_through_2021,2022,fbs,275,Wisconsin,4.577147067397582,4.607762181145025,0.030615113747443523,0.07677294029713683,0.07980119616823361,0.0030282558710967855,context_model
frozen_through_2021,2022,fbs,2751,Wyoming,4.528067387367849,4.567097331990443,0.03902994462259368,0.06797555423978006,0.08041207527195343,0.012436521032173367,context_model
frozen_through_2021,2022,fbs,276,Marshall,4.744452897174046,4.72618784191454,-0.018265055259505836,0.10521151401723412,0.09904584640379872,-0.006165667613435399,context_model
frozen_through_2021,2022,fbs,277,West Virginia,4.5984881083342435,4.736724219240546,0.13823611090630283,0.07209052115521174,0.09617641028890038,0.024085889133688643,context_model
frozen_through_2021,2022,fbs,278,Fresno State,4.482338127820414,4.578872046988323,0.09653391916790888,0.07661639612143474,0.09705333108220361,0.02043693496076887,context_model
frozen_through_2021,2022,fbs,290,Georgia Southern,4.4643720525076995,4.523049281639001,0.0586772291313018,0.0600725011686037,0.0635595179107839,0.0034870167421802017,context_model
frozen_through_2021,2022,fbs,295,Old Dominion,4.1997763883823644,4.120614158447819,-0.07916222993454536,0.09911123121556781,0.08308495964803204,-0.016026271567535763,context_model
frozen_through_2021,2022,fbs,30,USC,5.84315561351614,4.97349672212125,-0.8696588913948906,0.3289983424622838,0.22630077381198477,-0.10269756865029905,context_model
frozen_through_2021,2022,fbs,309,Louisiana,4.766359217325782,4.870260557066996,0.1039013397412143,0.10112974189798098,0.12155717954629924,0.020427437648318267,context_model
frozen_through_2021,2022,fbs,324,Coastal Carolina,4.749726443645179,4.728518886495769,-0.021207557149410583,0.1071134047647133,0.10114808893856864,-0.005965315826144665,context_model
frozen_through_2021,2022,fbs,326,Texas State,3.786350672304444,3.800598170089332,0.014247497784887653,0.0328804760955608,0.03343069873761381,0.000550222642053011,context_model
frozen_through_2021,2022,fbs,328,Utah State,4.630970032795034,4.810584861262179,0.1796148284671455,0.12541995105308296,0.15942650697853442,0.03400655592545146,context_model
frozen_through_2021,2022,fbs,333,Alabama,2.38302153575529,2.3873006683099818,0.004279132554691589,0.011635646743100966,0.010530624695980442,-0.0011050220471205234,context_model
frozen_through_2021,2022,fbs,344,Mississippi State,4.860571905692661,4.6510371738717335,-0.20953473182092708,0.21290238312171486,0.18274006737118176,-0.030162315750533103,context_model
frozen_through_2021,2022,fbs,349,Army,4.612065366242478,4.62844238676228,0.016377020519801277,0.07451739840034925,0.07328136582143407,-0.0012360325789151777,context_model
frozen_through_2021,2022,fbs,356,Illinois,4.877786232472008,4.809873011127811,-0.06791322134419708,0.1796373620501904,0.1679345302540648,-0.011702831796125607,context_model
frozen_through_2021,2022,fbs,36,Colorado State,3.93475071413566,4.244435558695348,0.3096848445596878,0.09118410422397315,0.1317563260770517,0.04057222185307856,context_model
frozen_through_2021,2022,fbs,38,Colorado,4.613704483889255,4.44328453288784,-0.17041995100141527,0.16465792256984157,0.14451016803393596,-0.020147754535905615,context_model
frozen_through_2021,2022,fbs,41,UConn,4.725183988823548,4.702683316379932,-0.02250067244361542,0.09199890415284749,0.08955529330847783,-0.0024436108443696564,context_model
frozen_through_2021,2022,fbs,5,UAB,4.635537074818481,4.679079101107964,0.043542026289483005,0.07060071798035379,0.07458280166352567,0.0039820836831718776,context_model
frozen_through_2021,2022,fbs,52,Florida State,4.226618720387315,4.356087218405478,0.12946849801816285,0.12302873192079601,0.14082997137387285,0.017801239453076836,context_model
frozen_through_2021,2022,fbs,57,Florida,4.488866907979118,4.529335548827096,0.040468640847977966,0.07172650848425646,0.07149540084179999,-0.0002311076424564712,context_model
frozen_through_2021,2022,fbs,58,South Florida,3.891351834349084,3.9740800259635334,0.08272819161444955,0.07764374390530476,0.08499389075694876,0.007350146851643993,context_model
frozen_through_2021,2022,fbs,59,Georgia Tech,4.576090184036898,4.566771261477005,-0.00931892255989375,0.0748306444076645,0.07298454218666234,-0.0018461022210021633,context_model
frozen_through_2021,2022,fbs,6,South Alabama,5.924246426443252,5.470771564819084,-0.4534748616241684,0.2932105161664196,0.23554368266826786,-0.057666833498151715,context_model
frozen_through_2021,2022,fbs,61,Georgia,1.431044183689069,1.565165735475905,0.13412155178683594,0.010955726689634722,0.01308038006541001,0.0021246533757752883,context_model
frozen_through_2021,2022,fbs,62,Hawai'i,3.7579210575228266,4.337143050517718,0.5792219929948916,0.09828440167708083,0.15750705724550845,0.05922265556842762,context_model
frozen_through_2021,2022,fbs,66,Iowa State,4.814847113768535,4.957890307794748,0.14304319402621246,0.11024171195047777,0.1335406848752184,0.02329897292474062,context_model
frozen_through_2021,2022,fbs,68,Boise State,4.525888173929567,4.541775940860878,0.015887766931311553,0.06943973162623576,0.07020576661709292,0.000766034990857159,context_model
frozen_through_2021,2022,fbs,77,Northwestern,4.370447707560029,4.384690934052253,0.014243226492224537,0.11798508188759418,0.12105328315945746,0.0030682012718632745,context_model
frozen_through_2021,2022,fbs,8,Arkansas,4.338394154050128,4.361442329267683,0.023048175217554423,0.055521543995950634,0.05593575947168345,0.00041421547573281675,context_model
frozen_through_2021,2022,fbs,84,Indiana,4.628506567311084,4.6921085365990285,0.06360196928794437,0.07297305116091671,0.08849548434956268,0.015522433188645976,context_model
frozen_through_2021,2022,fbs,87,Notre Dame,3.957438338028946,4.024180262666716,0.06674192463777029,0.03633055383802249,0.037905945441624636,0.0015753916036021429,context_model
frozen_through_2021,2022,fbs,9,Arizona State,4.447757168905798,4.650310662540024,0.20255349363422592,0.07347264648205702,0.11659917814682619,0.043126531664769166,context_model
frozen_through_2021,2022,fbs,96,Kentucky,4.494880017835619,4.574192596725841,0.07931257889022181,0.0630881705134854,0.07040511662287459,0.007316946109389183,context_model
frozen_through_2021,2022,fbs,97,Louisville,4.8183872989607375,4.819251503608227,0.0008642046474891529,0.18300844217055753,0.18349500314984898,0.0004865609792914505,context_model
frozen_through_2021,2022,fbs,98,Western Kentucky,4.755487377723636,4.675145526560791,-0.08034185116284487,0.0994231184994759,0.08023830555261911,-0.019184812946856783,context_model
frozen_through_2021,2022,fbs,99,LSU,3.7692243967572407,3.6947946280615107,-0.07442976869573004,0.07924523979696142,0.06957406836739922,-0.009671171429562198,context_model
frozen_through_2021,2023,fbs,103,Boston College,4.995547962161251,4.81450039865306,-0.18104756350819162,0.13387772214892713,0.10253787583918202,-0.03133984630974511,context_model
frozen_through_2021,2023,fbs,113,Massachusetts,3.6326519588509005,3.514204448536197,-0.11844751031470357,0.03262379660714695,0.029142880642640624,-0.003480915964506323,context_model
frozen_through_2021,2023,fbs,12,Arizona,5.539278832746058,5.955611540628411,0.41633270788235244,0.28775234651916026,0.3370946068817686,0.04934226036260836,context_model
frozen_through_2021,2023,fbs,120,Maryland,4.32799087066996,4.354007630688118,0.026016760018158003,0.05737043198547191,0.06242186397626996,0.00505143199079805,context_model
frozen_through_2021,2023,fbs,127,Michigan State,4.582619534522589,4.710956561345098,0.1283370268225088,0.07179278930353415,0.09972648240620315,0.027933693102668994,context_model
frozen_through_2021,2023,fbs,130,Michigan,3.910508231914691,4.1035126464459415,0.1930044145312504,0.06483102427133725,0.07425677515091367,0.009425750879576422,context_model
frozen_through_2021,2023,fbs,135,Minnesota,4.887296583852726,5.003408745155835,0.11611216130310886,0.11601942887183037,0.1350970004990469,0.019077571627216544,context_model
frozen_through_2021,2023,fbs,142,Missouri,4.67438425757075,4.4889727480098625,-0.18541150956088792,0.18937413913482726,0.1697351616666919,-0.019638977468135366,context_model
frozen_through_2021,2023,fbs,145,Ole Miss,3.976388884987945,3.8877170415685445,-0.08867184341940071,0.1026155419093072,0.09044472853805155,-0.012170813371255654,context_model
frozen_through_2021,2023,fbs,150,Duke,4.493055705986242,4.88788550777945,0.39482980179320837,0.10696152823614749,0.18052969607093786,0.07356816783479037,context_model
frozen_through_2021,2023,fbs,151,East Carolina,4.583324527016242,5.461696477529259,0.8783719505130163,0.15291085789538092,0.26118002244445043,0.10826916454906951,context_model
frozen_through_2021,2023,fbs,152,NC State,4.399375118763428,4.316863933317413,-0.08251118544601432,0.0920880439589244,0.0700891391425507,-0.021998904816373704,context_model
frozen_through_2021,2023,fbs,153,North Carolina,4.5226137397206445,4.515145822469522,-0.00746791725112228,0.06306073800404505,0.06190356377464497,-0.0011571742294000792,context_model
frozen_through_2021,2023,fbs,154,Wake Forest,5.075203265802067,5.1996016633447395,0.12439839754267279,0.18060548378673183,0.20277864982966576,0.02217316604293393,context_model
frozen_through_2021,2023,fbs,158,Nebraska,4.663883048255379,4.679771806200241,0.015888757944862775,0.07833704947016389,0.08173207677347592,0.003395027303312037,context_model
frozen_through_2021,2023,fbs,164,Rutgers,5.029719976824331,4.817076493997495,-0.2126434828268362,0.1703716703225597,0.12808316423130817,-0.04228850609125154,context_model
frozen_through_2021,2023,fbs,166,New Mexico State,5.211521254180175,5.455683777073033,0.2441625228928581,0.16523093205606712,0.19730664388612645,0.032075711830059334,context_model
frozen_through_2021,2023,fbs,167,New Mexico,4.58400900022136,4.282296416301253,-0.30171258392010714,0.06896938932418006,0.054230865209657635,-0.014738524114522429,context_model
frozen_through_2021,2023,fbs,183,Syracuse,4.595780818436495,4.577347486225491,-0.018433332211004405,0.07712043476546082,0.06931931799653142,-0.007801116768929403,context_model
frozen_through_2021,2023,fbs,189,Bowling Green,5.106918258254874,4.819677929152726,-0.2872403291021479,0.14204524336442315,0.10270371802326743,-0.03934152534115572,context_model
frozen_through_2021,2023,fbs,193,Miami (OH),5.169597884771767,5.139495828942907,-0.030102055828860053,0.18654703137138326,0.18112524596050864,-0.005421785410874624,context_model
frozen_through_2021,2023,fbs,194,Ohio State,2.855500578092017,2.857196456175629,0.0016958780836118237,0.013833769901982835,0.015027612975523607,0.0011938430735407724,context_model
frozen_through_2021,2023,fbs,195,Ohio,4.65061065078898,4.738385413707395,0.08777476291841424,0.08383187723040962,0.09928484861387873,0.015452971383469113,context_model
frozen_through_2021,2023,fbs,197,Oklahoma State,4.379807687106095,4.251692486318162,-0.12811520078793315,0.09982922836994858,0.07018205629057223,-0.029647172079376352,context_model
frozen_through_2021,2023,fbs,2,Auburn,4.723895955191537,4.6612328309627475,-0.06266312422878961,0.09419900071169729,0.0842392157729771,-0.009959784938720184,context_model
frozen_through_2021,2023,fbs,2005,Air Force,4.744758125910299,4.6344099536261165,-0.11034817228418259,0.10670340243279734,0.07791277986911482,-0.02879062256368252,context_model
frozen_through_2021,2023,fbs,2006,Akron,3.290428443875724,3.2198374174774034,-0.07059102639832071,0.06675420841326178,0.06449855912214897,-0.002255649291112813,context_model
frozen_through_2021,2023,fbs,201,Oklahoma,3.81687631458105,3.7227778148731976,-0.09409849970785222,0.0728028960602655,0.05777269371622266,-0.01503020234404285,context_model
frozen_through_2021,2023,fbs,202,Tulsa,3.961627029905679,4.232683938980673,0.2710569090749946,0.058952747904274544,0.1067943274947315,0.047841579590456956,context_model
frozen_through_2021,2023,fbs,2026,App State,4.697146519822152,4.681495595852384,-0.015650923969767305,0.09401447317812898,0.08832438134304126,-0.005690091835087729,context_model
frozen_through_2021,2023,fbs,2032,Arkansas State,4.741198656609661,4.474879693154806,-0.2663189634548546,0.09037039834862193,0.06194592225005915,-0.02842447609856278,context_model
frozen_through_2021,2023,fbs,204,Oregon State,4.4973933895782,4.424073107132609,-0.0733202824455903,0.13080736542289023,0.1169895255290713,-0.013817839893818934,context_model
frozen_through_2021,2023,fbs,2050,Ball State,4.049480832271345,4.232717204772139,0.18323637250079372,0.06318073154573242,0.09730059664253392,0.0341198650968015,context_model
frozen_through_2021,2023,fbs,2084,Buffalo,4.411150013023061,4.603968058380627,0.19281804535756564,0.15400147085551877,0.1809235285267649,0.02692205767124614,context_model
frozen_through_2021,2023,fbs,21,San Diego State,4.418765404183326,4.376837483104608,-0.041927921078718455,0.09708038780386921,0.08511145272177531,-0.011968935082093901,context_model
frozen_through_2021,2023,fbs,2116,UCF,4.684503285744767,4.682114629333929,-0.0023886564108375197,0.08500484498330843,0.0828209125769428,-0.002183932406365635,context_model
frozen_through_2021,2023,fbs,2117,Central Michigan,4.068083359377701,4.19599182964436,0.12790847026665908,0.05228149027818552,0.07786800742497202,0.025586517146786496,context_model
frozen_through_2021,2023,fbs,213,Penn State,3.3627812139773923,3.299818158543956,-0.06296305543343639,0.0375152468059121,0.02849736616369087,-0.009017880642221233,context_model
