protocol,target_season,train_through,candidate,candidate_name,kind,n_team_seasons,nll,delta_nll_vs_P0,crps,delta_crps_vs_P0,expected_rank_mae,delta_expected_rank_mae_vs_P0,median_rank_mae,delta_median_rank_mae_vs_P0,interval_80_coverage,delta_interval_80_coverage_vs_P0,interval_80_average_width,delta_interval_80_average_width_vs_P0
rolling_origin,2022,2021,P0,P0_D5,primary,131,4.4563787950709415,0.0,0.10561449458364564,0.0,18.51603490979311,0.0,18.52671755725191,0.0,0.8331647199484964,0.0,71.69465648854961,0.0
rolling_origin,2022,2021,P1,P1_D5_plus_dl_edge,primary,131,4.460688013146319,0.00430921807537743,0.10562686016675832,1.2365583112683431e-05,18.4538901464703,-0.06214476332280938,18.450381679389313,-0.0763358778625971,0.8325209233882093,-0.0006437965602871243,71.62595419847328,-0.068702290076331
rolling_origin,2022,2021,P2,P2_D5_plus_lb,primary,131,4.472664006323204,0.016285211252262677,0.10625515301809796,0.0006406584344523236,18.49742156238578,-0.018613347407328007,18.48854961832061,-0.03816793893129855,0.8337165455715994,0.0005518256231029639,70.83206106870229,-0.8625954198473238
rolling_origin,2022,2021,P3,P3_D5_plus_db,primary,131,4.456178484707776,-0.00020031036316581208,0.10552472005503363,-8.977452861200219e-05,18.46604317348192,-0.04999173631118836,18.519083969465647,-0.007633587786262552,0.8316012140163709,-0.0015635059321255085,71.58015267175573,-0.114503816793885
rolling_origin,2022,2021,P4,P4_D5_plus_all_position_groups,primary,131,4.482772659689561,0.026393864618619922,0.10707141751985501,0.0014569229362093733,18.41784900680693,-0.0981859029861809,18.65648854961832,0.1297709923664101,0.8286581440264876,-0.00450657592200876,70.09160305343511,-1.6030534351145036
rolling_origin,2023,2022,P0,P0_D5,primary,133,4.468037065349145,0.0,0.10408290208301511,0.0,19.15546636716359,0.0,19.357142857142858,0.0,0.869640317008738,0.0,72.00751879699249,0.0
rolling_origin,2023,2022,P1,P1_D5_plus_dl_edge,primary,133,4.465867670061291,-0.002169395287853426,0.10395212079758956,-0.00013078128542555467,19.16944346934924,0.01397710218564896,19.402255639097746,0.04511278195488799,0.8706563706563706,0.0010160536476325754,71.95488721804512,-0.05263157894736992
rolling_origin,2023,2022,P2,P2_D5_plus_lb,primary,133,4.467789852682789,-0.00024721266635552297,0.10390800756732047,-0.00017489451569464853,19.057622110988248,-0.09784425617534254,19.36466165413534,0.007518796992481924,0.8697419223735013,0.00010160536476333526,71.83458646616542,-0.1729323308270665
rolling_origin,2023,2022,P3,P3_D5_plus_db,primary,133,4.467788709131165,-0.00024835621797958396,0.104178836042044,9.593395902889046e-05,19.215773040337044,0.06030667317345362,19.454887218045112,0.09774436090225436,0.8701483438325545,0.0005080268238164543,71.80451127819549,-0.2030075187969942
rolling_origin,2023,2022,P4,P4_D5_plus_all_position_groups,primary,133,4.467235795516364,-0.0008012698327801715,0.10406616080451171,-1.674127850340157e-05,19.13741998118605,-0.01804638597754149,19.477443609022558,0.12030075187970013,0.8691322901849218,-0.0005080268238162322,71.73684210526316,-0.27067669172932085
