protocol,target_season,train_through,candidate,candidate_name,kind,n_team_seasons,nll,delta_nll_vs_P0,crps,delta_crps_vs_P0,expected_rank_mae,delta_expected_rank_mae_vs_P0,median_rank_mae,delta_median_rank_mae_vs_P0,interval_80_coverage,delta_interval_80_coverage_vs_P0,interval_80_average_width,delta_interval_80_average_width_vs_P0
rolling_origin,2024,2023,P0,P0_D5,primary,134,4.553265760069195,0.0,0.11505272423680256,0.0,20.590041334661908,0.0,21.03731343283582,0.0,0.8134328358208955,0.0,70.33582089552239,0.0
rolling_origin,2024,2023,P1,P1_D5_plus_dl_edge,primary,134,4.557214839698024,0.003949079628829288,0.11513548592792726,8.276169112469978e-05,20.52400403272477,-0.06603730193713986,20.94776119402985,-0.08955223880596819,0.8036936936936938,-0.009739142127201728,70.38059701492537,0.04477611940298232
rolling_origin,2024,2023,P2,P2_D5_plus_lb,primary,134,4.553778759720821,0.0005129996516259894,0.11486020217501623,-0.00019252206178632658,20.49141812706344,-0.0986232075984681,20.925373134328357,-0.1119402985074629,0.8133333333333334,-9.950248756218638e-05,70.13432835820896,-0.20149253731342753
rolling_origin,2024,2023,P3,P3_D5_plus_db,primary,134,4.551200321669952,-0.0020654383992431136,0.11475720494917237,-0.00029551928763019153,20.49342647433636,-0.09661486032554834,20.902985074626866,-0.13432835820895406,0.8125373134328358,-0.0008955223880597885,70.0223880597015,-0.31343283582089043
rolling_origin,2024,2023,P4,P4_D5_plus_all_position_groups,primary,134,4.557885852700562,0.004620092631367534,0.1149964234629514,-5.630077385115895e-05,20.46065708577344,-0.1293842488884671,20.940298507462686,-0.09701492537313428,0.8138308457711444,0.00039800995024885655,69.99253731343283,-0.3432835820895548
rolling_origin,2025,2024,P0,P0_D5,primary,136,4.55237757047816,0.0,0.10779288978260404,0.0,19.925089687185995,0.0,20.073529411764707,0.0,0.8281627719580983,0.0,73.53676470588235,0.0
rolling_origin,2025,2024,P1,P1_D5_plus_dl_edge,primary,136,4.550193791469243,-0.002183779008916531,0.10764851430634781,-0.00014437547625623104,19.821450069622273,-0.1036396175637222,20.051470588235293,-0.02205882352941302,0.826853344077357,-0.0013094278807412874,73.40441176470588,-0.1323529411764639
rolling_origin,2025,2024,P2,P2_D5_plus_lb,primary,136,4.556568024116077,0.004190453637916924,0.10809895427157942,0.00030606448897538274,19.997345873375735,0.07225618618974039,20.227941176470587,0.15441176470588047,0.826651893634166,-0.0015108783239322632,73.47058823529412,-0.06617647058823195
rolling_origin,2025,2024,P3,P3_D5_plus_db,primary,136,4.550441192877786,-0.0019363776003737954,0.10748822233502342,-0.0003046674475806199,19.856478457050557,-0.06861123013543846,20.080882352941178,0.007352941176471006,0.8286663980660757,0.000503626107977384,73.48529411764706,-0.05147058823528994
rolling_origin,2025,2024,P4,P4_D5_plus_all_position_groups,primary,136,4.550811927270057,-0.0015656432081030403,0.10744020832291787,-0.0003526814596861716,19.815243859926465,-0.10984582725953018,20.073529411764707,0.0,0.8261482675261885,-0.0020145044319097583,73.1029411764706,-0.43382352941175384
