protocol,candidate,candidate_name,n_target_seasons,target_seasons,n_team_seasons,nll,delta_nll_vs_P0,crps,delta_crps_vs_P0,expected_rank_mae,delta_expected_rank_mae_vs_P0,median_rank_mae,delta_median_rank_mae_vs_P0,interval_80_coverage,delta_interval_80_coverage_vs_P0,interval_80_average_width,delta_interval_80_average_width_vs_P0,reference_candidate
rolling_origin_weighted_aggregate,P3-M,P3_D5_plus_db_availability_only,4,2022;2023;2024;2025,534,4.508320450121078,0.0002764177614681117,0.10820580763393985,4.958511396928385e-05,19.577897665234776,0.02329965714929985,19.80805243445693,0.05056179775280924,0.8359914013310298,-3.2713765817640954e-05,71.9250936329588,0.024344569288392494,P3
