comparison,protocol,season,subdivision,team_id,team_name,candidate,reference,candidate_nll,reference_nll,delta_nll
P2_vs_P0,frozen_through_2021,2024,fbs,256,James Madison,P2,P0,4.72040999795253,4.720210965692733,0.0001990322597968941
P2_vs_P0,frozen_through_2021,2024,fbs,2567,SMU,P2,P0,4.60551097025941,4.553204481886672,0.052306488372738436
P2_vs_P0,frozen_through_2021,2024,fbs,2572,Southern Miss,P2,P0,3.4620536745042445,3.356280373312657,0.10577330119158734
P2_vs_P0,frozen_through_2021,2024,fbs,2579,South Carolina,P2,P0,4.2066661857742025,4.282848135873221,-0.07618195009901818
P2_vs_P0,frozen_through_2021,2024,fbs,258,Virginia,P2,P0,4.627648714690158,4.63578597007566,-0.008137255385501696
P2_vs_P0,frozen_through_2021,2024,fbs,259,Virginia Tech,P2,P0,4.567799873807044,4.512124358201786,0.05567551560525885
P2_vs_P0,frozen_through_2021,2024,fbs,26,UCLA,P2,P0,4.645900223456396,4.627917352812918,0.017982870643478144
P2_vs_P0,frozen_through_2021,2024,fbs,2628,TCU,P2,P0,4.59215946972696,4.408524432064286,0.18363503766267453
P2_vs_P0,frozen_through_2021,2024,fbs,2633,Tennessee,P2,P0,3.9620673543082154,3.938724616611018,0.023342737697197524
P2_vs_P0,frozen_through_2021,2024,fbs,2636,UTSA,P2,P0,4.667960755025367,4.660943087871739,0.007017667153627727
P2_vs_P0,frozen_through_2021,2024,fbs,2638,UTEP,P2,P0,3.5648510366187867,3.4970920010993547,0.06775903551943196
P2_vs_P0,frozen_through_2021,2024,fbs,264,Washington,P2,P0,5.050531381024796,4.975105126927355,0.07542625409744108
P2_vs_P0,frozen_through_2021,2024,fbs,2641,Texas Tech,P2,P0,4.53922376805265,4.542265802436034,-0.003042034383383907
P2_vs_P0,frozen_through_2021,2024,fbs,2649,Toledo,P2,P0,4.6975819339344955,4.694240671085805,0.003341262848690185
P2_vs_P0,frozen_through_2021,2024,fbs,265,Washington State,P2,P0,4.822004952012422,4.735262211146111,0.08674274086631151
P2_vs_P0,frozen_through_2021,2024,fbs,2653,Troy,P2,P0,4.470486161255042,4.543404360911106,-0.07291819965606372
P2_vs_P0,frozen_through_2021,2024,fbs,2655,Tulane,P2,P0,4.8558829967756845,4.852367017295271,0.003515979480413378
P2_vs_P0,frozen_through_2021,2024,fbs,2711,Western Michigan,P2,P0,4.3400147824747854,4.351447156309984,-0.011432373835198462
P2_vs_P0,frozen_through_2021,2024,fbs,275,Wisconsin,P2,P0,4.827533092083877,4.781419638577641,0.04611345350623619
P2_vs_P0,frozen_through_2021,2024,fbs,2751,Wyoming,P2,P0,4.256652427508393,4.320368326974331,-0.06371589946593836
P2_vs_P0,frozen_through_2021,2024,fbs,276,Marshall,P2,P0,5.804341242222613,5.43146023997588,0.37288100224673304
P2_vs_P0,frozen_through_2021,2024,fbs,277,West Virginia,P2,P0,4.678914801700343,4.742420668561308,-0.06350586686096449
P2_vs_P0,frozen_through_2021,2024,fbs,278,Fresno State,P2,P0,4.583927424593847,4.590993788921571,-0.007066364327723562
P2_vs_P0,frozen_through_2021,2024,fbs,290,Georgia Southern,P2,P0,5.3369758221953365,5.156831472279483,0.18014434991585393
P2_vs_P0,frozen_through_2021,2024,fbs,295,Old Dominion,P2,P0,4.727173863227695,4.717570405036596,0.009603458191099534
P2_vs_P0,frozen_through_2021,2024,fbs,30,USC,P2,P0,4.166452674374866,4.203897436390589,-0.03744476201572322
P2_vs_P0,frozen_through_2021,2024,fbs,309,Louisiana,P2,P0,5.27422716074514,5.063384143702884,0.21084301704225528
P2_vs_P0,frozen_through_2021,2024,fbs,324,Coastal Carolina,P2,P0,4.658980491186292,4.670385191058957,-0.011404699872664459
P2_vs_P0,frozen_through_2021,2024,fbs,326,Texas State,P2,P0,4.669234239065041,4.742679273068445,-0.07344503400340407
P2_vs_P0,frozen_through_2021,2024,fbs,328,Utah State,P2,P0,4.3094779048398095,4.358594526466574,-0.04911662162676489
P2_vs_P0,frozen_through_2021,2024,fbs,333,Alabama,P2,P0,3.5653680148059395,3.5747861427605465,-0.009418127954607058
P2_vs_P0,frozen_through_2021,2024,fbs,338,Kennesaw State,P2,P0,2.967395485388066,2.967395485388066,0.0
P2_vs_P0,frozen_through_2021,2024,fbs,344,Mississippi State,P2,P0,5.383644508157993,5.045386197941792,0.3382583102162009
P2_vs_P0,frozen_through_2021,2024,fbs,349,Army,P2,P0,6.406994053659751,6.367869590365423,0.03912446329432839
P2_vs_P0,frozen_through_2021,2024,fbs,356,Illinois,P2,P0,5.266918088804821,5.225054032048948,0.041864056755873236
P2_vs_P0,frozen_through_2021,2024,fbs,36,Colorado State,P2,P0,4.576223622951352,4.5719216803467,0.004301942604651998
P2_vs_P0,frozen_through_2021,2024,fbs,38,Colorado,P2,P0,4.1890056562241815,4.752397576172745,-0.5633919199485637
P2_vs_P0,frozen_through_2021,2024,fbs,41,UConn,P2,P0,5.94215447896081,6.049096165311292,-0.10694168635048218
P2_vs_P0,frozen_through_2021,2024,fbs,5,UAB,P2,P0,4.119582348532149,4.080491915212411,0.03909043331973816
P2_vs_P0,frozen_through_2021,2024,fbs,52,Florida State,P2,P0,8.302755907467501,7.718129736744047,0.5846261707234541
P2_vs_P0,frozen_through_2021,2024,fbs,55,Jacksonville State,P2,P0,4.9057735778731315,4.842583295887158,0.06319028198597376
P2_vs_P0,frozen_through_2021,2024,fbs,57,Florida,P2,P0,4.12506286664929,4.115801632469364,0.009261234179925637
P2_vs_P0,frozen_through_2021,2024,fbs,58,South Florida,P2,P0,4.572377104756578,4.571161688909967,0.001215415846610668
P2_vs_P0,frozen_through_2021,2024,fbs,59,Georgia Tech,P2,P0,4.517652422921651,4.517547159443256,0.00010526347839423522
P2_vs_P0,frozen_through_2021,2024,fbs,6,South Alabama,P2,P0,4.72498265942204,4.747583777173298,-0.022601117751257505
P2_vs_P0,frozen_through_2021,2024,fbs,61,Georgia,P2,P0,3.195467643146017,3.203257202862678,-0.007789559716660843
P2_vs_P0,frozen_through_2021,2024,fbs,62,Hawai'i,P2,P0,4.18384870593436,4.19292059819215,-0.009071892257789926
P2_vs_P0,frozen_through_2021,2024,fbs,66,Iowa State,P2,P0,4.035727472249458,4.025600992647406,0.01012647960205193
P2_vs_P0,frozen_through_2021,2024,fbs,68,Boise State,P2,P0,4.89470945565363,4.85359094153293,0.04111851412069978
P2_vs_P0,frozen_through_2021,2024,fbs,77,Northwestern,P2,P0,4.707483614639576,4.671140106808275,0.036343507831301025
P2_vs_P0,frozen_through_2021,2024,fbs,8,Arkansas,P2,P0,4.554760052418815,4.559681070377907,-0.004921017959092389
P2_vs_P0,frozen_through_2021,2024,fbs,84,Indiana,P2,P0,5.279560449090482,5.459326702926826,-0.17976625383634381
P2_vs_P0,frozen_through_2021,2024,fbs,87,Notre Dame,P2,P0,2.9901162268187425,2.971480949610376,0.018635277208366663
P2_vs_P0,frozen_through_2021,2024,fbs,9,Arizona State,P2,P0,3.717668916668052,5.247314043173268,-1.529645126505216
P2_vs_P0,frozen_through_2021,2024,fbs,96,Kentucky,P2,P0,5.444901340158945,5.030143368916742,0.4147579712422029
P2_vs_P0,frozen_through_2021,2024,fbs,97,Louisville,P2,P0,4.3189264198995305,4.182945147275672,0.13598127262385873
P2_vs_P0,frozen_through_2021,2024,fbs,98,Western Kentucky,P2,P0,4.676310561219789,4.648239501657504,0.028071059562284617
P2_vs_P0,frozen_through_2021,2024,fbs,99,LSU,P2,P0,3.782795969546362,3.7812214107528153,0.001574558793546732
P2_vs_P0,frozen_through_2021,2025,fbs,103,Boston College,P2,P0,5.233514403005752,5.14615255562338,0.08736184738237185
P2_vs_P0,frozen_through_2021,2025,fbs,113,Massachusetts,P2,P0,3.3217625111400797,3.153052472278769,0.16871003886131053
P2_vs_P0,frozen_through_2021,2025,fbs,12,Arizona,P2,P0,4.421731827271724,4.4805017210274825,-0.05876989375575814
P2_vs_P0,frozen_through_2021,2025,fbs,120,Maryland,P2,P0,4.681223956728199,4.688491592077054,-0.007267635348854995
P2_vs_P0,frozen_through_2021,2025,fbs,127,Michigan State,P2,P0,4.6609122143078245,4.6709654382687225,-0.010053223960897917
P2_vs_P0,frozen_through_2021,2025,fbs,130,Michigan,P2,P0,4.104671977291325,4.160089549515139,-0.05541757222381438
P2_vs_P0,frozen_through_2021,2025,fbs,135,Minnesota,P2,P0,4.74273754950195,4.633334663450892,0.10940288605105764
P2_vs_P0,frozen_through_2021,2025,fbs,142,Missouri,P2,P0,4.426537830565381,4.3789223821400665,0.04761544842531418
P2_vs_P0,frozen_through_2021,2025,fbs,145,Ole Miss,P2,P0,3.511598684119943,3.790602489697187,-0.2790038055772439
P2_vs_P0,frozen_through_2021,2025,fbs,150,Duke,P2,P0,4.627394119165985,4.6175516291211665,0.009842490044818852
P2_vs_P0,frozen_through_2021,2025,fbs,151,East Carolina,P2,P0,5.0395365553738465,5.013079159796793,0.02645739557705351
P2_vs_P0,frozen_through_2021,2025,fbs,152,NC State,P2,P0,4.490690491058347,4.509466824700804,-0.018776333642457566
P2_vs_P0,frozen_through_2021,2025,fbs,153,North Carolina,P2,P0,4.596692248898454,4.572075460324271,0.024616788574182813
P2_vs_P0,frozen_through_2021,2025,fbs,154,Wake Forest,P2,P0,4.879699050348105,4.742103643999862,0.1375954063482432
P2_vs_P0,frozen_through_2021,2025,fbs,158,Nebraska,P2,P0,4.758476351910113,4.590123414976518,0.1683529369335952
P2_vs_P0,frozen_through_2021,2025,fbs,164,Rutgers,P2,P0,4.7410343625382785,4.7509626462708345,-0.009928283732556054
P2_vs_P0,frozen_through_2021,2025,fbs,166,New Mexico State,P2,P0,3.664788110614926,3.6673424725088717,-0.0025543618939458668
P2_vs_P0,frozen_through_2021,2025,fbs,167,New Mexico,P2,P0,6.785996074013295,6.943071895969226,-0.15707582195593073
P2_vs_P0,frozen_through_2021,2025,fbs,183,Syracuse,P2,P0,4.870505824662993,4.813040587875093,0.057465236787900054
P2_vs_P0,frozen_through_2021,2025,fbs,189,Bowling Green,P2,P0,4.039966197321831,3.9911547768099345,0.04881142051189613
P2_vs_P0,frozen_through_2021,2025,fbs,193,Miami (OH),P2,P0,4.572772321652275,4.575640226173711,-0.0028679045214357046
P2_vs_P0,frozen_through_2021,2025,fbs,194,Ohio State,P2,P0,2.1212179257172097,2.1007098337211354,0.020508091996074285
P2_vs_P0,frozen_through_2021,2025,fbs,195,Ohio,P2,P0,4.736530202739491,4.756413489241665,-0.01988328650217408
P2_vs_P0,frozen_through_2021,2025,fbs,197,Oklahoma State,P2,P0,4.4071471834337625,4.339604978686893,0.06754220474686967
P2_vs_P0,frozen_through_2021,2025,fbs,2,Auburn,P2,P0,4.837714584266363,4.6487754884401555,0.18893909582620783
P2_vs_P0,frozen_through_2021,2025,fbs,2005,Air Force,P2,P0,4.3869894456437715,4.392424296750698,-0.0054348511069264305
P2_vs_P0,frozen_through_2021,2025,fbs,2006,Akron,P2,P0,3.7091308554414417,3.717968108433545,-0.008837252992103473
P2_vs_P0,frozen_through_2021,2025,fbs,201,Oklahoma,P2,P0,3.728744543599954,3.5709645376449473,0.15778000595500696
P2_vs_P0,frozen_through_2021,2025,fbs,202,Tulsa,P2,P0,4.6233155649796,4.466410267863876,0.1569052971157241
P2_vs_P0,frozen_through_2021,2025,fbs,2026,App State,P2,P0,4.085222641947347,4.175565415152111,-0.09034277320476392
P2_vs_P0,frozen_through_2021,2025,fbs,2032,Arkansas State,P2,P0,4.709739175680275,4.6629242238247945,0.046814951855480125
P2_vs_P0,frozen_through_2021,2025,fbs,204,Oregon State,P2,P0,4.433837876076397,4.537103938945936,-0.10326606286953943
P2_vs_P0,frozen_through_2021,2025,fbs,2050,Ball State,P2,P0,3.432249754572916,3.4432527910429562,-0.011003036470040417
P2_vs_P0,frozen_through_2021,2025,fbs,2084,Buffalo,P2,P0,4.2576866152558805,4.486234097401936,-0.22854748214605536
P2_vs_P0,frozen_through_2021,2025,fbs,21,San Diego State,P2,P0,6.4557610586368135,6.19844224030751,0.2573188183293036
P2_vs_P0,frozen_through_2021,2025,fbs,2116,UCF,P2,P0,4.71837351087825,4.694843237008866,0.023530273869383223
P2_vs_P0,frozen_through_2021,2025,fbs,2117,Central Michigan,P2,P0,4.94629152749791,4.916627214001441,0.02966431349646914
P2_vs_P0,frozen_through_2021,2025,fbs,213,Penn State,P2,P0,4.799147640221085,4.43349383152031,0.3656538087007748
P2_vs_P0,frozen_through_2021,2025,fbs,2132,Cincinnati,P2,P0,4.5984542106903605,4.595299883660175,0.0031543270301854776
P2_vs_P0,frozen_through_2021,2025,fbs,218,Temple,P2,P0,4.800497116068446,4.811160562977038,-0.010663446908592
P2_vs_P0,frozen_through_2021,2025,fbs,2199,Eastern Michigan,P2,P0,3.9805882764562956,3.949606960849992,0.03098131560630346
P2_vs_P0,frozen_through_2021,2025,fbs,221,Pittsburgh,P2,P0,4.513779075456093,4.5033818325060935,0.010397242949999885
P2_vs_P0,frozen_through_2021,2025,fbs,2226,Florida Atlantic,P2,P0,4.267402234992274,4.258012717448683,0.00938951754359163
P2_vs_P0,frozen_through_2021,2025,fbs,2229,Florida International,P2,P0,4.701787978357443,4.629664121752527,0.07212385660491627
P2_vs_P0,frozen_through_2021,2025,fbs,2247,Georgia State,P2,P0,4.235870872098427,4.120604004095245,0.11526686800318142
P2_vs_P0,frozen_through_2021,2025,fbs,228,Clemson,P2,P0,5.247479767037652,5.381356365050045,-0.13387659801239238
P2_vs_P0,frozen_through_2021,2025,fbs,2294,Iowa,P2,P0,3.809172846775177,3.8067657560214996,0.002407090753677288
P2_vs_P0,frozen_through_2021,2025,fbs,23,San José State,P2,P0,3.988007433641725,3.951809635261812,0.03619779837991288
P2_vs_P0,frozen_through_2021,2025,fbs,2305,Kansas,P2,P0,5.112940957667764,4.7234744919424205,0.38946646572534327
P2_vs_P0,frozen_through_2021,2025,fbs,2306,Kansas State,P2,P0,4.601920228605438,4.602072743161973,-0.0001525145565342001
P2_vs_P0,frozen_through_2021,2025,fbs,2309,Kent State,P2,P0,5.208909445270113,5.155776154366612,0.053133290903500274
P2_vs_P0,frozen_through_2021,2025,fbs,2335,Liberty,P2,P0,4.6224573893444605,4.560240314695467,0.062217074648993176
P2_vs_P0,frozen_through_2021,2025,fbs,2348,Louisiana Tech,P2,P0,5.131772418028375,5.102076035082668,0.029696382945707533
P2_vs_P0,frozen_through_2021,2025,fbs,235,Memphis,P2,P0,4.706946568492062,4.7255151845965155,-0.018568616104453817
P2_vs_P0,frozen_through_2021,2025,fbs,238,Vanderbilt,P2,P0,4.425433934707719,4.329829403002319,0.0956045317054004
P2_vs_P0,frozen_through_2021,2025,fbs,239,Baylor,P2,P0,6.226778281919201,5.114189288592282,1.112588993326919
P2_vs_P0,frozen_through_2021,2025,fbs,2390,Miami,P2,P0,3.650971220658663,3.77113393730146,-0.12016271664279676
P2_vs_P0,frozen_through_2021,2025,fbs,2393,Middle Tennessee,P2,P0,3.3184122248937324,3.344750803512624,-0.02633857861889144
P2_vs_P0,frozen_through_2021,2025,fbs,24,Stanford,P2,P0,4.6428648048024685,4.560089600816123,0.08277520398634586
P2_vs_P0,frozen_through_2021,2025,fbs,242,Rice,P2,P0,4.1578072859481985,4.15677542711923,0.0010318588289681685
P2_vs_P0,frozen_through_2021,2025,fbs,2426,Navy,P2,P0,4.855108590389162,4.826732605908376,0.028375984480786265
P2_vs_P0,frozen_through_2021,2025,fbs,2429,Charlotte,P2,P0,4.868016984070235,3.4114728208378304,1.4565441632324045
P2_vs_P0,frozen_through_2021,2025,fbs,2433,UL Monroe,P2,P0,3.7169773275605156,3.865398462117284,-0.1484211345567683
P2_vs_P0,frozen_through_2021,2025,fbs,2439,UNLV,P2,P0,4.775883153584529,4.730484257484114,0.0453988961004157
P2_vs_P0,frozen_through_2021,2025,fbs,2440,Nevada,P2,P0,3.8049095828401662,3.817522481762881,-0.012612898922714777
P2_vs_P0,frozen_through_2021,2025,fbs,245,Texas A&M,P2,P0,3.672203475963096,3.657100770651661,0.015102705311435205
P2_vs_P0,frozen_through_2021,2025,fbs,2459,Northern Illinois,P2,P0,3.8250570327050273,3.9246267813982563,-0.09956974869322899
P2_vs_P0,frozen_through_2021,2025,fbs,248,Houston,P2,P0,4.464513207352956,4.524419878008193,-0.059906670655236915
P2_vs_P0,frozen_through_2021,2025,fbs,2483,Oregon,P2,P0,2.6897749386210723,2.663167837050329,0.026607101570743197
P2_vs_P0,frozen_through_2021,2025,fbs,249,North Texas,P2,P0,7.310489551598344,7.471471580032149,-0.16098202843380438
P2_vs_P0,frozen_through_2021,2025,fbs,25,California,P2,P0,4.643129188117326,4.853046152504535,-0.20991696438720897
P2_vs_P0,frozen_through_2021,2025,fbs,2509,Purdue,P2,P0,4.579529755333525,4.602556182579012,-0.023026427245487646
P2_vs_P0,frozen_through_2021,2025,fbs,251,Texas,P2,P0,3.970273096532658,3.741746101944191,0.22852699458846715
P2_vs_P0,frozen_through_2021,2025,fbs,252,BYU,P2,P0,4.3607800020674174,4.1919250666527015,0.16885493541471597
P2_vs_P0,frozen_through_2021,2025,fbs,2534,Sam Houston,P2,P0,5.794266985565316,5.615496258688038,0.17877072687727757
P2_vs_P0,frozen_through_2021,2025,fbs,254,Utah,P2,P0,4.929334646968088,4.91999220298802,0.009342443980068005
P2_vs_P0,frozen_through_2021,2025,fbs,256,James Madison,P2,P0,5.221680042070928,5.3452326205929515,-0.12355257852202328
P2_vs_P0,frozen_through_2021,2025,fbs,2567,SMU,P2,P0,4.237160400087025,4.247830851050898,-0.010670450963872646
P2_vs_P0,frozen_through_2021,2025,fbs,2572,Southern Miss,P2,P0,5.395919098731193,5.49708009686868,-0.10116099813748658
P2_vs_P0,frozen_through_2021,2025,fbs,2579,South Carolina,P2,P0,5.522328241176296,5.5432379542666474,-0.020909713090351723
P2_vs_P0,frozen_through_2021,2025,fbs,258,Virginia,P2,P0,4.764077481408855,4.857448474835125,-0.09337099342626942
P2_vs_P0,frozen_through_2021,2025,fbs,259,Virginia Tech,P2,P0,4.948143856538515,4.885241925115836,0.06290193142267864
P2_vs_P0,frozen_through_2021,2025,fbs,26,UCLA,P2,P0,4.741722538534384,4.697503983090778,0.04421855544360653
P2_vs_P0,frozen_through_2021,2025,fbs,2623,Missouri State,P2,P0,4.765918792499268,4.765918792499268,0.0
P2_vs_P0,frozen_through_2021,2025,fbs,2628,TCU,P2,P0,4.212989803940822,4.2222027793255945,-0.009212975384772726
P2_vs_P0,frozen_through_2021,2025,fbs,2633,Tennessee,P2,P0,4.419505932393038,4.427009386699996,-0.007503454306958091
P2_vs_P0,frozen_through_2021,2025,fbs,2636,UTSA,P2,P0,4.834822509428494,4.707744344715348,0.12707816471314626
P2_vs_P0,frozen_through_2021,2025,fbs,2638,UTEP,P2,P0,3.8714297746557946,3.768697575140858,0.10273219951493662
P2_vs_P0,frozen_through_2021,2025,fbs,264,Washington,P2,P0,4.0822440242118745,4.4481201609903795,-0.36587613677850506
P2_vs_P0,frozen_through_2021,2025,fbs,2641,Texas Tech,P2,P0,4.782598926614249,4.7356209871854285,0.046977939428820115
P2_vs_P0,frozen_through_2021,2025,fbs,2649,Toledo,P2,P0,4.82891736367337,4.839261186398185,-0.010343822724815155
P2_vs_P0,frozen_through_2021,2025,fbs,265,Washington State,P2,P0,4.902425677900221,4.950918963738511,-0.0484932858382896
P2_vs_P0,frozen_through_2021,2025,fbs,2653,Troy,P2,P0,4.766840428893833,4.753465911202542,0.0133745176912905
P2_vs_P0,frozen_through_2021,2025,fbs,2655,Tulane,P2,P0,4.888397612431058,4.854427327772937,0.03397028465812113
P2_vs_P0,frozen_through_2021,2025,fbs,2711,Western Michigan,P2,P0,5.069112587252865,5.13968446821505,-0.07057188096218514
P2_vs_P0,frozen_through_2021,2025,fbs,275,Wisconsin,P2,P0,4.7352174287406905,4.759755585166682,-0.024538156425991886
P2_vs_P0,frozen_through_2021,2025,fbs,2751,Wyoming,P2,P0,4.271420786036575,4.2417118651553,0.029708920881275525
P2_vs_P0,frozen_through_2021,2025,fbs,276,Marshall,P2,P0,4.4959257493640985,4.480405611741717,0.015520137622381469
P2_vs_P0,frozen_through_2021,2025,fbs,277,West Virginia,P2,P0,4.965575121731895,4.8993392917274985,0.06623583000439659
P2_vs_P0,frozen_through_2021,2025,fbs,278,Fresno State,P2,P0,4.675984190049741,4.719840239408287,-0.04385604935854559
P2_vs_P0,frozen_through_2021,2025,fbs,290,Georgia Southern,P2,P0,4.633389611567755,4.632971103656287,0.0004185079114682466
P2_vs_P0,frozen_through_2021,2025,fbs,295,Old Dominion,P2,P0,5.751046768119502,5.617517497541128,0.13352927057837416
P2_vs_P0,frozen_through_2021,2025,fbs,30,USC,P2,P0,3.865540602163463,3.88006588576956,-0.014525283606097172
P2_vs_P0,frozen_through_2021,2025,fbs,309,Louisiana,P2,P0,4.406114944127367,4.416209913404263,-0.010094969276895682
P2_vs_P0,frozen_through_2021,2025,fbs,324,Coastal Carolina,P2,P0,4.365126022718035,4.346261190785453,0.01886483193258126
P2_vs_P0,frozen_through_2021,2025,fbs,326,Texas State,P2,P0,4.669393515774993,4.6819143324357295,-0.012520816660736678
P2_vs_P0,frozen_through_2021,2025,fbs,328,Utah State,P2,P0,5.08024662023149,5.0537254698758005,0.02652115035568947
P2_vs_P0,frozen_through_2021,2025,fbs,333,Alabama,P2,P0,3.575513064355203,3.474778779791104,0.10073428456409905
P2_vs_P0,frozen_through_2021,2025,fbs,338,Kennesaw State,P2,P0,6.973868961993844,7.087112656359105,-0.11324369436526105
P2_vs_P0,frozen_through_2021,2025,fbs,344,Mississippi State,P2,P0,4.716194931210402,4.727248014287774,-0.011053083077372072
P2_vs_P0,frozen_through_2021,2025,fbs,349,Army,P2,P0,4.8314874740797915,4.822342502993758,0.009144971086033848
P2_vs_P0,frozen_through_2021,2025,fbs,356,Illinois,P2,P0,4.175741092760647,4.171839745781905,0.003901346978741671
P2_vs_P0,frozen_through_2021,2025,fbs,36,Colorado State,P2,P0,4.20271932251047,4.030824373929232,0.17189494858123755
P2_vs_P0,frozen_through_2021,2025,fbs,38,Colorado,P2,P0,5.264256159743497,5.172788147943025,0.09146801180047248
P2_vs_P0,frozen_through_2021,2025,fbs,41,UConn,P2,P0,4.6791268559514965,4.820142167606436,-0.14101531165493952
P2_vs_P0,frozen_through_2021,2025,fbs,48,Delaware,P2,P0,4.622356484270291,4.622356484270291,0.0
P2_vs_P0,frozen_through_2021,2025,fbs,5,UAB,P2,P0,4.1895284475445,4.150978938753402,0.038549508791097864
P2_vs_P0,frozen_through_2021,2025,fbs,52,Florida State,P2,P0,4.871266291424306,4.672720283993734,0.19854600743057205
P2_vs_P0,frozen_through_2021,2025,fbs,55,Jacksonville State,P2,P0,4.708229809093517,4.737010401617873,-0.028780592524356052
P2_vs_P0,frozen_through_2021,2025,fbs,57,Florida,P2,P0,4.851591994213844,4.869711985057358,-0.018119990843514344
P2_vs_P0,frozen_through_2021,2025,fbs,58,South Florida,P2,P0,5.452812562804739,6.05668420876969,-0.6038716459649516
P2_vs_P0,frozen_through_2021,2025,fbs,59,Georgia Tech,P2,P0,4.3778226239041755,4.404601725188901,-0.026779101284725826
P2_vs_P0,frozen_through_2021,2025,fbs,6,South Alabama,P2,P0,4.181462435731762,4.226481662800923,-0.045019227069161616
P2_vs_P0,frozen_through_2021,2025,fbs,61,Georgia,P2,P0,3.0182166944407323,3.0055291267272946,0.012687567713437709
P2_vs_P0,frozen_through_2021,2025,fbs,62,Hawai'i,P2,P0,5.555558471328937,5.517960821814479,0.0375976495144581
P2_vs_P0,frozen_through_2021,2025,fbs,66,Iowa State,P2,P0,4.499734430657444,4.488661935429339,0.011072495228105161
P2_vs_P0,frozen_through_2021,2025,fbs,68,Boise State,P2,P0,4.720404697282124,4.732638888541724,-0.012234191259600458
P2_vs_P0,frozen_through_2021,2025,fbs,77,Northwestern,P2,P0,5.057450458467718,5.093238080729626,-0.03578762226190779
P2_vs_P0,frozen_through_2021,2025,fbs,8,Arkansas,P2,P0,4.8406975856144845,4.804206450821107,0.03649113479337718
P2_vs_P0,frozen_through_2021,2025,fbs,84,Indiana,P2,P0,5.0618667649778,5.065743577047708,-0.0038768120699073094
P2_vs_P0,frozen_through_2021,2025,fbs,87,Notre Dame,P2,P0,3.019475335459318,3.005784163805523,0.013691171653794854
P2_vs_P0,frozen_through_2021,2025,fbs,9,Arizona State,P2,P0,4.5046703119384714,4.514348110609802,-0.009677798671330784
P2_vs_P0,frozen_through_2021,2025,fbs,96,Kentucky,P2,P0,4.689431190206314,4.68017620804292,0.0092549821633936
P2_vs_P0,frozen_through_2021,2025,fbs,97,Louisville,P2,P0,4.2781991442576315,4.280967147448071,-0.002768003190439572
P2_vs_P0,frozen_through_2021,2025,fbs,98,Western Kentucky,P2,P0,4.878591100225323,4.8376019650078215,0.040989135217501804
P2_vs_P0,frozen_through_2021,2025,fbs,99,LSU,P2,P0,4.727782576981985,4.742848019026129,-0.015065442044143396
P3_vs_P0,frozen_through_2021,2022,fbs,103,Boston College,P3,P0,4.782554995466739,4.793747892282249,-0.011192896815510167
P3_vs_P0,frozen_through_2021,2022,fbs,113,Massachusetts,P3,P0,2.6043456812572137,2.592652228377728,0.011693452879485644
P3_vs_P0,frozen_through_2021,2022,fbs,12,Arizona,P3,P0,4.67968620120625,4.68113452526869,-0.0014483240624398874
P3_vs_P0,frozen_through_2021,2022,fbs,120,Maryland,P3,P0,4.438125999675206,4.433042459814765,0.0050835398604407445
P3_vs_P0,frozen_through_2021,2022,fbs,127,Michigan State,P3,P0,5.501195377201535,5.520797706065371,-0.019602328863835616
P3_vs_P0,frozen_through_2021,2022,fbs,130,Michigan,P3,P0,2.459198861876261,2.442061465270898,0.01713739660536273
P3_vs_P0,frozen_through_2021,2022,fbs,135,Minnesota,P3,P0,4.205675437425086,4.205766915496461,-9.147807137566133e-05
P3_vs_P0,frozen_through_2021,2022,fbs,142,Missouri,P3,P0,4.594648626511137,4.596570269826954,-0.0019216433158177892
P3_vs_P0,frozen_through_2021,2022,fbs,145,Ole Miss,P3,P0,4.1453093915444,4.1589640278275315,-0.013654636283131794
P3_vs_P0,frozen_through_2021,2022,fbs,150,Duke,P3,P0,5.832697129438195,5.869961417401547,-0.03726428796335224
P3_vs_P0,frozen_through_2021,2022,fbs,151,East Carolina,P3,P0,4.64854174473001,4.658474390183437,-0.009932645453426758
P3_vs_P0,frozen_through_2021,2022,fbs,152,NC State,P3,P0,4.420047388354786,4.419799907229224,0.00024748112556238766
P3_vs_P0,frozen_through_2021,2022,fbs,153,North Carolina,P3,P0,4.5013445460128425,4.500459539180241,0.0008850068326013982
P3_vs_P0,frozen_through_2021,2022,fbs,154,Wake Forest,P3,P0,4.3327502761865135,4.333866402958978,-0.0011161267724641988
P3_vs_P0,frozen_through_2021,2022,fbs,158,Nebraska,P3,P0,4.775261973629291,4.769669619391025,0.005592354238266317
P3_vs_P0,frozen_through_2021,2022,fbs,164,Rutgers,P3,P0,4.638177846071859,4.645260900473408,-0.00708305440154966
P3_vs_P0,frozen_through_2021,2022,fbs,166,New Mexico State,P3,P0,4.631874892966925,4.640782464553352,-0.008907571586426855
P3_vs_P0,frozen_through_2021,2022,fbs,167,New Mexico,P3,P0,3.2492140828062195,3.3005285104263096,-0.051314427620090086
P3_vs_P0,frozen_through_2021,2022,fbs,183,Syracuse,P3,P0,4.705574795670948,4.709376411919633,-0.0038016162486851357
P3_vs_P0,frozen_through_2021,2022,fbs,189,Bowling Green,P3,P0,4.199189377895233,4.207106022011264,-0.007916644116031435
P3_vs_P0,frozen_through_2021,2022,fbs,193,Miami (OH),P3,P0,4.528804152440149,4.5205355319928655,0.008268620447283048
