team_id,team_name,subdivision,conference,record_through_cutoff,movement_from_previous,rated,eligible_games,eligible_evidence_count,games_played,expected_rank,median_rank,mode_rank,rank_1_probability,interval_50_low,interval_50_high,interval_50_width,interval_80_low,interval_80_high,interval_80_width,interval_95_low,interval_95_high,interval_95_width,top5_probability,top10_probability,top25_probability,display_rank
99,LSU,fbs,,,,True,2,2,2,12.054130188636504,7,1,0.09920059811685544,3,16,14,2,29,28,1,51,51,0.39755138710475524,0.6189225278239873,0.877470798915781,1
245,Texas A&M,fbs,,,,True,2,2,2,14.86882470184648,10,1,0.07474575453036357,4,20,17,2,35,34,1,58,58,0.31951520265022015,0.5287200164383675,0.8225909404550218,2
344,Mississippi State,fbs,,,,True,2,2,2,15.54485808567646,10,1,0.0718378081391521,4,21,18,2,37,36,1,61,61,0.3085424038927096,0.5129971390238511,0.8079742001181603,3
333,Alabama,fbs,,,,True,2,2,2,16.412287661596057,11,1,0.06671540502371957,5,22,18,2,39,38,1,63,63,0.2892583064086428,0.4874822267647057,0.7912851455687733,4
87,Notre Dame,fbs,,,,True,2,2,2,17.672993774312275,12,1,0.06033257203626766,5,24,20,2,41,40,1,66,66,0.26549557853018935,0.4552392470724435,0.7645955146179604,5
2390,Miami,fbs,,,,True,2,2,2,17.830874057450345,11,1,0.061615839169590694,5,24,20,2,44,43,1,69,69,0.2722695749504904,0.4687133241184557,0.7699369374279748,6
258,Virginia,fbs,,,,True,2,2,2,17.978205969282833,11,1,0.061392178600693195,5,24,20,2,45,44,1,70,70,0.27479421885014066,0.4731703252055789,0.7678360113886696,7
84,Indiana,fbs,,,,True,2,2,2,18.2198979071672,12,1,0.06184884150781338,5,25,21,2,45,44,1,70,70,0.27154335534782725,0.46356842134425247,0.7607974112086946,8
251,Texas,fbs,,,,True,2,2,2,18.63060444417064,12,1,0.05124905784273952,6,25,20,2,45,44,1,70,70,0.2419370460032566,0.436908501587859,0.7566679314198234,9
2306,Kansas State,fbs,,,,True,2,2,2,20.158389514733077,13,1,0.048960221571998176,6,28,23,3,49,47,1,73,73,0.22973363510465056,0.4154779924572931,0.7257838747458838,10
194,Ohio State,fbs,,,,True,2,2,2,20.936530587864127,14,1,0.043296755984468485,7,29,23,3,49,47,1,74,74,0.20887343669898148,0.38632720576586627,0.7067274748717479,11
57,Florida,fbs,,,,True,2,2,2,21.046934446777662,14,1,0.047894098558187104,6,30,25,3,50,48,1,74,74,0.21874092548754132,0.39117073804849856,0.7022006252816829,12
213,Penn State,fbs,,,,True,2,2,2,22.930033591354103,17,1,0.03989203808305344,7,33,27,3,52,50,1,77,77,0.18793278988333678,0.3450541957751695,0.659368029192508,13
61,Georgia,fbs,,,,True,2,2,2,23.629499493895082,16,1,0.042212344799045516,7,34,28,3,55,53,1,81,81,0.19471404373641565,0.3522613560853192,0.6533072296551814,14
158,Nebraska,fbs,,,,True,2,2,2,24.471031294725538,18,1,0.035885581542926634,8,35,28,3,55,53,1,80,80,0.1705621955980526,0.317036016398168,0.6271020000184233,15
30,USC,fbs,,,,True,3,3,3,25.703545059048817,20,2,0.0297293596330617,9,37,29,4,57,54,1,80,80,0.14836600267034997,0.2867158221499404,0.5996072309527525,16
26,UCLA,fbs,,,,True,2,2,2,26.243925495534043,20,3,0.029484074604810832,9,38,30,4,59,56,1,84,84,0.14890656528934762,0.2891448566831157,0.5976918251989246,17
2633,Tennessee,fbs,,,,True,2,2,2,26.574104678205916,19,1,0.032629662631340775,9,39,31,4,60,57,1,85,85,0.15810277560765282,0.2989626790671244,0.5979291244638538,18
254,Utah,fbs,,,,True,2,2,2,28.593502748764184,21,1,0.02987097647576117,10,42,33,4,64,61,1,89,89,0.14438484492666545,0.27432938169233545,0.5622303550797305,19
120,Maryland,fbs,,,,True,2,2,2,29.849605713350304,22,1,0.028927498091055506,10,44,35,4,67,64,1,92,92,0.13994423575158443,0.26565407194038226,0.5446335392852855,20
2579,South Carolina,fbs,,,,True,2,2,2,31.270888646983625,25,1,0.02781596521617186,11,45,35,4,69,66,1,96,96,0.13010726030499184,0.24213377999537938,0.5139527318374525,21
221,Pittsburgh,fbs,,,,True,2,2,2,31.484076116821534,26,9,0.019033927338779004,12,45,34,5,67,63,2,91,90,0.10099941764764639,0.209573000794611,0.4996528980748211,22
2,Auburn,fbs,,,,True,2,2,2,32.73228191814765,27,10,0.017409430066897075,13,47,35,6,69,64,2,93,92,0.0937106762754876,0.19679911104438805,0.48026528122585765,23
259,Virginia Tech,fbs,,,,True,2,2,2,33.00745414591259,26,4,0.023106862121233886,11,50,40,5,71,67,2,95,94,0.11643439973316391,0.2296633620935249,0.49364745675743044,24
201,Oklahoma,fbs,,,,True,2,2,2,33.570079084426055,28,12,0.015196466799320605,14,48,35,6,70,65,2,95,94,0.08356346266906332,0.18018485922358912,0.4625787458951989,25
2116,UCF,fbs,,,,True,2,2,2,33.96186838645076,28,10,0.016345677219184812,13,50,38,6,71,66,2,95,94,0.09107465651514238,0.19735009589312547,0.47386657961846895,26
167,New Mexico,fbs,,,,True,2,2,2,34.02370794323864,28,1,0.02188339816405495,12,51,40,5,73,69,2,97,96,0.10895535875385888,0.21407753724173786,0.4727875888710914,27
2132,Cincinnati,fbs,,,,True,2,2,2,37.466036281762605,32,10,0.015938609740721834,15,55,41,6,76,71,2,100,99,0.08336926724442242,0.1720687603600252,0.4151350920753915,28
2567,SMU,fbs,,,,True,2,2,2,37.53971428018749,33,13,0.013243022208015364,16,55,40,7,76,70,2,99,98,0.07299748800818737,0.15812414437838163,0.40744464147388165,29
68,Boise State,fbs,,,,True,2,2,2,38.27108953141457,33,14,0.010856535039178284,17,55,39,8,77,70,3,100,98,0.06369631142380938,0.14486336661194693,0.397033499419054,30
248,Houston,fbs,,,,True,2,2,2,39.96453356610699,36,10,0.014337013771401466,16,59,44,7,80,74,2,103,102,0.0765226107087503,0.16050958779931299,0.38720318839524415,31
142,Missouri,fbs,,,,True,2,2,2,40.08633820303025,34,10,0.014730955611136683,17,59,43,7,82,76,2,105,104,0.07562800230118207,0.1536873633960765,0.3813772335735653,32
252,BYU,fbs,,,,True,2,2,2,42.35589123929702,38,15,0.010958118199222376,19,62,44,8,84,77,3,106,104,0.06015418230094162,0.13028563800308512,0.34776033046845417,33
