team_id,team_name,subdivision,conference,record_through_cutoff,movement_from_previous,expected_rank,median_rank,interval_80_low,interval_80_high,top5_probability,top10_probability,top25_probability,display_rank
2483,Oregon,fbs,,,,6.47050583913659,4.0,1.0,15.0,0.6419808964020741,0.8334639385744999,0.9661649899681017,1
194,Ohio State,fbs,,,,8.331727718009674,5.0,1.0,19.0,0.5390365046838439,0.7605874877939578,0.9423603318182306,2
61,Georgia,fbs,,,,9.193187045738808,6.0,2.0,21.0,0.49232080351850777,0.7255682503382745,0.9307937938300693,3
2641,Texas Tech,fbs,,,,12.760849191507045,8.0,2.0,30.0,0.3686044396294745,0.6041830097764168,0.8683864511634736,4
251,Texas,fbs,,,,12.903111151787709,8.0,2.0,30.0,0.35932479575007803,0.5974225762417923,0.8666521783036001,5
84,Indiana,fbs,,,,14.020460855743018,9.0,2.0,33.0,0.3448824517723449,0.5724262168855725,0.8438480928318438,6
145,Ole Miss,fbs,,,,14.391026063007606,9.0,2.0,34.0,0.32882983988167114,0.5581641634144419,0.8377657177681621,7
2390,Miami,fbs,,,,14.75427192358451,9.0,2.0,34.0,0.3111498300836223,0.5427620354390855,0.831927721320664,8
99,LSU,fbs,,,,18.44894700959634,13.0,3.0,42.0,0.21257574312763772,0.43099484140729294,0.7622554378492867,9
87,Notre Dame,fbs,,,,19.08334667671575,13.0,3.0,45.0,0.22631983330732103,0.4350131830486949,0.7495511917307514,10
201,Oklahoma,fbs,,,,19.911116598433733,14.0,4.0,45.0,0.18052374772754157,0.3901277642951704,0.7334267439362002,11
130,Michigan,fbs,,,,20.498324683407994,14.0,4.0,47.0,0.1851721739347407,0.3888744751075555,0.7223877850498897,12
245,Texas A&M,fbs,,,,21.496011549558986,15.0,4.0,49.0,0.17346035481969385,0.3699117187534797,0.7031624699718128,13
254,Utah,fbs,,,,21.98738878260399,15.0,4.0,50.0,0.161120542766,0.354336211558,0.692923455903,14
333,Alabama,fbs,,,,22.005886251624027,16.0,4.0,49.0,0.1473720032615895,0.3412652422113651,0.6914268148107658,15
2294,Iowa,fbs,,,,24.335485921512998,17.0,4.0,55.0,0.140118070113,0.317502509251,0.649927377016,16
30,USC,fbs,,,,24.37318346708,18.0,5.0,54.0,0.127362473862,0.30368393053299997,0.6463698965890001,17
252,BYU,fbs,,,,25.8796590018256,18.0,5.0,59.0,0.13597074654432018,0.3031716669794841,0.6238652270388807,18
52,Florida State,fbs,,,,26.07464963513145,19.0,5.0,58.0,0.11639177963169836,0.28130671908768784,0.6158561905476951,19
57,Florida,fbs,,,,26.776917734673,20.0,5.0,60.0,0.111799508513,0.27216100947899996,0.6034829546709999,20
2633,Tennessee,fbs,,,,28.41087852163464,21.0,5.0,63.0,0.10456860311441826,0.255254822876021,0.5764503160453057,21
264,Washington,fbs,,,,29.45273577483145,22.0,6.0,65.0,0.09513509116809515,0.23904867240523905,0.5576617211285577,22
2,Auburn,fbs,,,,30.127776257050865,23.0,6.0,66.0,0.0851974429709148,0.2233908363527766,0.5430526980694569,23
77,Northwestern,fbs,,,,30.8237831701577,24.0,6.0,67.0,0.08328030517766687,0.2182672531481269,0.5330283976088679,24
258,Virginia,fbs,,,,32.06092358631925,25.0,6.0,70.0,0.07946014621931784,0.20828058686083312,0.5144495920540577,25
142,Missouri,fbs,,,,32.167165608131164,25.0,6.0,70.0,0.07604192711607603,0.2033006631572033,0.5108875765125108,26
152,NC State,fbs,,,,32.471242719625,25.0,7.0,70.0,0.07306393943100001,0.19823978393,0.505260583424,27
213,Penn State,fbs,,,,34.69084661099269,27.0,7.0,75.0,0.06816882172606817,0.18368316187018366,0.4744019805604744,28
97,Louisville,fbs,,,,35.50737290855,28.0,7.0,76.0,0.05834826509300001,0.16704141692600002,0.4569680683480001,29
228,Clemson,fbs,,,,36.45472377331262,29.0,8.0,77.0,0.05082091184384753,0.15265274730954204,0.4388103646206835,30
2579,South Carolina,fbs,,,,37.084123427422504,30.0,8.0,79.0,0.057258506736656445,0.16073179028803558,0.43811153651037127,31
2306,Kansas State,fbs,,,,37.56159523846831,30.0,8.0,79.0,0.05139216405884581,0.15054662593654833,0.42725092668971815,32
58,South Florida,fbs,,,,37.925252022093005,31.0,8.0,80.0,0.051841303931999996,0.150353757906,0.423994831878,33
2628,TCU,fbs,,,,38.06203370566997,31.0,9.0,79.0,0.04368169728399999,0.13690359970399998,0.4133835892239999,34
248,Houston,fbs,,,,39.423469171936276,32.0,9.0,82.0,0.043677380480131034,0.13368197588640102,0.3994056449861982,35
135,Minnesota,fbs,,,,40.7990357562704,34.0,9.0,84.0,0.04066663828491867,0.1255944609827488,0.3820772559512359,36
9,Arizona State,fbs,,,,41.28252418367115,34.0,9.0,85.0,0.03897998929588306,0.12173939957363478,0.3752640958228742,37
66,Iowa State,fbs,,,,41.39058898704104,34.0,9.0,86.0,0.04123190926979384,0.12531001272037345,0.3773238375671134,38
12,Arizona,fbs,,,,42.77719143009122,36.0,10.0,87.0,0.03359594210996641,0.1094172023548906,0.35371829638164637,39
2567,SMU,fbs,,,,43.90578860582481,37.0,10.0,90.0,0.038216831853076436,0.1153524526212307,0.3508938957317018,40
275,Wisconsin,fbs,,,,44.250417050575265,38.0,11.0,88.0,0.027145302294027146,0.09509954666709511,0.33066073189333073,41
356,Illinois,fbs,,,,44.32428564324295,38.0,10.0,90.0,0.0351176188572107,0.10932184750765592,0.3427942197710567,42
158,Nebraska,fbs,,,,44.56978666370086,38.0,11.0,89.0,0.028124352992943753,0.09602225618680796,0.3284157036673432,43
265,Washington State,fbs,,,,45.05423154184563,39.0,11.0,90.0,0.029528676682793298,0.0979318928383145,0.32712638150971013,44
150,Duke,fbs,,,,45.75767274039723,39.0,11.0,92.0,0.030264094251969735,0.09816419491490182,0.32276321584167716,45
25,California,fbs,,,,45.80238809448899,40.0,11.0,91.0,0.025220935325873897,0.08844601626955777,0.3126253240424369,46
238,Vanderbilt,fbs,,,,46.509657975358465,40.0,11.0,93.0,0.02849481335791451,0.09368668462271894,0.31351528127005945,47
59,Georgia Tech,fbs,,,,48.66962188895568,43.0,12.0,94.0,0.020624283774082496,0.07513227250530052,0.2804749179131219,48
68,Boise State,fbs,,,,49.62802202618836,44.0,13.0,95.0,0.017835900208982163,0.06795241774493203,0.2663666365577336,49
2132,Cincinnati,fbs,,,,50.11755280514463,45.0,13.0,96.0,0.018813826887943558,0.06917945872579245,0.26454124416520636,50
221,Pittsburgh,fbs,,,,50.18444455554463,45.0,13.0,96.0,0.01729456445796541,0.06612970903086773,0.2610351911724779,51
120,Maryland,fbs,,,,50.32500101016133,45.0,13.0,97.0,0.01927287836101927,0.07033356171007032,0.26564279441226557,52
239,Baylor,fbs,,,,50.684761554161994,46.0,13.0,97.0,0.018655008375,0.068544533972,0.261398500628,53
21,San Diego State,fbs,,,,50.739403620815224,46.0,13.0,97.0,0.017155184299051468,0.06514116946419543,0.25666542798076997,54
183,Syracuse,fbs,,,,52.127070000101256,47.0,13.0,100.0,0.019961073864039922,0.07002318139614004,0.2566482944335133,55
164,Rutgers,fbs,,,,52.693740756659906,48.0,14.0,100.0,0.016870615774949388,0.06261505597681215,0.2438066894962686,56
256,James Madison,fbs,,,,53.99941227251199,50.0,15.0,101.0,0.013759366470903684,0.054032688058621776,0.2251659083624238,57
344,Mississippi State,fbs,,,,55.169051307628855,51.0,16.0,101.0,0.0113196948950566,0.047399545787237006,0.21060420513505304,58
26,UCLA,fbs,,,,55.42446274785672,51.0,15.0,104.0,0.013523491880959429,0.05323753788484028,0.22058910424333825,59
2305,Kansas,fbs,,,,56.69914773500932,53.0,15.0,105.0,0.013460225649986541,0.05127527461294873,0.20983855267979018,60
2449,North Dakota State,fbs,,,,56.71119018471485,52.0,13.0,109.0,0.026429083603105717,0.07729439015530919,0.24371423443297488,61
249,North Texas,fbs,,,,59.083222545949994,56.0,16.0,108.0,0.013109576763,0.048687492554999996,0.196687215033,62
2649,Toledo,fbs,,,,60.16966776136085,57.0,18.0,108.0,0.009438800267047194,0.03905649172219528,0.17700920422488506,63
154,Wake Forest,fbs,,,,61.86017975861884,60.0,19.0,108.0,0.006677253919959936,0.030767002936815394,0.15638844813106167,64
259,Virginia Tech,fbs,,,,62.77619366544377,61.0,20.0,109.0,0.006506037294006507,0.02998539824202999,0.15254118893815255,65
